,NISCH (11188)
ACH-000004,-0.493034330454
ACH-000007,-0.508577036734
ACH-000009,-0.428610092571
ACH-000011,-0.188998050814
ACH-000012,-0.471637298137
ACH-000013,-0.33262424374099997
ACH-000014,-0.369381792291
ACH-000015,-0.410923084085
ACH-000017,-0.38468272438400003
ACH-000018,-0.628225905425
ACH-000019,-0.0695040479981
ACH-000021,-0.440450885114
ACH-000022,-0.49211552798
ACH-000025,-0.551706794523
ACH-000028,-0.309680073912
ACH-000030,-0.368633069737
ACH-000035,-0.52587325684
ACH-000036,-0.544996583419
ACH-000037,-0.588288073473
ACH-000039,-0.661425407015
ACH-000040,-0.49255804819700005
ACH-000041,-0.460744114299
ACH-000042,-0.628068139449
ACH-000045,-0.45625705940399996
ACH-000047,-0.37713019346
ACH-000052,-0.374805451368
ACH-000053,-0.40843701542099997
ACH-000054,-0.463852326225
ACH-000055,-0.325436294332
ACH-000060,-0.514443525042
ACH-000067,-0.41334164870800005
ACH-000070,-0.372100662518
ACH-000075,-0.430234524541
ACH-000078,-0.483406705348
ACH-000082,-0.179350133544
ACH-000085,-0.532213113331
ACH-000086,-0.507876153159
ACH-000087,-0.383984310561
ACH-000092,-0.321711697965
ACH-000095,-0.407097447499
ACH-000097,-0.26303528235199997
ACH-000098,-0.381506454558
ACH-000099,-0.57036642837
ACH-000108,-0.5131057200029999
ACH-000113,-0.371340277774
ACH-000115,-0.164329685127
ACH-000116,-0.527482436084
ACH-000118,-0.516780549688
ACH-000120,-0.31078594199299997
ACH-000123,-0.618054134197
ACH-000127,-0.33597755092
ACH-000128,-0.5833807419870001
ACH-000132,-0.305376669311
ACH-000133,-0.5349157242939999
ACH-000137,-0.459919191842
ACH-000138,-0.48917896786700005
ACH-000142,-0.641578135298
ACH-000143,-0.459662999463
ACH-000146,-0.440098673475
ACH-000148,-0.304396259954
ACH-000150,-0.697096349706
ACH-000152,-0.581438232667
ACH-000153,-0.056856745851699995
ACH-000159,-0.324865473497
ACH-000160,-0.386304252351
ACH-000163,-0.234589378324
ACH-000167,-0.13796336079000002
ACH-000168,-0.454274235864
ACH-000169,-0.238943249483
ACH-000178,-0.34231711053499997
ACH-000182,-0.49329509305
ACH-000183,-0.559275162316
ACH-000188,-0.6323921752530001
ACH-000189,-0.765423839851
ACH-000190,-0.7337439157469999
ACH-000198,-0.308148418514
ACH-000204,-0.249527569033
ACH-000206,-0.472771804378
ACH-000207,-0.41108292183
ACH-000211,-0.586454749658
ACH-000215,-0.32714181698100003
ACH-000221,-0.451715936079
ACH-000222,-0.6655281065950001
ACH-000223,-0.30610888909899997
ACH-000226,-0.34660297386600003
ACH-000227,-0.381959111765
ACH-000228,-0.425621492691
ACH-000231,-0.457758418983
ACH-000232,-0.287331771824
ACH-000233,-0.423962897289
ACH-000234,-0.401959855203
ACH-000235,-0.492464472239
ACH-000237,-0.37011171157
ACH-000238,-0.542380629505
ACH-000243,-0.467626525964
ACH-000244,-0.194145176902
ACH-000246,-0.299401943765
ACH-000248,-0.436419143778
ACH-000250,-0.398968143229
ACH-000251,-0.388985275389
ACH-000253,-0.48453204855899995
ACH-000255,-0.40922001515699996
ACH-000256,-0.345946417919
ACH-000257,-0.53704107792
ACH-000258,-0.47253127094700004
ACH-000259,-0.436460418019
ACH-000260,-0.394731005674
ACH-000261,-0.477482518768
ACH-000262,-0.17219092660799998
ACH-000263,-0.709006056458
ACH-000264,-0.360331731821
ACH-000265,-0.522283636065
ACH-000266,-0.40476378324199996
ACH-000272,-0.469368686797
ACH-000273,-0.323482335088
ACH-000274,-0.515476946111
ACH-000277,-0.48329058252400003
ACH-000278,-0.302479872293
ACH-000279,-0.443154409064
ACH-000280,-0.452646686433
ACH-000281,-0.719014465974
ACH-000288,-0.312798779292
ACH-000291,-0.42860803063
ACH-000293,-0.45247766268600004
ACH-000294,-0.597456799353
ACH-000295,-0.828269034674
ACH-000296,-0.290758633735
ACH-000302,-0.339845901307
ACH-000304,-0.525321735928
ACH-000307,-0.433680632449
ACH-000308,-0.436482124568
ACH-000310,-0.530719661862
ACH-000311,-0.26353548906700003
ACH-000312,-0.28167239876
ACH-000315,-0.265800736531
ACH-000316,-0.588281654852
ACH-000317,-0.427064070251
ACH-000318,-0.135105875314
ACH-000319,-0.36103460968400003
ACH-000320,-0.323353800939
ACH-000322,-0.25436936675599997
ACH-000323,-0.490923169283
ACH-000324,-0.292000677015
ACH-000329,-0.658666888024
ACH-000330,-0.056181097192
ACH-000331,-0.287712854016
ACH-000332,-0.398027924983
ACH-000334,-0.7312406271870001
ACH-000335,-0.4163898726
ACH-000336,-0.388394943239
ACH-000337,-0.335868626529
ACH-000339,-0.377876754035
ACH-000341,-0.562855973929
ACH-000348,-0.374215718573
ACH-000350,-0.438852949917
ACH-000352,-0.305121334558
ACH-000356,-0.45232524018200004
ACH-000361,-0.367852448507
ACH-000362,-0.43438652523800003
ACH-000363,-0.28058303810400004
ACH-000364,-0.247146147424
ACH-000365,-0.352451628295
ACH-000366,-0.5010850855960001
ACH-000368,-0.284904107517
ACH-000374,-0.453817658131
ACH-000375,-0.29597866531100003
ACH-000376,-0.293823436318
ACH-000381,-0.555094307923
ACH-000383,-0.504586924366
ACH-000387,-0.589323545846
ACH-000389,-0.39951841105400004
ACH-000390,-0.5077980087439999
ACH-000393,-0.7455277400679999
ACH-000395,-0.666793974019
ACH-000397,-0.48711018333300005
ACH-000401,-0.6098257135140001
ACH-000402,-0.740834207106
ACH-000403,-0.42371914935599997
ACH-000404,-0.481752742527
ACH-000406,-0.41651630493
ACH-000407,-0.339758575941
ACH-000408,-0.6131471285629999
ACH-000410,-0.267280106914
ACH-000411,-0.496081565452
ACH-000414,-0.348690942002
ACH-000415,-0.6225377163120001
ACH-000416,-0.44561561696900004
ACH-000420,-0.505112424784
ACH-000421,-0.40151455997900004
ACH-000424,-0.359529488164
ACH-000425,-0.34055238522500003
ACH-000426,-0.51952375852
ACH-000427,-0.183479344813
ACH-000433,-0.534899151025
ACH-000436,-0.658320195955
ACH-000444,-0.334784194792
ACH-000445,-0.17158104500399998
ACH-000448,-0.210835990315
ACH-000450,-0.324969821517
ACH-000452,-0.553075356483
ACH-000454,-0.67190870492
ACH-000458,-0.56672009539
ACH-000459,-0.37210110009400005
ACH-000460,-0.249587685295
ACH-000461,-0.380350684069
ACH-000463,-0.3171470964
ACH-000464,-0.492713720485
ACH-000466,-0.37194543742700004
ACH-000467,-0.39491722477700003
ACH-000468,-0.585150248239
ACH-000469,-0.25305348082
ACH-000470,-0.252011995579
ACH-000471,-0.340518919001
ACH-000472,-0.583693637964
ACH-000473,-0.329332554725
ACH-000475,-0.352897889076
ACH-000476,-0.5042603412409999
ACH-000477,-0.49092436937399997
ACH-000480,-0.302390034592
ACH-000481,-0.6426026502750001
ACH-000483,-0.25304723099599996
ACH-000484,-0.517854876464
ACH-000485,-0.5284139146119999
ACH-000486,-0.602830171789
ACH-000487,-0.362089696847
ACH-000488,-0.5579129522590001
ACH-000490,-0.38454059923199996
ACH-000491,-0.42288772141500003
ACH-000495,-0.5036656936739999
ACH-000496,-0.19487730908599998
ACH-000499,-0.278996948561
ACH-000500,0.0026515936076300004
ACH-000502,-0.417396693024
ACH-000503,-0.32257145851999997
ACH-000505,-0.378984079949
ACH-000507,-0.274282182864
ACH-000510,-0.416331191314
ACH-000511,-0.426676391453
ACH-000512,-0.357169091971
ACH-000516,-0.48540485936800004
ACH-000517,-0.333205372856
ACH-000518,-0.20252492920600002
ACH-000520,-0.21393091921000001
ACH-000521,-0.41754621393799995
ACH-000522,-0.354747545414
ACH-000524,-0.46299186761999994
ACH-000527,-0.445215079907
ACH-000528,-0.350547273204
ACH-000537,-0.34619450004600005
ACH-000541,-0.5088654591130001
ACH-000542,-0.5411359624759999
ACH-000544,-0.29215485535700003
ACH-000545,-0.631653011242
ACH-000547,-0.555010040787
ACH-000548,-0.49325883918499996
ACH-000549,-0.497715075845
ACH-000550,-0.430157724468
ACH-000552,-0.34364246634
ACH-000556,-0.423458891517
ACH-000557,-0.20359095817899997
ACH-000570,-0.367045659429
ACH-000571,-0.422551400255
ACH-000573,-0.442792433588
ACH-000576,-0.417171379626
ACH-000580,-0.644494181805
ACH-000584,-0.311396161005
ACH-000585,-0.33916295701899996
ACH-000588,-0.316144960966
ACH-000589,-0.460861750859
ACH-000591,-0.132144625363
ACH-000593,-0.41187415940899996
ACH-000600,-0.481650631774
ACH-000601,-0.448643070642
ACH-000604,-0.23726736568100001
ACH-000605,-0.5684968095690001
ACH-000606,-0.321993027136
ACH-000608,-0.576384211979
ACH-000614,-0.409573816365
ACH-000616,-0.46103097124
ACH-000618,-0.426231658719
ACH-000619,-0.652627591427
ACH-000620,-0.447533068759
ACH-000621,-0.50102202745
ACH-000622,-0.589459898466
ACH-000623,-0.211805408778
ACH-000624,-0.418295336584
ACH-000627,-0.653162516521
ACH-000630,-0.35505895890100003
ACH-000632,-0.367798215423
ACH-000633,-0.466827241238
ACH-000637,-0.292683118805
ACH-000638,-0.3221006914
ACH-000646,-0.233317832199
ACH-000647,-0.38822967566100003
ACH-000648,-0.160707123347
ACH-000649,-0.428936436025
ACH-000651,-0.46869746038800003
ACH-000652,-0.734860011691
ACH-000653,-0.123723243532
ACH-000657,-0.39335631276
ACH-000658,-0.363190144061
ACH-000661,-0.637877449668
ACH-000662,-0.7184148152500001
ACH-000663,-0.333129147101
ACH-000665,-0.430723100643
ACH-000671,-0.514946529128
ACH-000673,-0.43078928802199995
ACH-000676,-0.305724149059
ACH-000677,-0.489750390476
ACH-000681,-0.36399545022299995
ACH-000682,-0.498463461866
ACH-000683,-0.455295341339
ACH-000684,-0.5317519800399999
ACH-000688,-0.416942371327
ACH-000693,-0.481044132353
ACH-000694,-0.5050044608049999
ACH-000695,-0.43481611247100005
ACH-000696,-0.416815643989
ACH-000697,-0.22841963061700002
ACH-000699,-0.5622222770090001
ACH-000701,-0.337788501031
ACH-000706,-0.3090978567
ACH-000711,-0.39222983936800004
ACH-000713,-0.495116770263
ACH-000714,-0.331655374791
ACH-000718,-0.520992355256
ACH-000720,-0.447849857619
