,KAT2A (2648)
ACH-000004,0.155542526493
ACH-000007,-0.29725645956999996
ACH-000009,-0.236726555328
ACH-000011,-0.080822085613
ACH-000012,-0.403064521775
ACH-000013,-0.267047828625
ACH-000014,-0.108309235396
ACH-000015,-0.229162525346
ACH-000017,-0.455555060199
ACH-000018,-0.26170073309
ACH-000019,-0.0246368888279
ACH-000021,0.0199140103819
ACH-000022,-0.0700194541336
ACH-000025,-0.030213458931900004
ACH-000028,0.21800626868700002
ACH-000030,-0.192255389778
ACH-000035,-0.250855096312
ACH-000036,-0.17068605575399998
ACH-000037,0.271749179438
ACH-000039,-0.0256394603779
ACH-000040,-0.0595465964219
ACH-000041,-0.617598961909
ACH-000042,-0.257329794878
ACH-000045,-0.356751267688
ACH-000047,-0.20161159385699998
ACH-000052,-0.20234188956000002
ACH-000053,-0.103610647754
ACH-000054,0.030168241579200002
ACH-000055,-0.327658332225
ACH-000060,0.22003192205699998
ACH-000067,0.0223680937557
ACH-000070,-0.29079624879
ACH-000075,-0.011253024474
ACH-000078,-0.257247843069
ACH-000082,-0.123213625301
ACH-000085,-0.23366348890799998
ACH-000086,-0.15344404519000002
ACH-000087,-0.413373863906
ACH-000092,-0.144677143034
ACH-000095,-0.47925801956299996
ACH-000097,-0.116560593197
ACH-000098,-0.135780113156
ACH-000099,-0.0868943994685
ACH-000108,0.0334866758765
ACH-000113,-0.44245146453
ACH-000115,-0.304454766032
ACH-000116,-0.264421242673
ACH-000118,-0.07891890793789999
ACH-000120,-0.311573036962
ACH-000123,-0.394017308935
ACH-000127,-0.033902377252500004
ACH-000128,-0.112365187256
ACH-000132,-0.10079392429600001
ACH-000133,-0.24719343170400002
ACH-000137,-0.293688037676
ACH-000138,0.12214595179099999
ACH-000142,-0.41978174233599996
ACH-000143,-0.389989673438
ACH-000146,-0.0343348806347
ACH-000148,-0.117211398154
ACH-000150,-0.107892064552
ACH-000152,-0.284828898774
ACH-000153,-0.414764810013
ACH-000159,0.0459611461775
ACH-000160,0.34637642550399994
ACH-000163,-0.48943209657799996
ACH-000167,0.37947515513400004
ACH-000168,-0.31889634417
ACH-000169,-0.353335235415
ACH-000178,-0.37802598972499996
ACH-000182,0.22610000622499998
ACH-000183,-0.117314911373
ACH-000188,-0.0282472938107
ACH-000189,0.328746220649
ACH-000190,0.23502473033500001
ACH-000198,-0.540524291454
ACH-000204,-0.0660999087658
ACH-000206,0.0649353536723
ACH-000207,-0.266582778175
ACH-000211,0.0538374545689
ACH-000215,-0.146312613991
ACH-000221,-0.050077127403300004
ACH-000222,-0.189607566135
ACH-000223,-0.303925311299
