,SNRPA (6626)
ACH-000695,-0.500124926127
ACH-000696,-0.534736637204
ACH-000697,-0.520187464851
ACH-000699,-0.468151813042
ACH-000701,-0.61872366562
ACH-000706,-0.32195565380999996
ACH-000711,-0.624125577302
ACH-000713,-0.518506766958
ACH-000714,-0.564269050856
ACH-000718,-0.592807550322
ACH-000720,-0.459513966845
ACH-000721,-0.22143002576499998
ACH-000724,-0.630964830237
ACH-000725,-0.6913748470059999
ACH-000732,-0.46251081865000004
ACH-000734,-0.612121314934
ACH-000735,-0.7933285789360001
ACH-000736,-0.234879712722
ACH-000738,-0.634128888363
ACH-000746,-0.443295315849
ACH-000747,-0.698867025808
ACH-000748,-0.535754813395
ACH-000753,-0.419395673636
ACH-000756,-0.9260741818539999
ACH-000757,-0.7840903574070001
ACH-000758,-0.38259715874
ACH-000760,-0.35696337958
ACH-000763,-0.520753637864
ACH-000764,-0.6151738823189999
ACH-000765,-0.5890745596670001
ACH-000766,-0.7200406078300001
ACH-000767,-0.491082160193
ACH-000768,-0.679670731749
ACH-000769,-0.754879747435
ACH-000770,-0.47215400123400003
ACH-000771,-0.68457687823
ACH-000773,-0.593910414954
ACH-000776,-0.5743853300330001
ACH-000777,-0.531755885444
ACH-000778,-0.7019113359270001
ACH-000781,-0.416089119194
ACH-000782,-0.41182190247199996
ACH-000783,-0.565853374219
ACH-000784,-0.34371708504799997
ACH-000785,-0.505959996783
ACH-000787,-0.42838486930299996
ACH-000788,-0.648087016798
ACH-000791,-0.35464242566799997
ACH-000792,-0.8082370821989999
ACH-000794,-0.66468203462
ACH-000796,-0.0740678399645
ACH-000799,-0.28147872996199996
ACH-000800,-0.46083453535400004
ACH-000802,-0.556739986571
ACH-000804,-0.33391167899
ACH-000805,-0.667358713494
ACH-000809,-0.418678369445
ACH-000810,-0.531890293397
ACH-000811,-0.348007889952
ACH-000817,-0.7267652804520001
ACH-000819,-0.447680557761
ACH-000820,-0.50572598177
ACH-000821,-0.493170101104
ACH-000822,-0.772238916755
ACH-000823,-0.5882060812300001
ACH-000824,-0.737254260282
ACH-000827,-0.20696024594999998
ACH-000829,-0.6777134833930001
ACH-000831,-0.739187329026
ACH-000832,-0.7751398422169999
ACH-000833,-0.279554139156
ACH-000834,-0.43002331209
ACH-000835,-0.360950837922
ACH-000836,-0.121675434075
ACH-000837,-0.657686994334
ACH-000838,-0.438520925502
ACH-000839,-0.865082177218
ACH-000840,0.449077713099
ACH-000841,-0.44968915596500003
ACH-000843,-0.5893192774220001
ACH-000846,-0.942698396539
ACH-000847,-0.410428262483
ACH-000848,-0.36528026526100005
ACH-000849,-0.18972387243
ACH-000851,-0.402888250868
ACH-000855,-0.7072711363449999
ACH-000856,-0.350014047509
ACH-000858,-0.299513333191
ACH-000859,-0.626904374246
ACH-000861,-0.316233278284
ACH-000862,-0.327238580251
ACH-000865,-0.47514217451800006
ACH-000866,-0.477846435769
ACH-000867,-0.4176304782
ACH-000869,-0.424645797266
ACH-000872,-0.463815043654
ACH-000873,-0.48215208858099995
ACH-000876,-0.461426328164
ACH-000878,-0.07430851246260001
ACH-000880,-0.489097098772
ACH-000881,-0.08351300807380001
ACH-000882,-0.297913945799
ACH-000884,-0.25690249621100003
ACH-000885,-0.32014544504799997
ACH-000887,-0.45364673367299996
ACH-000888,-0.410515782181
ACH-000889,-0.51781404005
ACH-000890,-0.554387089748
ACH-000896,-0.35977487486299997
ACH-000898,-0.342390370937
ACH-000900,-0.7834135944130001
ACH-000901,-0.339665392641
ACH-000905,-0.48335103859899997
ACH-000906,-0.265684653676
ACH-000907,-1.1860452863
ACH-000910,-0.484406862098
ACH-000911,-0.42881098677100005
ACH-000912,-0.488394624925
ACH-000913,-0.164969306096
ACH-000915,-0.665847605783
ACH-000916,-0.6249103897730001
ACH-000917,-0.577483842526
ACH-000921,-0.494527236558
ACH-000924,-0.269125152287
ACH-000926,-0.623601299937
ACH-000928,-0.478994896142
ACH-000929,-0.71759838661
ACH-000932,-0.7275517893100001
ACH-000935,-0.570739310238
ACH-000936,-0.435521930404
ACH-000937,-0.40878668876900004
ACH-000938,-0.502792127831
ACH-000939,-0.369919175794
ACH-000941,-0.615862623577
ACH-000943,-0.267485064413
ACH-000946,-0.80213819927
ACH-000947,-0.49613927278000003
ACH-000948,-0.512190722519
ACH-000950,-0.501300324055
ACH-000953,-0.418781177385
ACH-000957,-0.19065388478
ACH-000958,-0.229791695863
ACH-000960,-0.203797808418
ACH-000963,-0.6549038969150001
ACH-000968,-0.49421264021899997
ACH-000969,-0.559995696051
ACH-000973,-0.20265553623100002
ACH-000974,-0.518924755158
ACH-000975,-0.522701811581
ACH-000976,-0.455399683276
ACH-000978,-0.07026357297460001
ACH-000980,-0.48186612851300004
ACH-000984,-0.746422081082
ACH-000986,-0.5268980521859999
ACH-000988,-0.34341971982
ACH-000993,-0.5657810519950001
ACH-000994,-0.370343673027
ACH-000996,-0.399861927368
ACH-001001,-0.5161989692050001
ACH-001020,-0.33449746659
ACH-001028,-0.40691695416199997
ACH-001031,-0.64050414302
ACH-001038,-0.572023558048
ACH-001048,-0.467168417804
ACH-001050,-0.234017509816
ACH-001053,-0.529967393965
ACH-001054,-0.386498161651
ACH-001061,-0.38799394964699996
ACH-001067,-0.658485414803
ACH-001075,-0.8970720724429999
ACH-001096,-0.0596294710344
ACH-001128,-0.643974792126
ACH-001134,-0.43039126711000003
ACH-001151,-0.043856250503599994
ACH-001163,-0.30464406659000004
ACH-001164,-0.42732920950099995
ACH-001173,-0.453179416466
ACH-001183,-0.331536211243
ACH-001184,-0.535942032318
ACH-001190,-0.348102132359
ACH-001192,-0.666226252701
ACH-001193,-0.39575924935199996
ACH-001196,-0.246559809045
ACH-001197,-0.563924162128
ACH-001205,-0.0320420046424
ACH-001211,-0.218595640614
ACH-001212,-0.671723870325
ACH-001228,-0.458311395981
ACH-001232,-0.42931426926
ACH-001239,-0.35825688040200004
ACH-001274,-0.199935119125
ACH-001275,-0.430112822151
ACH-001277,-0.511426527325
ACH-001278,-0.419210309084
ACH-001280,-0.431342555034
ACH-001283,-0.208907505992
ACH-001289,-0.42521051157
ACH-001295,-0.29263637543000004
ACH-001300,-0.661191423943
ACH-001301,-0.6025984402260001
ACH-001302,-0.47104930908299997
ACH-001303,-0.639366502573
ACH-001306,-0.345320415615
ACH-001318,-0.40519396379
ACH-001322,-0.692408008031
ACH-001328,-0.395642287441
ACH-001332,-0.6774708770360001
ACH-001333,-0.49848954995899997
ACH-001336,-0.736653472344
ACH-001340,-0.501875205986
ACH-001346,-0.70249903217
ACH-001353,-0.286626761117
ACH-001354,-0.45951055271799995
ACH-001367,-0.777659808116
ACH-001368,-0.578886194044
ACH-001374,-0.559322160111
ACH-001375,-0.567358422906
ACH-001377,-0.46169280877499996
ACH-001380,-0.43795281086000004
ACH-001391,-0.374999769467
ACH-001407,-0.264248612586
ACH-001408,-0.679060063365
ACH-001413,-0.636469653297
ACH-001430,-0.397479922127
ACH-001431,-0.373789515089
ACH-001450,-0.390407682355
ACH-001496,-0.5115425568990001
ACH-001500,-0.33930930568400003
ACH-001521,-0.632495315019
ACH-001523,-0.624738904563
ACH-001532,-0.5118655705240001
ACH-001536,-0.256554987341
ACH-001550,-0.505307472699
ACH-001552,-0.21978982012899997
ACH-001554,-0.448072713811
ACH-001645,-0.42432191594400004
ACH-001654,-0.31388927272100003
ACH-001715,-0.51792615485
ACH-001735,-0.322021774413
ACH-001736,-0.484604830981
ACH-001737,-0.4328129214
ACH-001740,-0.854095038299
ACH-001745,-0.8084979268520001
ACH-001750,-0.719324295743
ACH-001765,-0.53972129198
ACH-001956,-0.421849581202
ACH-001957,-0.548005844952
