,CTNS (1497)
ACH-000004,0.234940879846
ACH-000007,0.12001952595799999
ACH-000009,-0.0904966727465
ACH-000011,0.257458336865
ACH-000012,-0.029695742822500003
ACH-000013,0.00744733279385
ACH-000014,0.291687534304
ACH-000015,-0.0613945618566
ACH-000017,0.10459636210500001
ACH-000018,0.27531810350499997
ACH-000019,-0.00275244859559
ACH-000021,0.10690324249500001
ACH-000022,0.058677080779999995
ACH-000025,0.138824083137
ACH-000028,0.114568564869
ACH-000030,-0.0167093296798
ACH-000035,0.151125832766
ACH-000036,0.0554270519499
ACH-000037,0.0231486532959
ACH-000039,0.0164718368359
ACH-000040,0.042523016041699994
ACH-000041,-0.0021098172297999997
ACH-000042,0.0591613778716
ACH-000045,-0.22022445654
ACH-000047,-0.0333821432587
ACH-000052,0.252972535659
ACH-000053,-0.09428208636749999
ACH-000054,0.268147832556
ACH-000055,0.242720123287
ACH-000060,-0.051271774844300004
ACH-000067,0.005665587345390001
ACH-000070,-0.0425048522995
ACH-000075,-0.165313469679
ACH-000078,-0.030857880995700002
ACH-000082,-0.0586327499438
ACH-000085,0.244233254513
ACH-000086,0.148408254049
ACH-000087,-0.0203292065805
ACH-000092,-0.0715873542815
ACH-000095,-0.0920528175571
ACH-000097,-0.025282466968400003
ACH-000098,0.00239347327578
ACH-000099,0.005657942873689999
ACH-000108,0.0347373859685
ACH-000113,0.0518580401172
ACH-000115,-0.250060316706
ACH-000116,0.149072610711
ACH-000118,0.009464982107180001
ACH-000120,0.0381313968998
ACH-000123,-0.17728680980300002
ACH-000127,6.43579176846e-05
ACH-000128,0.148945966756
ACH-000132,-0.12331625985099999
ACH-000133,-0.034746254603300004
ACH-000137,0.168363741598
ACH-000138,0.059219192716
ACH-000142,0.0965957507027
ACH-000143,0.15773612462099998
ACH-000146,-0.0770900471573
ACH-000148,0.10307169143400001
ACH-000150,-0.214981005338
ACH-000152,0.0802782858341
ACH-000153,0.209990130108
ACH-000159,0.21159411844599998
ACH-000160,-0.080031554746
ACH-000163,-0.00712792296369
ACH-000167,0.09947138777869999
ACH-000168,-0.20707078755999997
ACH-000169,0.0169460121989
ACH-000178,0.048074915358
ACH-000182,-0.0334068737692
ACH-000183,0.0235400417745
ACH-000188,0.19871161610399998
ACH-000189,0.378586992477
ACH-000190,0.22638569986999998
ACH-000198,0.0785340638788
ACH-000204,0.0734097469352
ACH-000206,-0.21149140439800002
ACH-000207,-0.0035999382027800003
ACH-000211,0.0254765470569
ACH-000215,0.0672188936034
ACH-000221,0.00982765263806
ACH-000222,0.08775239079160001
ACH-000223,0.087506285691
ACH-000226,-0.12063775997000001
ACH-000227,-0.0993584187538
ACH-000228,-0.05971627294890001
ACH-000231,-0.035617552532900006
ACH-000232,0.0464071878355
ACH-000233,0.0334823720053
ACH-000234,0.056122543195699995
ACH-000235,0.0742051848584
ACH-000237,-0.137486888906
ACH-000238,-0.138424476162
ACH-000243,0.0580924301059
ACH-000244,0.226882393327
ACH-000246,0.18476373528099999
ACH-000248,0.022786953076800003
ACH-000250,-0.078258436329
ACH-000251,0.0440740878538
ACH-000253,0.108386177731
ACH-000255,0.09584567798489999
ACH-000256,-0.17691980270500002
ACH-000257,0.00565534408622
ACH-000258,-0.0788213279583
ACH-000259,0.138077918202
ACH-000260,0.0848319126066
ACH-000261,0.102663563715
ACH-000262,0.0736350788093
ACH-000263,0.126418065229
ACH-000264,-0.0666533235998
ACH-000265,0.141721141488
ACH-000266,0.0255397288607
ACH-000272,-0.10842273169500001
ACH-000273,0.010620774377600001
ACH-000274,-0.017520971656099997
ACH-000277,-0.149452340143
ACH-000278,-0.194230082865
ACH-000279,-0.0389499840436
ACH-000280,-0.0274384182943
ACH-000281,-0.0570171613442
ACH-000288,-0.206733446865
ACH-000291,0.120125210907
ACH-000293,-0.133682062361
ACH-000294,-0.227880447467
ACH-000295,0.15428505182900001
ACH-000296,0.0732461599413
ACH-000302,0.0869828257102
ACH-000304,-0.245813814568
ACH-000307,0.0552266952711
ACH-000308,0.0167172219933
ACH-000310,-0.22611049295699998
ACH-000311,0.12874811789
ACH-000312,-0.036518162173300006
ACH-000315,0.22425823630800001
ACH-000316,0.0632615860044
ACH-000317,0.384994811054
ACH-000318,0.00361014211366
ACH-000319,-0.018786371190099998
ACH-000320,-0.305266742517
ACH-000322,-0.132776714791
ACH-000323,0.040576081477
ACH-000324,0.0298105828406
ACH-000329,0.0313528866027
ACH-000330,0.0321919903912
ACH-000331,0.0743567284541
ACH-000332,0.00254406565418
ACH-000334,-0.23803915776999998
ACH-000335,0.49771013973300005
ACH-000336,-0.208564056594
ACH-000337,0.06745551986359999
ACH-000339,0.0518774442616
ACH-000341,0.39673787267
ACH-000348,-0.00353644033972
ACH-000350,0.115267492884
ACH-000352,0.148429991576
ACH-000356,-0.149917476066
ACH-000361,-0.0774223452139
ACH-000362,-0.22788266805100002
ACH-000363,0.057416467847199996
ACH-000364,0.176572609921
ACH-000365,-0.16858637171100002
ACH-000366,0.00403900951136
ACH-000368,0.193161022726
ACH-000374,0.129478863574
ACH-000375,0.247407923134
ACH-000376,0.00908560178342
ACH-000381,-0.105167972259
ACH-000383,-0.2482284527
ACH-000387,0.021437765374699998
ACH-000389,0.0320462881558
ACH-000390,-0.038636133021999995
ACH-000393,0.0367826822113
ACH-000395,-0.161552011857
ACH-000397,-0.0535976519855
ACH-000401,-0.010829413913100001
ACH-000402,0.202598639593
ACH-000403,0.000328497610899
