,HNRNPF (3185)
ACH-000004,0.139856783672
ACH-000007,-0.149416922837
ACH-000009,-0.09101380470180001
ACH-000011,-0.221842974507
ACH-000012,-0.307505206297
ACH-000013,-0.182544357046
ACH-000014,-0.045141937873800005
ACH-000015,-0.239667923288
ACH-000017,-0.596401388306
ACH-000018,-0.28605507881700004
ACH-000019,-0.045826034719
ACH-000021,-0.109199575942
ACH-000022,-0.16173711146400002
ACH-000025,-0.316930319619
ACH-000028,-0.7626267047390001
ACH-000030,-0.458058329472
ACH-000035,-0.327780749613
ACH-000036,-0.312971868314
ACH-000037,-0.162735427332
ACH-000039,-0.100151560716
ACH-000040,-0.250421246029
ACH-000041,-0.265020093512
ACH-000042,-0.37998155735699995
ACH-000045,-0.16674078325799999
ACH-000047,0.057003219832
ACH-000052,0.0278521586712
ACH-000053,-0.0913982868845
ACH-000054,-0.191896645178
ACH-000055,-0.488368578569
ACH-000060,-0.324983404127
ACH-000067,-0.553862872641
ACH-000070,0.190668388843
ACH-000075,-0.207491458999
ACH-000078,-0.279028410627
ACH-000082,-0.376903031803
ACH-000085,0.03533359745530001
ACH-000086,-0.41541153267399994
ACH-000087,-0.08417943210660002
ACH-000092,-0.535428906633
ACH-000095,-0.0163177884249
ACH-000097,-0.354057944013
ACH-000098,-0.272755039922
ACH-000099,-0.143894881329
ACH-000108,-0.222755769864
ACH-000113,-0.25391057614100004
ACH-000115,0.029040292212099996
ACH-000116,-0.13071419339
ACH-000118,-0.23557547566300002
ACH-000120,-0.200460690094
ACH-000123,-0.193391862469
ACH-000127,-0.226033666739
ACH-000128,-0.5383335012439999
ACH-000132,-0.329787700977
ACH-000133,-0.196943246252
ACH-000137,-0.34855334215899997
ACH-000138,-0.154891946206
ACH-000142,-0.593929182584
ACH-000143,-0.286735519303
ACH-000146,-0.26699154986900003
ACH-000148,-0.281296611312
ACH-000150,-0.113960717667
ACH-000152,-0.218941709421
ACH-000153,-0.0641262186018
ACH-000159,-0.41544891715800003
ACH-000160,-0.12491659346100001
ACH-000163,-0.477692838385
ACH-000167,-0.198580029868
ACH-000168,-0.00616616682101
ACH-000169,-0.139097945128
ACH-000178,-0.26667550244000005
ACH-000182,-0.21472003275600002
ACH-000183,-0.266029509859
ACH-000188,-0.27309808339
ACH-000189,-0.781735911218
ACH-000190,-0.282610456701
ACH-000198,-0.5708016091070001
ACH-000204,-0.17432028266600003
ACH-000206,-0.0200311502102
ACH-000207,-0.281314460632
ACH-000211,-0.012009249006399998
ACH-000215,-0.103927894135
ACH-000221,-0.325079578586
ACH-000222,-0.325573079662
ACH-000223,-0.264531757355
ACH-000226,-0.488226389771
ACH-000227,-0.31568248615600003
ACH-000228,-0.655495735854
ACH-000231,-0.664248901658
ACH-000232,0.248848522388
ACH-000233,-0.6718349687019999
ACH-000234,-0.201006772986
ACH-000235,-0.265306505654
ACH-000237,-0.27992553764
ACH-000238,-0.223365773255
ACH-000243,-0.08411087217839999
ACH-000244,-0.27489658891999996
ACH-000246,-0.141990750586
ACH-000248,-0.6077185296859999
ACH-000250,-0.653706704312
ACH-000251,0.107320655842
ACH-000253,-0.215085391972
ACH-000255,-0.331901277376
ACH-000256,-0.21794961660999998
ACH-000257,-0.42992139807499996
ACH-000258,-0.231026631616
ACH-000259,-0.210605565537
ACH-000260,-0.30319460004099996
ACH-000261,-0.0277777314475
ACH-000262,-0.557777868509
ACH-000263,0.0197124593812
ACH-000264,-0.455610271806
ACH-000265,-0.372301644815
ACH-000266,-0.06453697577409999
ACH-000272,-0.19137221091200002
ACH-000273,-0.10691759539699999
ACH-000274,-0.0850700370385
ACH-000277,-0.276154936754
ACH-000278,-0.045499104002199996
ACH-000279,-0.421107921426
ACH-000280,-0.21371506861499998
ACH-000281,-0.236241173357
ACH-000288,-0.493619588483
ACH-000291,-0.09644026009130001
ACH-000293,-0.330882928581
ACH-000294,-0.053456325886399994
ACH-000295,-0.812944367522
ACH-000296,-0.162909340779
ACH-000302,-0.209628240755
ACH-000304,-0.546804332964
ACH-000307,-0.22563620738899998
ACH-000308,0.259349610992
ACH-000310,-0.258247095862
ACH-000311,0.21512518980099998
ACH-000312,-0.310485702603
ACH-000315,-0.419627760555
ACH-000316,-0.24224365461599998
ACH-000317,-0.25936595963500003
ACH-000318,-0.343502391013
ACH-000319,-0.20080719377300002
ACH-000320,-0.123238469157
ACH-000322,-0.349386914975
ACH-000323,0.020721211227
ACH-000324,-0.123730110999
ACH-000329,-0.290392394002
ACH-000330,-0.53656886937
ACH-000331,-0.419525277743
ACH-000332,-0.11899606255100001
