,AMFR (267)
ACH-000004,-0.24085262598499999
ACH-000007,-0.35924297552199996
ACH-000009,-0.04432873774519999
ACH-000011,-0.32435880232
ACH-000012,-0.44270102258599997
ACH-000013,-0.215647084162
ACH-000014,-0.19703387963799998
ACH-000015,-0.21518344892900002
ACH-000017,-0.16305508894600002
ACH-000018,-0.43380987408699995
ACH-000019,-0.22438802771699998
ACH-000021,-0.306032491567
ACH-000022,-0.37501969757
ACH-000025,-0.378898737262
ACH-000028,-0.0247923901298
ACH-000030,-0.489651071393
ACH-000035,-0.440250719585
ACH-000036,-0.244625229681
ACH-000037,-0.36295452564400005
ACH-000039,-0.0844993782212
ACH-000040,-0.449596453808
ACH-000041,-0.0975620338472
ACH-000042,-0.237054138965
ACH-000045,-0.351946169461
ACH-000047,-0.34707394668700003
ACH-000052,-0.280441735007
ACH-000053,-0.320071019676
ACH-000054,-0.300001464182
ACH-000055,-0.21440689677799998
ACH-000060,-0.221018156503
ACH-000067,-0.276925835078
ACH-000070,-0.06129899254790001
ACH-000075,0.181997462013
ACH-000078,-0.170056729025
ACH-000082,-0.301592146055
ACH-000085,-0.299131021979
ACH-000086,-0.106832825598
ACH-000087,-0.153524231952
ACH-000092,-0.32843362246
ACH-000095,-0.118166475724
ACH-000097,-0.334171421334
ACH-000098,-0.408362952562
ACH-000099,-0.166983372188
ACH-000108,-0.33878492454899994
ACH-000113,-0.18860924568100002
ACH-000115,-0.409914863297
ACH-000116,-0.04038950882469999
ACH-000118,-0.6901592243699999
ACH-000120,-0.017250972173099996
ACH-000123,-0.165478331896
ACH-000127,-0.666496263087
ACH-000128,0.0390701235572
ACH-000132,-0.35681126219400006
ACH-000133,-0.37992201057400005
ACH-000137,-0.341157612458
ACH-000138,-0.311030199184
ACH-000142,-0.283533504912
ACH-000143,-0.136117751788
ACH-000146,-0.584609401354
ACH-000148,0.00596621176686
ACH-000150,-0.0917138741058
ACH-000152,-0.146834446498
ACH-000153,-0.285961546198
ACH-000159,-0.19853227561099998
ACH-000160,-0.35461123889799995
ACH-000163,-0.151921353521
ACH-000167,-0.0567309040464
ACH-000168,-0.570299615237
ACH-000169,-0.06175247550080001
ACH-000178,-0.257323359186
ACH-000182,-0.42505461043700005
ACH-000183,-0.269371450343
ACH-000188,-0.164863647931
ACH-000189,-0.526943744558
ACH-000190,-0.180521005026
ACH-000198,-0.246919741067
ACH-000204,-0.436617790926
ACH-000206,-0.548688669206
ACH-000207,-0.27676918484
ACH-000211,-0.265996844737
ACH-000215,-0.230034490566
ACH-000221,-0.281507641437
ACH-000222,-0.253088245898
ACH-000223,-0.291689423971
ACH-000226,-0.343607846489
ACH-000227,-0.456112628931
ACH-000228,-0.393055696826
ACH-000231,-0.202959162801
ACH-000232,-0.26289079073399996
ACH-000233,-0.476950047451
ACH-000234,-0.36989701916900003
ACH-000235,-0.208962656468
ACH-000237,-0.188821555343
ACH-000238,-0.270354939583
ACH-000243,-0.302666408507
ACH-000244,-0.32197207542899997
ACH-000246,-0.15603924532500002
ACH-000248,-0.33135455851999995
ACH-000250,-0.625670826802
ACH-000251,-0.303387992798
ACH-000253,-0.357907191522
ACH-000255,-0.17988607093400003
ACH-000256,-0.22049097485
ACH-000257,-0.19976099449
ACH-000258,-0.229662967683
ACH-000259,-0.257311327701
ACH-000260,-0.21284568525199998
ACH-000261,-0.295661038737
ACH-000262,-0.516508567985
ACH-000263,0.032493811252
ACH-000264,-0.144137122015
ACH-000265,-0.178819989258
ACH-000266,-0.32126845079
ACH-000272,-0.210988035713
ACH-000273,-0.263900682921
ACH-000274,-0.19194311847399997
ACH-000277,-0.0709277539539
ACH-000278,-0.273440514917
ACH-000279,-0.0990051413664
ACH-000280,-0.0548390262818
ACH-000281,-0.34979358684100004
ACH-000288,-0.196552593671
ACH-000291,-0.275131799658
ACH-000293,-0.104732996459
ACH-000294,-0.811360712116
ACH-000295,-0.392574071983
ACH-000296,0.0949623739066
ACH-000302,-0.213095484227
ACH-000304,0.0218177251333
ACH-000307,-0.260348193164
ACH-000308,-0.0277017190593
ACH-000310,-0.291452415534
ACH-000311,-0.282666844425
ACH-000312,-0.211047417781
ACH-000315,-0.60276500973
ACH-000316,-0.517381350965
ACH-000317,-0.30550600528599997
ACH-000318,-0.255936594041
ACH-000319,-0.13462135847999998
ACH-000320,-0.33639696833000005
ACH-000322,-0.42319462812799996
ACH-000323,-0.113466802925
ACH-000324,-0.369067893002
ACH-000329,-0.384448786853
ACH-000330,-0.0931217787556
ACH-000331,-0.27114916003899997
ACH-000332,-0.306140626757
ACH-000334,-0.20690571846900002
ACH-000335,-0.477573771785
ACH-000336,-0.202360925326
ACH-000337,-0.220295556807
ACH-000339,-0.286183017341
ACH-000341,-0.24168732120900002
ACH-000348,-0.386081799808
ACH-000350,-0.23325363045699998
ACH-000352,-0.181528466844
ACH-000356,-0.19129909153299998
ACH-000361,-0.387807198955
ACH-000362,-0.210638078814
ACH-000363,-0.0849135205
ACH-000364,-0.275485441143
ACH-000365,-0.131008279049
ACH-000366,-0.183347550079
ACH-000368,-0.0946307546909
ACH-000374,-0.0709939450383
ACH-000375,-0.204096352962
ACH-000376,-0.297986457897
ACH-000381,-0.148473205005
ACH-000383,-0.299971406883
ACH-000387,-0.207897757911
ACH-000389,-0.17179166477699997
ACH-000390,-0.351450130889
ACH-000393,-0.378358326771
ACH-000395,-0.21724482033599998
ACH-000397,-0.278026667949
ACH-000401,-0.117395689622
ACH-000402,-0.19780299249000002
ACH-000403,-0.151445047662
ACH-000404,-0.0731837656917
ACH-000406,-0.231920505937
ACH-000407,-0.22698961987500002
ACH-000408,-0.0357770020167
ACH-000410,-0.183129095266
ACH-000411,-0.34102889850199997
ACH-000414,-0.194273216896
ACH-000415,-0.08303449047139999
ACH-000416,-0.227266520879
ACH-000420,-0.163478992263
ACH-000421,-0.09280013799619999
ACH-000424,0.0269334187518
ACH-000425,-0.282549908196
ACH-000426,0.00319466552975
ACH-000427,0.0863777811654
ACH-000433,-0.03961486095819999
ACH-000436,-0.0788709550792
ACH-000444,-0.184926182709
ACH-000445,-0.35142165415200005
ACH-000448,-0.0397748722318
ACH-000450,-0.221687218336
ACH-000452,-0.153354526897
ACH-000454,-0.707701705687
ACH-000458,-0.157100018913
ACH-000459,-0.27851281768
ACH-000460,-0.300413997777
ACH-000461,-0.295210093201
ACH-000463,-0.31035433377300004
ACH-000464,-0.24578479521
ACH-000466,-0.193369218387
ACH-000467,-0.489266695475
ACH-000468,-0.23937137047600002
ACH-000469,-0.41028881564999997
ACH-000470,-0.238156066583
ACH-000471,-0.468483514811
ACH-000472,-0.19284239719000001
ACH-000473,-0.41319117834299995
ACH-000475,-0.213681388748
ACH-000476,-0.27876641613
ACH-000477,0.195157837609
ACH-000480,-0.381729112966
ACH-000481,-0.182245402004
ACH-000483,-0.253536666979
ACH-000484,-0.195932219051
ACH-000485,-0.33987874335999996
ACH-000486,-0.277658181788
ACH-000487,-0.180548000965
ACH-000488,-0.303168635322
ACH-000490,-0.138785853161
ACH-000491,-0.0762175117265
ACH-000495,-0.24255010290800003
ACH-000496,-0.214416866369
ACH-000499,-0.22862025622499998
ACH-000500,-0.35655398161300006
ACH-000502,-0.31327644875
ACH-000503,-0.248812220552
ACH-000505,-0.37891669396399996
ACH-000507,-0.23587159449700001
ACH-000510,-0.220214035287
ACH-000511,-0.27915901435400003
ACH-000512,-0.554805744188
ACH-000516,-0.180696382137
ACH-000517,-0.212285863449
ACH-000518,-0.443899922754
ACH-000520,-0.197549790294
ACH-000521,-0.19801500394699997
ACH-000522,-0.28479585068
ACH-000524,-0.17080024253400003
ACH-000527,-0.36400838718500006
ACH-000528,-0.211424532422
ACH-000537,-0.293141895997
ACH-000541,-0.379013368357
ACH-000542,-0.48651716160400005
ACH-000544,-0.22415759918000003
ACH-000545,-0.072992664362
ACH-000547,0.04633494629359999
ACH-000548,-0.49833125541199996
ACH-000549,-0.35932580525300006
ACH-000550,-0.6146058542989999
ACH-000552,-0.17146473518
ACH-000556,-0.205002040207
ACH-000557,-0.113913385226
ACH-000570,-0.533221346961
ACH-000571,-0.27038194578200003
ACH-000573,-0.177258753615
ACH-000576,-0.322642958237
ACH-000580,-0.247325429925
ACH-000584,-0.206183221929
ACH-000585,-0.153167050573
ACH-000588,-0.378578623987
ACH-000589,-0.285553039718
ACH-000591,-0.174614925157
ACH-000593,-0.286425560627
ACH-000600,-0.160745211903
ACH-000601,-0.419145270097
ACH-000604,-0.597890034586
ACH-000605,-0.227499477295
ACH-000606,-0.0894481622095
ACH-000608,-0.245611473535
ACH-000614,0.024712307424499997
ACH-000616,-0.363890010155
ACH-000618,-0.406336260058
ACH-000619,-0.06755332522480001
ACH-000620,-0.211369162311
ACH-000621,-0.375958919509
ACH-000622,-0.0423909171002
ACH-000623,-0.34200755277500006
ACH-000624,-0.319199458976
ACH-000627,-0.47313926207900003
ACH-000630,-0.173186235766
ACH-000632,-0.18855961455200002
ACH-000633,0.09783701854039999
ACH-000637,-0.387149420886
ACH-000638,-0.496822092888
ACH-000646,-0.51337492088
ACH-000647,-0.262315243488
ACH-000648,-0.334435933504
ACH-000649,-0.241862833611
ACH-000651,-0.36616179940099997
ACH-000652,0.202888699318
ACH-000653,-0.43434848952
ACH-000657,-0.20847048535100002
ACH-000658,-0.384351790468
ACH-000661,-0.383266013602
ACH-000662,-0.226733822183
ACH-000663,-0.35793312360299995
ACH-000665,-0.0766550651566
ACH-000671,-0.0568376966139
ACH-000673,-0.215729142823
ACH-000676,-0.12228887935900001
ACH-000677,-0.0493061945579
ACH-000681,-0.100315331089
ACH-000682,0.140783006915
ACH-000683,-0.23942840987199998
ACH-000684,0.00324217941345
ACH-000688,-0.408298263838
ACH-000693,-0.11620180043
ACH-000694,-0.202425611754
ACH-000695,0.0928686081749
ACH-000696,-0.195065961295
ACH-000697,-0.47979681490000003
ACH-000699,-0.273672570825
ACH-000701,-0.204779469115
ACH-000706,-0.237734643786
ACH-000711,-0.31113021037
ACH-000713,-0.125079564041
ACH-000714,-0.0535214711688
ACH-000718,-0.150525048988
ACH-000720,-0.111970369695
ACH-000721,-0.24931031666099998
ACH-000724,-0.556963358611
ACH-000725,-0.06568272842930001
ACH-000732,-0.26519189529599996
ACH-000734,-0.11416455209200001
ACH-000735,-0.446661475718
ACH-000736,-0.161405810911
ACH-000738,-0.301928399799
ACH-000746,-0.139721032445
ACH-000747,-0.272223271672
ACH-000748,-0.104377667561
ACH-000753,-0.23421514547400002
ACH-000756,-0.0804235677698
ACH-000757,-0.0253752408837
ACH-000758,-0.397732308794
ACH-000760,-0.187025494568
ACH-000763,-0.6799530342769999
ACH-000764,-0.337895529855
ACH-000765,-0.167692330868
ACH-000766,-0.0935709237196
ACH-000767,-0.143087004563
ACH-000768,-0.45023050374799994
ACH-000769,-0.0735574837324
ACH-000770,-0.1567892005
ACH-000771,-0.18632939290800002
ACH-000773,-0.244214280303
ACH-000776,-0.340574011612
ACH-000777,-0.34774445547
ACH-000778,-0.231026952249
ACH-000781,-0.357030729329
ACH-000782,-0.298333216862
ACH-000783,-0.22129918948199997
ACH-000784,-0.20049630805
ACH-000785,-0.563740596228
ACH-000787,-0.111862155716
ACH-000788,-0.178511971312
ACH-000791,-0.137941019527
ACH-000792,-0.292354718542
ACH-000794,-0.22967443097399998
ACH-000796,-0.43238735684100005
ACH-000799,-0.247293982473
ACH-000800,-0.27755561529899997
ACH-000802,-0.4456651329
ACH-000804,-0.40680515782
ACH-000805,-0.24066167694
ACH-000809,-0.239318235578
ACH-000810,-0.298188913443
ACH-000811,-0.0623683514042
ACH-000817,-0.41499642507299994
ACH-000819,-0.410245558433
ACH-000820,-0.328659245107
ACH-000821,-0.670864596308
