,C1S (716)
ACH-000004,-0.0926151546037
ACH-000007,-0.20325298987100002
ACH-000009,-0.179870371162
ACH-000011,0.000816111678107
ACH-000012,0.192424482931
ACH-000013,0.0995914282092
ACH-000014,0.067300105534
ACH-000015,-0.0484672238521
ACH-000017,-0.00659443931552
ACH-000018,-0.045515227323699996
ACH-000019,-0.004559804474899999
ACH-000021,-0.0785284202207
ACH-000022,-0.00238841667392
ACH-000025,0.0114979039857
ACH-000028,-0.0258181345553
ACH-000030,0.019478901684000002
ACH-000035,-0.044515274502400004
ACH-000036,-0.0197389132944
ACH-000037,0.133120925685
ACH-000039,0.16426107898
ACH-000040,0.113715728224
ACH-000041,0.038594834263800004
ACH-000042,-0.020359709447
ACH-000045,0.09858964078060001
ACH-000047,-0.07772293383500001
ACH-000052,0.0581880575574
ACH-000053,-0.040885762786800006
ACH-000054,-0.10503932667000002
ACH-000055,-0.07538415289230001
ACH-000060,0.09178431234619999
ACH-000067,0.015333318047799999
ACH-000070,-0.0202346889515
ACH-000075,-0.146852369877
ACH-000078,-0.13048455613
ACH-000082,-0.0942293143688
ACH-000085,-0.34723829309500004
ACH-000086,0.07356695632669999
ACH-000087,0.20974211366099998
ACH-000092,0.10685656784099999
ACH-000095,-0.028139531219700004
ACH-000097,-0.041026240167
ACH-000098,-0.06620287838819999
ACH-000099,-0.0961614886126
ACH-000108,-0.07464910806
ACH-000113,-0.0653367983669
ACH-000115,-0.153974919508
ACH-000116,0.0267944215194
ACH-000118,-0.10608662439300001
ACH-000120,0.0377080455544
ACH-000123,0.0578077256706
ACH-000127,-0.03862720615219999
ACH-000128,-0.0682472524168
ACH-000132,0.106815136578
ACH-000133,0.0325548005417
ACH-000137,-0.19385566637899998
ACH-000138,-0.11856364661499999
ACH-000142,0.08527964876180001
ACH-000143,-0.18324281363699998
ACH-000146,0.060750894476300006
ACH-000148,-0.102906718704
ACH-000150,0.0849695591272
ACH-000152,0.0469406826157
ACH-000153,0.039197831707
ACH-000159,0.0981281342965
ACH-000160,-0.12303824718900001
ACH-000163,0.0743198769112
ACH-000167,-0.424817109284
ACH-000168,0.0358765712263
ACH-000169,-0.136653475173
ACH-000178,-0.0536738265381
ACH-000182,-0.105618062414
ACH-000183,0.186086794581
ACH-000188,0.0104995653145
ACH-000189,0.0318625102508
ACH-000190,0.12151690621899999
ACH-000198,0.075366673427
ACH-000204,-0.04202423886559999
ACH-000206,0.15657134345899998
ACH-000207,0.0388119500354
ACH-000211,0.005271699978560001
ACH-000215,0.0069722948797600005
ACH-000221,-0.08535201423969999
ACH-000222,-0.10328630955700001
ACH-000223,-0.0802682210552
ACH-000226,-0.00697994422903
ACH-000227,-0.111436913313
ACH-000228,-0.339996148007
ACH-000231,-0.013306703444999998
ACH-000232,-0.106241166796
ACH-000233,-0.06223210026380001
ACH-000234,-0.00196542836708
ACH-000235,-0.050748845548800006
ACH-000237,-0.169996723343
ACH-000238,0.0537312958658
ACH-000243,0.0625948842076
ACH-000244,-0.2818764762
ACH-000246,-0.12750175045700002
ACH-000248,-0.20659603922699998
ACH-000250,-0.06617195349999999
ACH-000251,0.016498774847399998
ACH-000253,-0.0007155058417839999
ACH-000255,-0.26000985882399996
ACH-000256,-0.0288724035523
ACH-000257,0.027252039330599998
ACH-000258,-0.301439788761
ACH-000259,-0.0919890550915
ACH-000260,0.0445925767153
ACH-000261,0.05404897162549999
ACH-000262,0.113727936878
ACH-000263,0.0110742759137
ACH-000264,-0.0171570175217
ACH-000265,0.0325686007289
ACH-000266,-0.033689068332099996
ACH-000272,-0.0539343219558
ACH-000273,0.004867135578720001
ACH-000274,-0.0926659679801
ACH-000277,0.0934477556496
ACH-000278,0.00663037644505
ACH-000279,-0.0960973449556
ACH-000280,-0.103289662333
ACH-000281,-0.267111741061
ACH-000288,-0.105565213181
ACH-000291,0.0100570785941
ACH-000293,-0.046399532374
ACH-000294,-0.0171624602109
ACH-000295,-0.12950119955
ACH-000296,0.060078320844
ACH-000302,-0.0396417440819
ACH-000304,-0.237374687503
ACH-000307,-0.11503727026499999
ACH-000308,-0.043087749351500004
ACH-000310,0.031833062417
ACH-000311,-0.164607542347
ACH-000312,-0.0713175997262
ACH-000315,-0.106267703336
ACH-000316,-0.0504714329672
ACH-000317,-0.0480823470988
ACH-000318,-0.0109384532632
ACH-000319,0.0824964390385
ACH-000320,-0.105067492596
ACH-000322,-0.0245155939224
ACH-000323,-0.09186662853330001
ACH-000324,-0.13714841400900002
ACH-000329,-0.017802996247199998
ACH-000330,-0.148248835921
ACH-000331,0.10050351607100001
ACH-000332,0.0700980835948
ACH-000334,0.139695907728
ACH-000335,0.0631801068961
ACH-000336,0.196767352683
ACH-000337,-0.04560607835
ACH-000339,0.025604607768799997
ACH-000341,0.0152517890401
ACH-000348,-0.00493151405033
ACH-000350,-0.20088491642
ACH-000352,-0.134089299702
ACH-000356,-0.0695963685693
ACH-000361,-0.24805551469099998
ACH-000362,-0.10098407981799999
ACH-000363,0.0583782340059
ACH-000364,0.116911398989
