,MTG2 (26164)
ACH-000004,-0.46644030307499995
ACH-000007,-0.66022544798
ACH-000009,-0.522212087567
ACH-000011,-0.323355642037
ACH-000012,-0.739939062909
ACH-000013,-0.526310469423
ACH-000014,-0.5736769165300001
ACH-000015,-0.768469647131
ACH-000017,-0.5336435251839999
ACH-000018,-0.583711929895
ACH-000019,-0.9611432193089999
ACH-000021,-0.545551607622
ACH-000022,-0.8481060351809999
ACH-000025,-0.621404469875
ACH-000028,-0.731063696118
ACH-000030,-0.556227540457
ACH-000035,-0.817256977969
ACH-000036,-0.19947257403700003
ACH-000037,-0.276248325
ACH-000039,-0.54603936964
ACH-000040,-0.478238625445
ACH-000041,-0.46383843300899996
ACH-000042,-0.580757120183
ACH-000045,-0.55710818276
ACH-000047,-0.825323294121
ACH-000052,-0.39623946054399994
ACH-000053,-0.515139619137
ACH-000054,-0.697212358155
ACH-000055,-0.34409489863799997
ACH-000060,-0.38466089260700004
ACH-000067,-0.37052450741
ACH-000070,-0.440631329236
ACH-000075,-0.39382732805
ACH-000078,-0.532687625671
ACH-000082,-0.424822692421
ACH-000085,-0.36658839585299996
ACH-000086,-0.688851346022
ACH-000087,-1.01524371295
ACH-000092,-0.36671970410300003
ACH-000095,-0.273482650009
ACH-000097,-0.522633314557
ACH-000098,-0.40638732444700004
ACH-000099,-0.608015657038
ACH-000108,-0.644937129925
ACH-000113,-0.592267635809
ACH-000115,-0.54689968682
ACH-000116,-0.686037301153
ACH-000118,-1.0039590707700001
ACH-000120,-0.564712017103
ACH-000123,-0.63949130242
ACH-000127,-0.648018849787
ACH-000128,-0.827135826299
ACH-000132,-0.433014006861
ACH-000133,-0.598500361214
ACH-000137,-0.257820644416
ACH-000138,-0.8033760297
ACH-000142,-0.192809525037
ACH-000143,-0.671884470099
ACH-000146,-0.6006567344179999
ACH-000148,-0.727066409551
ACH-000150,-1.31243161267
ACH-000152,-0.397215226141
ACH-000153,-0.536984306032
ACH-000159,-0.39954022729500005
ACH-000160,-0.79566123203
ACH-000163,-0.359800109188
ACH-000167,0.0245978720663
ACH-000168,-0.0754531841372
ACH-000169,-0.445269386429
ACH-000178,-0.65515947508
ACH-000182,-0.849494918257
ACH-000183,-0.7584450899609999
ACH-000188,-0.531545068584
ACH-000189,-0.40572600866499997
ACH-000190,-0.779253539012
ACH-000198,-0.641878163067
ACH-000204,-0.656397192861
ACH-000206,-0.515195748735
ACH-000207,-0.832152415385
ACH-000211,-0.45320042595700005
ACH-000215,-0.632745900775
ACH-000221,-0.949730783149
ACH-000222,-0.903422662781
ACH-000223,-0.527001082799
ACH-000226,-0.377412543577
ACH-000227,-0.664439999908
ACH-000228,-0.386752061474
ACH-000231,-0.728083429541
ACH-000232,-0.692600865188
ACH-000233,-0.575787011737
ACH-000234,-0.62688643494
ACH-000235,-0.455579253014
ACH-000237,-0.279613642055
ACH-000238,-0.7884224772130001
ACH-000243,-0.45018969971999995
ACH-000244,-0.451327021943
ACH-000246,-0.758395664143
ACH-000248,-0.511222247404
ACH-000250,-0.14424665913100002
ACH-000251,-0.607640554275
ACH-000253,-0.42519454649099997
ACH-000255,-0.538678543917
ACH-000256,-0.620331179077
ACH-000257,-1.05784957036
ACH-000258,-0.37400437682599996
ACH-000259,-0.8285164787170001
ACH-000260,-0.379779204789
ACH-000261,-0.458686669969
ACH-000262,-0.395187166626
ACH-000263,-0.752908520655
ACH-000264,-0.602832337852
ACH-000265,-0.9819156103419999
ACH-000266,-0.380229053261
ACH-000272,-0.519230882572
ACH-000273,-0.469028755996
ACH-000274,-0.387591698988
ACH-000277,-0.610501902005
ACH-000278,-0.274919264632
ACH-000279,-0.994205402042
ACH-000280,-0.661873726444
ACH-000281,-0.831907405525
ACH-000288,-0.899824963362
ACH-000291,-0.418258433614
ACH-000293,-0.623529540333
ACH-000294,-0.567234627043
ACH-000295,-0.461291777286
ACH-000296,-0.360549045485
ACH-000302,-0.689783594072
ACH-000304,-0.8167956836300001
ACH-000307,-0.47722701998000006
ACH-000308,-0.549242541048
ACH-000310,-0.572770523161
ACH-000311,-0.760486852807
ACH-000312,-0.914775905934
ACH-000315,-0.7205023012
ACH-000316,-0.6561175921469999
ACH-000317,-1.07590224398
ACH-000318,-0.48696439608900005
ACH-000319,-0.162802700214
ACH-000320,-1.08621767856
ACH-000322,-0.868156637333
ACH-000323,-0.303108997474
ACH-000324,-0.385810249189
ACH-000329,-0.68068164678
ACH-000330,-0.539250752972
ACH-000331,-0.544659659695
ACH-000332,-0.311512069099
ACH-000334,-0.292724796866
ACH-000335,-0.9028253363429999
ACH-000336,-0.76758885662
ACH-000337,-0.7589118737039999
ACH-000339,-0.35512436417300003
ACH-000341,-0.739700714374
ACH-000348,-0.451945672673
ACH-000350,-0.62217735197
ACH-000352,-0.47489553370300003
ACH-000356,-0.32940014838000004
ACH-000361,-0.400877723847
ACH-000362,-0.362320668776
ACH-000363,-0.493356663579
ACH-000364,-0.628795536397
ACH-000365,-0.7817735014139999
ACH-000366,-0.453297877268
ACH-000368,-0.707352977421
ACH-000374,-0.842181361783
ACH-000375,-0.694887510687
ACH-000376,-0.8152598606
ACH-000381,-0.8765607970489999
ACH-000383,-0.6970299031270001
ACH-000387,-0.6760018381399999
ACH-000389,-0.103303301874
ACH-000390,-0.5412116091100001
ACH-000393,-0.204530460189
ACH-000395,-0.473935140543
ACH-000397,-0.21739371418200001
ACH-000401,-0.523140129514
ACH-000402,-0.685360394966
ACH-000403,-0.504985618603
ACH-000404,-1.05269842326
ACH-000406,-0.920592519204
ACH-000407,-0.383786100514
ACH-000408,-0.749369498576
ACH-000410,-0.540294075017
ACH-000411,-0.318903793547
ACH-000414,-0.8808794158759999
ACH-000415,-0.600966608381
ACH-000416,-0.222876056196
ACH-000420,-0.505475475875
ACH-000421,-0.206663938922
ACH-000424,-0.7370958853139999
ACH-000425,-0.604192979599
ACH-000426,-0.683267886337
ACH-000427,-0.624270080418
ACH-000433,-0.652521752565
ACH-000436,-0.0825631565902
ACH-000444,-0.767632118965
ACH-000445,-0.542235569921
ACH-000448,-0.320897224533
ACH-000450,-0.933118186051
ACH-000452,-0.503563766449
ACH-000454,-0.967182497444
ACH-000458,-0.5053380168370001
ACH-000459,-1.46145792282
ACH-000460,-0.617560146294
ACH-000461,-0.873336910729
ACH-000463,-0.350628523764
ACH-000464,-0.479922832206
ACH-000466,-0.7590684209530001
ACH-000467,-0.9190358676170001
ACH-000468,-0.6455062366309999
ACH-000469,-1.1173183469299999
ACH-000470,-0.620706875151
ACH-000471,-0.280749507043
ACH-000472,-0.46664222444
ACH-000473,-0.671848654892
ACH-000475,-0.676709066575
ACH-000476,-0.78366577268
ACH-000477,-0.691714439614
ACH-000480,-0.642290784255
ACH-000481,-0.48525130669699995
ACH-000483,-0.6330493978930001
ACH-000484,-0.342598162637
ACH-000485,-0.460126551263
ACH-000486,-0.47668930645700003
ACH-000487,-0.617960914082
ACH-000488,-0.7580228077760001
ACH-000490,-0.817920169614
ACH-000491,-0.736558419378
ACH-000495,-0.24268194076400001
ACH-000496,-0.45411394970700003
ACH-000499,-0.9629996398270001
ACH-000500,-0.926256755343
ACH-000502,-0.5127881243569999
ACH-000503,-0.6150842083129999
ACH-000505,-0.223988848217
ACH-000507,-0.563728835494
ACH-000510,-0.740486940841
ACH-000511,-0.23887017930399998
ACH-000512,-0.666309854272
ACH-000516,-0.38568460175700003
ACH-000517,-0.448410797502
ACH-000518,-0.5924037079460001
ACH-000520,-0.218722649817
ACH-000521,-0.6911347580930001
ACH-000522,-0.720836903161
ACH-000524,-0.595255291185
ACH-000527,-0.6810908974779999
ACH-000528,-0.687025321434
ACH-000537,-0.754065096354
ACH-000541,-0.634865417099
ACH-000542,-0.24997495950999998
ACH-000544,-0.712118842498
ACH-000545,-0.692977607664
ACH-000547,-0.499686842065
ACH-000548,-0.19218509680100002
ACH-000549,-0.473274765848
ACH-000550,-0.42722501850999994
ACH-000552,-0.45276015071099995
ACH-000556,-0.36297519755900004
ACH-000557,-0.502075568582
ACH-000570,-0.795402291108
ACH-000571,-0.596627841037
ACH-000573,-0.5660411536559999
ACH-000576,-0.118023770505
ACH-000580,-0.374787089596
ACH-000584,-0.660209694501
ACH-000585,-0.273305442725
ACH-000588,-0.710265168548
ACH-000589,-1.13449484656
ACH-000591,-0.712644875884
ACH-000593,-0.7833628715369999
ACH-000600,-0.6943433642010001
ACH-000601,-0.816619115245
ACH-000604,-0.782545079518
ACH-000605,-0.785594274735
ACH-000606,-0.594683883977
ACH-000608,-0.456603614551
ACH-000614,-0.9012079179070001
ACH-000616,-0.5410357265110001
ACH-000618,-0.7859442881209999
ACH-000619,-0.7186348153640001
ACH-000620,-0.547008313786
ACH-000621,-0.485072277143
ACH-000622,-0.509270435841
ACH-000623,-0.47626865195100004
ACH-000624,-0.21932277200800002
ACH-000627,-0.47922711477200003
ACH-000630,-0.901013447065
ACH-000632,-0.644288584811
ACH-000633,-0.827777563699
ACH-000637,-0.377799517043
ACH-000638,-0.333823673997
ACH-000646,-0.9454088146870001
ACH-000647,-0.826852254706
ACH-000648,-0.7135592882490001
ACH-000649,-0.611106197074
ACH-000651,-0.9348775679620001
ACH-000652,-0.7058845191329999
ACH-000653,-0.497791862224
ACH-000657,-0.632788724855
ACH-000658,-0.509572637032
ACH-000661,-0.639170003307
ACH-000662,-0.235800277231
ACH-000663,-0.7540157397730001
ACH-000665,-0.410814582728
ACH-000671,-0.9947945655339999
ACH-000673,-0.193883693316
ACH-000676,-0.8516525726809999
ACH-000677,-1.2350966925700002
ACH-000681,-0.859354213788
ACH-000682,-0.654385950128
ACH-000683,-0.604865938618
ACH-000684,-0.85857722227
ACH-000688,-0.531204249327
ACH-000693,-0.954428008791
ACH-000694,-0.787180559602
ACH-000695,-0.554584660629
ACH-000696,-0.533700741611
ACH-000697,-0.542182085491
ACH-000699,-0.739828072345
ACH-000701,-0.689930981384
ACH-000706,-0.731637124565
ACH-000711,-0.523189123068
ACH-000713,-0.69517101391
ACH-000714,-0.21194769744300002
ACH-000718,-0.507082156593
ACH-000720,-0.8788211558660001
ACH-000721,-0.777647660159
ACH-000724,-0.611468292659
ACH-000725,-0.656263184955
ACH-000732,-0.678953021091
ACH-000734,-0.863264896267
ACH-000735,-0.46450656207900004
ACH-000736,-0.4679655704
ACH-000738,-1.15272396124
ACH-000746,-0.774128323344
ACH-000747,-1.07676325866
ACH-000748,-0.38819167484300005
ACH-000753,-0.672792950545
ACH-000756,-0.44182302166799997
ACH-000757,-0.9457938063269999
ACH-000758,-1.25258801165
ACH-000760,-0.601766924753
ACH-000763,-0.310619876662
ACH-000764,-0.384265491472
ACH-000765,-0.703559706467
ACH-000766,-0.521882695773
ACH-000767,-0.785011274167
ACH-000768,-0.5259099527709999
ACH-000769,-0.826337192542
ACH-000770,-0.5109756272420001
ACH-000771,-0.507268450143
ACH-000773,-0.283975377651
ACH-000776,-0.3518840644
ACH-000777,-0.64826224733
ACH-000778,-0.732649623007
ACH-000781,-0.730220474196
ACH-000782,-0.389193756564
ACH-000783,-0.564736783985
ACH-000784,-0.9198077372969999
ACH-000785,-0.593203524693
ACH-000787,-0.891884498547
ACH-000788,-0.337959983324
ACH-000791,-0.677309630963
ACH-000792,-0.225543497104
ACH-000794,-0.441220352365
ACH-000796,-0.649113511666
ACH-000799,-0.32878053021299997
ACH-000800,-0.599379808105
ACH-000802,-0.717841592413
ACH-000804,-0.806418121935
ACH-000805,-0.58379237486
ACH-000809,-0.762280933802
ACH-000810,-0.402304676808
ACH-000811,-0.5393828852279999
ACH-000817,-0.58353634424
ACH-000819,-0.648156284859
ACH-000820,-0.554926048999
ACH-000821,-0.6908720084409999
ACH-000822,-0.539343512686
ACH-000823,-0.787082819231
