,BRAP (8315)
ACH-000004,-0.074518449162
ACH-000007,-0.0413690005694
ACH-000009,-0.147249480671
ACH-000011,-0.48205401122599995
ACH-000012,-0.661701002604
ACH-000013,-0.0374234272795
ACH-000014,-0.069893785695
ACH-000015,-0.0360576748029
ACH-000017,-0.339745059014
ACH-000018,-0.26363153232700004
ACH-000019,-0.516036318179
ACH-000021,-0.0426449915542
ACH-000022,-0.23114258172600002
ACH-000025,-0.223987728113
ACH-000028,-0.531338007055
ACH-000030,0.0968965432119
ACH-000035,-0.175370883404
ACH-000036,-0.446229139177
ACH-000037,-0.09105714860369998
ACH-000039,-0.286583872917
ACH-000040,-0.058006673527699996
ACH-000041,0.057630338904300006
ACH-000042,-0.212325328257
ACH-000045,-0.282424899756
ACH-000047,-0.407944862623
ACH-000052,-0.174053890735
ACH-000053,-0.585868562877
ACH-000054,-0.171466748596
ACH-000055,-0.174716223426
ACH-000060,0.0706390245109
ACH-000067,-0.178610760712
ACH-000070,0.04101258461769999
ACH-000075,-0.200922816052
ACH-000078,0.0279665627527
ACH-000082,-0.381652357036
ACH-000085,-0.34181092923699996
ACH-000086,-0.042627006813900005
ACH-000087,-0.436516320331
ACH-000092,-0.480828136601
ACH-000095,-0.0200304383862
ACH-000097,-0.214678574432
ACH-000098,-0.309946241659
ACH-000099,-0.20011859274399998
ACH-000108,-0.29756837259700003
ACH-000113,-0.27600834392900003
ACH-000115,-0.30921505585000003
ACH-000116,0.139900961499
ACH-000118,-0.43969563947400003
ACH-000120,-0.306643818356
ACH-000123,-0.47907102113899996
ACH-000127,-0.20993384070300003
ACH-000128,-0.25409226591899997
ACH-000132,0.11779042103800001
ACH-000133,-0.158093424496
ACH-000137,-0.270484762753
ACH-000138,-0.327622656824
ACH-000142,-0.5773832635989999
ACH-000143,0.07029620442439999
ACH-000146,-0.20822470111699998
ACH-000148,0.0510962512957
ACH-000150,0.175116158436
ACH-000152,0.164707490404
ACH-000153,-0.355132180391
ACH-000159,-0.28450266849399997
ACH-000160,-0.143916256227
ACH-000163,0.05785851772969999
ACH-000167,-0.329180189091
ACH-000168,0.0224358115005
ACH-000169,0.044332055327699994
ACH-000178,0.306243607612
ACH-000182,-0.26535337585200003
ACH-000183,-0.8064784869920001
ACH-000188,-0.19087329328699998
ACH-000189,-0.326185839647
ACH-000190,0.223929805042
ACH-000198,0.0005730901729380001
ACH-000204,-0.0683865961663
ACH-000206,-0.276963605707
ACH-000207,0.0643525961799
ACH-000211,-0.512643558056
ACH-000215,-0.295136296389
ACH-000221,-0.40649956096100004
ACH-000222,-0.041848034387
ACH-000223,-0.281140210079
ACH-000226,-0.45654827047300006
ACH-000227,-0.10403161995999999
ACH-000228,0.0652039232282
ACH-000231,-0.118332327232
ACH-000232,-0.132166074109
ACH-000233,-0.06696730611719999
ACH-000234,-0.272402836035
ACH-000235,-0.262509988158
ACH-000237,-0.123501828479
ACH-000238,-0.114675454901
ACH-000243,0.0350635799364
ACH-000244,-0.5864471067670001
ACH-000246,-0.518574156181
ACH-000248,-0.153134907613
ACH-000250,-0.35179505730800004
ACH-000251,-0.0472201106021
ACH-000253,-0.163990473925
ACH-000255,0.277391216437
ACH-000256,0.00879635546168
ACH-000257,0.40800737212899996
ACH-000258,-0.19768086011100003
ACH-000259,0.024473885915
ACH-000260,0.010483248609899999
ACH-000261,-0.169351094025
ACH-000262,-0.509688817783
ACH-000263,-0.0289973554736
ACH-000264,-0.36849593948200005
ACH-000265,0.0519791883146
ACH-000266,-0.07133076487139998
ACH-000272,-0.115250772057
ACH-000273,-0.0712097833438
ACH-000274,-0.462190913262
ACH-000277,-0.229795210097
ACH-000278,-0.240070521844
ACH-000279,0.0794366344732
ACH-000280,-0.343841776787
ACH-000281,0.029520536667900003
ACH-000288,-0.189616585375
ACH-000291,-0.00355279041882
ACH-000293,-0.276890250277
ACH-000294,-0.07322175902660001
ACH-000295,-0.0343622501398
ACH-000296,-0.799483733777
ACH-000302,-0.22124825741300003
ACH-000304,-0.356584650989
ACH-000307,-0.135988609827
ACH-000308,-0.19084147654199998
ACH-000310,0.0722967262982
ACH-000311,-0.33124327876
ACH-000312,0.00739790009406
ACH-000315,0.0549587412912
ACH-000316,-0.173444252617
ACH-000317,-0.39741579056599996
ACH-000318,-0.294851840058
ACH-000319,0.08346057456389999
ACH-000320,-0.141102223692
ACH-000322,-0.0868942726443
ACH-000323,0.0195630689401
ACH-000324,-0.659334110665
ACH-000329,-0.07689043871689999
ACH-000330,-0.014278516946399998
ACH-000331,-0.29544831565499996
ACH-000332,0.09540358942839999
ACH-000334,0.21999812452300002
ACH-000335,-0.049433797825699996
ACH-000336,0.0998479544207
ACH-000337,-0.662812546205
ACH-000339,-0.19244326753
ACH-000341,-0.467137680009
ACH-000348,0.0270033949552
ACH-000350,-0.195015797764
ACH-000352,-0.405708748784
ACH-000356,-0.35278578553499995
ACH-000361,-0.0803677412876
ACH-000362,-0.22829188423900001
ACH-000363,-0.323243982445
ACH-000364,-0.167195373085
ACH-000365,0.11977500105399999
ACH-000366,-0.123296064084
ACH-000368,-0.0436913657572
ACH-000374,-0.00782331235984
ACH-000375,-0.499979653762
ACH-000376,0.0722808462467
ACH-000381,-0.264181490987
ACH-000383,-0.279775883598
ACH-000387,-0.077326993873
ACH-000389,-0.23347298218600002
ACH-000390,-0.0609702073295
ACH-000393,-0.520626433238
ACH-000395,-0.139941797496
ACH-000397,-0.292776037153
ACH-000401,-0.068629365903
ACH-000402,-0.09653665513609999
ACH-000403,0.0543054495711
ACH-000404,-0.553872981908
ACH-000406,0.012263326213499999
ACH-000407,-0.00928687366841
ACH-000408,-0.33968638348700003
ACH-000410,0.12546891475400002
ACH-000411,-0.16175247219699998
ACH-000414,-0.311921587101
ACH-000415,-0.14644466586
ACH-000416,-0.06489414066259999
ACH-000420,-0.279321708208
ACH-000421,0.0621335049106
ACH-000424,-0.0884617794561
ACH-000425,-0.0587872805834
ACH-000426,-0.416772792346
ACH-000427,-0.35401738699699997
ACH-000433,-0.208091149702
ACH-000436,-0.432768582391
ACH-000444,-0.286269584528
ACH-000445,-0.21758664619100002
ACH-000448,-0.399315937001
ACH-000450,-0.570371190757
ACH-000452,-0.367236234681
ACH-000454,-0.035774851359800006
ACH-000458,-0.32863746734099997
ACH-000459,-1.00242409638
ACH-000460,0.142574088581
ACH-000461,-0.0039792146501
ACH-000463,-0.544427479604
ACH-000464,0.07792480644739999
ACH-000466,-0.113857733959
ACH-000467,-0.23807109048
ACH-000468,0.030689970134099995
ACH-000469,0.317832100329
ACH-000470,-0.320018195131
ACH-000471,-0.460249602135
ACH-000472,-0.441399436431
ACH-000473,-0.28806593072500003
ACH-000475,-0.367571096773
ACH-000476,0.169701070678
ACH-000477,-0.435659886752
ACH-000480,-0.45757008755500006
ACH-000481,-0.0578670113719
ACH-000483,-0.747651528726
ACH-000484,-0.0373627967694
ACH-000485,-0.7015748462929999
ACH-000486,-0.604775849701
ACH-000487,0.21063843618
ACH-000488,-0.248108763721
ACH-000490,-0.40242719623000006
ACH-000491,0.256005054423
ACH-000495,-0.417818287901
ACH-000496,0.0670715105241
ACH-000499,0.29270158929900003
ACH-000500,-0.0300701808122
ACH-000502,-0.030306126568299997
ACH-000503,-0.611032199907
ACH-000505,0.103489609211
ACH-000507,-0.134640959362
