,ITPK1 (3705)
ACH-000004,-0.263486417769
ACH-000007,0.133142102723
ACH-000009,-0.0812025672912
ACH-000011,-0.0543836497509
ACH-000012,0.05628669570730001
ACH-000013,-0.0405821718385
ACH-000014,-0.29239330408799996
ACH-000015,-0.030291171116
ACH-000017,-0.36909012515699996
ACH-000018,-0.00129401390901
ACH-000019,-0.18449334185400001
ACH-000021,-0.04056130916
ACH-000022,-0.10225714346100001
ACH-000025,0.03889690278380001
ACH-000028,-0.24823506311500002
ACH-000030,-0.14183831313
ACH-000035,-0.203461733309
ACH-000036,-0.142869271146
ACH-000037,-0.223708847885
ACH-000039,-0.09392427412030001
ACH-000040,-0.11097193399599999
ACH-000041,-0.111414247881
ACH-000042,-0.271022202896
ACH-000045,-0.588632840528
ACH-000047,-0.36071030221
ACH-000052,-0.0524303001699
ACH-000053,-0.31335529911
ACH-000054,-0.316611719893
ACH-000055,0.0788598133821
ACH-000060,-0.0524467721552
ACH-000067,-0.120189981
ACH-000070,0.0192080160048
ACH-000075,-0.0307610497244
ACH-000078,0.0437344683809
ACH-000082,-0.170042181176
ACH-000085,-0.00478829520874
ACH-000086,0.0182325930015
ACH-000087,0.0658141166685
ACH-000092,-0.210898760079
ACH-000095,-0.0448046169783
ACH-000097,-0.316740345766
ACH-000098,-0.131442541208
ACH-000099,0.0057216871262
ACH-000108,-0.378999116496
ACH-000113,-0.18219715185199997
ACH-000115,-0.0267549190172
ACH-000116,-0.0034633608579600003
ACH-000118,-0.207705327502
ACH-000120,0.112623600462
ACH-000123,-0.155220799214
ACH-000127,-0.150609124194
ACH-000128,-0.17453734083099998
ACH-000132,-0.22946409856199998
ACH-000133,0.0018860697861
ACH-000137,-0.159480099471
ACH-000138,-0.22837296509799998
ACH-000142,0.023783301973200003
ACH-000143,0.0613852373501
ACH-000146,-0.564200410035
ACH-000148,-0.401607869144
ACH-000150,0.09218225684180001
ACH-000152,-0.276711257531
ACH-000153,-0.275873450686
ACH-000159,-0.326560862096
ACH-000160,-0.0720494702455
ACH-000163,-0.38747413169100003
ACH-000167,-0.07007811056689998
ACH-000168,-0.206003499956
ACH-000169,-0.0567420745033
ACH-000178,-0.068797856053
ACH-000182,-1.04703282974
ACH-000183,-0.9702977833419999
ACH-000188,-0.0807971537333
ACH-000189,-0.39871502013300003
ACH-000190,-0.0720056151888
ACH-000198,-0.6745516232790001
ACH-000204,-0.637958234323
ACH-000206,-0.296451223551
ACH-000207,-0.41519373323299996
ACH-000211,-0.18114114045600002
ACH-000215,-0.04264697461630001
ACH-000221,0.00289448781242
ACH-000222,-0.39137532066299996
ACH-000223,-0.16093242486
ACH-000226,-0.49673953444200003
ACH-000227,-0.106754764284
ACH-000228,-0.180666672311
ACH-000231,-0.147287372721
ACH-000232,0.0036665983503399997
ACH-000233,-0.24555955949900002
ACH-000234,-0.167582761941
ACH-000235,-0.24295811413
ACH-000237,-0.0262254182546
ACH-000238,-0.222849589246
ACH-000243,0.0331228691766
ACH-000244,-0.104678749147
ACH-000246,-0.228121255445
ACH-000248,-0.21129556674000002
ACH-000250,-0.187344159782
ACH-000251,-0.33163237566799997
ACH-000253,-0.550754849147
ACH-000255,-0.0815223375245
ACH-000256,-0.187667414689
ACH-000257,-0.414361189816
ACH-000258,-0.605999142992
ACH-000259,-0.265237863009
ACH-000260,0.025103569873099998
ACH-000261,-0.024298613337599997
ACH-000262,-0.261515211982
ACH-000263,-0.267630492217
ACH-000264,-0.165216921383
ACH-000265,0.159256325526
ACH-000266,-0.190030844265
ACH-000272,-0.172769103149
ACH-000273,-0.257552007837
ACH-000274,-0.211928203123
ACH-000277,-0.138375091926
ACH-000278,0.0415681625497
ACH-000279,-0.222360924289
ACH-000280,-0.161197612591
ACH-000281,-0.563578128856
ACH-000288,-0.00373559075142
ACH-000291,-0.189470131208
ACH-000293,-0.0332846110765
ACH-000294,-0.5195757414509999
ACH-000295,-0.46167774933
ACH-000296,-0.237595810744
ACH-000302,-0.384459982411
ACH-000304,-0.259660068245
ACH-000307,-0.28285494218699997
ACH-000308,-0.301583300558
ACH-000310,0.08072483257600001
ACH-000311,-0.11874610285000001
ACH-000312,0.0568089796093
ACH-000315,-0.5050952028710001
ACH-000316,-0.183912724631
ACH-000317,-0.23714188340700001
ACH-000318,0.0286393380265
ACH-000319,0.039818972678
ACH-000320,0.0381355624051
ACH-000322,-0.0334210297628
ACH-000323,-0.041055206775099995
ACH-000324,-0.10779147881500001
ACH-000329,-0.0641030189646
ACH-000330,0.173180761597
ACH-000331,0.116774640101
ACH-000332,-0.104419638571
ACH-000334,-0.326052265007
ACH-000335,-0.08962279099310001
ACH-000336,-0.629571221043
ACH-000337,-0.518152230213
ACH-000339,-0.221238867054
ACH-000341,-0.291201939191
ACH-000348,-0.37461354660400004
ACH-000350,0.019672591494099997
ACH-000352,-0.28332026696
ACH-000356,-0.011100734694299999
ACH-000361,-0.171905224338
ACH-000362,-0.429853226674
ACH-000363,-0.586209961542
ACH-000364,-0.0653333256181
ACH-000365,-0.09707921776100001
ACH-000366,-0.12846440305
ACH-000368,-0.299730149284
ACH-000374,0.11344886648600001
ACH-000375,-0.630450817852
ACH-000376,-0.0487558770946
ACH-000381,0.014018036259000001
ACH-000383,-0.328652900343
ACH-000387,-0.244169474161
ACH-000389,0.0221849266498
ACH-000390,-0.22211751070099997
ACH-000393,-0.185010507175
ACH-000395,-0.326048851636
ACH-000397,-0.12772490930299998
ACH-000401,-0.742173808774
ACH-000402,0.110211311998
ACH-000403,0.00514916531351
ACH-000404,-0.251687526038
ACH-000406,-0.7665124808730001
ACH-000407,-0.0699021801627
ACH-000408,0.18283260728
ACH-000410,0.0628543543097
ACH-000411,-0.40914761604500005
ACH-000414,0.10582117392200001
ACH-000415,-0.10747766149
ACH-000416,-0.13995189220999998
ACH-000420,-0.0442402371412
ACH-000421,-0.540300296042
ACH-000424,0.140219013078
ACH-000425,-0.362155561298
ACH-000426,-0.62035636514
ACH-000427,-0.05346175259319999
ACH-000433,0.143584333257
ACH-000436,-0.737768364875
ACH-000444,-0.24960372556899998
ACH-000445,0.052382133507
ACH-000448,-0.23900873624299998
ACH-000450,-0.411661567343
ACH-000452,-0.100668726097
ACH-000454,-0.201527241706
ACH-000458,-0.0518527071277
ACH-000459,-0.680587339837
ACH-000460,-0.393904158635
ACH-000461,-0.0032760094775500003
ACH-000463,0.010633734978
ACH-000464,-0.051679078834
ACH-000466,-0.104677122179
ACH-000467,-0.195741120266
ACH-000468,-0.129864398028
ACH-000469,-0.08471305894719999
ACH-000470,-0.460504866166
ACH-000471,-0.11664014145300002
ACH-000472,-0.2130718233
ACH-000473,-0.18192466216400002
ACH-000475,-0.171689657799
ACH-000476,-0.0817884729548
ACH-000477,-0.28242693388
ACH-000480,-0.148873075953
ACH-000481,-0.0664066802456
ACH-000483,-0.18902381026700002
ACH-000484,-0.404916762745
ACH-000485,-0.0332146702012
ACH-000486,0.07603772350389999
ACH-000487,0.137156269976
ACH-000488,-0.0016464806170699998
ACH-000490,0.04300952433540001
ACH-000491,0.0325103081186
ACH-000495,-0.166694115887
ACH-000496,-0.154728092534
ACH-000499,-0.329363625889
ACH-000500,-0.175098257113
ACH-000502,-0.573646772511
ACH-000503,-0.14215660562100002
ACH-000505,-0.153000064182
ACH-000507,-0.41274800698700004
ACH-000510,-0.025320775248500002
ACH-000511,-0.0207994571673
ACH-000512,-0.909890582098
ACH-000516,-0.154219737622
ACH-000517,-0.34992387289899995
ACH-000518,-0.11128887295499999
ACH-000520,-0.301442919075
ACH-000521,-0.126841222032
ACH-000522,-0.292380593451
ACH-000524,-0.0111407034527
ACH-000527,-0.227365446497
ACH-000528,0.05565714555100001
ACH-000537,-0.104865682369
ACH-000541,-0.508411633207
ACH-000542,0.041104562611800004
ACH-000544,0.006690035943359999
ACH-000545,-0.132314775642
ACH-000547,-0.117036079078
ACH-000548,-0.110612592312
ACH-000549,0.0084334497753
ACH-000550,-0.24949543654399997
ACH-000552,0.0030404975232
ACH-000556,-0.284941788355
ACH-000557,-0.576950747818
ACH-000570,-0.328361041764
ACH-000571,-0.420709626264
ACH-000573,-0.620991617352
ACH-000576,-0.7272293110789999
ACH-000580,-0.34700396868
ACH-000584,-0.485801463039
ACH-000585,-0.170809147689
ACH-000588,-0.6150018749889999
ACH-000589,0.0286153320786
ACH-000591,-0.0844193260193
ACH-000593,-0.0012412396093699999
ACH-000600,-0.194085557174
ACH-000601,-0.567013846026
ACH-000604,-0.44174786366
ACH-000605,-0.197653840004
ACH-000606,-0.07404418448589999
ACH-000608,-0.0773468297766
ACH-000614,-0.41825878445
ACH-000616,-0.0933423870634
ACH-000618,-0.22933335614300002
ACH-000619,-0.109521718389
ACH-000620,-0.37398190116499996
ACH-000621,-0.34837764331999993
ACH-000622,-0.133947812218
ACH-000623,-0.200761267199
ACH-000624,-0.542325448084
ACH-000627,-0.0812890251487
ACH-000630,-0.026364941702099996
ACH-000632,-0.119253112189
ACH-000633,0.021195768617700003
ACH-000637,-0.0663078598152
ACH-000638,-0.027382941186599997
ACH-000646,-0.955613782968
ACH-000647,-0.0751437744783
ACH-000648,-0.510942331996
ACH-000649,-0.305663585163
ACH-000651,-0.0150678426667
ACH-000652,-0.298553441721
ACH-000653,-0.917950754431
ACH-000657,0.026214963678700003
ACH-000658,-0.621416098263
ACH-000661,-0.268878911793
ACH-000662,-0.205711897696
ACH-000663,-0.12481097064000002
ACH-000665,-0.0030863606913800004
ACH-000671,-0.161713063573
ACH-000673,-0.035612123339400004
ACH-000676,-0.22802931474
ACH-000677,-0.272377021759
ACH-000681,0.00193436238028
ACH-000682,-0.023477593770400002
ACH-000683,0.120305607177
ACH-000684,-0.46800731753700003
ACH-000688,-0.18358827364900002
ACH-000693,-0.0171146251418
ACH-000694,0.00010137627836799998
ACH-000695,-0.473674323834
ACH-000696,-0.0576600933182
ACH-000697,-0.00199375607825
ACH-000699,-0.217135118324
ACH-000701,-0.153210465658
ACH-000706,-0.12063192465500001
ACH-000711,-0.113237538146
ACH-000713,0.059496608874900006
ACH-000714,-0.000156061466667
ACH-000718,-0.035179850870300004
ACH-000720,0.022698602538400003
ACH-000721,-0.200544710862
ACH-000724,-0.349744304296
ACH-000725,-0.056886917188499996
ACH-000732,-0.141243653686
ACH-000734,0.17286155615899998
ACH-000735,-0.150843399793
ACH-000736,-0.21214610545499998
ACH-000738,0.009944306713989999
ACH-000746,-0.32620951297600004
ACH-000747,-0.56836868724
ACH-000748,0.004652333152609999
ACH-000753,0.0241658786039
ACH-000756,-0.00356513579645
ACH-000757,0.128486129816
ACH-000758,-0.11219338717800001
ACH-000760,-0.240715396368
ACH-000763,-0.510316308922
ACH-000764,-0.49929059026199996
ACH-000765,-0.244780159995
ACH-000766,-0.2289408078
ACH-000767,0.25277047032
ACH-000768,-0.42461272586800003
ACH-000769,0.00305123343592
