,MESP1 (55897)
ACH-000004,0.230760323711
ACH-000007,0.208353182426
ACH-000009,0.137563789143
ACH-000011,0.0037945154865800003
ACH-000012,0.125680756378
ACH-000013,0.0877879052015
ACH-000014,0.173733430746
ACH-000015,0.0737079140895
ACH-000017,-0.0489046735532
ACH-000018,0.177198844452
ACH-000019,-0.168579366736
ACH-000021,0.226948616536
ACH-000022,-0.0356515009355
ACH-000025,0.00615746418159
ACH-000028,0.005837281384890001
ACH-000030,0.180659806178
ACH-000035,0.0496587099455
ACH-000036,0.0445131004234
ACH-000037,-0.0734060500872
ACH-000039,0.582888282194
ACH-000040,0.20403891651
ACH-000041,0.0318921189411
ACH-000042,-0.0824666555357
ACH-000045,0.09745003063260001
ACH-000047,0.0684035696906
ACH-000052,-0.12559671438300002
ACH-000053,0.152093694442
ACH-000054,-0.09823517544230001
ACH-000055,0.17364968228900002
ACH-000060,-0.300977984688
ACH-000067,-0.00804806329304
ACH-000070,0.125174519102
ACH-000075,-0.0916157642282
ACH-000078,0.229608269025
ACH-000082,-0.10483816227
ACH-000085,0.018848273096099998
ACH-000086,0.19105432347800003
ACH-000087,0.209072232612
ACH-000092,0.0772178708141
ACH-000095,0.167090981315
ACH-000097,0.0276059375135
ACH-000098,0.0501384486233
ACH-000099,0.145591032307
ACH-000108,-0.041602542719800004
ACH-000113,0.12685930464099998
ACH-000115,0.158322899743
ACH-000116,0.0901394319369
ACH-000118,0.13612918955800002
ACH-000120,0.0237348212026
ACH-000123,0.15110962886499998
ACH-000127,0.0446626861205
ACH-000128,-0.143826127523
ACH-000132,-0.045480985161800006
ACH-000133,0.16932069606400002
ACH-000137,-0.254121551763
ACH-000138,0.201359020684
ACH-000142,0.03721559704209999
ACH-000143,0.007712761340420001
ACH-000146,0.08603996446910002
ACH-000148,-0.051357587614400006
ACH-000150,0.12045507957
ACH-000152,0.0193638973175
ACH-000153,0.293275447106
ACH-000159,0.0329898569472
ACH-000160,0.051010062327699994
ACH-000163,0.40382461177100004
ACH-000167,0.0721020191287
ACH-000168,0.19120735739599998
ACH-000169,-0.005442770429729999
ACH-000178,-0.0414962395441
ACH-000182,0.0530656000423
ACH-000183,0.107739955285
ACH-000188,0.13781286611500002
ACH-000189,0.246709575391
ACH-000190,0.11605945636800001
ACH-000198,0.126971732543
ACH-000204,0.131057135598
ACH-000206,-0.024469513412099998
ACH-000207,-0.000295558298038
ACH-000211,0.130970158675
ACH-000215,0.0667953019606
ACH-000221,0.0278872119587
ACH-000222,0.19984266598900002
ACH-000223,0.0236600393363
ACH-000226,0.187652045537
ACH-000227,0.130094634672
ACH-000228,0.144998665844
ACH-000231,0.0613518821029
ACH-000232,0.0629830106248
ACH-000233,-0.10176131201199999
ACH-000234,-0.166289369149
ACH-000235,0.023792103703900003
ACH-000237,0.193197291144
ACH-000238,0.08530479979319999
ACH-000243,0.0612260323431
ACH-000244,-0.26773488071999996
ACH-000246,0.0951368004617
ACH-000248,0.108022608837
ACH-000250,0.0048459686383999995
ACH-000251,0.12439253267200001
ACH-000253,-0.013554816193600001
ACH-000255,0.0505364855944
ACH-000256,0.080248514725
ACH-000257,0.37011863248099997
ACH-000258,-0.114299047873
ACH-000259,-0.0519668658242
ACH-000260,0.0206233503915
ACH-000261,0.0723638419391
ACH-000262,0.041427171505800005
ACH-000263,-0.021269375177700004
ACH-000264,0.21707936519999999
ACH-000265,-0.10126330557299999
ACH-000266,0.0813794703092
ACH-000272,-0.010420462794200001
ACH-000273,0.142652656842
ACH-000274,-0.0347419546529
ACH-000277,-0.011890613765
ACH-000278,0.178052628195
ACH-000279,-0.10779742462400001
ACH-000280,0.00216311739233
ACH-000281,-0.24945334859299997
ACH-000288,0.126356325793
ACH-000291,-0.0862628208753
ACH-000293,0.132507762247
ACH-000294,0.238565580005
ACH-000295,-0.09846720902069998
ACH-000296,0.0248403384254
ACH-000302,-0.028368825091
ACH-000304,-0.309348193882
ACH-000307,-0.08588891900350001
ACH-000308,-0.0035364440913600004
ACH-000310,0.552294001241
ACH-000311,-0.004986008768350001
ACH-000312,-0.0110128690215
ACH-000315,-0.0595105991891
ACH-000316,-0.0850389100031
ACH-000317,0.294773070933
ACH-000318,0.030193119213400003
ACH-000319,-0.08117962605830001
ACH-000320,0.103118429988
ACH-000322,0.264865799411
ACH-000323,0.168639974907
ACH-000324,0.128900550355
ACH-000329,-0.0146001753851
ACH-000330,0.0310662354943
ACH-000331,-0.0768383296963
ACH-000332,0.126977934684
ACH-000334,0.299149131902
ACH-000335,0.0979246725798
ACH-000336,0.152696337498
ACH-000337,0.31512065991599997
ACH-000339,0.181586643508
ACH-000341,-0.188213596765
ACH-000348,0.12068453135500001
ACH-000350,0.010390143097
ACH-000352,0.021912917184900002
ACH-000356,0.32573464728100004
ACH-000361,0.15951481450899999
ACH-000362,0.151880439411
ACH-000363,0.111455251413
ACH-000364,0.0299747170606
ACH-000365,0.043766157775900004
ACH-000366,0.042307074618499994
ACH-000368,-0.0532109024606
ACH-000374,0.250883759413
ACH-000375,-0.0993096029349
ACH-000376,0.0640011310524
ACH-000381,0.16747529774800002
ACH-000383,0.07718804183339999
ACH-000387,0.253730970128
ACH-000389,-0.0485727491138
ACH-000390,-0.12678260549599998
ACH-000393,0.152709813959
ACH-000395,0.303489887316
ACH-000397,0.244921043884
ACH-000401,-0.10012850409099999
ACH-000402,-0.20453889137200001
ACH-000403,-0.09756146218460002
ACH-000404,0.175177072447
ACH-000406,0.24155722615800002
ACH-000407,-0.155426941025
ACH-000408,0.0877167523089
ACH-000410,0.00735196171113
ACH-000411,0.198548657219
ACH-000414,0.167379184126
ACH-000415,0.110926965806
ACH-000416,-0.0249244573748
ACH-000420,0.08854053611310002
ACH-000421,0.10313372355900001
ACH-000424,-0.178016234625
ACH-000425,-0.028733633196099995
ACH-000426,-0.231927403327
ACH-000427,-0.166338708189
ACH-000433,0.268867232737
ACH-000436,-0.0645692803861
ACH-000444,-0.11490813161800001
ACH-000445,-0.09488968252689998
ACH-000448,0.0377135110226
ACH-000450,0.0907989260981
ACH-000452,-0.0428422879516
ACH-000454,-0.0421226382654
ACH-000458,-0.05691628537880001
ACH-000459,0.1567691658
ACH-000460,0.029300005320900005
ACH-000461,0.10446286435699999
ACH-000463,-0.030922898917799996
ACH-000464,-0.398308222653
ACH-000466,0.124744979125
ACH-000467,0.10269255968699999
ACH-000468,-0.08171726124289999
ACH-000469,0.056297646470599996
ACH-000470,0.15134560744699999
ACH-000471,0.140095674824
ACH-000472,0.11141829488600001
ACH-000473,0.074179298415
ACH-000475,0.0351437046947
ACH-000476,0.07179128197410001
ACH-000477,0.153104149093
ACH-000480,-0.12593895992999998
ACH-000481,-0.00847644822392
ACH-000483,-0.146267873953
ACH-000484,0.0718623766165
ACH-000485,0.009376938660329999
ACH-000486,0.042172772238
ACH-000487,0.174565197606
ACH-000488,0.144091080755
ACH-000490,0.0243909130771
ACH-000491,-0.122794449778
ACH-000495,-0.0538390664801
ACH-000496,0.20509106734000002
ACH-000499,0.206757787755
ACH-000500,-0.21469185100299998
ACH-000502,0.0501960427746
ACH-000503,-0.147845113059
ACH-000505,0.058014176266800006
ACH-000507,-0.07053022232839999
ACH-000510,0.121371517711
ACH-000511,0.180243641955
ACH-000512,0.364835604724
ACH-000516,0.010074531396399999
ACH-000517,-0.0360792533118
ACH-000518,-0.0320442386808
ACH-000520,0.0246383869777
ACH-000521,-0.106064254678
ACH-000522,0.0823057702748
ACH-000524,0.09415754870110002
ACH-000527,-0.00320614017082
ACH-000528,0.17050038839099999
ACH-000537,-0.0497992297595
ACH-000541,-0.25038237221500004
ACH-000542,0.0186921070157
ACH-000544,0.105166924719
ACH-000545,0.221436691076
ACH-000547,0.317088086861
ACH-000548,-0.0111077611959
ACH-000549,0.173825975819
ACH-000550,0.0327421454765
ACH-000552,-0.15381993557600002
ACH-000556,0.156168509221
ACH-000557,0.0661671159773
ACH-000570,0.0341187936535
ACH-000571,0.0955183701323
ACH-000573,0.0160084151095
ACH-000576,0.057815198743
ACH-000580,0.213140489425
ACH-000584,0.07723765339710001
ACH-000585,0.0668521597741
ACH-000588,0.0174555117605
ACH-000589,0.14803407519099998
ACH-000591,0.179685279923
ACH-000593,-0.042637025584199996
ACH-000600,0.00822261490308
ACH-000601,0.0484833941907
ACH-000604,0.143639732082
ACH-000605,0.14479559376700002
ACH-000606,0.131604545963
ACH-000608,-0.111088370451
ACH-000614,0.18854106424699998
ACH-000616,0.0659704334765
ACH-000618,0.0285922072676
ACH-000619,0.006992391861580001
ACH-000620,-0.16695022079900002
ACH-000621,0.215641157753
ACH-000622,-0.0598743002563
ACH-000623,-0.036399144400499996
ACH-000624,0.106796055539
ACH-000627,0.179082043882
ACH-000630,0.137123481116
