,LRMP (4033)
ACH-000004,-0.0295424601279
ACH-000007,0.00249051633862
ACH-000009,-0.077801375496
ACH-000011,0.0985250915254
ACH-000012,0.09018862612739999
ACH-000013,0.0235427285603
ACH-000014,0.07843747948839999
ACH-000015,-0.0917916671785
ACH-000017,0.146137095075
ACH-000018,0.092412054155
ACH-000019,0.156435837013
ACH-000021,-0.10243882810499999
ACH-000022,0.057504589413099994
ACH-000025,-0.0863776430356
ACH-000028,-0.09118862047039998
ACH-000030,-0.0240128366622
ACH-000035,0.0867240461041
ACH-000036,-0.012999542915399998
ACH-000037,-0.20594087332400002
ACH-000039,-0.0283729305934
ACH-000040,0.065398426249
ACH-000041,-0.136235531224
ACH-000042,0.0495096699691
ACH-000045,0.056125235379699996
ACH-000047,-0.11859485462700001
ACH-000052,-0.0667193095475
ACH-000053,-0.0875618302499
ACH-000054,0.09395507020539999
ACH-000055,-0.132295182761
ACH-000060,-0.18297074743
ACH-000067,-0.11489374024900001
ACH-000070,0.0830661443893
ACH-000075,-0.0970263337944
ACH-000078,-0.0036063634591799996
ACH-000082,-0.0700298237977
ACH-000085,-0.37761348379799997
ACH-000086,0.00320623693249
ACH-000087,0.08912973099960002
ACH-000092,0.11057029261399999
ACH-000095,-0.0242412971472
ACH-000097,0.0722879567422
ACH-000098,0.042285316367199996
ACH-000099,0.154311592507
ACH-000108,-0.236222341069
ACH-000113,0.0764939665638
ACH-000115,-0.0874695559159
ACH-000116,-0.22788782271699998
ACH-000118,-0.0533515710749
ACH-000120,-0.0647137298288
ACH-000123,-0.07747931903630001
ACH-000127,0.0310752752889
ACH-000128,-0.0340986814976
ACH-000132,0.08272030784680001
ACH-000133,0.012215013702700001
ACH-000137,0.235394045803
ACH-000138,-0.43445780865500006
ACH-000142,-0.137690858736
ACH-000143,0.102990949614
ACH-000146,-0.329748980244
ACH-000148,-0.0912870305701
ACH-000150,-0.00981445652237
ACH-000152,0.0689266078384
ACH-000153,0.17742722501400002
ACH-000159,-0.0966763626418
ACH-000160,-0.059738958921699996
ACH-000163,-1.01534080967
ACH-000167,-0.07434957653310001
ACH-000168,-0.228996789333
ACH-000169,-0.0021898625037199996
ACH-000178,-0.025677942645099996
ACH-000182,0.309104632052
ACH-000183,-0.015128595719000002
ACH-000188,0.0688049576317
ACH-000189,0.0120300008418
ACH-000190,-0.044661974863800004
ACH-000198,-0.105781145109
ACH-000204,-0.22056424364500002
ACH-000206,-0.122727612494
ACH-000207,-0.12157418244200001
ACH-000211,-0.00448832883232
ACH-000215,-0.038710024424999996
ACH-000221,-0.19703102666900002
ACH-000222,0.12495750382200001
ACH-000223,-0.154795956662
ACH-000226,-0.035233996420999995
ACH-000227,0.046436500226999994
ACH-000228,-0.199647766744
ACH-000231,-0.0470536100791
ACH-000232,-0.044346576055300006
ACH-000233,-0.00148104466404
ACH-000234,-0.165042371677
ACH-000235,-0.09895044560550001
ACH-000237,-0.103048191318
ACH-000238,-0.0735931344753
ACH-000243,0.0221766537084
ACH-000244,0.116151734757
ACH-000246,0.0442990842882
ACH-000248,0.106647468326
ACH-000250,0.0656840979944
ACH-000251,-0.644640579346
ACH-000253,0.0188620046282
ACH-000255,-0.148984711269
ACH-000256,-0.0795879536695
ACH-000257,-0.0434615364175
ACH-000258,-0.15002319345100001
ACH-000259,-0.00043346219265199995
ACH-000260,0.0914442553638
ACH-000261,-0.13561673378699998
ACH-000262,-0.0247585948984
ACH-000263,0.171233134803
ACH-000264,-0.18067846399300003
ACH-000265,-0.14667324879000002
ACH-000266,-0.0812057736288
ACH-000272,-0.11801176695900001
ACH-000273,0.09928052959460001
ACH-000274,-0.183297701982
ACH-000277,-0.0466294856351
ACH-000278,0.0712906305505
ACH-000279,-0.05892890970819999
ACH-000280,-0.052682595238899996
ACH-000281,-0.0121770566818
ACH-000288,-0.0685780198459
ACH-000291,0.0175152322424
ACH-000293,0.209426098815
ACH-000294,-0.125878028936
ACH-000295,0.13111137633199998
ACH-000296,-0.07530279246110001
ACH-000302,-0.0418981698225
ACH-000304,-0.062331487845800004
ACH-000307,-0.138985757146
ACH-000308,0.019547133793
ACH-000310,-0.009177410786450001
ACH-000311,-0.0572737589559
ACH-000312,-0.111460588013
ACH-000315,0.0293688970198
ACH-000316,0.146254909276
ACH-000317,-0.039571728039800004
ACH-000318,-0.0602646752644
ACH-000319,-0.09225600836100001
ACH-000320,-0.342318008288
ACH-000322,-0.009077105764850001
ACH-000323,0.104610594308
ACH-000324,-0.150166814098
ACH-000329,0.014741954786700002
ACH-000330,0.0501996865147
ACH-000331,-0.13648161255000002
ACH-000332,-0.031648054588000005
ACH-000334,0.28907480917100004
ACH-000335,-0.0587207806268
ACH-000336,-0.5558491384
ACH-000337,0.0984198050495
ACH-000339,-0.21738440164700001
ACH-000341,0.027019100477200002
ACH-000348,0.0557417457603
ACH-000350,0.0384944308384
ACH-000352,0.146015496709
ACH-000356,-0.114344127435
ACH-000361,-0.117771648826
ACH-000362,-0.17053727682
ACH-000363,-0.179589753593
ACH-000364,-0.040923461441300005
ACH-000365,0.0674825391276
ACH-000366,-0.00205223330454
ACH-000368,0.177617364192
ACH-000374,-0.0130493587668
ACH-000375,0.034849729911800006
ACH-000376,-0.019783765799200003
ACH-000381,-0.214597559104
ACH-000383,-0.103083361899
ACH-000387,-0.24740416851100003
ACH-000389,0.217254331881
ACH-000390,-0.051130773547800004
ACH-000393,0.091036352737
ACH-000395,-0.913250790181
ACH-000397,-0.058099412357
ACH-000401,0.0838161778734
ACH-000402,-0.0080119223688
ACH-000403,-0.0592286486608
ACH-000404,-0.230946429453
ACH-000406,-0.0755705810148
ACH-000407,-0.10736364105599999
ACH-000408,0.00758237033752
ACH-000410,-0.14187674195
ACH-000411,0.09426466854589999
ACH-000414,-0.119602791862
ACH-000415,0.0967860038023
ACH-000416,-0.174523794094
ACH-000420,-0.00808371597348
ACH-000421,0.039734476347599995
ACH-000424,-0.13119151824
ACH-000425,-0.133226835963
ACH-000426,-0.21890906456099998
ACH-000427,0.0689095252961
ACH-000433,-0.00391937008818
ACH-000436,0.052615678412300006
ACH-000444,-0.042065435863300006
ACH-000445,0.158254769486
ACH-000448,-0.0650000265504
ACH-000450,-0.09674613176
ACH-000452,-0.11975240122099999
ACH-000454,-0.291981357318
ACH-000458,-0.0453974705086
ACH-000459,-0.011250351832700001
ACH-000460,0.0692191340076
ACH-000461,0.033558172198900005
ACH-000463,0.024000466433799997
ACH-000464,-0.352651336958
ACH-000466,-0.08038474968989999
