,RASL10A (10633)
ACH-000004,-0.12166562848
ACH-000007,-0.383470788132
ACH-000009,-0.0583027300342
ACH-000011,-0.309716762202
ACH-000012,-0.365126067033
ACH-000013,-0.39319267596
ACH-000014,-0.332070253039
ACH-000015,-0.241975442353
ACH-000017,-0.328229222678
ACH-000018,-0.458247264409
ACH-000019,-0.19420397869800002
ACH-000021,-0.25746317380600003
ACH-000022,-0.06164834593719999
ACH-000025,-0.5053697815
ACH-000028,-0.262235242892
ACH-000030,-0.285863127141
ACH-000035,-0.361485517384
ACH-000036,-0.501735602136
ACH-000037,-0.34142862946
ACH-000039,-0.351650164253
ACH-000040,-0.320002301857
ACH-000041,-0.230596335361
ACH-000042,-0.313977264023
ACH-000045,-0.22223579144699998
ACH-000047,-0.277335735555
ACH-000052,-0.348644907695
ACH-000053,-0.27536300183
ACH-000054,-0.24905044455400002
ACH-000055,-0.5470101061020001
ACH-000060,-0.289949356034
ACH-000067,-0.282799352808
ACH-000070,-0.190294652023
ACH-000075,-0.367266463863
ACH-000078,-0.11301604271
ACH-000082,-0.300293664678
ACH-000085,-0.36436902701800006
ACH-000086,-0.139726579966
ACH-000087,-0.037150353242699996
ACH-000092,-0.290230105907
ACH-000095,-0.194948974155
ACH-000097,-0.30473361095199997
ACH-000098,-0.316167594433
ACH-000099,-0.254610985704
ACH-000108,-0.143733824749
ACH-000113,-0.24240016860199998
ACH-000115,-0.407128310459
ACH-000116,-0.21129684210000002
ACH-000118,-0.28183257176800003
ACH-000120,-0.24669735998700001
ACH-000123,-0.19257270062800003
ACH-000127,-0.18630468954799997
ACH-000128,-0.27206861939599997
ACH-000132,-0.195545833986
ACH-000133,-0.229663345214
ACH-000137,-0.365873681634
ACH-000138,-0.09373577564089998
ACH-000142,-0.367907550009
ACH-000143,-0.165528900529
ACH-000146,-0.264215971793
ACH-000148,-0.039456667904199993
ACH-000150,-0.00572915515318
ACH-000152,-0.38864027946999996
ACH-000153,-0.061877001076499995
ACH-000159,0.0146625733296
ACH-000160,-0.23818788103799998
ACH-000163,-0.198922331842
ACH-000167,-0.321900756977
ACH-000168,-0.266888905319
ACH-000169,-0.09503230329439999
ACH-000178,-0.0412078705129
ACH-000182,-0.168501258701
ACH-000183,-0.467413483514
ACH-000188,-0.29286061302
ACH-000189,0.033551460362
ACH-000190,-0.492619739467
ACH-000198,-0.349903324475
ACH-000204,-0.22419570780499998
ACH-000206,-0.0865399003903
ACH-000207,-0.593910231989
ACH-000211,-0.156900593828
ACH-000215,-0.27831680877799997
ACH-000221,-0.234536305
ACH-000222,-0.117270498115
ACH-000223,-0.31941742714899996
ACH-000226,-0.37371750621699995
ACH-000227,-0.312874381952
ACH-000228,-0.319133677409
ACH-000231,-0.270475725341
ACH-000232,-0.286938231356
ACH-000233,-0.13551928684599998
ACH-000234,-0.198771032638
ACH-000235,-0.20697438518300001
ACH-000237,-0.267232775781
ACH-000238,-0.349381124473
ACH-000243,-0.36223746427000003
ACH-000244,-0.39016030917499994
ACH-000246,-0.159390849231
ACH-000248,-0.354793339788
ACH-000250,-0.18457097857000002
ACH-000251,-0.229877044034
ACH-000253,-0.187098221932
ACH-000255,-0.45295405346900003
ACH-000256,-0.240185820591
ACH-000257,-0.143806345019
ACH-000258,-0.154444293232
ACH-000259,-0.260528052156
ACH-000260,-0.200333773654
ACH-000261,-0.230509047596
ACH-000262,-0.38809985739
ACH-000263,-0.0005868001644650001
ACH-000264,-0.317898920125
