,CLINT1 (9685)
ACH-000004,-0.18316269747900002
ACH-000007,-0.104427279748
ACH-000009,0.05459898672709999
ACH-000011,0.214105302399
ACH-000012,0.159454986498
ACH-000013,0.134323423831
ACH-000014,-0.149234147169
ACH-000015,-0.0198680877265
ACH-000017,-0.06423455585
ACH-000018,0.04684383484130001
ACH-000019,0.302247212108
ACH-000021,-0.18378279414999998
ACH-000022,0.0868688761891
ACH-000025,0.251899409424
ACH-000028,0.32521244068599997
ACH-000030,0.192848637093
ACH-000035,0.0781771546362
ACH-000036,-0.0237856245238
ACH-000037,0.0170446585556
ACH-000039,0.126408516885
ACH-000040,-0.441425747016
ACH-000041,0.0915603903224
ACH-000042,-0.0218362489266
ACH-000045,-0.0638687592919
ACH-000047,-0.23624537334100001
ACH-000052,0.0240294264338
ACH-000053,0.131834543648
ACH-000054,0.285889006661
ACH-000055,0.0146528779754
ACH-000060,-0.07843744125560001
ACH-000067,-0.0429743630452
ACH-000070,0.026385859477800002
ACH-000075,-0.024893013026200003
ACH-000078,0.14103228351
ACH-000082,-0.08057420121410001
ACH-000085,-0.152922891055
ACH-000086,-0.00200942398203
ACH-000087,-0.244716245124
ACH-000092,0.140987393163
ACH-000095,0.14202602972699999
ACH-000097,0.349028229867
ACH-000098,0.113846468267
ACH-000099,0.137584633465
ACH-000108,-0.18675541412000002
ACH-000113,0.0799788091459
ACH-000115,-0.121998581439
ACH-000116,0.172584772701
ACH-000118,0.11174365915
ACH-000120,-0.012372134542200002
ACH-000123,0.14307283467700002
ACH-000127,-0.0334264025017
ACH-000128,0.17726650761399998
ACH-000132,-0.0819942315572
ACH-000133,-0.026206491579400002
ACH-000137,0.00446318639984
ACH-000138,0.126932768257
ACH-000142,0.39883351696099995
ACH-000143,-0.07638233270660001
ACH-000146,-0.042564434431999996
ACH-000148,-0.09535881783669999
ACH-000150,0.08794710740319998
ACH-000152,-0.26076340093600003
ACH-000153,0.18716178955499999
ACH-000159,0.033960857111400004
ACH-000160,-0.05989559727800001
ACH-000163,0.22142540671900002
ACH-000167,-0.17616032602499998
ACH-000168,-0.144349546919
ACH-000169,0.10583080252999999
