,NLRX1 (79671)
ACH-000004,-0.212211657789
ACH-000007,0.118391889344
ACH-000009,-0.0150179595839
ACH-000011,0.107825698596
ACH-000012,-0.10164059718900001
ACH-000013,-0.033167936385
ACH-000014,0.0163435347756
ACH-000015,-0.00873886232069
ACH-000017,0.046597733920300005
ACH-000018,-0.151965867347
ACH-000019,-0.255167049359
ACH-000021,-0.0516443166194
ACH-000022,0.06379891061580001
ACH-000025,-0.0710668860852
ACH-000028,-0.0256717284116
ACH-000030,0.020131401100099998
ACH-000035,0.125215970903
ACH-000036,-0.052486270907
ACH-000037,-0.148801489423
ACH-000039,-0.018452190421
ACH-000040,-0.0259730883647
ACH-000041,-0.284378344149
ACH-000042,0.11271034386399999
ACH-000045,-0.23492491291499998
ACH-000047,0.0364949339632
ACH-000052,0.0416993637272
ACH-000053,-0.034169403025199996
ACH-000054,0.124607010735
ACH-000055,0.19165088595
ACH-000060,-0.126165677673
ACH-000067,0.07892069584389999
ACH-000070,-0.268660777857
ACH-000075,-0.0126109474483
ACH-000078,0.19914740620299998
ACH-000082,0.0022926592845700002
ACH-000085,-0.0733499861133
ACH-000086,-0.09199998181369999
ACH-000087,-0.130114032357
ACH-000092,0.011974561384999999
ACH-000095,-0.110630535295
ACH-000097,-0.07033628277989999
ACH-000098,0.105180388769
ACH-000099,0.0429145820475
ACH-000108,0.00878692298338
ACH-000113,-0.0065118143728900004
ACH-000115,-0.00412902579723
ACH-000116,0.0662664243283
ACH-000118,0.0784499444892
ACH-000120,-0.10051117488500001
ACH-000123,0.12845027115399998
ACH-000127,-0.0607880254287
ACH-000128,0.0138439219013
ACH-000132,-0.10725044063200001
ACH-000133,0.116460192376
ACH-000137,-0.11727968216700001
ACH-000138,-0.0710695940705
ACH-000142,-0.054686260057300005
ACH-000143,-0.0216755704362
ACH-000146,-0.10970289605799999
ACH-000148,-0.0857158016442
ACH-000150,-0.25110216647100003
ACH-000152,-0.142431336041
ACH-000153,-0.119293492805
ACH-000159,0.0462239338732
ACH-000160,0.0489945578801
ACH-000163,-0.169711721644
ACH-000167,-0.05794342409469999
ACH-000168,0.16890620857900002
ACH-000169,-0.115738393018
ACH-000178,-0.037770517042400004
ACH-000182,-0.0905538932408
ACH-000183,-0.035334592014699996
ACH-000188,-0.0806426563038
ACH-000189,0.303569398598
ACH-000190,-0.252040155382
ACH-000198,0.0273901528038
ACH-000204,0.22624122806999997
ACH-000206,0.125761244216
ACH-000207,-0.26613834846900003
ACH-000211,0.11828984827
ACH-000215,-0.0408372241073
ACH-000221,-0.130413311326
ACH-000222,-0.0664419875721
ACH-000223,-0.020918880432500002
ACH-000226,-0.0959933074019
ACH-000227,-0.101118835847
ACH-000228,0.0523037760584
ACH-000231,-0.108128295254
ACH-000232,-0.10825763911900001
ACH-000233,-0.0480397194282
ACH-000234,-0.11924841470799999
ACH-000235,-0.10923527579600001
ACH-000237,0.0005800129697999999
ACH-000238,-0.0517496049417
ACH-000243,-0.017290922045900003
ACH-000244,-0.31259597056099997
ACH-000246,-0.153616019406
ACH-000248,0.14834209162599998
ACH-000250,0.0344003173793
ACH-000251,0.272452845171
ACH-000253,0.116201532989
ACH-000255,0.167825444461
ACH-000256,0.0587935668298
ACH-000257,0.0500108006545
ACH-000258,-0.108703817608
ACH-000259,0.0762485164415
ACH-000260,-0.0913827365518
ACH-000261,0.0396071705657
ACH-000262,0.0499859670768
ACH-000263,-0.27064047192400004
ACH-000264,0.07963888595049999
ACH-000265,0.20595790885600002
ACH-000266,-0.08558241947419999
ACH-000272,0.0346007600776
ACH-000273,-0.118982703771
ACH-000274,-0.0924997754576
ACH-000277,-0.182873215531
ACH-000278,-0.0701833666379
ACH-000279,-0.223177498329
ACH-000280,-0.105087789477
ACH-000281,-0.0452713563198
ACH-000288,-0.136469864652
ACH-000291,-0.0292418050519
ACH-000293,0.025309409001599996
ACH-000294,-0.0788717407377
ACH-000295,-0.16735541544500002
ACH-000296,-0.0244517604102
ACH-000302,0.0480452209129
ACH-000304,-0.227456198109
ACH-000307,0.146545217705
ACH-000308,-0.0700037824189
ACH-000310,0.0264625891987
ACH-000311,0.008070108541399999
ACH-000312,-0.149485254505
ACH-000315,-0.0375618572577
ACH-000316,-0.0156296882173
ACH-000317,-0.036467390397600004
ACH-000318,-0.134153046861
ACH-000319,-0.0242377941409
ACH-000320,0.131541404085
ACH-000322,0.0450608334618
ACH-000323,0.06275847724729999
ACH-000324,0.00608785426842
ACH-000329,-0.00193074464437
ACH-000330,-0.022197499463299998
ACH-000331,0.0352576709075
ACH-000332,-0.134157611221
ACH-000334,-0.0489328917351
ACH-000335,0.0687451869306
ACH-000336,-0.15121652661499999
ACH-000337,-0.0876358998329
ACH-000339,0.08258432485560001
ACH-000341,-0.29161386219
ACH-000348,-0.08942109872279999
ACH-000350,-0.230670615865
ACH-000352,0.0171155092747
ACH-000356,-0.20981274875
ACH-000361,-0.0217955310217
ACH-000362,-0.16870628977899998
ACH-000363,-0.0322399044767
ACH-000364,-0.13706103831900002
ACH-000365,-0.173684753133
ACH-000366,-0.0942822790667
ACH-000368,-0.189831005498
ACH-000374,-0.25204980252500003
ACH-000375,-0.279134825409
ACH-000376,-0.131071082329
ACH-000381,-0.0550646076831
ACH-000383,-0.0546065157269
ACH-000387,-0.109404501812
ACH-000389,-0.116187126545
ACH-000390,0.112479033107
ACH-000393,-0.09865205259189999
ACH-000395,-0.044729334545800005
ACH-000397,-0.000698666246617
ACH-000401,0.15662144644200002
ACH-000402,-0.0941991513689
ACH-000403,0.0938719558553
ACH-000404,0.24716545143399998
ACH-000406,-0.0888100413476
ACH-000407,-0.1362011867
ACH-000408,-0.08744983862389999
ACH-000410,0.09740587074950001
ACH-000411,-0.176797531731
ACH-000414,-0.0516662265289
ACH-000415,-0.0557665991588
ACH-000416,-0.0029800690190399997
ACH-000420,-0.15018732792700001
ACH-000421,-0.21521333349
ACH-000424,-0.015486271093
ACH-000425,-0.0270627828786
ACH-000426,0.102590577148
ACH-000427,-0.0340830837534
ACH-000433,0.199069586729
ACH-000436,0.0537753789277
ACH-000444,0.0609579948081
ACH-000445,0.0492749323669
ACH-000448,-0.035115913662
ACH-000450,0.0396151271821
ACH-000452,-0.0596733916792
ACH-000454,0.0120480120403
ACH-000458,0.168621108888
ACH-000459,-0.040890912213199994
ACH-000460,0.11691744635399999
ACH-000461,-0.25610878813099996
ACH-000463,-0.0386055786105
ACH-000464,0.295919196727
ACH-000466,0.138897411699
ACH-000467,0.185906828925
ACH-000468,-0.0305477367497
ACH-000469,-0.15667954985899998
ACH-000470,0.060768146930599995
ACH-000471,-0.0439240823624
ACH-000472,-0.068127990483
ACH-000473,0.016746824140099998
ACH-000475,-0.0012522076621400001
ACH-000476,-0.239881038428
ACH-000477,0.41809672293399996
ACH-000480,-0.060293238169499996
ACH-000481,0.0021625734553800003
ACH-000483,-0.025473565539099997
ACH-000484,-0.0108247633149
ACH-000485,-0.0260731251297
ACH-000486,0.010017172580700002
ACH-000487,-0.100640243902
ACH-000488,0.0691455318392
ACH-000490,0.0574841399579
ACH-000491,0.0378329153636
ACH-000495,-0.374157119922
ACH-000496,-0.044699312957600004
ACH-000499,-0.017793390263400002
ACH-000500,0.40417784678700003
ACH-000502,0.14082049874299998
ACH-000503,0.09401275639180001
ACH-000505,-0.228258785748
ACH-000507,-0.17624259304
ACH-000510,0.0472547031268
ACH-000511,-0.0466154218673
ACH-000512,0.054389842849199996
ACH-000516,-0.0525883965642
ACH-000517,-0.049849629965900005
ACH-000518,0.17148023048
ACH-000520,-0.156727646866
ACH-000521,-0.13081827755
ACH-000522,-0.0332923183617
ACH-000524,-0.230679393128
ACH-000527,-0.026327179039500003
ACH-000528,0.034120819608900003
ACH-000537,-0.202962403216
ACH-000541,-0.055350177050999996
ACH-000542,-0.195533966642
ACH-000544,-0.0718612749521
ACH-000545,-0.141591257542
ACH-000547,-0.308040639288
ACH-000548,0.07054677789819999
ACH-000549,-0.120655839827
ACH-000550,-0.140804251588
ACH-000552,-0.016454502941900002
ACH-000556,0.0219878545958
ACH-000557,-0.102429619525
ACH-000570,-0.061040138861100005
ACH-000571,-0.0485985542015
ACH-000573,-0.000445704085127
ACH-000576,0.008208978338699999
ACH-000580,0.042969554265599993
ACH-000584,-0.028128111359900003
ACH-000585,0.0847027306971
ACH-000588,-0.005287839479609999
ACH-000589,0.107596249838
ACH-000591,-0.347730038241
ACH-000593,0.00931562024416
ACH-000600,0.0348873358506
ACH-000601,0.025415663459999998
ACH-000604,-0.110257128674
ACH-000605,0.19021995646499998
ACH-000606,0.0828506536687
ACH-000608,-0.04545865404680001
ACH-000614,-0.049299788685
ACH-000616,0.0796258175884
ACH-000618,-0.0439163912958
ACH-000619,0.11268571077
ACH-000620,-0.021493565826400003
ACH-000621,0.07903041921239999
ACH-000622,-0.20625265022599998
ACH-000623,-0.0726743794949
ACH-000624,-0.124819091369
ACH-000627,0.0402768789051
ACH-000630,-0.11501372050000001
ACH-000632,-0.0939311577458
ACH-000633,-0.0664244197716
ACH-000637,-0.0201395021548
ACH-000638,0.37184992780599996
ACH-000646,-0.0592919847142
ACH-000647,-0.0307103970578
ACH-000648,-0.146622683763
ACH-000649,-0.061502152261
ACH-000651,-0.0571119546724
ACH-000652,0.185746226596
ACH-000653,-0.23124303125700002
ACH-000657,-0.129021561621
ACH-000658,0.023375999040299997
ACH-000661,-0.057256759150900005
ACH-000662,-0.029049030339299998
ACH-000663,-0.19259917275
ACH-000665,-0.09201335641210001
ACH-000671,-0.127188480624
ACH-000673,-0.051681232581699994
ACH-000676,0.112900062505
ACH-000677,0.13593383035
ACH-000681,0.0932268215534
ACH-000682,0.0797881672231
ACH-000683,-0.0113490340398
ACH-000684,-0.134293203887
ACH-000688,-0.0919450864325
ACH-000693,-0.06589168925359999
ACH-000694,-0.0686156746611
ACH-000695,-0.0413869137885
ACH-000696,0.0854947898185
ACH-000697,-0.1026074092
ACH-000699,-0.0440305001503
ACH-000701,-0.0766656059995
ACH-000706,0.014713637659899999
ACH-000711,-0.00284611027826
ACH-000713,-0.00319459099544
ACH-000714,-0.008019392268329999
ACH-000718,0.260917794751
ACH-000720,0.07058227745199999
ACH-000721,0.0763490316518
ACH-000724,0.013741375763799999
ACH-000725,-0.20435652837
ACH-000732,-0.057976951407
ACH-000734,0.00979353933505
ACH-000735,-0.102327545766
ACH-000736,-0.0424326336355
ACH-000738,0.00414721605605
ACH-000746,0.129031788248
ACH-000747,0.023574867118900004
ACH-000748,-0.138233538269
ACH-000753,-0.024751525747000003
ACH-000756,-0.312049101639
ACH-000757,-0.170924692994
ACH-000758,-0.0261393099792
ACH-000760,0.12128878068700001
ACH-000763,0.0488219116113
ACH-000764,0.0853808947648
ACH-000765,-0.189591446032
ACH-000766,0.321660808736
ACH-000767,-0.322990264254
ACH-000768,0.090185227794
ACH-000769,0.0203515602978
ACH-000770,-0.0779276604545
ACH-000771,0.116145770242
ACH-000773,-0.179479994054
ACH-000776,0.06841372262249999
ACH-000777,-0.0673705639824
ACH-000778,0.146661351919
ACH-000781,-0.134024997723
ACH-000782,-0.07191996108950001
ACH-000783,0.0495165336558
ACH-000784,-0.0943187132618
ACH-000785,-0.00948901250559
ACH-000787,0.0426734555952
ACH-000788,0.020365214166
ACH-000791,0.120361457807
ACH-000792,-0.0768421867198
ACH-000794,-0.0730552392557
ACH-000796,-0.0699961825502
ACH-000799,-0.150398771278
ACH-000800,-0.0813557693716
ACH-000802,-0.11621484082800002
ACH-000804,0.138351726884
ACH-000805,-0.105216685629
ACH-000809,-0.195785490753
ACH-000810,0.24433439822900002
ACH-000811,-0.143034886966
ACH-000817,0.0948495265572
ACH-000819,0.0196439379435
ACH-000820,-0.38821529428400003
ACH-000821,-0.0740101361748
ACH-000822,-0.0390023831201
ACH-000823,-0.113393563191
ACH-000824,0.00797244116347
ACH-000827,0.0313949655497
ACH-000829,0.0659692768672
ACH-000831,0.11268568883300001
ACH-000832,-0.161142278329
ACH-000833,0.144751265103
ACH-000834,0.0195783841661
ACH-000835,-0.125168868299
ACH-000836,-0.006289023006439999
ACH-000837,-0.00615931965295
ACH-000838,0.0102445747716
