,LIPJ (142910)
ACH-000004,-0.0921787262483
ACH-000007,0.006361962708350001
ACH-000009,0.0152159639138
ACH-000011,-0.0362023868593
ACH-000012,-0.010289864184600001
ACH-000013,0.140477492836
ACH-000014,0.026215594893799998
ACH-000015,0.0717795191044
ACH-000017,-0.022221668418999998
ACH-000018,0.035673246413
ACH-000019,0.15255935807
ACH-000021,0.10976706089199999
ACH-000022,0.0620058536252
ACH-000025,-0.165562213073
ACH-000028,-0.157951929946
ACH-000030,0.04534259446240001
ACH-000035,-0.146362214606
ACH-000036,0.0858312305116
ACH-000037,-0.0258662334958
ACH-000039,-0.19545368053800002
ACH-000040,-0.00971100588943
ACH-000041,-0.11040227623099999
ACH-000042,-0.110235499113
ACH-000045,0.142085367899
ACH-000047,0.089217293702
ACH-000052,-0.0120993624591
ACH-000053,-0.145537418036
ACH-000054,0.102356015664
ACH-000055,0.134342773851
ACH-000060,0.026847431555599998
ACH-000067,0.025186848541
ACH-000070,0.128302335912
ACH-000075,-0.00462705080613
ACH-000078,-0.12243317789000001
ACH-000082,0.12919393877399998
ACH-000085,0.0834409636874
ACH-000086,-0.0316099428661
ACH-000087,0.0621487445313
ACH-000092,0.06786781741169999
ACH-000095,0.041012781505699994
ACH-000097,0.0750739684157
ACH-000098,-0.046826434923900005
ACH-000099,-0.0351218516621
ACH-000108,0.0535965365063
ACH-000113,0.0769096102341
ACH-000115,0.16676593669
ACH-000116,0.08932556928999999
ACH-000118,-0.0227329700827
ACH-000120,0.10220954666899999
ACH-000123,-0.00534116164922
ACH-000127,0.0153280228194
ACH-000128,0.14666235393100002
ACH-000132,-0.0607812971686
ACH-000133,-0.0068829107459099995
ACH-000137,0.309389992672
ACH-000138,0.115718360162
ACH-000142,-0.00791752398456
ACH-000143,0.11669033671199999
ACH-000146,-0.0526215044716
ACH-000148,-0.0473999969785
ACH-000150,0.272887151298
ACH-000152,-0.09384929610310001
ACH-000153,0.56867773584
ACH-000159,0.0615218364661
ACH-000160,0.0819021802645
ACH-000163,0.0826183415041
ACH-000167,0.163367369044
ACH-000168,0.061060912541
ACH-000169,0.0437282709622
ACH-000178,0.015375408770899998
ACH-000182,0.07691935455110001
ACH-000183,0.0604081781587
ACH-000188,0.130358598542
ACH-000189,0.17350303943599998
ACH-000190,-0.23018107228700002
ACH-000198,0.0464367598084
ACH-000204,0.128605563957
ACH-000206,0.12079176018
ACH-000207,-0.20602761368500003
ACH-000211,0.019362481962299997
ACH-000215,0.0331456955763
ACH-000221,0.0992562679383
ACH-000222,0.043899844340300004
ACH-000223,0.0797217578596
ACH-000226,-0.06674227035899999
ACH-000227,0.0407785795983
ACH-000228,-0.007638041237819999
ACH-000231,-0.0533884275859
ACH-000232,-0.0411878467535
ACH-000233,0.0733353770193
ACH-000234,0.141552379979
ACH-000235,0.0420331902811
ACH-000237,0.0474595690148
ACH-000238,-0.0757297080826
ACH-000243,-0.0545526069178
ACH-000244,0.044255738231699995
ACH-000246,0.054927123907900006
ACH-000248,-0.0170930495933
ACH-000250,-0.00230088747657
ACH-000251,-0.017283074994
ACH-000253,-0.0832951718144
ACH-000255,0.0521645551534
ACH-000256,0.0464197329595
ACH-000257,-0.16603757085999998
ACH-000258,-0.049347047774
ACH-000259,-0.063748903585
ACH-000260,0.015295523593899999
ACH-000261,0.0370623303747
ACH-000262,-0.07457057130110001
ACH-000263,-0.0681935483272
ACH-000264,0.12067837434800001
ACH-000265,-0.0483517347942
ACH-000266,0.0844605587473
ACH-000272,0.11841649296199999
ACH-000273,-0.029547122730700003
ACH-000274,0.203020213306
ACH-000277,0.13778273883300002
ACH-000278,0.055377626547699996
ACH-000279,-0.08235820720789999
ACH-000280,0.21943636583599999
ACH-000281,0.005160396049180001
ACH-000288,0.0339577536453
ACH-000291,0.0677205773328
ACH-000293,0.118004524145
ACH-000294,-0.00600353634588
ACH-000295,-0.030780013637
ACH-000296,-0.0725786895363
ACH-000302,0.0482203159695
ACH-000304,-0.08842910731069999
ACH-000307,0.0540172386704
ACH-000308,0.0222783394998
ACH-000310,-0.11576293522600001
ACH-000311,-0.038082423550199994
ACH-000312,-0.0647895033602
ACH-000315,0.22051425183499998
ACH-000316,-0.0605130117292
ACH-000317,-0.017541831864
ACH-000318,0.04927273564130001
ACH-000319,-0.00822542540271
ACH-000320,-0.30755443050000003
ACH-000322,-0.0147104358339
ACH-000323,-0.23414689597
ACH-000324,0.00615568473729
ACH-000329,-0.0483724294703
ACH-000330,0.22323765020300002
ACH-000331,-0.06628946429930001
ACH-000332,-0.0265673375621
ACH-000334,0.07146881758830001
ACH-000335,0.270254986914
ACH-000336,0.16111916609000002
ACH-000337,0.149359381142
ACH-000339,-0.0684110300042
ACH-000341,0.035855380901900005
