,TNNI2 (7136)
ACH-000004,0.123628098297
ACH-000007,0.0998255141042
ACH-000009,0.0974979891375
ACH-000011,0.0407976889168
ACH-000012,0.0912821284212
ACH-000013,0.0078016851514300005
ACH-000014,-0.0644251244331
ACH-000015,0.16992700064599997
ACH-000017,0.0215002339202
ACH-000018,0.04227767024759999
ACH-000019,0.014476711165200001
ACH-000021,0.051827528755099994
ACH-000022,0.0030854820041500003
ACH-000025,0.21382780009100003
ACH-000028,-0.0166519820838
ACH-000030,-0.046764966126899996
ACH-000035,0.111091952008
ACH-000036,0.226021772905
ACH-000037,0.23508908522500002
ACH-000039,0.05839462508090001
ACH-000040,0.00649082802574
ACH-000041,0.254143710263
ACH-000042,-0.012040658510799999
ACH-000045,-0.12987126563100002
ACH-000047,0.06476129081
ACH-000052,0.195729112731
ACH-000053,0.121430842708
ACH-000054,0.0536108122625
ACH-000055,-0.085782129991
ACH-000060,-0.147863270984
ACH-000067,0.0552077039869
ACH-000070,0.00956572570362
ACH-000075,0.133674400571
ACH-000078,0.118681260946
ACH-000082,-0.102688167501
ACH-000085,-0.133737036897
ACH-000086,0.141609625508
ACH-000087,0.04461859802280001
ACH-000092,0.24525314983399998
ACH-000095,-0.03715125895969999
ACH-000097,0.0177133802872
ACH-000098,0.0699567810492
ACH-000099,0.0337308219218
ACH-000108,-0.105667383324
ACH-000113,0.0574884433284
ACH-000115,-0.0506491438585
ACH-000116,0.0828378451452
ACH-000118,0.035900454730300006
ACH-000120,0.0726394989399
ACH-000123,0.0853010283993
ACH-000127,0.051812790166300006
ACH-000128,-0.0686681701367
ACH-000132,0.0662045526979
ACH-000133,0.0757920774116
ACH-000137,-0.0338418274594
ACH-000138,0.07785293401339999
ACH-000142,0.170676144742
ACH-000143,-0.0567592483366
ACH-000146,-0.0035811332485700003
ACH-000148,0.060210490928100005
ACH-000150,0.0614302635561
ACH-000152,0.11828318972200001
ACH-000153,0.130418241213
ACH-000159,0.04818783266
ACH-000160,0.07971722344660001
ACH-000163,0.0848323783745
ACH-000167,0.0380059422529
ACH-000168,0.21314948792999996
ACH-000169,-0.0357157767088
ACH-000178,-0.0292176521502
ACH-000182,-0.0832676858047
ACH-000183,0.15885917711300002
ACH-000188,0.11107547089400001
ACH-000189,0.23328646887600002
ACH-000190,0.173720417166
ACH-000198,0.0356894380227
ACH-000204,0.21962796359200001
ACH-000206,0.00964851226901
ACH-000207,0.131343919978
ACH-000211,0.08976582966530001
ACH-000215,0.0317028079878
ACH-000221,0.275621974137
ACH-000222,0.139814228726
ACH-000223,0.0604177203519
ACH-000226,0.130391500004
ACH-000227,-0.24132200404800003
ACH-000228,0.285181511097
ACH-000231,0.111166287906
ACH-000232,0.00662145960068
ACH-000233,-0.0007491089050100001
ACH-000234,0.0808895564242
ACH-000235,0.0337976904837
ACH-000237,0.04733653446219999
ACH-000238,0.13726028339000002
ACH-000243,0.0728009803838
ACH-000244,0.0075404348420499995
ACH-000246,-0.07553895503
ACH-000248,0.00632132717678
ACH-000250,0.0316507087249
ACH-000251,0.33728652550399996
ACH-000253,0.123228356625
ACH-000255,0.024778692234099998
ACH-000256,-0.0819056022317
ACH-000257,0.114321038225
ACH-000258,-0.20285018432
ACH-000259,0.0207652357487
ACH-000260,-0.08712558628969999
ACH-000261,-0.06701607987819999
ACH-000262,0.150787428004
ACH-000263,0.0701093088062
ACH-000264,0.00830454559221
ACH-000265,-0.004657326282109999
ACH-000266,-0.0034371810657900003
ACH-000272,-0.0210195168136
ACH-000273,-0.0857525071204
ACH-000274,0.0246956800217
ACH-000277,-0.039770593385900006
