,RAD21L1 (642636)
ACH-000211,-0.177706538612
ACH-000215,-0.26660197847
ACH-000221,-0.196357781424
ACH-000222,-0.170825572862
ACH-000223,-0.19645256692000002
ACH-000226,-0.0404884269279
ACH-000227,-0.34148740469300004
ACH-000228,-0.255916200348
ACH-000231,-0.256418263549
ACH-000232,-0.21925598829
ACH-000233,-0.09813771148639999
ACH-000234,-0.25793176572099996
ACH-000235,-0.155825976201
ACH-000237,-0.162284657152
ACH-000238,-0.288351242179
ACH-000243,-0.236375381491
ACH-000244,-0.149537533981
ACH-000246,-0.111423851228
ACH-000248,-0.235351837149
ACH-000250,-0.245982028818
ACH-000251,-0.534426095686
ACH-000253,-0.23082885489
ACH-000255,-0.0642372752644
ACH-000256,-0.34792859170100005
ACH-000257,-0.10349654133
ACH-000258,-0.310499598458
ACH-000259,-0.22564943560400003
ACH-000260,-0.166846140834
ACH-000261,-0.203859829442
ACH-000262,-0.39633844382600003
ACH-000263,-0.347840620286
ACH-000264,-0.256596660082
ACH-000265,-0.0912923183925
ACH-000266,-0.16595304752999998
ACH-000272,-0.301735786783
ACH-000273,-0.11600856007799999
ACH-000274,-0.26535917606
ACH-000277,-0.24905042420899998
ACH-000278,-0.229965155394
ACH-000279,-0.113852575825
ACH-000280,-0.196036702227
ACH-000281,-0.364110734333
ACH-000288,-0.254867860819
ACH-000291,-0.246627355652
ACH-000293,-0.0928171250363
ACH-000294,-0.274816243387
ACH-000295,-0.335751922077
ACH-000296,-0.17107106211
ACH-000302,-0.09303891820669999
ACH-000304,-0.284689133133
ACH-000307,-0.262995838113
ACH-000308,-0.21732977886
ACH-000310,-0.194661614412
ACH-000311,-0.321236800592
ACH-000312,0.048386714207600004
ACH-000315,-0.16765468582999998
ACH-000316,-0.259226394596
ACH-000317,-0.147070934644
ACH-000318,-0.145898021053
ACH-000319,-0.156061904916
ACH-000320,-0.13602966217
ACH-000322,0.0900416018397
ACH-000323,-0.098431153579
ACH-000324,-0.25425277135
ACH-000329,-0.329378115275
ACH-000330,-0.107295979397
ACH-000331,-0.11279680535
ACH-000332,-0.2221195029
ACH-000334,-0.12626940256799998
ACH-000335,-0.192112216298
ACH-000336,-0.218704128826
ACH-000337,-0.109483635907
ACH-000339,-0.15278513922599998
ACH-000341,-0.021375706528500002
ACH-000348,-0.26706878815499996
ACH-000350,-0.16100228602299999
ACH-000352,-0.184122580014
ACH-000356,-0.21579496963000003
ACH-000361,-0.323993403996
ACH-000362,-0.021853963681200003
ACH-000363,-0.146510955245
ACH-000364,-0.143097419574
ACH-000365,-0.28515367793900004
ACH-000366,-0.224317946681
ACH-000368,0.0016733644361
ACH-000374,-0.131859940566
ACH-000375,-0.08983509943769999
ACH-000376,-0.21843395270399998
ACH-000381,-0.216461605565
ACH-000383,-0.161169067274
ACH-000387,-0.242961185751
ACH-000389,-0.178233178746
ACH-000390,-0.150558733977
ACH-000393,-0.0758449416449
ACH-000395,-0.314318769462
ACH-000397,-0.225729411853
ACH-000401,-0.036517986608699995
ACH-000402,-0.132558387528
ACH-000403,-0.219133529012
ACH-000404,-0.16238979526
ACH-000406,-0.07271887027639999
ACH-000407,-0.21421534801199998
ACH-000408,-0.231301657322
ACH-000410,-0.236906773225
ACH-000411,-0.18186956148400002
ACH-000414,-0.163907554298
ACH-000415,-0.08463084060340001
ACH-000416,-0.193891745176
ACH-000420,-0.302521720938
ACH-000421,-0.138077097479
ACH-000424,-0.18728209372699997
ACH-000425,-0.178190037478
ACH-000426,-0.0766022982194
ACH-000427,-0.216425072979
ACH-000433,-0.016907682658100002
ACH-000436,-0.133208833612
ACH-000444,0.0489331581109
ACH-000445,-0.0394543398541
ACH-000448,-0.14097967903300002
ACH-000450,-0.17941554930700002
ACH-000452,-0.378340723006
ACH-000454,-0.0428723335221
ACH-000458,-0.190976884461
ACH-000459,-0.00157689392233
ACH-000460,-0.14573752572
ACH-000461,-0.19558904712900002
ACH-000463,-0.23400287719500001
ACH-000464,-0.333963726102
ACH-000466,-0.375895611807
ACH-000467,-0.17517520550299998
ACH-000468,-0.18018771616999998
ACH-000469,-0.298983717594
ACH-000470,-0.243931822684
ACH-000471,-0.24930085136100003
ACH-000472,-0.20616398754999998
ACH-000473,-0.142010533226
ACH-000475,-0.221486017621
ACH-000476,-0.177873453345
ACH-000477,-0.260009572548
ACH-000480,-0.132281012062
ACH-000481,-0.235049877214
ACH-000483,-0.07022821760689998
ACH-000484,-0.13494397258500002
ACH-000485,-0.16917279070500002
ACH-000486,-0.171088530611
ACH-000487,-0.196992245636
ACH-000488,-0.250095674301
ACH-000490,-0.176649749111
ACH-000491,-0.203048301196
ACH-000495,-0.154665695268
ACH-000496,-0.10180955447699999
ACH-000499,-0.19251394956
ACH-000500,-0.235609751476
ACH-000502,-0.229302706654
ACH-000503,-0.130680308584
ACH-000505,-0.153638293762
ACH-000507,-0.241686268185
ACH-000510,-0.28532576024399997
ACH-000511,-0.227943738656
ACH-000512,-0.21735087979200002
ACH-000516,-0.09686057900319998
ACH-000517,-0.301914206813
ACH-000518,-0.029289398471499997
ACH-000520,-0.214802033408
ACH-000521,-0.128616548824
ACH-000522,-0.21754497750100002
ACH-000524,-0.266085042317
ACH-000527,-0.171370846644
ACH-000528,-0.30150416505600003
ACH-000537,-0.22436259387
ACH-000541,-0.17384698910799998
ACH-000542,-0.128433302258
ACH-000544,-0.243442753631
ACH-000545,-0.131470892565
ACH-000547,-0.016112586614099998
ACH-000548,-0.27869086999299997
ACH-000549,-0.168637155106
ACH-000550,-0.179355975304
ACH-000552,-0.139745464549
ACH-000556,-0.299899645522
ACH-000557,-0.642305216012
ACH-000570,-0.036586699794699994
ACH-000571,-0.41519592288
ACH-000573,-0.192281034601
ACH-000576,-0.27296286908399997
ACH-000580,-0.192786899782
ACH-000584,-0.170168637428
ACH-000585,-0.260194090167
ACH-000588,-0.16994165063900002
ACH-000589,-0.21171578004900002
ACH-000591,-0.31754950964699996
ACH-000593,-0.256596913993
ACH-000600,-0.14476937709
ACH-000601,-0.115986407162
ACH-000604,0.0447454879789
ACH-000605,-0.169418612304
ACH-000606,-0.186809334428
ACH-000608,-0.243516770969
ACH-000614,-0.150557792955
ACH-000616,-0.254067179143
ACH-000618,-0.19748470045299998
ACH-000619,-0.17113720200500002
ACH-000620,-0.286843757292
ACH-000621,-0.249906141945
ACH-000622,-0.174752507085
ACH-000623,-0.286982105022
ACH-000624,-0.257935144574
ACH-000627,-0.07237372339930001
ACH-000630,-0.20369830278700002
ACH-000632,-0.20598426899099997
ACH-000633,-0.39102521070600005
ACH-000637,0.021360024831400003
ACH-000638,0.042708068425500005
ACH-000646,-0.034016659509
ACH-000647,-0.258468814032
ACH-000648,-0.12266722829299999
ACH-000649,-0.143903727916
ACH-000651,-0.134286514012
ACH-000652,-0.220244329156
ACH-000653,-0.201107686888
ACH-000657,-0.321723365374
ACH-000658,-0.20337690577999998
ACH-000661,-0.458552520951
ACH-000662,-0.23404896714600001
ACH-000663,-0.0303670407504
ACH-000665,-0.229067988004
ACH-000671,-0.184337907894
ACH-000673,-0.166606010321
ACH-000676,-0.0845727436866
ACH-000677,-0.269906133933
ACH-000681,-0.248234449067
ACH-000682,-0.227041685266
ACH-000683,-0.274987325758
ACH-000684,-0.274372896687
ACH-000688,-0.025520182807900003
ACH-000693,-0.309088764411
ACH-000694,-0.193566589333
ACH-000695,-0.312891225721
ACH-000696,-0.18950064073800002
ACH-000697,-0.408462733728
ACH-000699,-0.277945978407
ACH-000701,-0.28581468954100003
ACH-000706,-0.17571791931400002
ACH-000711,-0.259569032529
ACH-000713,-0.33287176640599997
ACH-000714,-0.22425359307599999
ACH-000718,-0.282559688345
ACH-000720,-0.13286849480000001
ACH-000721,-0.241030122843
ACH-000724,-0.405068967845
ACH-000725,0.00394725684553
ACH-000732,-0.12764212599400002
ACH-000734,-0.088646149438
ACH-000735,-0.137426256614
ACH-000736,-0.15018109719699999
ACH-000738,-0.132563054253
ACH-000746,-0.04626339250630001
ACH-000747,-0.187874793168
ACH-000748,-0.0836832573647
ACH-000753,-0.100765507956
ACH-000756,-0.109007629932
ACH-000757,-0.0349343560146
ACH-000758,-0.199343731055
ACH-000760,-0.273824416715
ACH-000763,-0.28681918574299997
ACH-000764,-0.0198585050942
ACH-000765,-0.14888632124
ACH-000766,-0.0492181360026
ACH-000767,-0.12976597319
ACH-000768,-0.12191283929400001
ACH-000769,-0.116971141581
ACH-000770,-0.274199571618
ACH-000771,-0.19438995617
ACH-000773,-0.100241375768
ACH-000776,-0.15701979811699998
ACH-000777,-0.217135199845
ACH-000778,-0.0333378841474
ACH-000781,-0.15508172208100002
ACH-000782,-0.287298976406
ACH-000783,-0.257197938401
ACH-000784,-0.11427311906899999
ACH-000785,-0.294942346572
ACH-000787,-0.145452089683
ACH-000788,-0.203936476608
ACH-000791,-0.113407176762
ACH-000792,-0.105579160277
ACH-000794,-0.20532108778299998
ACH-000796,-0.161124756028
ACH-000799,-0.161355370454
ACH-000800,0.035167073723
ACH-000802,-0.17682220997099998
ACH-000804,-0.09140317940230001
ACH-000805,-0.25319882909499997
ACH-000809,-0.10538957287699999
ACH-000810,-0.293101900667
ACH-000811,-0.20856798780400002
ACH-000817,-0.18356926538100002
ACH-000819,-0.155374167004
ACH-000820,-0.303232327528
ACH-000821,-0.11519152961
ACH-000822,-0.118319989966
ACH-000823,-0.253774159725
ACH-000824,-0.15697763852399998
ACH-000827,-0.142308305549
ACH-000829,-0.328757103879
ACH-000831,-0.0535517207714
ACH-000832,-0.0670024647917
ACH-000833,-0.17376225098900003
ACH-000834,-0.177395631547
ACH-000835,-0.143529351607
ACH-000836,-0.254517224536
ACH-000837,-0.133187802187
ACH-000838,-0.322507482395
ACH-000839,-0.245979199529
ACH-000840,-0.217880501161
ACH-000841,0.0359540832236
ACH-000843,-0.111874915429
ACH-000846,-0.305249741176
ACH-000847,-0.25517344049
ACH-000848,0.028507691430500002
ACH-000849,-0.195472791791
ACH-000851,-0.135150942041
ACH-000855,-0.16914300138500002
ACH-000856,-0.268242916871
ACH-000858,-0.166058457973
ACH-000859,-0.31513876239
ACH-000861,-0.127016121331
ACH-000862,-0.102803241506
ACH-000865,-0.142688340373
ACH-000866,-0.233914204139
ACH-000867,-0.255164727009
ACH-000869,-0.18772549773699998
ACH-000872,-0.20500044764699998
ACH-000873,-0.014110238861499999
ACH-000876,-0.33146785378800003
ACH-000878,0.0208275065925
ACH-000880,-0.16119392214000003
ACH-000881,-0.14702210497999998
ACH-000882,-0.143152004417
ACH-000884,-0.148699022807
ACH-000885,-0.315600382212
ACH-000887,-0.116361111974
ACH-000888,-0.357472946059
ACH-000889,-0.217470268802
ACH-000890,-0.126740559711
ACH-000896,-0.103410105782
ACH-000898,-0.28866354364700003
ACH-000900,-0.109679199647
ACH-000901,-0.22164555139800002
ACH-000905,-0.106056254927
ACH-000906,-0.205498372464
ACH-000907,-0.141521420995
ACH-000910,-0.204941005228
ACH-000911,-0.21506813474
ACH-000912,-0.27425496405
ACH-000913,-0.255035347472
ACH-000915,-0.164022023538
ACH-000916,-0.272109508215
ACH-000917,-0.024881126398099997
ACH-000921,-0.217682194654
ACH-000924,-0.0952349663521
ACH-000926,-0.2109691309
ACH-000928,-0.261468048259
ACH-000929,-0.36078894998000005
ACH-000932,-0.121335702304
ACH-000935,-0.0374103887325
ACH-000936,-0.168056265354
ACH-000937,-0.157102452146
ACH-000938,-0.271668506905
ACH-000939,-0.30112055953899997
ACH-000941,-0.37747607148900003
ACH-000943,-0.17222880314800001
ACH-000946,-0.152971903403
ACH-000947,-0.142133477033
ACH-000948,-0.11590651851
ACH-000950,-0.00552838467571
ACH-000953,-0.115979715608
ACH-000957,-0.21905248472
ACH-000958,-0.16818363385899998
ACH-000960,-0.360703179265
ACH-000963,0.09138035104260002
ACH-000968,-0.07678724557239999
ACH-000969,-0.111287713164
ACH-000973,-0.289296115287
ACH-000974,-0.283902533367
ACH-000975,-0.167065336108
ACH-000976,-0.0341077455175
ACH-000978,-0.30983428801699997
ACH-000980,-0.172442972916
ACH-000984,-0.247485254293
ACH-000986,-0.0603801531773
ACH-000988,-0.21804741511999998
ACH-000993,-0.18759035370299998
ACH-000994,-0.19563288362700001
ACH-000996,-0.0808094328308
ACH-001001,-0.236042637776
ACH-001020,-0.243224704967
ACH-001028,-0.287308929393
ACH-001031,-0.317781770292
ACH-001038,-0.26274182780600003
ACH-001048,-0.15971665873500002
ACH-001050,-0.28430847316700003
ACH-001053,-0.188380720474
ACH-001054,-0.169074986974
ACH-001061,-0.145369325671
ACH-001067,-0.135458829109
ACH-001075,-0.16222773244000002
ACH-001096,-0.21858710612799997
ACH-001128,-0.291021255748
ACH-001134,-0.238585070042
ACH-001151,-0.23464778031
ACH-001163,-0.206217383743
ACH-001164,-0.17130454683200003
ACH-001173,-0.163785923925
ACH-001183,-0.193878438928
ACH-001184,-0.133949118605
ACH-001190,-0.0167992672879
ACH-001192,-0.326766027497
ACH-001193,-0.24041844095800002
ACH-001196,-0.161654917354
ACH-001197,-0.166843712033
ACH-001205,-0.36497044193899997
ACH-001211,0.0134300141597
ACH-001212,-0.174458773227
ACH-001228,-0.329222321878
ACH-001232,-0.276226632478
ACH-001239,-0.0834109130661
ACH-001274,-0.28294452424000005
ACH-001275,-0.26401232718
ACH-001277,-0.424172623131
ACH-001278,-0.193241512372
ACH-001280,-0.448423033655
ACH-001283,-0.178746552641
ACH-001289,-0.200235658543
ACH-001295,-0.274553127382
ACH-001300,-0.320728091488
ACH-001301,-0.120202754059
ACH-001302,-0.491347703874
ACH-001303,-0.305061831872
ACH-001306,-0.056524545020599996
ACH-001318,-0.12945128783600002
ACH-001322,0.0517994805384
ACH-001328,-0.144384849087
ACH-001332,0.164842780696
ACH-001333,-0.0821156561309
ACH-001336,-0.11604980895099999
ACH-001340,-0.182250988365
ACH-001346,-0.187032886556
ACH-001353,-0.21213508106600001
ACH-001354,-0.39769214834600003
ACH-001367,0.0122665675675
ACH-001368,-0.19578608233699998
ACH-001374,-0.333426094713
ACH-001375,-0.20799227976
ACH-001377,-0.234157961297
ACH-001380,-0.147716145291
ACH-001391,-0.13943339207
ACH-001407,-0.217292303627
ACH-001408,-0.253142632246
ACH-001413,-0.27725228534400004
ACH-001430,-0.19854960269900002
ACH-001431,-0.390935221645
ACH-001450,-0.0683126025697
ACH-001496,-0.20260629146099998
ACH-001500,-0.146953750008
ACH-001521,-0.27817946710700003
ACH-001523,-0.148961038057
ACH-001532,-0.310837404609
ACH-001536,-0.06367222032650001
ACH-001550,-0.318465363778
ACH-001552,-0.270161918146
ACH-001554,-0.22369901059500003
ACH-001645,-0.11518375010500001
ACH-001654,-0.20456801546199999
ACH-001715,-0.165357206826
ACH-001735,-0.15863662022299999
ACH-001736,-0.127662406094
ACH-001737,0.0595553124889
ACH-001740,-0.23150161994100002
ACH-001745,-0.21544160079900002
ACH-001750,-0.14754604462999998
ACH-001765,-0.0600077121029
ACH-001956,-0.21920650065299999
ACH-001957,-0.32661498649799997
