,DCHS2 (54798)
ACH-000004,0.0521602958873
ACH-000007,-0.0386019369122
ACH-000009,0.103214198983
ACH-000011,-0.0250517038948
ACH-000012,0.0773125929005
ACH-000013,0.0713767331538
ACH-000014,-0.177011768032
ACH-000015,0.13285376587099998
ACH-000017,0.19638094234499998
ACH-000018,0.368123292825
ACH-000019,-0.062084287453899996
ACH-000021,0.135573563409
ACH-000022,0.05924774907819999
ACH-000025,-0.0543444681275
ACH-000028,0.0799649467816
ACH-000030,0.0869570027753
ACH-000035,-0.0805673173084
ACH-000036,0.0909292659225
ACH-000037,-0.194039461952
ACH-000039,-0.023022573108999998
ACH-000040,-0.122895150403
ACH-000041,-0.114304843415
ACH-000042,0.08048740233389999
ACH-000045,0.0046611310285600005
ACH-000047,0.0310613543134
ACH-000052,0.252259292204
ACH-000053,0.0333440981142
ACH-000054,0.123571187426
ACH-000055,-0.07649553339769999
ACH-000060,-0.12685238652699998
ACH-000067,0.0203666098093
ACH-000070,-0.00965155451927
ACH-000075,-0.119542429143
ACH-000078,0.124207730616
ACH-000082,-0.132749288943
ACH-000085,0.06384814364159999
ACH-000086,-0.0791596883107
ACH-000087,-0.024152430348200003
ACH-000092,-0.00907149917474
ACH-000095,-0.0281248373239
ACH-000097,0.154840553659
ACH-000098,-0.0348857291658
ACH-000099,0.0511886969438
ACH-000108,0.046208880163900005
ACH-000113,0.188924596582
ACH-000115,0.104414185976
ACH-000116,0.0132197602675
ACH-000118,0.07059960864739999
ACH-000120,0.0910992534268
ACH-000123,0.0914336117374
ACH-000127,0.0554934723161
ACH-000128,0.0242618055485
ACH-000132,0.0422825595471
ACH-000133,0.208613040542
ACH-000137,-0.05972264785619999
ACH-000138,0.07889093706839999
ACH-000142,0.143934490292
ACH-000143,0.00109453638789
ACH-000146,-0.0190828505271
ACH-000148,-0.0475406950063
ACH-000150,0.14095852859000002
ACH-000152,-0.04221524732890001
ACH-000153,0.0403486443362
ACH-000159,0.17736148531100002
ACH-000160,0.10700376926899999
ACH-000163,0.149937901778
ACH-000167,-0.11402008584699999
ACH-000168,-0.128530290109
ACH-000169,0.00184313915764
ACH-000178,-0.129402973606
ACH-000182,0.183845776573
ACH-000183,0.105889816239
ACH-000188,-0.0429817426456
