,CNN2 (1265)
ACH-000004,-0.46547515304799997
ACH-000007,-0.581213487943
ACH-000009,-0.554423215331
ACH-000011,-0.339787589849
ACH-000012,-0.606674676876
ACH-000013,-0.491408916034
ACH-000014,-0.707557147535
ACH-000015,-0.700122252958
ACH-000017,-0.469975823592
ACH-000018,-0.708103756964
ACH-000019,-0.522944993991
ACH-000021,-0.7613600590790001
ACH-000022,-0.698263717409
ACH-000025,-0.629687207377
ACH-000028,-0.674863466376
ACH-000030,-0.8452687795039999
ACH-000035,-0.500485957875
ACH-000036,-0.6419012610729999
ACH-000037,-0.445851912304
ACH-000039,-0.780935118302
ACH-000040,-0.501904139614
ACH-000041,-0.617661023489
ACH-000042,-0.555622944725
ACH-000045,-0.551654761988
ACH-000047,-0.6292702709260001
ACH-000052,-0.480530358896
ACH-000053,-0.5861086061649999
ACH-000054,-0.5674432234210001
ACH-000055,-0.803535763883
ACH-000060,-0.70880606498
ACH-000067,-0.666603610685
ACH-000070,-0.5860168772469999
ACH-000075,-0.620452869348
ACH-000078,-0.729747301812
ACH-000082,-0.623435921969
ACH-000085,-0.690033142049
ACH-000086,-0.8254675029240001
ACH-000087,-0.35837897501500005
ACH-000092,-0.584087748454
ACH-000095,-0.592734757019
ACH-000097,-0.7921708503120001
ACH-000098,-0.8729449624
ACH-000099,-0.657569370705
ACH-000108,-0.7515830697229999
ACH-000113,-0.5295669952300001
ACH-000115,-0.647749814199
ACH-000116,-0.6307484612300001
ACH-000118,-0.579796719217
ACH-000120,-0.7236440738009999
ACH-000123,-0.6166967511029999
ACH-000127,-0.776616466433
ACH-000128,-0.30937225685499997
ACH-000132,-0.873284666481
ACH-000133,-0.642620630625
ACH-000137,-0.754117113826
ACH-000138,-0.6716032388709999
ACH-000142,-0.555505963679
ACH-000143,-0.6815677057449999
ACH-000146,-0.47581458031
ACH-000148,-0.5832566535379999
ACH-000150,-0.643946171247
ACH-000152,-0.718102673691
ACH-000153,-0.261219161275
ACH-000159,-0.717054019913
ACH-000160,-0.604683053521
ACH-000163,-0.7222928240090001
