,ATN1 (1822)
ACH-000004,-0.22636850026500002
ACH-000007,-0.0177839390694
ACH-000009,-0.324149030363
ACH-000011,-0.25277503422200004
ACH-000012,-0.12069327562400001
ACH-000013,0.05099790270980001
ACH-000014,-0.126649432498
ACH-000015,-0.38212710103200004
ACH-000017,-0.139300955011
ACH-000018,-0.310060151197
ACH-000019,-0.224580100392
ACH-000021,-0.283169068998
ACH-000022,-0.158609207246
ACH-000025,-0.178104178154
ACH-000028,-0.07201228817369999
ACH-000030,-0.120007068704
ACH-000035,-0.145864872249
ACH-000036,-0.43905550277500005
ACH-000037,-0.0437775442811
ACH-000039,-0.145925013925
ACH-000040,-0.100637684635
ACH-000041,-0.287080026173
ACH-000042,-0.140682922267
ACH-000045,-0.255117695283
ACH-000047,-0.260313679001
ACH-000052,-0.17095379870000002
ACH-000053,-0.264265167685
ACH-000054,-0.11212258137
ACH-000055,-0.43528141627899997
ACH-000060,-0.184896843299
ACH-000067,-0.0371894009896
ACH-000070,-0.126330869434
ACH-000075,-0.31535597590500003
ACH-000078,-0.47428022961499994
ACH-000082,-0.261734004345
ACH-000085,-0.264242131484
ACH-000086,-0.257823166424
ACH-000087,-0.111078490923
ACH-000092,-0.170093599793
ACH-000095,-0.319657504109
ACH-000097,-0.349109307708
ACH-000098,-0.132746428234
ACH-000099,-0.422646061056
ACH-000108,-0.552884151877
ACH-000113,-0.424038383725
ACH-000115,-0.35055040067500004
ACH-000116,-0.0331367019207
ACH-000118,-0.237355996589
ACH-000120,-0.442882091708
ACH-000123,-0.174271925807
ACH-000127,-0.223844841708
ACH-000128,-0.360785624856
ACH-000132,-0.00288291339031
ACH-000133,-0.0309906726883
ACH-000137,-0.210213337813
ACH-000138,-0.39024469447899995
ACH-000142,-0.272520763377
ACH-000143,-0.320622157197
ACH-000146,-0.101632200398
ACH-000148,-0.29099411692899996
ACH-000150,-0.240766612775
ACH-000152,-0.16002285311
ACH-000153,-0.117447892671
ACH-000159,-0.41520759755500003
ACH-000160,0.24090778069200003
ACH-000163,-0.40457519023500005
ACH-000167,0.432381296307
ACH-000168,-0.048891482492
ACH-000169,-0.374685620872
ACH-000178,-0.256987038603
ACH-000182,-0.119036412879
ACH-000183,-0.163639898592
ACH-000188,-0.219394686321
ACH-000189,-0.355714292609
ACH-000190,0.052616656824400004
ACH-000198,-0.17781723475900002
ACH-000204,-0.153106604457
ACH-000206,-0.32729266255899997
ACH-000207,-0.0358455685503
ACH-000211,-0.35810658356700004
ACH-000215,-0.307018687492
ACH-000221,-0.388271523605
ACH-000222,-0.26422202141999995
ACH-000223,-0.0782497970398
ACH-000226,-0.27009880213799997
ACH-000227,-0.325728517832
ACH-000228,-0.42777622695
ACH-000231,-0.269153593499
ACH-000232,-0.425473582663
ACH-000233,-0.209881076249
ACH-000234,-0.27952035988400004
ACH-000235,-0.12345589387
ACH-000237,-0.134582876123
ACH-000238,-0.44919696001599996
ACH-000243,-0.221408434672
ACH-000244,-0.570364928869
ACH-000246,-0.241210794996
ACH-000248,0.0517175131095
ACH-000250,-0.30993632869800003
ACH-000251,-0.189559835328
ACH-000253,-0.356071945321
ACH-000255,-0.35566501884999996
ACH-000256,-0.260230242443
ACH-000257,-0.230413171849
ACH-000258,-0.140921388684
ACH-000259,-0.399535082284
ACH-000260,-0.278550748171
ACH-000261,-0.197183292635
ACH-000262,-0.405127829414
ACH-000263,-0.629699342649
ACH-000264,-0.238464814155
ACH-000265,-0.080575220685
ACH-000266,-0.27563526079
ACH-000272,-0.336334006053
ACH-000273,-0.33221755617
ACH-000274,-0.18208051537
ACH-000277,-0.0340747835624
ACH-000278,-0.204950255917
ACH-000279,-0.117752527211
ACH-000280,-0.32496077568799997
ACH-000281,-0.26029692111499997
ACH-000288,-0.35769665301700004
ACH-000291,-0.297328115856
ACH-000293,-0.162786584436
ACH-000294,-0.0141279623939
ACH-000295,-0.216928581132
ACH-000296,-0.21232782079799997
ACH-000302,-0.158245818954
ACH-000304,-0.510140720773
ACH-000307,-0.47785880124499996
ACH-000308,-0.293382426925
ACH-000310,-0.023723069268099996
ACH-000311,-0.332730187808
ACH-000312,-0.345019945687
ACH-000315,-0.18575798458599999
ACH-000316,-0.106519069954
ACH-000317,-0.48341256500299995
ACH-000318,-0.28614201087200003
ACH-000319,-0.118153047718
ACH-000320,0.0596255162304
ACH-000322,-0.200009432278
ACH-000323,-0.154023373719
ACH-000324,-0.35878312494099995
ACH-000329,-0.0890886217675
ACH-000330,-0.284491949512
ACH-000331,-0.145092769627
ACH-000332,-0.29211287686099996
ACH-000334,-0.2290880384
ACH-000335,-0.173924063451
ACH-000336,-0.36730165656400005
ACH-000337,-0.136272296457
ACH-000339,-0.23535472555
ACH-000341,-0.220944552665
ACH-000348,-0.0911224486586
ACH-000350,-0.45243526324600003
ACH-000352,-0.23121396713599998
ACH-000356,-0.38171766268
ACH-000361,-0.470321778433
ACH-000362,-0.15511744817
ACH-000363,-0.155247729148
ACH-000364,-0.29242412731600004
ACH-000365,-0.378754005348
ACH-000366,-0.355822802552
ACH-000368,-0.409514996859
ACH-000374,-0.17451400331300002
ACH-000375,-0.124589501325
ACH-000376,-0.234650858422
ACH-000381,-0.44506793380500004
ACH-000383,-0.233665380075
ACH-000387,-0.10303629248400001
ACH-000389,-0.463163828133
ACH-000390,-0.250523930161
ACH-000393,-0.19025332655299998
ACH-000395,0.0355800202308
ACH-000397,-0.33300130126
ACH-000401,-0.09093063880880001
ACH-000402,-0.153056784498
ACH-000403,-0.173570938164
ACH-000404,-0.0617177009777
ACH-000406,-0.134599634882
ACH-000407,-0.284167756637
ACH-000408,-0.0433952685091
ACH-000410,-0.412432822643
ACH-000411,-0.0992730250301
ACH-000414,-0.489075571781
ACH-000415,-0.0326794819879
ACH-000416,-0.18401178270500002
ACH-000420,-0.484203333051
ACH-000421,-0.312268739269
ACH-000424,-0.414787107082
ACH-000425,-0.156640564576
ACH-000426,-0.46721271538099995
ACH-000427,-0.236066505475
ACH-000433,-0.333336776826
ACH-000436,-0.363626872156
ACH-000444,-0.306879509886
ACH-000445,-0.33730369684
ACH-000448,-0.176433615373
ACH-000450,0.044748022364999994
ACH-000452,-0.354592373477
ACH-000454,-0.156671836326
ACH-000458,-0.0133048964012
ACH-000459,-0.19638851719
ACH-000460,-0.280185567063
ACH-000461,-0.19745987807100002
ACH-000463,-0.244160088521
ACH-000464,-0.120658892494
ACH-000466,-0.15517743492799999
ACH-000467,-0.308600473958
ACH-000468,-0.482611574331
ACH-000469,-0.39302227557400005
ACH-000470,-0.367920055519
ACH-000471,-0.41395902906900006
ACH-000472,-0.349811581501
ACH-000473,-0.186038103046
ACH-000475,-0.131031811314
ACH-000476,-0.281690985622
ACH-000477,-0.5129234259000001
ACH-000480,-0.517500679356
ACH-000481,-0.13690860169500002
ACH-000483,-0.243872593576
ACH-000484,0.12501558051699999
ACH-000485,-0.36783093447
ACH-000486,-0.26749399512
ACH-000487,-0.327015091406
ACH-000488,-0.21238626791200002
ACH-000490,-0.117165373432
ACH-000491,-0.472667838534
ACH-000495,-0.282608627828
ACH-000496,-0.354067736918
ACH-000499,-0.26217930868
ACH-000500,-0.26594007030699995
ACH-000502,-0.319668872978
ACH-000503,0.0972398733526
ACH-000505,-0.361203649432
ACH-000507,-0.134805801822
ACH-000510,-0.134715342181
ACH-000511,-0.343569820976
ACH-000512,-0.08270427073810001
ACH-000516,-0.191286690052
ACH-000517,-0.283926135453
ACH-000518,-0.05143093057630001
ACH-000520,-0.10951375741399999
ACH-000521,-0.355856478938
ACH-000522,-0.143671274824
ACH-000524,-0.228738202041
ACH-000527,-0.253463767707
ACH-000528,-0.262764965478
ACH-000537,-0.146656751115
ACH-000541,-0.44185427208000005
ACH-000542,-0.29644568380999997
ACH-000544,0.0677749724843
ACH-000545,-0.266902096578
ACH-000547,-0.7449035214540001
ACH-000548,-0.210119861979
ACH-000549,-0.321786852751
ACH-000550,-0.331151630061
ACH-000552,-0.08246966507589999
ACH-000556,-0.31514464428000005
ACH-000557,-0.307004601001
ACH-000570,-0.000399767702833
ACH-000571,-0.189799431141
ACH-000573,-0.23771718221700003
ACH-000576,-0.58546841764
ACH-000580,-0.38109372755500004
ACH-000584,-0.160030261928
ACH-000585,-0.19371872191
ACH-000588,-0.18358008500999998
ACH-000589,-0.273576145602
ACH-000591,-0.0868010243383
ACH-000593,-0.287524686864
ACH-000600,-0.30747179434599997
ACH-000601,-0.219472264221
ACH-000604,-0.22437709250399998
ACH-000605,-0.331071853864
ACH-000606,-0.18977578039299997
ACH-000608,-0.316228626747
