,ILVBL (10994)
ACH-000004,-0.217734098947
ACH-000007,0.11844803483500001
ACH-000009,-0.161218485543
ACH-000011,-0.145627383829
ACH-000012,-0.049669668545000004
ACH-000013,-0.261179711933
ACH-000014,-0.036498933187300006
ACH-000015,-0.302455570231
ACH-000017,-0.25985620387200004
ACH-000018,0.0337049278093
ACH-000019,0.0617147714341
ACH-000021,-0.232358786492
ACH-000022,-0.108362716821
ACH-000025,-0.12816824330499998
ACH-000028,-0.11403768070699999
ACH-000030,-0.20946752413
ACH-000035,-0.22192137472800003
ACH-000036,-0.119744311509
ACH-000037,-0.135945823432
ACH-000039,-0.23792384729000002
ACH-000040,-0.191875238235
ACH-000041,-0.417876964481
ACH-000042,-0.189688232672
ACH-000045,-0.147450048486
ACH-000047,-0.278912048501
ACH-000052,-0.239472191695
ACH-000053,-0.039765112144800004
ACH-000054,-0.34640433293300005
ACH-000055,-0.262452868751
ACH-000060,-0.143715641376
ACH-000067,-0.40550501351400003
ACH-000070,-0.10426442900800001
ACH-000075,0.051260315095300005
ACH-000078,-0.027713915752400002
ACH-000082,-0.0811827163522
ACH-000085,-0.501439809332
ACH-000086,-0.05445354783919999
ACH-000087,-0.19748671172
ACH-000092,-0.0541124082858
ACH-000095,-0.09525699000980001
ACH-000097,-0.339549957876
ACH-000098,-0.0359868632995
ACH-000099,-0.09009238287070001
ACH-000108,0.052081416703000004
ACH-000113,0.0339434388674
ACH-000115,-0.0742380414888
ACH-000116,-0.330632567209
ACH-000118,-0.00910091785979
ACH-000120,-0.290582847443
ACH-000123,-0.0627358925876
ACH-000127,-0.162264611105
ACH-000128,-0.19278160452399998
ACH-000132,-0.26774261163
ACH-000133,-0.256602986471
ACH-000137,-0.182089902471
ACH-000138,-0.06872851159479999
ACH-000142,-0.312033492347
ACH-000143,-0.213301791328
ACH-000146,-0.08458299285420001
ACH-000148,-0.22847591645999998
ACH-000150,-0.105014053335
ACH-000152,-0.042388245640900005
ACH-000153,0.174151157533
ACH-000159,-0.09093047145500001
ACH-000160,-0.37351706501299997
ACH-000163,-0.538289188958
ACH-000167,-0.16669715126700002
ACH-000168,0.051314766694300004
ACH-000169,-0.306674877137
ACH-000178,-0.267120233117
ACH-000182,-0.29614834635000004
ACH-000183,-0.392167892032
ACH-000188,-0.252258608423
ACH-000189,-0.21301184832800002
ACH-000190,0.036711269186400004
ACH-000198,-0.062049735093400005
ACH-000204,-0.276653829461
ACH-000206,-0.212145102982
