,PAPOLG (64895)
ACH-000004,0.152752529691
ACH-000007,0.179165683981
ACH-000009,0.141473921133
ACH-000011,0.061343125414000006
ACH-000012,0.195007901351
ACH-000013,0.11424803495
ACH-000014,0.259495732242
ACH-000015,0.23821880038899998
ACH-000017,0.0883367855533
ACH-000018,0.29951465836
ACH-000019,0.10666343839400001
ACH-000021,0.223021139599
ACH-000022,0.136508004279
ACH-000025,0.12111197049399999
ACH-000028,0.07427660539469999
ACH-000030,0.119274856607
ACH-000035,0.128890524576
ACH-000036,0.0312381886277
ACH-000037,0.196400406297
ACH-000039,0.19240094844900002
ACH-000040,-0.027857088796099997
ACH-000041,0.31363988317200003
ACH-000042,0.334952986286
ACH-000045,0.13947023992000002
ACH-000047,0.05284958016559999
ACH-000052,0.23728551611200002
ACH-000053,0.0662560400878
ACH-000054,0.017570253802599998
ACH-000055,0.262358587606
ACH-000060,0.254041111991
ACH-000067,0.216165071398
ACH-000070,0.100206362916
ACH-000075,0.0946402000844
ACH-000078,0.352068417892
ACH-000082,0.253559980426
ACH-000085,0.101580507804
ACH-000086,0.174786744986
ACH-000087,0.20408667549400003
ACH-000092,0.0525065585008
ACH-000095,0.08973295694630001
ACH-000097,0.115783256486
ACH-000098,0.254783519068
ACH-000099,0.142455555534
ACH-000108,0.204939184795
ACH-000113,-0.0593165192869
ACH-000115,0.0034785073336399998
ACH-000116,0.11129158452099999
ACH-000118,0.05956429415159999
ACH-000120,0.0919184410211
ACH-000123,0.0786647911668
ACH-000127,0.0616218001033
ACH-000128,0.117921562807
ACH-000132,-0.0453114207538
ACH-000133,0.20741231330600002
ACH-000137,0.23238424163199997
ACH-000138,0.213924533504
ACH-000142,0.0164226154734
ACH-000143,0.0483697754323
ACH-000146,0.0496191495798
ACH-000148,0.28651154699000003
ACH-000150,0.342221478869
ACH-000152,0.06952823841030001
ACH-000153,0.47531629565300004
ACH-000159,0.177459028901
ACH-000160,0.0608999496353
ACH-000163,0.24908107670000001
ACH-000167,-0.208533826371
ACH-000168,0.041561630839999995
ACH-000169,0.225218704714
ACH-000178,0.180291169578
ACH-000182,0.16869119731899998
ACH-000183,0.0366621465749
ACH-000188,0.130728586219
ACH-000189,0.0351967048954
ACH-000190,0.319486353332
ACH-000198,0.164102277086
ACH-000204,0.394781672313
ACH-000206,0.154847959837
ACH-000207,-0.11644219967399999
ACH-000211,0.114627093737
ACH-000215,0.10627619435699999
ACH-000221,0.24654457878000002
ACH-000222,0.473654974155
ACH-000223,0.10632471046499999
ACH-000226,0.223426413789
ACH-000227,0.0915851433703
ACH-000228,0.28150495085
ACH-000231,0.233903183868
ACH-000232,0.303295833157
ACH-000233,0.142580981613
ACH-000234,0.220077552416
ACH-000235,0.201257884932
ACH-000237,0.149404278422
ACH-000238,0.151635330561
ACH-000243,0.102553252993
ACH-000244,-0.037637877433400004
ACH-000246,0.22044482006299998
ACH-000248,0.0368071290242
ACH-000250,0.0721011864705
ACH-000251,0.132441155757
ACH-000253,0.200949048081
ACH-000255,0.177900879325
ACH-000256,0.35415766660400005
ACH-000257,0.34210541622900004
ACH-000258,0.350547252834
ACH-000259,0.18798321842399998
ACH-000260,0.11563626509500001
ACH-000261,0.17955809092500002
ACH-000262,0.08533113019030002
ACH-000263,0.129445089888
ACH-000264,0.108727466356
ACH-000265,0.217361224625
ACH-000266,0.16195753049
ACH-000272,0.0653185125881
ACH-000273,0.197674322631
ACH-000274,0.17888330303
ACH-000277,0.16673951841499998
ACH-000278,-0.009749986462
ACH-000279,0.182952418095
ACH-000280,0.168227010796
ACH-000281,0.354385243004
ACH-000288,0.23302882241999998
ACH-000291,0.059932698388800006
ACH-000293,0.132457217971
ACH-000294,0.0451161148529
ACH-000295,-0.0253928238934
ACH-000296,0.18867694423300002
ACH-000302,0.20610326261599998
ACH-000304,0.42066910138
ACH-000307,0.288325817056
ACH-000308,0.21739743943599998
ACH-000310,0.4312462987
ACH-000311,0.457151151721
ACH-000312,0.382626328656
ACH-000315,0.244910405381
ACH-000316,0.216568757099
ACH-000317,0.22876599494600003
ACH-000318,0.147225993653
ACH-000319,0.16423908189
ACH-000320,0.378224653196
ACH-000322,0.0683950539045
ACH-000323,0.239206301633
ACH-000324,0.186447907357
ACH-000329,0.0469184069813
ACH-000330,0.164713554965
ACH-000331,0.240962658806
ACH-000332,0.103254504993
ACH-000334,0.118035132784
ACH-000335,0.23347663695999998
ACH-000336,0.24111787594300002
ACH-000337,0.223445958557
ACH-000339,0.138161611507
ACH-000341,0.0391648442704
ACH-000348,0.0751735793436
ACH-000350,0.104688677652
ACH-000352,0.0999099958767
ACH-000356,0.203383443997
ACH-000361,0.00207637166356
ACH-000362,0.194780826666
ACH-000363,0.202879351564
ACH-000364,0.06900611957000001
ACH-000365,0.167371164935
ACH-000366,0.108513980493
ACH-000368,0.19066615362300002
ACH-000374,0.268027371424
ACH-000375,0.191994809903
ACH-000376,0.0785827523786
ACH-000381,0.080794584452
ACH-000383,0.135426201363
ACH-000387,0.120322315708
ACH-000389,0.191377278497
ACH-000390,0.16939357559
ACH-000393,-0.0290756985097
ACH-000395,-0.019653036183700002
ACH-000397,0.268156966367
ACH-000401,0.17537557981899998
ACH-000402,-0.048092583717900005
ACH-000403,0.11122617737400001
ACH-000404,0.39048323179300004
ACH-000406,0.134180544993
ACH-000407,0.05911174671490001
ACH-000408,0.07599688922289999
ACH-000410,0.0318837702248
ACH-000411,0.0919254105769
ACH-000414,0.302329393944
