,LTBR (4055)
ACH-000004,0.11983607675100001
ACH-000007,0.195490470632
ACH-000009,0.101706035171
ACH-000011,-0.201215895557
ACH-000012,0.21422548008
ACH-000013,0.220877874204
ACH-000014,0.00034728375141900004
ACH-000015,0.108512970472
ACH-000017,0.14251577897700002
ACH-000018,0.107293720159
ACH-000019,0.23341956756299997
ACH-000021,0.18635449320500003
ACH-000022,0.137327122197
ACH-000025,0.06966822209239999
ACH-000028,0.1272642888
ACH-000030,0.07980958667110001
ACH-000035,0.215371603246
ACH-000036,0.112513298914
ACH-000037,0.0118758263428
ACH-000039,0.0510114844432
ACH-000040,-0.0044077377130399996
ACH-000041,0.09508568977610002
ACH-000042,0.11443926813100001
ACH-000045,0.199099865208
ACH-000047,0.206120811763
ACH-000052,-0.075903549606
ACH-000053,0.199794984718
ACH-000054,0.04243928318180001
ACH-000055,0.09721431096239999
ACH-000060,-0.11779568105499999
ACH-000067,0.197374536577
ACH-000070,0.156127577105
ACH-000075,0.186189111903
ACH-000078,0.07623726451230001
ACH-000082,0.131381415175
ACH-000085,-0.0776878074432
ACH-000086,0.0505152381658
ACH-000087,0.140402432469
ACH-000092,0.136136033209
ACH-000095,0.0137785634308
ACH-000097,0.184403909888
ACH-000098,0.26426962034699997
ACH-000099,-0.005603965997819999
ACH-000108,0.257880542414
ACH-000113,0.07980084508780001
ACH-000115,0.060859936949899995
ACH-000116,0.0121215543827
ACH-000118,0.0667809670424
ACH-000120,0.0036497843293899998
ACH-000123,0.0737571187162
ACH-000127,0.189106754708
ACH-000128,0.016234818861200002
ACH-000132,0.322403928627
ACH-000133,0.128992995518
ACH-000137,0.10460323642899999
ACH-000138,0.0131564216445
ACH-000142,-0.0450390421648
ACH-000143,-0.0768911775285
ACH-000146,0.06786935004269999
ACH-000148,0.058766615888300004
ACH-000150,-0.08657966176560002
ACH-000152,0.204436341109
ACH-000153,0.10979558411800001
ACH-000159,0.018778712782
ACH-000160,-0.06377379486200001
ACH-000163,-0.0473455507522
ACH-000167,0.0247697141548
ACH-000168,0.33646403427599997
ACH-000169,0.05906185522000001
ACH-000178,0.0816582846493
ACH-000182,-0.016484440830000002
ACH-000183,0.10923065917000001
ACH-000188,0.182775816763
ACH-000189,-0.0429040433137
ACH-000190,0.303399294431
ACH-000198,0.14902967086
ACH-000204,-0.0833804233114
ACH-000206,0.0510924487719
ACH-000207,0.266425570249
ACH-000211,0.041874021635
ACH-000215,0.130268528105
ACH-000221,0.116413668468
ACH-000222,0.018518333435799998
ACH-000223,0.0265495428037
ACH-000226,0.131522274497
ACH-000227,-0.029610817035500003
ACH-000228,0.0195640324659
ACH-000231,0.114169543701
ACH-000232,0.043590072171
ACH-000233,-0.050123409127
ACH-000234,0.134400595975
ACH-000235,0.116408093843
ACH-000237,0.117994473075
ACH-000238,0.0665630588106
ACH-000243,0.168130192672
ACH-000244,0.10858464802500001
ACH-000246,0.006832385144819999
ACH-000248,0.137959502639
ACH-000250,-0.111255645828
ACH-000251,0.25230318745999997
ACH-000253,0.127908200934
ACH-000255,0.0172741458584
ACH-000256,-0.0803812454128
ACH-000257,0.386206673407
ACH-000258,0.00618021193484
ACH-000259,-0.0128669100153
ACH-000260,0.0828879655991
ACH-000261,0.13883697996799998
ACH-000262,0.026148180362800002
ACH-000263,0.223780898347
ACH-000264,0.125101841376
ACH-000265,0.216198972762
ACH-000266,0.14178633007400002
ACH-000272,0.0600402105038
ACH-000273,0.10654266800699999
ACH-000274,0.0642455113525
ACH-000277,-0.10296140902300001
ACH-000278,0.175936483329
ACH-000279,0.04835748821790001
ACH-000280,0.0893888627053
ACH-000281,0.22299970173099998
ACH-000288,0.00577825695535
ACH-000291,0.163936358975
ACH-000293,0.228298039381
ACH-000294,0.24315701281899998
ACH-000295,0.249033728501
ACH-000296,0.137682794632
ACH-000302,0.0499137921177
ACH-000304,0.140849849231
ACH-000307,-0.17003158392700002
ACH-000308,0.0546570521209
ACH-000310,0.218981604514
ACH-000311,0.133441629228
ACH-000312,0.0848664387895
ACH-000315,0.3278283389
ACH-000316,0.182522738136
ACH-000317,0.054283480342800006
ACH-000318,0.06846766035759999
ACH-000319,0.10707704030300001
ACH-000320,0.165203850576
ACH-000322,0.0732534675421
ACH-000323,0.15193684456599998
ACH-000324,0.08428206945839999
ACH-000329,0.18742486945300002
ACH-000330,0.134360926858
ACH-000331,0.181606919474
ACH-000332,0.0640453401616
ACH-000334,-0.103796491961
ACH-000335,0.24569466395599998
ACH-000336,0.243359032959
ACH-000337,-0.0307911645543
ACH-000339,0.08892300227260001
ACH-000341,0.349351388932
ACH-000348,0.179814176239
ACH-000350,-0.032349609330700003
ACH-000352,0.0630881158985
ACH-000356,0.143824763129
