,RERG (85004)
ACH-000004,-0.100497031471
ACH-000007,0.144171474656
ACH-000009,-0.0816242912738
ACH-000011,-0.0670223633345
ACH-000012,0.123623232003
ACH-000013,-0.126372882027
ACH-000014,-0.0223109530052
ACH-000015,-0.148049104655
ACH-000017,0.0395652917298
ACH-000018,-0.027861660339799997
ACH-000019,-0.492716644412
ACH-000021,-0.123388106997
ACH-000022,-0.276533060133
ACH-000025,-0.0527971006314
ACH-000028,-0.0983569963404
ACH-000030,-0.05696703948080001
ACH-000035,0.008287553039770001
ACH-000036,-0.05616863467
ACH-000037,0.0554136818008
ACH-000039,-0.0358515021141
ACH-000040,0.0718492178632
ACH-000041,-0.104704840506
ACH-000042,-0.0704352575658
ACH-000045,-0.214829656341
ACH-000047,-0.26974050567200003
ACH-000052,-0.21825636543000002
ACH-000053,-0.0942952202205
ACH-000054,-0.171841348011
ACH-000055,-0.0185888033726
ACH-000060,-0.300185693225
ACH-000067,-0.273643102119
ACH-000070,-0.116518313484
ACH-000075,-0.0030262984614499995
ACH-000078,-0.293962993077
ACH-000082,0.00195353543063
ACH-000085,-0.39198138443499997
ACH-000086,-0.12927047659399998
ACH-000087,-0.21651911038899999
ACH-000092,-0.157524326481
ACH-000095,-0.121349846069
ACH-000097,-0.260218625313
ACH-000098,-0.056688857327699994
ACH-000099,-0.237054818854
ACH-000108,0.09044334946039999
ACH-000113,-0.094330054777
ACH-000115,0.0710283575563
ACH-000116,0.037338251139599994
ACH-000118,-0.0756428408603
ACH-000120,-0.132267227585
ACH-000123,-0.11012198245799999
ACH-000127,-0.186279044937
ACH-000128,-0.267427428369
ACH-000132,-0.141996756872
ACH-000133,-0.157847000758
ACH-000137,-0.16241423757200002
ACH-000138,-0.030679141876
ACH-000142,-0.306944180616
ACH-000143,-0.170503226258
ACH-000146,-0.211700184643
ACH-000148,-0.032617148906799995
ACH-000150,0.0598377525017
ACH-000152,-0.0655926221451
ACH-000153,-0.08402643699110002
ACH-000159,-0.224420838057
ACH-000160,-0.123281734473
ACH-000163,-0.0853045213658
ACH-000167,-0.122498355053
ACH-000168,-0.116374576646
ACH-000169,-0.161424305326
ACH-000178,-0.172844106701
ACH-000182,-0.15558871689200002
ACH-000183,-0.34305839840499996
