,CTSF (8722)
ACH-000407,-0.187981777008
ACH-000408,-0.09540327096110002
ACH-000410,-0.312356386426
ACH-000411,-0.126787045851
ACH-000414,-0.048353356704400004
ACH-000415,-0.415974632872
ACH-000416,-0.238705833108
ACH-000420,-0.06588425271739999
ACH-000421,-0.216436101461
ACH-000424,-0.33834550565399996
ACH-000425,-0.137224303587
ACH-000426,-0.08724773395030001
ACH-000427,-0.222344157219
ACH-000433,-0.209493177965
ACH-000436,-0.19729409943
ACH-000444,-0.30637428732099997
ACH-000445,-0.132580020258
ACH-000448,-0.334259575484
ACH-000450,-0.5446214978939999
ACH-000452,-0.193603090191
ACH-000454,-0.31263132460299997
ACH-000458,-0.48478774316600004
ACH-000459,-0.0624815782276
ACH-000460,-0.279838992895
ACH-000461,-0.457240736113
ACH-000463,-0.156024016964
ACH-000464,-0.23395931430199998
ACH-000466,-0.177315052106
ACH-000467,0.044011633046599996
ACH-000468,-0.284218000865
ACH-000469,-0.300933897998
ACH-000470,-0.29332862457
ACH-000471,-0.204569644152
ACH-000472,-0.287335537819
ACH-000473,-0.24612491057100003
ACH-000475,-0.295628542565
ACH-000476,-0.240087725552
ACH-000477,-0.253079024747
ACH-000480,-0.414138804636
ACH-000481,-0.214884309177
ACH-000483,-0.0931202146098
ACH-000484,-0.341619386878
ACH-000485,-0.323332069405
ACH-000486,-0.585644876387
ACH-000487,-0.152825973518
ACH-000488,-0.318636189893
ACH-000490,-0.223671925302
ACH-000491,-0.188670320464
ACH-000495,-0.43455290592100004
ACH-000496,-0.23969990620999998
ACH-000499,-0.41087863516400003
ACH-000500,-0.9449974770990001
ACH-000502,-0.13474448579
ACH-000503,-0.348942588226
ACH-000505,-0.21114278640700002
ACH-000507,-0.194944474925
ACH-000510,-0.313738477819
ACH-000511,-0.26667568173399997
ACH-000512,-0.511728692974
ACH-000516,-0.0764360605928
ACH-000517,-0.295929459571
ACH-000518,-0.06899411804219999
ACH-000520,-0.343191594673
ACH-000521,-0.0152577455625
ACH-000522,-0.202706475867
ACH-000524,-0.372989374269
ACH-000527,-0.161905311095
ACH-000528,-0.336632728547
ACH-000537,-0.253506856364
ACH-000541,-0.5051494119919999
ACH-000542,-0.27346773331
ACH-000544,-0.587801600897
ACH-000545,-0.43201875851099997
ACH-000547,-0.634801379779
ACH-000548,-0.34669200855300003
ACH-000549,-0.44223315159500004
ACH-000550,-0.324336275728
ACH-000552,-0.40561413704300003
ACH-000556,-0.281568750387
ACH-000557,-0.185051300797
ACH-000570,-0.335540288106
ACH-000571,-0.35007653291599994
ACH-000573,-0.153764578049
ACH-000576,-0.09688942838339999
ACH-000580,-0.148893923025
ACH-000584,-0.397729349819
ACH-000585,-0.33554923578900003
ACH-000588,-0.283705551974
ACH-000589,-0.302410011746
ACH-000591,-0.28327083160300004
ACH-000593,-0.392857415515
ACH-000600,-0.430730194844
ACH-000601,-0.235674747408
ACH-000604,-0.340150057549
ACH-000605,-0.300235069901
ACH-000606,-0.579928709054
ACH-000608,-0.360497115378
ACH-000614,-0.205020261144
ACH-000616,-0.200043418544
ACH-000618,-0.43329909153499996
ACH-000619,-0.522624973667
ACH-000620,-0.134843096389
ACH-000621,-0.181778710263
ACH-000622,-0.41595312598899997
ACH-000623,-0.2601296049
ACH-000624,-0.38165224936
ACH-000627,-0.124925103356
ACH-000630,-0.411805322895
ACH-000632,-0.19501187300500003
ACH-000633,-0.23197527697599998
ACH-000637,-0.419380827767
ACH-000638,-0.282340825096
ACH-000646,-0.576110004968
ACH-000647,-0.38699430837
ACH-000648,-0.07375047812789999
ACH-000649,-0.389247177566
ACH-000651,-0.260320838883
ACH-000652,-0.688629182227
ACH-000653,-0.381019659692
ACH-000657,-0.318048713178
ACH-000658,-0.19896081017499997
ACH-000661,-0.480985444507
ACH-000662,-0.386500450031
ACH-000663,-0.244073935411
ACH-000665,-0.456746652657
ACH-000671,-0.19935041911899998
ACH-000673,-0.230944890612
ACH-000676,-0.214010402774
ACH-000677,-0.24792782214
ACH-000681,-0.22705859659699998
ACH-000682,-0.19604307214000002
ACH-000683,-0.313088420098
ACH-000684,-0.125652108936
ACH-000688,0.191747057601
ACH-000693,-0.491678683969
ACH-000694,-0.417622758786
ACH-000695,0.202527092058
ACH-000696,-0.335193819701
ACH-000697,-0.481250546291
ACH-000699,-0.398675098942
ACH-000701,0.0216960498655
ACH-000706,-0.352142682173
ACH-000711,-0.20576104264800002
ACH-000713,-0.365240206616
ACH-000714,-0.209168783954
ACH-000718,0.036514913997
ACH-000720,-0.252778890018
ACH-000721,-0.141458401583
ACH-000724,0.228248806705
ACH-000725,-0.436395744431
ACH-000732,-0.529497603969
ACH-000734,-0.42988053207800003
ACH-000735,-0.241307729825
ACH-000736,-0.493374706506
ACH-000738,-0.425925302322
ACH-000746,-0.275936167461
ACH-000747,-0.30258681429
ACH-000748,-0.299370745187
ACH-000753,-0.35451670299500004
ACH-000756,-0.294499898629
ACH-000757,-0.545544826453
ACH-000758,-0.501742817959
ACH-000760,-0.178127395011
ACH-000763,-0.251990640465
ACH-000764,-0.276746104015
ACH-000765,-0.49960071325499994
ACH-000766,-0.21626824248100002
ACH-000767,-0.07881221012730001
ACH-000768,-0.344615868608
ACH-000769,-0.200054199364
ACH-000770,-0.347724406803
ACH-000771,-0.23339244004
ACH-000773,-0.137998996198
ACH-000776,-0.269374850226
ACH-000777,-0.347185688806
ACH-000778,-0.558995659181
ACH-000781,-0.23057329803000004
ACH-000782,-0.154858548577
ACH-000783,-0.437460690759
ACH-000784,-0.254308214298
ACH-000785,-0.0692436320207
ACH-000787,-0.160901155116
ACH-000788,-0.326057058524
ACH-000791,-0.230324810429
ACH-000792,-0.321856668157
ACH-000794,-0.5499066668
ACH-000796,-0.170454356107
ACH-000799,-0.262289776087
ACH-000800,-0.0113688320801
ACH-000802,-0.414497932733
ACH-000804,-0.27865933151
ACH-000805,-0.144741973271
ACH-000809,-0.22633519248700001
ACH-000810,-0.377077866452
ACH-000811,-0.22472892721299997
ACH-000817,-0.230579657747
ACH-000819,-0.43783565430200005
ACH-000820,-0.6632013743540001
ACH-000821,-0.310765867121
ACH-000822,-0.44385896553900006
ACH-000823,-0.21217358682100002
ACH-000824,-0.38787779120399996
ACH-000827,-0.35865834842600003
ACH-000829,-0.0318978675354
ACH-000831,-0.270990541787
ACH-000832,-0.6680359657
ACH-000833,-0.0424538805939
ACH-000834,-0.339934692181
ACH-000835,-0.1798732856
ACH-000836,-0.115546392937
ACH-000837,-0.14269678839400002
ACH-000838,-0.2229528371
ACH-000839,-0.637095795845
ACH-000840,-0.539039441699
ACH-000841,-0.144362693096
ACH-000843,-0.176815988101
ACH-000846,-0.30843971843
ACH-000847,-0.12272501725500001
ACH-000848,-0.29029926259100003
ACH-000849,-0.41270977499399997
ACH-000851,-0.413355542051
ACH-000855,-0.131371857548
ACH-000856,-0.209111006729
ACH-000858,-0.308367016449
ACH-000859,-0.326630055338
ACH-000861,-0.526299649308
ACH-000862,-0.162664441131
ACH-000865,-0.272091580228
ACH-000866,-0.337493848897
ACH-000867,-0.285109411189
ACH-000869,-0.108471480421
ACH-000872,-0.5420266413620001
ACH-000873,-0.0971742133783
ACH-000876,-0.412785171181
ACH-000878,-0.191952477162
ACH-000880,-0.483377344097
ACH-000881,-0.43493039599699995
ACH-000882,-0.282592778419
ACH-000884,-0.20343856439599997
ACH-000885,-0.0416402034059
ACH-000887,-0.303396947962
ACH-000888,-0.289946038698
ACH-000889,-0.243356981933
ACH-000890,-0.327242084226
ACH-000896,-0.299637303962
ACH-000898,-0.18941633002500002
ACH-000900,-0.213545985167
ACH-000901,-0.47659431422
ACH-000905,-0.354500404872
ACH-000906,-0.410403740268
ACH-000907,-0.17763613129900002
ACH-000910,-0.250724366333
ACH-000911,-0.265386329556
ACH-000912,-0.104897140282
ACH-000913,-0.334895009998
ACH-000915,-0.13353537912
ACH-000916,-0.00763173291012
ACH-000917,-0.636720266471
ACH-000921,-0.5452253244640001
ACH-000924,-0.23174853941100002
ACH-000926,-0.209133705531
ACH-000928,-0.210573909132
ACH-000929,-0.11546799378599999
ACH-000932,-0.164826342501
ACH-000935,-0.42791099946
ACH-000936,-0.171591101253
ACH-000937,-0.445057486016
ACH-000938,-0.18155686605000002
ACH-000939,-0.375796425639
ACH-000941,-0.371035170314
ACH-000943,-0.23073817883
ACH-000946,-0.109622658803
ACH-000947,-0.18181294047899998
ACH-000948,-0.147376631294
ACH-000950,-0.14704497246200002
ACH-000953,-0.254181537891
ACH-000957,-0.47795631265199995
ACH-000958,-0.313020717997
ACH-000960,-0.21606333397
ACH-000963,-0.330002251857
ACH-000968,-0.275459578051
ACH-000969,-0.496313254279
ACH-000973,-0.25615267575899997
ACH-000974,-0.299471062972
ACH-000975,-0.044998521007400004
ACH-000976,-0.248407741804
ACH-000978,-0.407345019621
ACH-000980,-0.37102956877899995
ACH-000984,-0.36515235669600005
ACH-000986,-0.314216237957
ACH-000988,-0.19966729047100001
ACH-000993,-0.0630986569522
ACH-000994,-0.321588258424
ACH-000996,-0.30369937779899997
ACH-001001,-0.316019461373
ACH-001020,-0.372667013265
ACH-001028,-0.31657398255999997
ACH-001031,-0.259227568512
ACH-001038,-0.216396882261
ACH-001048,-0.266762548572
ACH-001050,-0.293901988472
ACH-001053,-0.17599850113499999
ACH-001054,-0.25314878512899996
ACH-001061,-0.36620795699500003
ACH-001067,-0.258683866467
ACH-001075,-0.36202751093099994
ACH-001096,-0.311475335673
ACH-001128,-0.375105345837
ACH-001134,-0.241138638307
ACH-001151,-0.26598547291700003
ACH-001163,-0.530033213401
ACH-001164,-0.00926234089018
ACH-001173,-0.133886195412
ACH-001183,-0.459111384999
ACH-001184,-0.0325637006685
ACH-001190,-0.167384379261
ACH-001192,-0.369114222279
ACH-001193,-0.38299529684
ACH-001196,-0.26086366202100003
ACH-001197,-0.280453432138
ACH-001205,-0.22292796163000003
ACH-001211,0.0105769266555
ACH-001212,0.0716733996134
ACH-001228,-0.025101897805
ACH-001232,-0.264938514668
ACH-001239,-0.116918105445
ACH-001274,-0.38325751596600005
ACH-001275,-0.28180416383400003
ACH-001277,-0.531350598023
ACH-001278,-0.420563056936
ACH-001280,-0.0844998645146
ACH-001283,-0.23426831956099997
ACH-001289,0.0668403242792
ACH-001295,-0.240127127926
ACH-001300,-0.528740392721
ACH-001301,-0.376796477112
ACH-001302,-0.641183510289
ACH-001303,-0.46201373276999996
ACH-001306,-0.42258222385399996
ACH-001318,-0.24208139830800002
ACH-001322,-0.514948496399
ACH-001328,-0.403476921728
ACH-001332,-0.475126165705
ACH-001333,-0.11590072996200002
ACH-001336,-0.271034105425
ACH-001340,-0.23959576481800002
ACH-001346,-0.336451699217
ACH-001353,-0.284275455471
ACH-001354,-0.322930096351
ACH-001367,-0.37371972096
ACH-001368,-0.216615682564
ACH-001374,-0.0276738351148
ACH-001375,-0.570485382308
ACH-001377,-0.354012558035
ACH-001380,-0.3603870806
ACH-001391,-0.293668804056
ACH-001407,-0.28625077304900004
ACH-001408,-0.32575052492600004
ACH-001413,-0.271049334155
ACH-001430,-0.213803455601
ACH-001431,-0.374507059674
ACH-001450,-0.366882803218
ACH-001496,-0.16924595702999998
ACH-001500,-0.212653017225
ACH-001521,-0.522075814502
ACH-001523,-0.14944252395
ACH-001532,-0.149257361517
ACH-001536,-0.049411526634900005
ACH-001550,-0.38298828573
ACH-001552,-0.322857394736
ACH-001554,-0.39522754811599997
ACH-001645,-0.429423948487
ACH-001654,-0.449313928262
ACH-001715,-0.307409450749
ACH-001735,-0.316846661534
ACH-001736,-0.138056447519
ACH-001737,-0.28260890221
ACH-001740,-0.37614076056199997
ACH-001745,-0.342671944349
ACH-001750,-0.147607743949
ACH-001765,-0.302589897872
ACH-001956,-0.238937348396
ACH-001957,-0.263879944235
