,YIF1A (10897)
ACH-000004,-0.14130774778
ACH-000007,-0.18951900090100002
ACH-000009,0.0639158777774
ACH-000011,-0.11913675695999999
ACH-000012,-0.149507508666
ACH-000013,-0.14913447525499998
ACH-000014,0.045086805567399996
ACH-000015,0.05915732835490001
ACH-000017,-0.125468999793
ACH-000018,-0.254239483224
ACH-000019,-0.216940368556
ACH-000021,-0.30894229346
ACH-000022,-0.0679807269272
ACH-000025,-0.219343282139
ACH-000028,-0.124088470243
ACH-000030,-0.15547909302000001
ACH-000035,0.020907841939400002
ACH-000036,-0.061691877724099994
ACH-000037,-0.314394909811
ACH-000039,-0.312292956871
ACH-000040,-0.188430098369
ACH-000041,-0.00275827767882
ACH-000042,-0.266348095755
ACH-000045,-0.07418067487660002
ACH-000047,-0.0054720926920800005
ACH-000052,-0.0378723096396
ACH-000053,-0.0525867812213
ACH-000054,0.0864475694356
ACH-000055,-0.27068555737
ACH-000060,-0.18373914470400002
ACH-000067,-0.096435439264
ACH-000070,0.0195140614011
ACH-000075,-0.03651475034730001
ACH-000078,-0.06764020301969999
ACH-000082,-0.375221232247
ACH-000085,-0.0949262354445
ACH-000086,-0.14301355989700001
ACH-000087,-0.032771806052700005
ACH-000092,-0.161661790578
ACH-000095,-0.151309030226
ACH-000097,-0.317944023461
ACH-000098,0.027687024727900002
ACH-000099,-0.20786693675
ACH-000108,-0.19288744575300001
ACH-000113,-0.0241184579529
ACH-000115,-0.24341015762499998
ACH-000116,-0.181880899406
ACH-000118,-0.0732300424271
ACH-000120,-0.12963360102399998
ACH-000123,-0.188038067605
ACH-000127,-0.0835059415586
ACH-000128,-0.0658839162847
ACH-000132,-0.40177883898199995
ACH-000133,-0.13362388824100002
ACH-000137,-0.12472565595
ACH-000138,-0.1521705475
ACH-000142,-0.0911263258111
ACH-000143,0.07131548413069999
ACH-000146,0.0183681213745
ACH-000148,0.07513916167500001
ACH-000150,-0.430327755744
ACH-000152,-0.0140920327066
ACH-000153,-0.769699068911
ACH-000159,0.07682936988589999
ACH-000160,-0.0715345463227
ACH-000163,-0.019825606648900002
ACH-000167,-0.16182516567299998
ACH-000168,-0.0592700349291
ACH-000169,-0.128998062607
ACH-000178,-0.0110338131956
ACH-000182,-0.046937595082300006
ACH-000183,-0.15614546155300002
ACH-000188,-0.449582792585
ACH-000189,-0.07100810979889999
ACH-000190,0.18669914208000002
ACH-000198,-0.197139603667
ACH-000204,-0.260164411046
ACH-000206,0.223171923623
ACH-000207,-0.2368669372
ACH-000211,-0.224705721137
ACH-000215,-0.0883760039513
ACH-000221,-0.192582043008
ACH-000222,0.010664155385399998
ACH-000223,0.058437439765
ACH-000226,-0.08506287672019999
ACH-000227,0.12833016495400001
ACH-000228,-0.340270476612
ACH-000231,0.0489093398053
ACH-000232,0.025513694230499998
ACH-000233,-0.0775814639793
ACH-000234,-0.19706456655000001
ACH-000235,-0.043391704754
ACH-000237,-0.226663495333
ACH-000238,-0.443888736553
ACH-000243,-0.0683443901472
ACH-000244,0.157352574436
ACH-000246,-0.148318399731
ACH-000248,-0.011399781980399998
ACH-000250,0.0269827919447
ACH-000251,-0.0139477564608
ACH-000253,-0.118150279976
ACH-000255,-0.135310944603
ACH-000256,-0.21443831063700003
ACH-000257,0.184250032566
ACH-000258,-0.155617364442
ACH-000259,-0.108502411769
ACH-000260,-0.197877951873
ACH-000261,-0.202933203767
ACH-000262,-0.370316030326
ACH-000263,0.1925848911
ACH-000264,-0.122001528672
ACH-000265,-0.296953258547
ACH-000266,-0.268920789722
ACH-000272,-0.0016929469633099998
ACH-000273,-0.176151771019
ACH-000274,0.181995669415
ACH-000277,-0.26783880209600003
ACH-000278,-0.263526860424
ACH-000279,0.05631186213330001
ACH-000280,-0.117932151961
ACH-000281,-0.25724199876
ACH-000288,-0.202305511883
ACH-000291,-0.101223923295
ACH-000293,-0.12227657736400001
ACH-000294,0.0584911811311
ACH-000295,0.119279291931
ACH-000296,0.24003562876999995
ACH-000302,-0.160786962183
ACH-000304,-0.233634219926
ACH-000307,0.0952033064656
ACH-000308,-0.30162420629000003
ACH-000310,-0.339960012004
ACH-000311,-0.0784940619322
ACH-000312,-0.265051066255
ACH-000315,-0.0668890804024
ACH-000316,-0.223702640467
ACH-000317,-0.151263343676
ACH-000318,-0.26893826396299997
ACH-000319,-0.08920556368999999
ACH-000320,-0.110306502819
ACH-000322,-0.0394957455398
ACH-000323,0.178224169274
ACH-000324,-0.000261207530963
ACH-000329,0.231818874366
ACH-000330,-0.269096275677
ACH-000331,0.00204325554144
ACH-000332,-0.19412447935600002
ACH-000334,-0.19566704076400002
ACH-000335,-0.12266835325400001
ACH-000336,-0.17294103844
ACH-000337,-0.016492344825299998
ACH-000339,-0.139320931936
ACH-000341,-0.356783950285
ACH-000348,0.0429656583321
ACH-000350,-0.18276536077799999
ACH-000352,-0.326042097639
ACH-000356,-0.356529321923
ACH-000361,-0.128206277741
ACH-000362,-0.15798114721200002
ACH-000363,-0.114059010557
ACH-000364,-0.190657157631
ACH-000365,-0.151591513923
ACH-000366,-0.33756083586499996
ACH-000368,0.0872677129685
ACH-000374,-0.545592912955
ACH-000375,-0.12030232330999999
ACH-000376,-0.0164042071715
ACH-000381,-0.037346870819599996
ACH-000383,-0.154716728468
ACH-000387,-0.258760166391
ACH-000389,0.0527103774859
ACH-000390,0.034578794688699996
ACH-000393,-0.0392103764202
ACH-000395,-0.180846001221
ACH-000397,-0.107622845473
ACH-000401,-0.23249640739
ACH-000402,0.014045287003799999
ACH-000403,-0.13608254984
ACH-000404,-0.223655038662
ACH-000406,-0.11988316248400001
ACH-000407,-0.14748400742599999
ACH-000408,-0.421287973403
ACH-000410,-0.11994346382000001
ACH-000411,-0.29412586976599997
ACH-000414,-0.0596718174491
ACH-000415,-0.23204384089299998
ACH-000416,-0.119633366173
ACH-000420,-0.08766240263830001
ACH-000421,-0.00641391328415
ACH-000424,0.22674101694499998
ACH-000425,-0.0522499252749
ACH-000426,0.0131325055082
ACH-000427,-0.425212060339
ACH-000433,-0.409653733931
ACH-000436,-0.261651224698
ACH-000444,0.012301731704500002
ACH-000445,0.010277835146299999
ACH-000448,-0.085668500727
ACH-000450,-0.08447274281610001
ACH-000452,-0.029076188610099998
ACH-000454,0.185063468556
ACH-000458,-0.237315105541
ACH-000459,0.242044304573
ACH-000460,-0.0420819828536
ACH-000461,-0.438841011943
ACH-000463,-0.126796054753
ACH-000464,-0.136252097997
ACH-000466,-0.0329805027252
ACH-000467,0.011842136470999999
ACH-000468,0.0694912492567
ACH-000469,-0.333701383832
ACH-000470,-0.010581549016499998
ACH-000471,-0.059567258935699995
ACH-000472,-0.139122295732
ACH-000473,0.0790357984937
ACH-000475,-0.0672465370464
ACH-000476,-0.175511356054
ACH-000477,-0.176716012993
ACH-000480,-0.129309465179
ACH-000481,-0.21228363978300002
ACH-000483,-0.0375767254387
ACH-000484,-0.0929756557845
ACH-000485,-0.0615290902651
ACH-000486,-0.398761146115
ACH-000487,0.022073915030099995
ACH-000488,-0.287272506793
ACH-000490,0.00884507386683
ACH-000491,-0.0651778119834
ACH-000495,0.036673387656099996
ACH-000496,-0.06824841454059999
ACH-000499,-0.263894835756
ACH-000500,-0.413119441784
ACH-000502,-0.11742550959100001
ACH-000503,-0.408838066017
ACH-000505,-0.128521385819
ACH-000507,-0.347104458434
ACH-000510,-0.0455485551607
ACH-000511,-0.261949381895
ACH-000512,-0.155081375638
ACH-000516,-0.08651775607889998
ACH-000517,0.0406794293642
ACH-000518,-0.068241894958
ACH-000520,-0.033760546794
ACH-000521,0.0154068990435
ACH-000522,-0.029449150356099997
ACH-000524,-0.100999925442
ACH-000527,-0.15376299925999998
ACH-000528,-0.19753673232000002
ACH-000537,-0.142842301509
ACH-000541,-0.539855003408
ACH-000542,-0.32107839469099997
ACH-000544,-0.34055348309600003
ACH-000545,-0.0875952180728
ACH-000547,-0.00577960220778
ACH-000548,-0.363038354358
ACH-000549,-0.127483157101
ACH-000550,0.11408746883
ACH-000552,-0.377613046067
ACH-000556,-0.106459660863
ACH-000557,-0.0833131307734
ACH-000570,-0.11436965590999998
ACH-000571,-0.06401412547780001
ACH-000573,0.023369921405599996
ACH-000576,-0.159246574446
ACH-000580,-0.14085445294399998
ACH-000584,-0.0709497525793
ACH-000585,-0.40529788085999996
ACH-000588,-0.0292692164555
ACH-000589,-0.212552184078
ACH-000591,-0.0510549769205
ACH-000593,-0.08299196828639999
ACH-000600,-0.16420791014
ACH-000601,-0.19902807547200002
ACH-000604,0.23700516504
ACH-000605,-0.197498208863
ACH-000606,-0.42385513955700005
ACH-000608,-0.0115090519035
ACH-000614,-0.360738453743
ACH-000616,-0.0188571028256
ACH-000618,-0.34836876809100004
ACH-000619,-0.46478083583
ACH-000620,0.0740887577485
ACH-000621,-0.12106092285900001
ACH-000622,-0.23101740028599999
ACH-000623,-0.14366928757
ACH-000624,-0.19310654815
ACH-000627,-0.154547909277
ACH-000630,-0.45834465930299995
ACH-000632,-0.04833149785680001
ACH-000633,-0.30110132656800004
ACH-000637,-0.340761620915
ACH-000638,-0.32478774209100003
ACH-000646,0.037265471059199994
ACH-000647,-0.254639765011
ACH-000648,-0.172446276384
ACH-000649,-0.152303702226
ACH-000651,-0.0847993150363
ACH-000652,0.101511033236
ACH-000653,0.130842398715
ACH-000657,-0.12061255160499999
ACH-000658,0.0768304637418
ACH-000661,-0.331266335583
ACH-000662,-0.191020108671
ACH-000663,-0.0354767379609
ACH-000665,-0.25442184973299997
ACH-000671,-0.0997230332242
ACH-000673,-0.20750995336599998
ACH-000676,-0.0645713285513
ACH-000677,0.0379432873306
ACH-000681,-0.0908446335231
ACH-000682,0.0120113627887
ACH-000683,-0.0315688014324
ACH-000684,0.153646048721
ACH-000688,0.0816339586992
ACH-000693,-0.06111037244919999
ACH-000694,-0.256984155551
ACH-000695,-0.198496842474
ACH-000696,-0.18386141746100002
ACH-000697,-0.22417254956799998
ACH-000699,-0.100044406756
ACH-000701,-0.33200954551600004
ACH-000706,-0.10374804699
ACH-000711,-0.049770950911099995
ACH-000713,-0.165981264689
ACH-000714,-0.21435520733
ACH-000718,-0.188767803021
ACH-000720,-0.120434733666
ACH-000721,0.015800242056100002
ACH-000724,-0.0979857916337
ACH-000725,-0.377216670986
ACH-000732,-0.139394583935
ACH-000734,-0.367532141233
ACH-000735,-0.240399830674
ACH-000736,-0.155399661506
ACH-000738,-0.17758181788400001
ACH-000746,-0.154376137539
ACH-000747,-0.225155525023
ACH-000748,-0.259557684643
ACH-000753,-0.11772639398399999
ACH-000756,-0.281216680895
ACH-000757,-0.15265695374500002
ACH-000758,-0.373331128762
ACH-000760,-0.0991592277587
ACH-000763,0.0739005450122
ACH-000764,-0.341427363429
ACH-000765,-0.429476408798
ACH-000766,-0.193500361241
ACH-000767,0.167273816267
ACH-000768,-0.135497214717
ACH-000769,-0.16402780379
ACH-000770,-0.186760182291
ACH-000771,-0.155684003786
ACH-000773,0.08740929073449999
ACH-000776,-0.04507278458959999
ACH-000777,-0.0366333026869
ACH-000778,-0.515993968945
ACH-000781,-0.125233925009
ACH-000782,-0.147513023799
ACH-000783,-0.5761092963710001
ACH-000784,-0.021334348721400002
ACH-000785,-0.205948810844
ACH-000787,-0.0106030307486
ACH-000788,-0.08311905136910001
ACH-000791,-0.22833629079599999
ACH-000792,-0.0653162138668
ACH-000794,-0.642332276566
ACH-000796,-0.184241714882
ACH-000799,-0.157082365768
ACH-000800,0.0428833858098
ACH-000802,-0.33777183524899995
ACH-000804,-0.314574451152
ACH-000805,-0.289952677392
ACH-000809,-0.08282315535189999
ACH-000810,-0.273204295108
ACH-000811,0.060036378068900005
ACH-000817,-0.230475813017
ACH-000819,-0.124931500559
ACH-000820,-0.445580129001
ACH-000821,-0.25209604621599996
ACH-000822,-0.23492462530699998
ACH-000823,-0.0856971870729
ACH-000824,-0.17141220592
ACH-000827,-0.105121238958
ACH-000829,-0.130517405292
