,IGF2BP2 (10644)
ACH-000004,-0.0874182743521
ACH-000007,-0.15928432523299998
ACH-000009,-0.384294478773
ACH-000011,-0.246565709883
ACH-000012,-0.278031794095
ACH-000013,-0.196875534429
ACH-000014,-0.47804098884900004
ACH-000015,-0.236640402665
ACH-000017,-0.0639717434668
ACH-000018,-0.5380967886
ACH-000019,-0.179749554742
ACH-000021,-0.164790725503
ACH-000022,-0.43495477671000005
ACH-000025,-0.562103558543
ACH-000028,-0.313718409163
ACH-000030,-0.373382123596
ACH-000035,-0.287590675145
ACH-000036,-0.33858369534599997
ACH-000037,-0.0846992281424
ACH-000039,-0.497532083386
ACH-000040,-0.508198281716
ACH-000041,-0.437962842374
ACH-000042,-0.45536148138300003
ACH-000045,-0.440735115761
ACH-000047,-0.45777520395599997
ACH-000052,-0.305896552418
ACH-000053,-0.23238626274000002
ACH-000054,-0.384718767315
ACH-000055,0.0554852055154
ACH-000060,-0.25713738389199997
ACH-000067,-0.325965049105
ACH-000070,-0.100537333695
ACH-000075,-0.462179621715
ACH-000078,-0.38580582027800003
ACH-000082,-0.36404023712399997
ACH-000085,-0.160077172362
ACH-000086,-0.300906617949
ACH-000087,-0.324836743094
ACH-000092,-0.38449660418399995
ACH-000095,-0.37321218150700003
ACH-000097,-0.239467935536
ACH-000098,-0.41863320579400004
ACH-000099,-0.205602923153
ACH-000108,-0.166120328149
ACH-000113,-0.169889039411
ACH-000115,-0.140860557817
ACH-000116,-0.319694602038
ACH-000118,-0.203181021092
ACH-000120,-0.24846537331399998
ACH-000123,-0.379817186831
ACH-000127,-0.286631808823
ACH-000128,-0.383620042818
ACH-000132,-0.243443198622
ACH-000133,-0.297233847268
ACH-000137,-0.30798031068000004
ACH-000138,-0.32402807475400003
ACH-000142,-0.350180359824
ACH-000143,-0.220622259554
ACH-000146,-0.285082217938
ACH-000148,-0.43084265407
ACH-000150,-0.18265525417800002
ACH-000152,-0.32216028465700003
ACH-000153,-0.322669662111
ACH-000159,-0.39411965361199996
ACH-000160,-0.369816346331
ACH-000163,-0.311280343078
ACH-000167,-0.532302316215
ACH-000168,-0.563187870844
ACH-000169,-0.33916680798
ACH-000178,-0.271128048956
ACH-000182,-0.379047342257
ACH-000183,-0.274235087295
ACH-000188,-0.0452053164719
ACH-000189,-0.643489286874
ACH-000190,-0.139998659452
ACH-000198,-0.221599596806
ACH-000204,-0.151872760878
ACH-000206,-0.0458507700119
ACH-000207,-0.380033033329
ACH-000211,-0.41140525894100005
ACH-000215,-0.243737747891
ACH-000221,-0.296607959558
ACH-000222,-0.269315747786
ACH-000223,-0.274457354654
ACH-000226,-0.170047794865
ACH-000227,-0.373447557224
ACH-000228,0.00804013858339
ACH-000231,-0.290043763846
ACH-000232,-0.260554615459
ACH-000233,-0.018210528765900003
ACH-000234,-0.352230411037
ACH-000235,-0.306372955141
ACH-000237,-0.368001797883
ACH-000238,-0.370111280977
ACH-000243,-0.23270329979899998
ACH-000244,-0.268248720835
ACH-000246,-0.197762333475
ACH-000248,-0.21944611206599998
ACH-000250,-0.217168203169
ACH-000251,-0.198721686571
ACH-000253,-0.15534139507300002
ACH-000255,-0.253780747943
ACH-000256,-0.260614908284
ACH-000257,0.247268775704
ACH-000258,-0.34440723981
ACH-000259,-0.290358172682
ACH-000260,-0.258911294178
ACH-000261,-0.323196637756
ACH-000262,-0.41158777667900004
ACH-000263,-0.411230171512
ACH-000264,-0.321833475124
ACH-000265,-0.116169424876
ACH-000266,-0.325368659215
ACH-000272,-0.343500714256
ACH-000273,-0.376436862184
ACH-000274,-0.40432799195
ACH-000277,-0.45699125269599994
ACH-000278,-0.387050663166
ACH-000279,-0.439150452069
ACH-000280,-0.48969758791699997
ACH-000281,-0.391158565211
ACH-000288,-0.372428883039
ACH-000291,-0.326601325073
ACH-000293,-0.341918216517
ACH-000294,-0.19119459638500003
ACH-000295,-0.0753743794217
ACH-000296,-0.285485470246
ACH-000302,-0.206918195305
ACH-000304,-0.32866601546700003
ACH-000307,-0.36415316791100005
ACH-000308,-0.393224964169
ACH-000310,-0.578545511396
ACH-000311,-0.426235519999
ACH-000312,-0.259669792221
ACH-000315,-0.29931062385400004
ACH-000316,-0.241617768343
ACH-000317,-0.37104002394900004
ACH-000318,-0.435439477809
ACH-000319,-0.30651945881299997
ACH-000320,-0.306264293886
ACH-000322,-0.17464346227400002
ACH-000323,-0.0813931193338
ACH-000324,-0.404605079692
ACH-000329,-0.227683210301
ACH-000330,-0.27002109354200005
ACH-000331,-0.317573435058
ACH-000332,-0.479996981773
ACH-000334,0.08366747565489999
ACH-000335,-0.245468435431
ACH-000336,-0.16946782578699998
ACH-000337,-0.260581566557
ACH-000339,-0.260545385836
ACH-000341,-0.456254948033
ACH-000348,-0.10375493765900001
ACH-000350,-0.270902126601
ACH-000352,-0.414146512473
ACH-000356,-0.249718432865
ACH-000361,-0.229423941671
ACH-000362,-0.42694330245300005
ACH-000363,-0.3798520719
ACH-000364,-0.335421998223
ACH-000365,-0.248173929751
ACH-000366,-0.19039952743799998
ACH-000368,-0.259455028057
ACH-000374,-0.169647522876
ACH-000375,-0.106518286707
ACH-000376,-0.292286979126
ACH-000381,-0.209598798033
ACH-000383,-0.363197209464
ACH-000387,-0.320112892896
ACH-000389,-0.5369329490899999
ACH-000390,-0.104923493195
ACH-000393,-0.29760312567499997
ACH-000395,-0.159797802695
ACH-000397,-0.397951008116
ACH-000401,-0.360984265551
ACH-000402,0.290636493144
ACH-000403,-0.18839145489700002
ACH-000404,0.0302806250514
ACH-000406,-0.294965210144
ACH-000407,-0.301402019277
ACH-000408,-0.39024251746
ACH-000410,-0.238744509899
ACH-000411,-0.17992201478599998
ACH-000414,-0.549651843743
ACH-000415,-0.280513009842
ACH-000416,-0.34000553525
ACH-000420,-0.374099211375
ACH-000421,-0.219459889216
ACH-000424,-0.298491339698
ACH-000425,-0.23441429313200002
ACH-000426,-0.23670866035799998
ACH-000427,-0.378403147683
ACH-000433,-0.259111741882
ACH-000436,-0.21488543925700002
ACH-000444,-0.205997948028
ACH-000445,-0.03466326244430001
ACH-000448,-0.57986338979
ACH-000450,-0.138680384068
ACH-000452,-0.235063667789
ACH-000454,-0.485992504654
ACH-000458,-0.268801303374
ACH-000459,-0.059041531921
ACH-000460,-0.289398425349
ACH-000461,-0.13767003825500002
ACH-000463,-0.332847447276
ACH-000464,-0.400508991493
ACH-000466,-0.24561817073399997
ACH-000467,-0.35214836316799997
ACH-000468,-0.319644909248
ACH-000469,-0.34257754180699995
ACH-000470,-0.124532925156
ACH-000471,-0.367511682899
ACH-000472,-0.35845104377899994
ACH-000473,-0.302128393306
ACH-000475,-0.351092546062
ACH-000476,-0.341102201035
ACH-000477,-0.36638634484899996
ACH-000480,-0.24327824285100003
ACH-000481,-0.347858403789
ACH-000483,-0.3110302818
ACH-000484,-0.229266759728
ACH-000485,-0.422279632126
ACH-000486,-0.251509558935
ACH-000487,-0.14765396291
ACH-000488,-0.250085726057
ACH-000490,-0.299087420115
ACH-000491,-0.16501033823
ACH-000495,-0.233412312512
ACH-000496,-0.211399389498
ACH-000499,-0.211601014559
ACH-000500,-0.16567783924499999
ACH-000502,-0.304417383039
ACH-000503,-0.416361921897
ACH-000505,-0.275379904443
ACH-000507,-0.19926963682100002
ACH-000510,-0.218264053359
ACH-000511,-0.38489300004
ACH-000512,-0.0554195344393
ACH-000516,-0.286057065649
ACH-000517,-0.288155305015
ACH-000518,-0.390191199962
ACH-000520,-0.43425104514799995
ACH-000521,-0.10861661825999999
ACH-000522,-0.548907665828
ACH-000524,-0.427855089869
ACH-000527,-0.269749770786
ACH-000528,-0.354960573875
ACH-000537,-0.18587991320799999
ACH-000541,-0.173170608358
ACH-000542,-0.41985355569300004
ACH-000544,-0.27317772509300003
ACH-000545,-0.335424061663
ACH-000547,-0.29428625286
ACH-000548,-0.39955591521
ACH-000549,-0.415373557707
ACH-000550,-0.49122838419299997
ACH-000552,-0.40308990274400003
ACH-000556,-0.47995072226999996
ACH-000557,-0.317821410662
ACH-000570,-0.248946278022
ACH-000571,-0.302150412603
ACH-000573,-0.215304574207
ACH-000576,-0.42996375591700003
ACH-000580,-0.245267131345
ACH-000584,-0.130924804638
ACH-000585,-0.36324982861500005
ACH-000588,-0.222925802546
ACH-000589,-0.20399319723
ACH-000591,-0.169453379804
ACH-000593,-0.28454257867800004
ACH-000600,-0.454384532615
ACH-000601,-0.39086248513099997
ACH-000604,-0.23311058934099999
ACH-000605,-0.37074062489
ACH-000606,-0.369829745867
ACH-000608,-0.244150082518
ACH-000614,-0.309013426195
ACH-000616,-0.333172360444
ACH-000618,-0.272754154548
ACH-000619,-0.280894616335
ACH-000620,-0.352919513521
ACH-000621,-0.21667066357700002
ACH-000622,-0.45733934530000003
ACH-000623,-0.15316352271199998
ACH-000624,-0.16692428846
ACH-000627,-0.235639380213
ACH-000630,-0.37649620113399995
ACH-000632,-0.285492383842
ACH-000633,-0.420122003578
ACH-000637,-0.32101066672
ACH-000638,-0.376375505048
ACH-000646,-0.0558500922365
ACH-000647,-0.22377110038400003
ACH-000648,-0.325966277973
ACH-000649,-0.308377578115
ACH-000651,-0.359476285412
ACH-000652,-0.32195996958399997
ACH-000653,-0.308059956656
ACH-000657,-0.362846525563
ACH-000658,-0.340819884448
ACH-000661,-0.463424141944
ACH-000662,-0.212855726484
ACH-000663,-0.31713268935899996
ACH-000665,-0.23948436644699997
ACH-000671,-0.18471132472600002
ACH-000673,-0.272483883889
ACH-000676,-0.331596976699
ACH-000677,-0.551931936083
ACH-000681,-0.474466360396
ACH-000682,-0.248212122723
ACH-000683,-0.365140668285
ACH-000684,-0.0440527923635
ACH-000688,-0.153707993498
ACH-000693,-0.255488205216
ACH-000694,-0.266829032797
ACH-000695,-0.242520570859
ACH-000696,-0.376244079658
ACH-000697,-0.071372645975
ACH-000699,-0.21329945814100001
ACH-000701,-0.354155879926
ACH-000706,-0.25469380999499996
ACH-000711,-0.30723352542300003
ACH-000713,-0.50226390279
ACH-000714,-0.249938288954
ACH-000718,-0.144429811494
ACH-000720,-0.15645472421700002
ACH-000721,-0.230931599392
ACH-000724,0.0774390916438
ACH-000725,-0.31832003659
ACH-000732,-0.5381658671280001
ACH-000734,-0.321546847795
ACH-000735,-0.37684787013300003
ACH-000736,-0.46107852480300004
ACH-000738,-0.196385032834
ACH-000746,-0.05560996043790001
ACH-000747,-0.317093795733
ACH-000748,-0.365804649583
ACH-000753,-0.292562418616
ACH-000756,-0.207755301105
ACH-000757,-0.156882689296
ACH-000758,-0.283437589052
ACH-000760,-0.590949916617
ACH-000763,-0.18866798875100002
ACH-000764,-0.345113821572
ACH-000765,-0.417073625286
ACH-000766,-0.26668496735999997
ACH-000767,-0.534432767646
ACH-000768,-0.36481864055
ACH-000769,-0.410658112641
ACH-000770,-0.305711523471
ACH-000771,-0.39037955751500003
ACH-000773,-0.231920122511
ACH-000776,-0.301365906566
ACH-000777,-0.208428233006
ACH-000778,-0.437623514593
ACH-000781,-0.302179450254
ACH-000782,-0.46430034717600005
ACH-000783,-0.45665308989500003
ACH-000784,-0.36464773248899995
ACH-000785,-0.5833254456920001
ACH-000787,-0.307814499654
ACH-000788,-0.365962379733
ACH-000791,-0.483452425505
ACH-000792,-0.290916189063
ACH-000794,-0.357685585969
ACH-000796,-0.264333002399
ACH-000799,-0.547695531848
ACH-000800,-0.33562973111199995
ACH-000802,-0.246196521218
ACH-000804,-0.451421978841
ACH-000805,-0.393681830067
ACH-000809,-0.420596546778
ACH-000810,-0.510884550237
ACH-000811,-0.293572814149
ACH-000817,-0.395354836506
ACH-000819,-0.390042948437
ACH-000820,-0.40890896670000004
ACH-000821,-0.071142058111
ACH-000822,-0.216051115738
ACH-000823,-0.19484098503800001
ACH-000824,-0.176040958353
ACH-000827,-0.330511353048
ACH-000829,-0.167692274791
ACH-000831,-0.361467365148
ACH-000832,-0.42873088293000006
ACH-000833,-0.404532601591
ACH-000834,-0.12586690805099998
ACH-000835,-0.26745443922
ACH-000836,-0.312375693525
ACH-000837,-0.240289425689
ACH-000838,-0.149641734524
ACH-000839,-0.434839161229
ACH-000840,-0.161313900786
ACH-000841,-0.070818072346
ACH-000843,-0.224772601914
ACH-000846,-0.368525933824
ACH-000847,-0.054525478432300004
ACH-000848,-0.188091241523
ACH-000849,-0.427749904102
ACH-000851,-0.44145000676299995
ACH-000855,-0.264754602309
ACH-000856,-0.150678833764
ACH-000858,-0.36797485876
ACH-000859,-0.296888187977
ACH-000861,-0.26425396315
ACH-000862,-0.142876877401
ACH-000865,-0.27787363542800003
ACH-000866,-0.266773968357
ACH-000867,-0.266942292418
ACH-000869,-0.397824014647
ACH-000872,-0.144767799241
ACH-000873,0.0415063588984
ACH-000876,-0.132298842865
ACH-000878,-0.204690653245
ACH-000880,-0.161894757074
ACH-000881,-0.339666271684
ACH-000882,-0.25400682744
ACH-000884,-0.297065989895
ACH-000885,-0.322190103156
ACH-000887,-0.399035885973
ACH-000888,-0.26392393008299997
ACH-000889,-0.162900455739
ACH-000890,-0.322023797705
ACH-000896,-0.265478444893
ACH-000898,-0.38962485580300005
ACH-000900,-0.362328664849
ACH-000901,-0.286488997213
ACH-000905,-0.432314380299
ACH-000906,-0.482877360978
ACH-000907,-0.185937177667
ACH-000910,-0.268932198655
ACH-000911,-0.291189239197
ACH-000912,-0.281115061514
ACH-000913,-0.249704301112
ACH-000915,-0.385063328684
ACH-000916,-0.283166112662
ACH-000917,-0.147136098169
ACH-000921,-0.31288209962200003
ACH-000924,-0.17320301814300001
ACH-000926,-0.39883874518299994
ACH-000928,-0.41680767486000003
ACH-000929,-0.30236082372900003
ACH-000932,-0.289160218742
ACH-000935,-0.311232950509
ACH-000936,-0.258822825009
ACH-000937,-0.304893326388
ACH-000938,-0.192135560422
ACH-000939,-0.312468854126
ACH-000941,-0.21824205903000002
ACH-000943,-0.188773557475
ACH-000946,-0.204591568686
ACH-000947,-0.555076671505
ACH-000948,-0.257135184224
ACH-000950,-0.304539470147
ACH-000953,-0.33258349514
ACH-000957,-0.09965197081119999
ACH-000958,-0.127324854825
ACH-000960,-0.26159670391199996
ACH-000963,-0.38978680247599995
ACH-000968,-0.406747125257
ACH-000969,-0.292816532523
ACH-000973,-0.456598959295
ACH-000974,-0.34312358164000006
ACH-000975,-0.18396537484
ACH-000976,-0.233299902166
ACH-000978,-0.218525294087
ACH-000980,-0.08528246762610002
ACH-000984,-0.5953571578970001
ACH-000986,-0.346709731743
ACH-000988,-0.217558163834
ACH-000993,-0.222343104617
ACH-000994,-0.271187475135
ACH-000996,-0.357611726404
ACH-001001,-0.432969060606
ACH-001020,-0.31104519830899996
ACH-001028,-0.19020120587499997
ACH-001031,-0.38171132261999996
ACH-001038,-0.180394571158
ACH-001048,-0.26822320165999997
ACH-001050,-0.262396479101
ACH-001053,-0.391871634898
ACH-001054,-0.199106909587
ACH-001061,-0.246378909655
ACH-001067,-0.363830398065
ACH-001075,-0.166272327521
ACH-001096,-0.19631274100200002
ACH-001128,-0.482101409451
ACH-001134,-0.176687187522
ACH-001151,-0.326660862524
ACH-001163,-0.494616967957
ACH-001164,-0.20522214705400002
ACH-001173,-0.279771367057
ACH-001183,-0.276984869093
ACH-001184,-0.31599159352899997
ACH-001190,-0.400165862021
ACH-001192,-0.317937576199
ACH-001193,-0.251199778902
ACH-001196,-0.489687230752
ACH-001197,-0.488058241344
ACH-001205,-0.633075182078
ACH-001211,-0.49688273787
ACH-001212,-0.354648437418
ACH-001228,-0.620477878491
ACH-001232,-0.153021380522
ACH-001239,-0.412510564595
ACH-001274,-0.37825269933
ACH-001275,-0.24439555735100002
ACH-001277,0.029136047996
ACH-001278,-0.21972550493
ACH-001280,-0.6198160849669999
ACH-001283,-0.403516244624
ACH-001289,-0.153334599024
ACH-001295,-0.35254338756399994
ACH-001300,-0.238046331325
ACH-001301,-0.27884133238000003
ACH-001302,-0.0598495948441
ACH-001303,-0.0728574674191
ACH-001306,-0.40258298889
ACH-001318,-0.30225856901299997
ACH-001322,-0.501683425305
ACH-001328,-0.42319801641500004
ACH-001332,-0.36066381977899997
ACH-001333,-0.291116279784
ACH-001336,-0.244423442043
ACH-001340,-0.42984453306299997
ACH-001346,-0.23455917263099998
ACH-001353,-0.522484375823
ACH-001354,0.048527192370499996
ACH-001367,-0.251969184106
ACH-001368,-0.24201317367400002
ACH-001374,0.201407949682
ACH-001375,-0.338242362569
ACH-001377,-0.263069027422
ACH-001380,-0.371832124427
ACH-001391,-0.240334232885
ACH-001407,-0.222989635602
ACH-001408,-0.487304771784
ACH-001413,-0.287921962331
ACH-001430,-0.9188011163959999
ACH-001431,-0.44928905828000004
ACH-001450,-0.278066499379
ACH-001496,-0.279774992763
ACH-001500,-0.164797315193
ACH-001521,-0.428206318261
ACH-001523,-0.26376863829
ACH-001532,-0.589803856008
ACH-001536,-0.470658228421
ACH-001550,-0.35294577266599997
ACH-001552,-0.506625916959
ACH-001554,-0.262172371925
ACH-001645,-0.29849657761799997
ACH-001654,-0.32853337506499997
ACH-001715,-0.27038655456599997
ACH-001735,-0.315068800438
ACH-001736,-0.138844254706
ACH-001737,-0.180142102095
ACH-001740,-0.26728586158900003
ACH-001745,-0.0959689551127
ACH-001750,-0.37709202775300005
ACH-001765,-0.316348225803
ACH-001956,-0.240526085737
ACH-001957,-0.41865206451399994
