,PHTF2 (57157)
ACH-000004,-0.011584612172299998
ACH-000007,-0.29973681071999997
ACH-000009,-0.0808199978239
ACH-000011,0.105530296337
ACH-000012,-0.159953883478
ACH-000013,0.11648208656600001
ACH-000014,-0.0877184126842
ACH-000015,0.138872258788
ACH-000017,-0.032439756656299994
ACH-000018,0.00610330067754
ACH-000019,0.17929709209699998
ACH-000021,-0.352380615477
ACH-000022,0.10308711284399999
ACH-000025,0.0117459854351
ACH-000028,-0.0929326162608
ACH-000030,0.0410475475955
ACH-000035,0.143909821863
ACH-000036,0.00611198022029
ACH-000037,-0.0981331314755
ACH-000039,0.036405819155
ACH-000040,0.220838407225
ACH-000041,0.0602224426411
ACH-000042,0.0669103379401
ACH-000045,0.237345295472
ACH-000047,0.115276911422
ACH-000052,0.22519107324499998
ACH-000053,0.0119143712224
ACH-000054,0.226493324184
ACH-000055,0.286779131769
ACH-000060,0.13111177949
ACH-000067,-0.283108363917
ACH-000070,0.16048025803899998
ACH-000075,-0.0945044529198
ACH-000078,-0.192116885774
ACH-000082,-0.029000551293900004
ACH-000085,0.202067990081
ACH-000086,0.136683459452
ACH-000087,0.33824531922300005
ACH-000092,-0.0165580674107
ACH-000095,-0.119042931896
ACH-000097,-0.368910790772
ACH-000098,0.018382850723000003
ACH-000099,-0.08146442535989999
ACH-000108,-0.0219689354233
ACH-000113,-0.0782031604187
ACH-000115,0.0662727395427
ACH-000116,0.103203263586
ACH-000118,-0.038517006608000004
ACH-000120,0.014638813334500001
ACH-000123,-0.08912003783269999
ACH-000127,0.0373125601194
ACH-000128,-0.00857082093129
ACH-000132,0.23489665138399998
ACH-000133,0.236852156278
ACH-000137,-0.0994944063195
ACH-000138,0.177702589755
ACH-000142,0.23695737733600003
ACH-000143,0.0674104822881
ACH-000146,0.0675263245125
ACH-000148,0.0889942856583
ACH-000150,-0.056106100662900005
ACH-000152,-0.0551729745395
ACH-000153,0.0382472783553
ACH-000159,0.0784798620307
ACH-000160,-0.00950290197956
ACH-000163,0.280328893904
ACH-000167,-0.172215981325
ACH-000168,-0.15396174368100002
ACH-000169,-0.0923496322009
ACH-000178,0.13229370775000002
ACH-000182,0.0470461602936
ACH-000183,0.286181751968
ACH-000188,-0.125213095159
ACH-000189,0.17070292984000002
ACH-000190,0.075257333993
ACH-000198,-0.0233114715655
ACH-000204,0.136066268223
ACH-000206,0.287439545708
ACH-000207,0.397712447953
ACH-000211,-9.425652787499999e-05
ACH-000215,0.0785457632751
ACH-000221,0.0486343344016
ACH-000222,0.132470705115
ACH-000223,0.12369955990999998
ACH-000226,-0.16546749433900002
ACH-000227,-0.10274666106000001
ACH-000228,0.05476432328150001
ACH-000231,0.181736002856
ACH-000232,-0.0046542509599799995
ACH-000233,0.044653614567
ACH-000234,0.0484724149187
ACH-000235,0.0543198977075
ACH-000237,-0.0053519560178199995
ACH-000238,-0.031079366974800002
ACH-000243,-0.22101593984200002
ACH-000244,0.10244567058599999
ACH-000246,0.0970976564075
ACH-000248,-0.156405996144
ACH-000250,-0.11250996093
ACH-000251,-0.0735344576068
ACH-000253,-0.0597724050101
ACH-000255,-0.0490510048275
ACH-000256,0.293549231064
ACH-000257,-0.0422923317065
ACH-000258,-0.0340522298239
ACH-000259,0.0291776982216
ACH-000260,0.00435296534436
ACH-000261,-0.0610325692217
ACH-000262,-0.00941866465931
ACH-000263,0.280547335902
ACH-000264,-0.0893640418818
ACH-000265,0.044284520603800004
ACH-000266,0.046330529016
ACH-000272,0.059482416232000006
ACH-000273,0.186112216714
ACH-000274,-0.13112153963099998
ACH-000277,-0.024937232812200002
ACH-000278,-0.055628443979
ACH-000279,-0.003968790732590001
ACH-000280,0.0947730487786
ACH-000281,-0.028663466131700004
ACH-000288,0.10605111404300001
ACH-000291,0.130270894873
ACH-000293,-0.057490672306199996
ACH-000294,0.0017077165617500002
ACH-000295,-0.13174973471100002
ACH-000296,-0.0262503033969
ACH-000302,0.151746092916
ACH-000304,0.0496008045168
ACH-000307,0.201052574311
ACH-000308,-0.0031847538653700003
ACH-000310,-0.18293395553
ACH-000311,-0.155687971744
ACH-000312,-0.110297031424
ACH-000315,0.041539578691699997
ACH-000316,-0.0334999246086
ACH-000317,0.099567136885
ACH-000318,0.0230142314379
ACH-000319,-0.139239169955
ACH-000320,0.0396869975776
ACH-000322,-0.012741521446799998
ACH-000323,0.132793602946
ACH-000324,0.149442037158
ACH-000329,0.0786458304875
ACH-000330,-0.17018660364
ACH-000331,-0.0016832564675300001
ACH-000332,0.0236164568988
ACH-000334,0.0240609199547
ACH-000335,-0.21410382547499998
ACH-000336,0.0233456434724
ACH-000337,0.09812581173049999
ACH-000339,0.020473506591099998
ACH-000341,0.163336622113
ACH-000348,0.0376005958709
ACH-000350,0.35278198331699995
ACH-000352,0.171093409085
ACH-000356,0.0702831089238
ACH-000361,-0.07605539145700001
ACH-000362,0.103847349197
ACH-000363,0.0716398106156
ACH-000364,0.00457445796596
ACH-000365,0.0348458938663
ACH-000366,-0.00926062398151
ACH-000368,0.0533738162019
ACH-000374,-0.211708915918
ACH-000375,-0.107616936934
ACH-000376,0.00187119203928
ACH-000381,-0.200238581817
ACH-000383,-0.111635453587
ACH-000387,0.0055309535131199995
ACH-000389,0.0134126741609
ACH-000390,-0.0954843403163
ACH-000393,0.0640927267692
ACH-000395,0.162974319644
ACH-000397,0.04118210905019999
ACH-000401,0.319770577579
ACH-000402,0.0113380421034
ACH-000403,0.0822877955254
ACH-000404,0.1236426178
ACH-000406,0.0157584822901
ACH-000407,0.0451927831333
ACH-000408,0.0774631352277
ACH-000410,0.164462426364
