,COX5A (9377)
ACH-000226,-0.8334213754359999
ACH-000227,-0.692943291108
ACH-000228,-0.651413443544
ACH-000231,-0.48532786437799996
ACH-000232,-0.633075412616
ACH-000233,-0.6693373295939999
ACH-000234,-0.7292682826610001
ACH-000235,-0.620532841614
ACH-000237,-0.37611262138499996
ACH-000238,-0.750895346985
ACH-000243,-0.70504663646
ACH-000244,-0.611584916736
ACH-000246,-0.7699899533560001
ACH-000248,-0.811324182396
ACH-000250,-0.491341343523
ACH-000251,-0.979576677739
ACH-000253,-0.6318667797640001
ACH-000255,-0.569891691765
ACH-000256,-0.688349798942
ACH-000257,-0.943721569106
ACH-000258,-0.943939597714
ACH-000259,-0.5421115265550001
ACH-000260,-0.571964591073
ACH-000261,-0.7025849185199999
ACH-000262,-0.6768726463860001
ACH-000263,-0.5208384171379999
ACH-000264,-0.7739082612620001
ACH-000265,-0.7851419091040001
ACH-000266,-0.644999984041
ACH-000272,-0.666242336734
ACH-000273,-0.592513249081
ACH-000274,-0.812802156084
ACH-000277,-0.977174828353
ACH-000278,-0.683825397578
ACH-000279,-0.658007847601
ACH-000280,-0.549109632405
ACH-000281,-0.642631488544
ACH-000288,-0.7103111560780001
ACH-000291,-0.560301112285
ACH-000293,-0.721154591039
ACH-000294,-0.35178188977200003
ACH-000295,-0.674025168166
ACH-000296,-0.528137534356
ACH-000302,-0.610335543807
ACH-000304,-0.958829376129
ACH-000307,-0.703053515775
ACH-000308,-0.5205099807169999
ACH-000310,-0.785871073678
ACH-000311,-0.36871853226400003
ACH-000312,-0.852375706116
ACH-000315,-0.600831885007
ACH-000316,-0.829840129619
ACH-000317,-0.787764994181
ACH-000318,-0.530173324934
ACH-000319,-0.6549878335399999
ACH-000320,-0.7777560965870001
ACH-000322,-0.8451533980789999
ACH-000323,-0.669718138949
ACH-000324,-0.556016411265
ACH-000329,-0.791557081777
ACH-000330,-0.48748419562399997
ACH-000331,-0.560856081386
ACH-000332,-0.46108925880900004
ACH-000334,-0.640159129068
ACH-000335,-0.575934020101
ACH-000336,-0.712301912086
ACH-000337,-0.568085625365
ACH-000339,-0.759987573002
ACH-000341,-0.699330612486
ACH-000348,-0.500771966219
ACH-000350,-0.724672859338
ACH-000352,-0.625398934516
ACH-000356,-0.371274689297
ACH-000361,-0.6705880883199999
ACH-000362,-0.69477261551
ACH-000363,-0.726787486392
ACH-000364,-0.896834570503
ACH-000365,-0.500396021095
ACH-000366,-0.5934597961829999
ACH-000368,-0.699184163295
ACH-000374,-0.7680663932009999
ACH-000375,-0.82053032958
ACH-000376,-0.740359225842
ACH-000381,-0.7118159005529999
ACH-000383,-0.6371935359399999
ACH-000387,-0.6252290841120001
ACH-000389,-0.317139641081
ACH-000390,-0.642958881053
ACH-000393,-0.5284426178239999
ACH-000395,-0.37997950416000004
ACH-000397,-0.52065966267
ACH-000401,-0.670084321433
ACH-000402,-0.7594202534700001
ACH-000403,-0.9233011125489999
ACH-000404,-0.643451342746
ACH-000406,-0.523121593463
ACH-000407,-0.487530883797
ACH-000408,-0.48967382743500004
ACH-000410,-0.6684158750060001
ACH-000411,-0.608889036154
ACH-000414,-0.78574998031
ACH-000415,-0.571386938967
ACH-000416,-0.65937406432
ACH-000420,-0.550132180661
ACH-000421,-0.542796333169
ACH-000424,-0.705791114434
ACH-000425,-0.574509645869
ACH-000426,-0.520255925065
ACH-000427,-0.907358452884
ACH-000433,-0.623754971335
ACH-000436,-0.522716533038
ACH-000444,-0.678225042393
ACH-000445,-0.592027732883
ACH-000448,-0.658261066307
ACH-000450,-0.901117324105
ACH-000452,-0.517225551002
ACH-000454,-0.506501734136
ACH-000458,-0.490959543318
ACH-000459,-0.790577489623
ACH-000460,-0.590991903632
ACH-000461,-0.692209844384
ACH-000463,-0.658913618996
ACH-000464,-0.7774480395119999
ACH-000466,-0.472874031171
ACH-000467,-0.836201926945
ACH-000468,-0.557308004866
ACH-000469,-0.841730198871
ACH-000470,-0.505487774598
ACH-000471,-0.589462597522
ACH-000472,-0.622055723187
ACH-000473,-0.617659725614
ACH-000475,-0.62550892242
ACH-000476,-0.963905310313
ACH-000477,-0.7058621096529999
ACH-000480,-0.83159263862
ACH-000481,-0.670612843569
ACH-000483,-0.804262531983
ACH-000484,-0.402338086479
ACH-000485,-0.799832363043
ACH-000486,-0.737463526408
ACH-000487,-0.597550357628
ACH-000488,-0.748768364443
ACH-000490,-0.5417169907930001
ACH-000491,-0.813432498817
ACH-000495,-0.679995122773
ACH-000496,-0.6935312862399999
ACH-000499,-0.272808870636
ACH-000500,-0.746741427993
ACH-000502,-0.490569200379
ACH-000503,-1.22733351641
ACH-000505,-0.644031270566
ACH-000507,-0.7815652475830001
ACH-000510,-0.5943671996450001
ACH-000511,-0.597644473353
ACH-000512,-0.47438850513400005
ACH-000516,-0.741828905255
ACH-000517,-0.680933811914
ACH-000518,-0.5078523475069999
ACH-000520,-0.783117114367
ACH-000521,-0.551690533876
ACH-000522,-0.6847908962739999
ACH-000524,-0.89636670043
ACH-000527,-0.6835484384270001
ACH-000528,-0.778749340232
ACH-000537,-0.587706361849
ACH-000541,-0.668930425854
ACH-000542,-0.7114857326719999
ACH-000544,-0.650706686973
ACH-000545,-0.772596929688
ACH-000547,-0.631216196341
ACH-000548,-0.500173375698
ACH-000549,-0.629299042473
ACH-000550,-0.667901349691
ACH-000552,-0.696757654534
ACH-000556,-0.700292070652
ACH-000557,-0.5410930959179999
ACH-000570,-0.808273245193
ACH-000571,-0.832272899508
ACH-000573,-0.710724848583
ACH-000576,-0.5240695968410001
ACH-000580,-0.407603497365
ACH-000584,-0.5332074594080001
ACH-000585,-0.634225694423
ACH-000588,-0.8775967589620001
ACH-000589,-0.614726862888
ACH-000591,-0.752061684111
ACH-000593,-0.7837779643889999
ACH-000600,-0.816244223666
ACH-000601,-0.756650933696
ACH-000604,-0.573794760357
ACH-000605,-0.509949454545
ACH-000606,-0.7022491039000001
ACH-000608,-0.76624805388
ACH-000614,-0.44177842078400004
ACH-000616,-0.542140904615
ACH-000618,-0.819161953971
ACH-000619,-0.605446040999
ACH-000620,-0.88713673325
ACH-000621,-0.441359936449
ACH-000622,-0.467504777571
ACH-000623,-0.8572831245370001
ACH-000624,-0.7729188718179999
ACH-000627,-0.675650054769
ACH-000630,-0.6712776737430001
ACH-000632,-0.749794723688
ACH-000633,-0.597351347587
ACH-000637,-0.4423640971600001
ACH-000638,-0.7791116401829999
ACH-000646,-0.838149265186
ACH-000647,-0.7763195858130001
ACH-000648,-0.657487881025
ACH-000649,-0.567938166663
ACH-000651,-0.8097661115979999
ACH-000652,-0.612022314445
ACH-000653,-0.741933137318
ACH-000657,-0.6501952170949999
ACH-000658,-0.645734856251
ACH-000661,-0.729844144568
ACH-000662,-0.665178553323
ACH-000663,-0.551909878566
ACH-000665,-0.659680920829
ACH-000671,-0.8857536548289999
ACH-000673,-0.557170351958
ACH-000676,-0.627308137641
ACH-000677,-0.944376174767
ACH-000681,-0.573010986335
ACH-000682,-0.736251435003
ACH-000683,-0.587162947179
ACH-000684,-0.63986793595
ACH-000688,-0.633921187702
ACH-000693,-0.766240096884
ACH-000694,-0.597812243347
ACH-000695,-0.650969946792
ACH-000696,-0.666399344193
ACH-000697,-0.34769466659000003
ACH-000699,-0.679806283411
ACH-000701,-0.43407740608900003
ACH-000706,-0.783087088399
ACH-000711,-0.546052600945
ACH-000713,-0.585552626357
ACH-000714,-0.671658943353
ACH-000718,-0.821588712941
ACH-000720,-0.588717927247
ACH-000721,-0.66738238234
ACH-000724,-0.527126827066
ACH-000725,-1.02613450457
ACH-000732,-0.712382748916
ACH-000734,-0.8345569660240001
ACH-000735,-0.750911950719
ACH-000736,-0.773148719776
ACH-000738,-0.850331684057
ACH-000746,-0.842689765719
ACH-000747,-0.908064520849
ACH-000748,-0.574190690016
ACH-000753,-0.801933658751
ACH-000756,-0.655671371861
ACH-000757,-1.0387714587999999
ACH-000758,-0.571590590274
ACH-000760,-0.44610656984200003
ACH-000763,-0.796283710179
ACH-000764,-0.801987542598
ACH-000765,-0.69284952763
ACH-000766,-0.6620492136789999
ACH-000767,-0.572725536792
ACH-000768,-0.898658994427
ACH-000769,-0.656425199574
ACH-000770,-0.596730305252
ACH-000771,-0.545600389696
ACH-000773,-0.504314473263
ACH-000776,-0.548209499712
ACH-000777,-0.554565623849
ACH-000778,-0.581049942032
ACH-000781,-0.548205315361
ACH-000782,-0.491837248725
ACH-000783,-0.601772242717
ACH-000784,-0.689651449979
ACH-000785,-0.6124641394929999
ACH-000787,-0.5660232555070001
ACH-000788,-0.618641984776
ACH-000791,-0.882273120494
ACH-000792,-0.650487541403
ACH-000794,-0.5127127087259999
ACH-000796,-0.73551696305
ACH-000799,-0.8359711903579999
ACH-000800,-0.572976820574
ACH-000802,-0.7239869972
ACH-000804,-0.66252152003
ACH-000805,-1.08235273886
ACH-000809,-0.595987060251
ACH-000810,-0.58717639414
ACH-000811,-0.470797036515
ACH-000817,-0.633951999995
ACH-000819,-0.615963025605
ACH-000820,-0.899976783451
ACH-000821,-0.8766424298909999
ACH-000822,-0.773999024877
ACH-000823,-0.7155654375130001
ACH-000824,-0.6512280510580001
ACH-000827,-0.558504428139
ACH-000829,-0.49366842934699995
ACH-000831,-0.9615083254100001
ACH-000832,-0.704197657458
ACH-000833,-0.709643044735
ACH-000834,-0.744036787322
ACH-000835,-0.617201173056
ACH-000836,-0.583492139356
ACH-000837,-0.509740896861
ACH-000838,-0.585606762329
ACH-000839,-0.514235959097
ACH-000840,-0.834348603469
ACH-000841,-0.731523390458
ACH-000843,-0.697088131627
ACH-000846,-0.513510106066
ACH-000847,-0.7370273311319999
ACH-000848,-0.680251462129
ACH-000849,-0.8601468651809999
ACH-000851,-0.7623593324250001
ACH-000855,-0.720555461235
ACH-000856,-0.7326839202609999
ACH-000858,-0.8575469526430001
ACH-000859,-0.46731815567
ACH-000861,-0.462928339477
ACH-000862,-0.654795549667
ACH-000865,-0.629707858283
ACH-000866,-0.8159532684999999
ACH-000867,-0.635342290765
ACH-000869,-0.583981761684
ACH-000872,-0.795575313601
ACH-000873,-0.8558330484540001
ACH-000876,-0.5687902452629999
ACH-000878,-0.655861211535
ACH-000880,-0.784165194472
ACH-000881,-0.780691743577
ACH-000882,-0.619137329023
ACH-000884,-0.8072315457029999
ACH-000885,-0.7228579535519999
ACH-000887,-0.574713507174
ACH-000888,-0.755259497846
ACH-000889,-0.741627231822
ACH-000890,-0.718271813975
ACH-000896,-0.744061050029
ACH-000898,-0.706762719442
ACH-000900,-0.68569377957
ACH-000901,-0.679596115917
ACH-000905,-0.655990174505
ACH-000906,-0.7466318321250001
ACH-000907,-0.471018041607
ACH-000910,-0.950336444416
ACH-000911,-0.857176151963
ACH-000912,-0.6611584974279999
ACH-000913,-0.6054269451309999
ACH-000915,-0.7532553596379999
ACH-000916,-1.0891619858200001
ACH-000917,-0.673218120004
ACH-000921,-0.837644079657
ACH-000924,-0.6713615068209999
ACH-000926,-0.43505557822200003
ACH-000928,-0.6384348755170001
ACH-000929,-0.777558693203
ACH-000932,-0.701111286806
ACH-000935,-0.5726442002359999
ACH-000936,-0.784177478849
ACH-000937,-0.8180050088680001
ACH-000938,-0.676551774466
ACH-000939,-0.42772067910899997
ACH-000941,-0.827653278914
ACH-000943,-0.711331974692
ACH-000946,-0.7952071447589999
ACH-000947,-0.714795990872
ACH-000948,-0.784329517666
ACH-000950,-0.7187463762090001
ACH-000953,-0.7601779240469999
ACH-000957,-0.9250521914480001
ACH-000958,-0.743484948971
ACH-000960,-0.545774995362
ACH-000963,-0.993435364046
ACH-000968,-0.851347300968
ACH-000969,-1.06556414798
ACH-000973,-0.803707617041
ACH-000974,-0.59630161418
ACH-000975,-0.895241947088
ACH-000976,-0.554103958128
ACH-000978,-0.7744453139249999
ACH-000980,-0.6739542518800001
ACH-000984,-0.839617954867
ACH-000986,-0.691145708687
ACH-000988,-0.6107299539150001
ACH-000993,-0.533650869346
ACH-000994,-1.0927756293700002
ACH-000996,-0.673599342493
ACH-001001,-0.8106096059319999
ACH-001020,-0.673333257622
ACH-001028,-0.614034147847
ACH-001031,-0.5591546955100001
ACH-001038,-0.866332306972
ACH-001048,-0.6632041205899999
ACH-001050,-0.7239710412720001
ACH-001053,-0.44149087499899997
ACH-001054,-0.588944392191
ACH-001061,-0.840371531686
ACH-001067,-0.514386310824
ACH-001075,-0.52030095494
ACH-001096,-0.602655652643
ACH-001128,-0.804284543534
ACH-001134,-0.6424154921190001
ACH-001151,-0.613559542448
ACH-001163,-0.877882518043
ACH-001164,-0.523310646007
ACH-001173,-0.677306350123
ACH-001183,-0.5927963007779999
ACH-001184,-0.624870950997
ACH-001190,-0.8071963400550001
ACH-001192,-0.6404108117180001
ACH-001193,-0.507614351664
ACH-001196,-0.723762527405
ACH-001197,-0.712670223731
ACH-001205,-0.296061636378
ACH-001211,-0.632294584857
ACH-001212,-0.569755097093
ACH-001228,-0.8219139642209999
ACH-001232,-0.666446889905
ACH-001239,-0.867253406177
ACH-001274,-1.03771537581
ACH-001275,-0.713898053351
ACH-001277,-0.747491095086
ACH-001278,-0.741510132142
ACH-001280,-0.534038715168
ACH-001283,-0.42839930729599995
ACH-001289,-0.523915145751
ACH-001295,-0.5186473962129999
ACH-001300,-0.589303496841
ACH-001301,-0.766618935132
ACH-001302,-0.35627300240800003
ACH-001303,-0.743548045516
ACH-001306,-0.529475451601
ACH-001318,-0.722244518228
ACH-001322,-0.61519132321
ACH-001328,-0.692971737546
ACH-001332,-0.663113385865
ACH-001333,-0.86039211472
ACH-001336,-0.549678521571
ACH-001340,-0.554676787959
ACH-001346,-0.50736396484
ACH-001353,-0.604732150745
ACH-001354,-0.39597036159800003
ACH-001367,-0.659495390483
ACH-001368,-0.5156808898699999
ACH-001374,-0.245541334042
ACH-001375,-0.534832036062
ACH-001377,-0.551539309025
ACH-001380,-0.8014803035100001
ACH-001391,-0.534882359828
ACH-001407,-0.5574947467920001
ACH-001408,-0.512372861081
ACH-001413,-0.522795755192
ACH-001430,-0.772776194199
ACH-001431,-0.629632838915
ACH-001450,-0.604888170907
ACH-001496,-0.41655548421800004
ACH-001500,-0.63699667927
ACH-001521,-0.505072308498
ACH-001523,-0.575243851858
ACH-001532,-0.526501814616
ACH-001536,-0.575982557396
ACH-001550,-0.848797846001
ACH-001552,-0.527791227788
ACH-001554,-0.8809329447419999
ACH-001645,-0.8360326772059999
ACH-001654,-0.5994663947760001
ACH-001715,-0.7560969750759999
ACH-001735,-0.643449088455
ACH-001736,-0.42526510823799996
ACH-001737,-0.800365591492
ACH-001740,-0.442263918243
ACH-001745,-0.753039769825
ACH-001750,-0.925723149015
ACH-001765,-0.8183450628919999
ACH-001956,-0.556594989926
ACH-001957,-0.734003744157
