,MPHOSPH6 (10200)
ACH-000004,-0.770933473003
ACH-000007,-0.20444664392099998
ACH-000009,-0.279235376253
ACH-000011,-0.549272729623
ACH-000012,-0.338284259907
ACH-000013,-0.606432340086
ACH-000014,-0.538018067517
ACH-000015,-0.208206923257
ACH-000017,-0.717597670175
ACH-000018,-0.459848424535
ACH-000019,-0.19110945179000002
ACH-000021,-0.252512451767
ACH-000022,-0.15530650197100002
ACH-000025,-0.596851510645
ACH-000028,-0.22120273043299998
ACH-000030,-0.40486494929899997
ACH-000035,-0.46706533419
ACH-000036,-0.283611066508
ACH-000037,-0.5726584702090001
ACH-000039,-0.312987504613
ACH-000040,-0.162309713719
ACH-000041,-0.0567388695694
ACH-000042,-0.355248594634
ACH-000045,-0.223388739965
ACH-000047,-0.283535543687
ACH-000052,-0.5650052885010001
ACH-000053,-0.321307586992
ACH-000054,-0.41724502621799997
ACH-000055,-0.308737449713
ACH-000060,-0.368068836585
ACH-000067,-0.256494326968
ACH-000070,-0.320452624616
ACH-000075,-0.50117429975
ACH-000078,-0.525813448021
ACH-000082,-0.20291871037599998
ACH-000085,-0.354332117763
ACH-000086,-0.45299942992799996
ACH-000087,-0.755189239872
ACH-000092,-0.386828310866
ACH-000095,-0.438491195216
ACH-000097,-0.618977724378
ACH-000098,-0.53699936197
ACH-000099,-0.305215945955
ACH-000108,-0.147608517943
ACH-000113,-0.45238726726800005
ACH-000115,-0.7255238369320001
ACH-000116,-0.306777673406
ACH-000118,-0.310211575031
ACH-000120,-0.444597303432
ACH-000123,-0.34515890023699997
ACH-000127,-0.320236500775
ACH-000128,-0.40864797874200004
ACH-000132,-0.908499061617
ACH-000133,-0.354754361363
ACH-000137,-0.416612185405
ACH-000138,-0.260507988412
ACH-000142,-0.542807546277
ACH-000143,-0.13488238909000003
ACH-000146,-0.363692789427
ACH-000148,-0.11563414921199999
ACH-000150,-0.151378646783
ACH-000152,-0.325847893298
ACH-000153,-0.478070790133
ACH-000159,-0.27844545764199996
ACH-000160,-0.513538780721
ACH-000163,-0.227803346489
ACH-000167,-0.401201179127
ACH-000168,-0.27400308893
ACH-000169,-0.34985835772
ACH-000178,-0.264818417312
ACH-000182,-0.277239295684
ACH-000183,-0.345573671889
ACH-000188,-0.44539465589500005
ACH-000189,-0.607966695362
ACH-000190,0.07515480651760001
ACH-000198,-0.13152533582
ACH-000204,-0.471487902631
ACH-000206,-0.374333846505
ACH-000207,-0.544119528898
