,TNF (7124)
ACH-000004,-0.158886857587
ACH-000007,-0.473701445823
ACH-000009,-0.136380656281
ACH-000011,-0.280364753357
ACH-000012,-0.0640944394767
ACH-000013,-0.21357663136500002
ACH-000014,-0.107224543827
ACH-000015,0.053513021173
ACH-000017,-0.27179555964
ACH-000018,-0.0430658461563
ACH-000019,-0.299413844286
ACH-000021,-0.19578856303300002
ACH-000022,-0.246456171378
ACH-000025,0.020188893866400003
ACH-000028,-0.241518553737
ACH-000030,-0.132585660558
ACH-000035,-0.133752307903
ACH-000036,-0.26325190775699997
ACH-000037,-0.107139971401
ACH-000039,0.378756028789
ACH-000040,0.0439333219307
ACH-000041,-0.0507125288544
ACH-000042,0.012886089184900001
ACH-000045,-0.2529399979
ACH-000047,-0.0620310463387
ACH-000052,-0.0778328108038
ACH-000053,-0.057345118958800005
ACH-000054,-0.144721706096
ACH-000055,-0.0672531428147
ACH-000060,-0.20016871815
ACH-000067,-0.280545174705
ACH-000070,-0.0836640520025
ACH-000075,-0.38827920789399994
ACH-000078,-0.236448982436
ACH-000082,-0.118929205238
ACH-000085,-0.0620063779129
ACH-000086,-0.117380116061
ACH-000087,-0.291397588295
ACH-000092,-0.188695989647
ACH-000095,-0.24261127881900002
ACH-000097,-0.21072255370700002
ACH-000098,-0.197763777384
ACH-000099,-0.149791401653
ACH-000108,0.0362089122966
ACH-000113,-0.210403098538
ACH-000115,-0.20148187575800003
ACH-000116,-0.12143555589999999
ACH-000118,-0.0729118202602
ACH-000120,-0.20403901365899998
ACH-000123,-0.0141269834338
ACH-000127,-0.283026945021
ACH-000128,-0.26136057030000004
ACH-000132,-0.12897565571900002
ACH-000133,-0.333320220394
ACH-000137,-0.36996509493199997
ACH-000138,-0.11904931245400001
ACH-000142,-0.267595277667
ACH-000143,-0.266488918321
ACH-000146,-0.0662629256274
ACH-000148,-0.09750440484680001
ACH-000150,-0.0530869317446
ACH-000152,-0.253354793774
ACH-000153,-0.12301889581499999
ACH-000159,-0.33272717634599996
ACH-000160,-0.149460239666
ACH-000163,-0.029167876912599998
ACH-000167,0.37248701344400004
ACH-000168,-0.0941402581909
ACH-000169,-0.09714986006529999
ACH-000178,-0.05231877356819999
ACH-000182,-0.314926310501
ACH-000183,-0.326473042639
ACH-000188,-0.310671229335
ACH-000189,-0.0481887529717
ACH-000190,-0.384992821055
ACH-000198,-0.258671219751
ACH-000204,-0.08931801379519999
ACH-000206,-0.366721523763
ACH-000207,0.107246285342
ACH-000211,-0.35838100433200004
ACH-000215,-0.056566582769499996
ACH-000221,-0.0325692917449
ACH-000222,0.24131007813900002
ACH-000223,-0.27918103653
ACH-000226,0.035179515786599995
ACH-000227,-0.42554422911399997
ACH-000228,-0.271808784179
ACH-000231,-0.321042440959
ACH-000232,-0.0667450750095
ACH-000233,-0.0819183355041
ACH-000234,-0.243585709683
ACH-000235,-0.198972801929
ACH-000237,-0.078847899994
ACH-000238,-0.26158709587900003
ACH-000243,-0.00020862441201499997
ACH-000244,-0.178385810763
ACH-000246,-0.35886711053099996
ACH-000248,-0.224115026411
ACH-000250,-0.325009079657
ACH-000251,-0.153191360576
ACH-000253,-0.32440938906399996
ACH-000255,-0.20977433733399997
ACH-000256,-0.11438048422199999
ACH-000257,-0.0991579383587
ACH-000258,-0.244877798654
ACH-000259,-0.100647872814
ACH-000260,-0.0673303742337
ACH-000261,-0.108817630774
ACH-000262,-0.416616164774
ACH-000263,-0.43417145967299997
ACH-000264,-0.165499096175
ACH-000265,-0.146660920505
ACH-000266,-0.256517304176
ACH-000272,-0.004066303588349999
ACH-000273,-0.242082348743
ACH-000274,-0.39437343082500004
ACH-000277,-0.53285316242
ACH-000278,-0.12041721480499999
ACH-000279,0.09977869916780001
ACH-000280,-0.145850140863
ACH-000281,-0.0484521479973
ACH-000288,-0.179929515084
ACH-000291,0.050057478134399994
ACH-000293,-0.32805844819
ACH-000294,0.06650802035230001
ACH-000295,-0.289188799062
ACH-000296,-0.00873663420676
ACH-000302,-0.0324118738827
ACH-000304,-0.5143192021090001
ACH-000307,-0.13803706111300001
ACH-000308,-0.084192729463
ACH-000310,0.16712539560200002
ACH-000311,-0.11129241060900001
ACH-000312,0.029282482754
ACH-000315,0.213799349185
ACH-000316,-0.266317864753
ACH-000317,-0.10442323304199999
ACH-000318,-0.0864436236737
ACH-000319,-0.195401299625
ACH-000320,-0.21887157998799997
ACH-000322,-0.170731853519
ACH-000323,-0.151373278247
ACH-000324,-0.158220915557
ACH-000329,-0.08744032379899999
ACH-000330,-0.16389090895
ACH-000331,-0.300900308714
ACH-000332,-0.172024109019
ACH-000334,0.11374245186200001
ACH-000335,-0.277853106556
ACH-000336,-0.181538306497
ACH-000337,-0.000645143433994
ACH-000339,-0.0544493032861
ACH-000341,-0.0386137349947
ACH-000348,-0.0414129766223
ACH-000350,-0.178771896703
ACH-000352,-0.08725314465739999
ACH-000356,-0.132570169336
ACH-000361,-0.0858038871675
ACH-000362,-0.236885828143
ACH-000363,-0.114015036689
ACH-000364,0.0744012446117
ACH-000365,-0.0583123392507
ACH-000366,-0.15422410835
ACH-000368,0.0281442262573
ACH-000374,-0.07138316080289998
ACH-000375,0.0157453645696
ACH-000376,-0.17196986454500002
ACH-000381,-0.044549591668300005
ACH-000383,-0.420621061819
ACH-000387,-0.230992347077
ACH-000389,-0.08560278810139998
ACH-000390,-0.027793629509799998
ACH-000393,-0.248648762247
ACH-000395,-0.34355800202799996
ACH-000397,-0.426491910808
ACH-000401,0.057519942993400006
ACH-000402,-0.09418826121960001
ACH-000403,-0.27745326564399997
ACH-000404,-0.556253230524
ACH-000406,-0.180994425949
ACH-000407,0.014613279581899999
ACH-000408,-0.0844374074673
ACH-000410,-0.0850700347206
ACH-000411,-0.15348548773600001
