,SRFBP1 (153443)
ACH-000004,-0.651632908142
ACH-000007,-1.0534732109799998
ACH-000009,-0.664291569861
ACH-000011,-1.20752395898
ACH-000012,-0.920502201731
ACH-000013,-0.908448542338
ACH-000014,-0.8913615947329999
ACH-000015,-1.29943276738
ACH-000017,-0.887307598427
ACH-000018,-0.878107019297
ACH-000019,-0.8688103149240001
ACH-000021,-0.9153848376389999
ACH-000022,-0.862204551383
ACH-000025,-0.9556841451450001
ACH-000028,-1.2790634264899998
ACH-000030,-1.09899794633
ACH-000035,-0.8202655320319999
ACH-000036,-0.9264098091509999
ACH-000037,-0.90451609582
ACH-000039,-0.6829001629620001
ACH-000040,-1.03122165351
ACH-000041,-0.762226743896
ACH-000042,-0.616607742357
ACH-000045,-1.19437532248
ACH-000047,-1.24559316483
ACH-000052,-1.08801170869
ACH-000053,-0.911712213505
ACH-000054,-1.05293006891
ACH-000055,-0.808700520945
ACH-000060,-0.756402338417
ACH-000067,-0.993212189366
ACH-000070,-1.0799734792
ACH-000075,-1.10605722391
ACH-000078,-1.2007424624299998
ACH-000082,-0.7325475368880001
ACH-000085,-0.904020367504
ACH-000086,-1.23528631045
ACH-000087,-1.39625670178
ACH-000092,-0.991113916938
ACH-000095,-1.025069947
ACH-000097,-1.1621972269399998
ACH-000098,-0.9427838983679999
ACH-000099,-0.983876439714
ACH-000108,-0.988498844427
ACH-000113,-1.00145600426
ACH-000115,-0.552118938756
ACH-000116,-1.59123817216
ACH-000118,-0.994731554364
ACH-000120,-0.732810216185
ACH-000123,-0.916363775038
ACH-000127,-1.13370472922
ACH-000128,-0.970136583663
ACH-000132,-0.753490097301
ACH-000133,-0.8702087474860001
ACH-000137,-1.11595066369
ACH-000138,-0.785027423591
ACH-000142,-1.12378791371
ACH-000143,-1.07607961529
ACH-000146,-0.9895344451170001
ACH-000148,-1.11094405852
ACH-000150,-1.24208547006
ACH-000152,-0.651037537156
ACH-000153,-1.19307800777
ACH-000159,-0.938238793171
ACH-000160,-1.33464752044
ACH-000163,-1.41631788302
ACH-000167,-1.24820812568
ACH-000168,-0.8711690155230001
ACH-000169,-1.1251610784200001
ACH-000178,-0.902139227234
ACH-000182,-1.2447343486
ACH-000183,-0.7405141810089999
ACH-000188,-0.977220367957
ACH-000189,-0.898604508375
ACH-000190,-1.24584901544
ACH-000198,-0.9707374822849999
ACH-000204,-1.0601129012600001
ACH-000206,-0.909207612799
ACH-000207,-0.897872084709
ACH-000211,-0.947701874662
ACH-000215,-1.2150466491399998
ACH-000221,-0.864906964799
ACH-000222,-0.65389474585
ACH-000223,-0.752347778365
ACH-000226,-1.10736216532
ACH-000227,-0.760259677349
ACH-000228,-0.871678853915
ACH-000231,-1.09904768646
ACH-000232,-1.1109941918700001
ACH-000233,-0.851453923356
ACH-000234,-0.989363083452
ACH-000235,-1.1252221142399998
ACH-000237,-1.1767760264899998
ACH-000238,-1.02835458215
ACH-000243,-1.0823969693100002
ACH-000244,-0.892023195343
ACH-000246,-1.01805015869
ACH-000248,-0.8211199622830001
ACH-000250,-1.0872080309
ACH-000251,-0.823597628333
ACH-000253,-0.7736262226839999
ACH-000255,-1.05813869028
ACH-000256,-1.04786051685
ACH-000257,-0.861418457378
ACH-000258,-1.9049156079099998
ACH-000259,-1.00329532547
ACH-000260,-1.09687220008
ACH-000261,-0.9000496298790001
ACH-000262,-0.761859245266
ACH-000263,-0.400172461593
ACH-000264,-0.859277241479
ACH-000265,-1.08715082
ACH-000266,-0.678460279028
ACH-000272,-0.893360294365
ACH-000273,-0.7155983613510001
ACH-000274,-1.1757461772
ACH-000277,-0.744538216991
ACH-000278,-1.3004292234000001
ACH-000279,-0.542178785519
ACH-000280,-0.877865907651
ACH-000281,-0.9279267156200001
ACH-000288,-0.8979230539219999
ACH-000291,-1.16972857743
ACH-000293,-0.946442963527
ACH-000294,-0.8341261633310001
ACH-000295,-0.451684415513
ACH-000296,-1.07037286009
ACH-000302,-0.7563974523899999
ACH-000304,-1.20823884417
ACH-000307,-0.762048192339
ACH-000308,-0.437607055675
ACH-000310,-0.804788592973
ACH-000311,-1.2819570285
ACH-000312,-0.7750149771279999
ACH-000315,-1.05348907859
ACH-000316,-1.2592122366
ACH-000317,-1.10016949483
ACH-000318,-1.02531779211
ACH-000319,-1.0531132970000001
ACH-000320,-0.9846570785430001
ACH-000322,-0.853747549981
ACH-000323,-0.766934709807
ACH-000324,-0.9333484314560001
ACH-000329,-1.0109864473999999
ACH-000330,-0.922308288089
ACH-000331,-1.1974792922700002
ACH-000332,-0.9362745348289999
ACH-000334,-0.594859278685
ACH-000335,-1.0214913726200001
ACH-000336,-1.00589990281
ACH-000337,-0.832681669928
ACH-000339,-1.13497397464
ACH-000341,-1.10732554114
ACH-000348,-0.9477279611120001
ACH-000350,-0.745015526751
ACH-000352,-0.848591387842
ACH-000356,-1.1905478158
ACH-000361,-1.14686648477
ACH-000362,-1.15981022844
ACH-000363,-0.332836177994
ACH-000364,-1.0899324224299998
ACH-000365,-0.981967424297
ACH-000366,-1.0
ACH-000368,-0.8660993419230001
ACH-000374,-0.590882350385
ACH-000375,-1.1195781383499999
ACH-000376,-0.990738272427
ACH-000381,-0.69396542837
ACH-000383,-0.804378831643
ACH-000387,-0.7182466546420001
ACH-000389,-1.093826016
ACH-000390,-0.814638945589
ACH-000393,-0.876234271309
ACH-000395,-1.0389862838400001
ACH-000397,-0.527026680599
ACH-000401,-0.9231394887119999
ACH-000402,-0.616931606773
ACH-000403,-0.5410125014689999
ACH-000404,-0.8473102064370001
ACH-000406,-1.1250970272
ACH-000407,-1.0823737513200002
ACH-000408,-1.26789460593
ACH-000410,-1.1993512979899998
ACH-000411,-1.33303010657
ACH-000414,-1.14650948672
ACH-000415,-1.08685519581
ACH-000416,-1.2137175629999999
ACH-000420,-1.14581229759
ACH-000421,-0.8663412565299999
ACH-000424,-1.1575007435
ACH-000425,-1.15062355206
ACH-000426,-0.6869932067110001
ACH-000427,-0.6062669296850001
ACH-000433,-0.8230567843600001
ACH-000436,-0.5925599180969999
ACH-000444,-1.02335577582
ACH-000445,-0.5745752486410001
ACH-000448,-1.2611428452200002
ACH-000450,-1.24828293131
ACH-000452,-0.918660099363
ACH-000454,-1.05820638935
ACH-000458,-0.7276817830679999
ACH-000459,-1.4910936210699999
ACH-000460,-0.9617834224799999
ACH-000461,-0.896746561494
ACH-000463,-1.04148200307
ACH-000464,-0.905027501303
ACH-000466,-0.709212877876
ACH-000467,-0.39399681841
ACH-000468,-0.838546798493
ACH-000469,-1.1760078332200001
ACH-000470,-0.61222634939
ACH-000471,-1.13440619307
ACH-000472,-0.5892555397479999
ACH-000473,-0.809457201408
ACH-000475,-0.9104195116279999
ACH-000476,-0.7261707095119999
ACH-000477,-1.6628956415399998
ACH-000480,-1.10679709456
ACH-000481,-0.7344029107879999
ACH-000483,-0.920231812946
ACH-000484,-0.85515117941
ACH-000485,-0.9631899604719999
ACH-000486,-1.2631332792299999
ACH-000487,-0.482377083969
ACH-000488,-1.0016104614399999
ACH-000490,-1.01089107829
ACH-000491,-1.22378084699
ACH-000495,-1.11042514017
ACH-000496,-0.9176282919859999
ACH-000499,-1.2285166757200001
ACH-000500,-1.62266209194
ACH-000502,-1.12505571158
ACH-000503,-1.11386270244
ACH-000505,-0.8701253815090001
ACH-000507,-1.01162547314
ACH-000510,-0.8775117191509999
ACH-000511,-0.8664816792460001
ACH-000512,-0.561826900313
ACH-000516,-0.881052771964
ACH-000517,-1.08086473724
