,NFKB2 (4791)
ACH-000004,-0.37616664071999995
ACH-000007,-0.27427783516
ACH-000009,-0.195250802478
ACH-000011,-0.184612466062
ACH-000012,-0.263988012419
ACH-000013,-0.133944108182
ACH-000014,-0.023295644342400005
ACH-000015,-0.284709154595
ACH-000017,-0.32855129244000003
ACH-000018,-0.0717285450637
ACH-000019,0.032608869924499996
ACH-000021,-0.0910271993822
ACH-000022,-0.487337042689
ACH-000025,-0.0759834458988
ACH-000028,-0.149321288511
ACH-000030,-0.36188276016500004
ACH-000035,-0.134419481344
ACH-000036,-0.124232739343
ACH-000037,-0.336946484315
ACH-000039,-0.200098421512
ACH-000040,-0.327829761778
ACH-000041,-0.25759851348900004
ACH-000042,-0.055642036578199994
ACH-000045,-0.388363825053
ACH-000047,-0.309059515008
ACH-000052,0.19355323608
ACH-000053,-0.77064676481
ACH-000054,-0.274910356303
ACH-000055,-0.16953051344300002
ACH-000060,-0.395074448819
ACH-000067,0.0359128421064
ACH-000070,-0.508171559577
ACH-000075,-0.249715665068
ACH-000078,-0.260391525862
ACH-000082,-0.11137743817700001
ACH-000085,-0.1281732248
ACH-000086,-0.349104791955
ACH-000087,-0.17277339811700002
ACH-000092,-0.130789096436
ACH-000095,-0.317603978248
ACH-000097,-0.268545293768
ACH-000098,-0.27654493782699996
ACH-000099,-0.256416292986
ACH-000108,-0.0574493235943
ACH-000113,-0.22201722635
ACH-000115,-0.521587621095
ACH-000116,-0.142900187721
ACH-000118,-0.41028268776
ACH-000120,-0.46535470923699995
ACH-000123,-0.307447288306
ACH-000127,-0.144910408783
ACH-000128,-0.25454408991099997
ACH-000132,-0.284023435429
ACH-000133,-0.172607520724
ACH-000137,-0.30474831432599997
ACH-000138,-0.523569717522
ACH-000142,-0.173087421845
ACH-000143,-0.386636238591
ACH-000146,-0.29235981272
ACH-000148,-0.362074582719
ACH-000150,-0.0480322067952
ACH-000152,-0.248874144
ACH-000153,0.0216640529454
ACH-000159,-0.44915995180699997
ACH-000160,-0.28436514634599996
ACH-000163,-0.0753489799448
