,SSBP1 (6742)
ACH-000004,-0.41670214081699997
ACH-000007,-0.255695128918
ACH-000009,-0.5706411200320001
ACH-000011,-0.351753348139
ACH-000012,-0.8558036833399999
ACH-000013,-0.521250702617
ACH-000014,-0.319961717318
ACH-000015,-0.666382644806
ACH-000017,-0.42099908854999996
ACH-000018,-0.499587048697
ACH-000019,-0.373207908371
ACH-000021,-0.536716540978
ACH-000022,-0.505216133822
ACH-000025,-0.49377039108599996
ACH-000028,-0.7723076430949999
ACH-000030,-0.353580226773
ACH-000035,-0.7257353399850001
ACH-000036,-0.10346246611
ACH-000037,-0.701275129868
ACH-000039,-0.205614241774
ACH-000040,-0.390449109277
ACH-000041,-0.293084177573
ACH-000042,-0.347701375204
ACH-000045,-0.740727733216
ACH-000047,-0.601228959658
ACH-000052,-0.228891157738
ACH-000053,-0.322555704716
ACH-000054,-0.359052798296
ACH-000055,-0.416677904308
ACH-000060,-0.44911705238899996
ACH-000067,-0.18321270099599998
ACH-000070,-0.8018320844619999
ACH-000075,-0.4440224648899999
ACH-000078,-0.319522190869
ACH-000082,-0.36926147484
ACH-000085,-0.5255268884000001
ACH-000086,-0.9861086415270001
ACH-000087,-0.391336811285
ACH-000092,-0.275076562631
ACH-000095,-0.165143558244
ACH-000097,-0.356445188063
ACH-000098,-0.47378336701800006
ACH-000099,-0.752571216481
ACH-000108,-0.36381762554200003
ACH-000113,-0.740470580645
ACH-000115,-0.48535427526600006
ACH-000116,-0.58887819873
ACH-000118,-0.8029299386059999
ACH-000120,-0.391535823901
ACH-000123,-0.5058749750320001
ACH-000127,-0.784122495256
ACH-000128,-0.820302450068
ACH-000132,-0.52671945453
ACH-000133,-0.46322747817000004
ACH-000137,-0.367029266532
ACH-000138,-0.48844883950900003
ACH-000142,-0.426328837535
ACH-000143,-0.49853651370499996
ACH-000146,-0.393150520443
ACH-000148,-0.7155540413339999
ACH-000150,-0.891984814909
ACH-000152,-0.420639121174
ACH-000153,-0.684212400526
ACH-000159,-0.469050341574
ACH-000160,-0.600601899229
ACH-000163,-0.550541713795
ACH-000167,-0.7375869254790001
ACH-000168,-0.33688334835600003
ACH-000169,-0.519310914441
ACH-000178,-0.556657754915
ACH-000182,-0.985328323862
ACH-000183,-0.315851300231
ACH-000188,-0.62308098887
ACH-000189,-0.83029126528
ACH-000190,-0.566811827782
ACH-000198,-0.645262233624
ACH-000204,-0.630478799572
ACH-000206,-0.382667606516
ACH-000207,-0.6789375341380001
ACH-000211,-0.29981163561
ACH-000215,-0.5386267235459999
ACH-000221,-0.891677376186
ACH-000222,-0.117437365547
ACH-000223,-0.634296430969
ACH-000226,-0.506694119645
ACH-000227,-0.739251656727
ACH-000228,-0.516920743825
ACH-000231,-0.571921435237
ACH-000232,-0.902041477129
ACH-000233,-0.517148680764
ACH-000234,-0.784010739428
ACH-000235,-0.47028891182800003
ACH-000237,-0.284060277835
ACH-000238,-0.6890996314229999
ACH-000243,-0.404181056416
ACH-000244,-0.497179378834
ACH-000246,-0.531111317541
ACH-000248,-0.305571531339
ACH-000250,-0.35999087585699996
ACH-000251,-0.657296534034
ACH-000253,-0.442791017912
ACH-000255,-0.478130725042
ACH-000256,-0.32083533124
ACH-000257,-0.442533140168
ACH-000258,-0.7183472387950001
ACH-000259,-0.7167321015289999
ACH-000260,-0.34981835012400003
ACH-000261,-0.28743508860800004
ACH-000262,-0.619395605207
ACH-000263,-0.7213140972959999
ACH-000264,-0.476240402526
ACH-000265,-0.735455655822
ACH-000266,-0.20278330608399997
ACH-000272,-0.574413563708
ACH-000273,-0.504961242643
ACH-000274,-0.53360295183
ACH-000277,-0.587930814688
ACH-000278,-0.337645115735
ACH-000279,-0.5421545911729999
ACH-000280,-0.496950145278
ACH-000281,-0.544187432852
ACH-000288,-0.690472695086
ACH-000291,-0.570620243694
ACH-000293,-0.658388081785
ACH-000294,-0.219754276052
ACH-000295,-0.570237586435
ACH-000296,-0.728509134305
ACH-000302,-0.489390908965
ACH-000304,-0.747491227023
ACH-000307,-0.5446428408489999
ACH-000308,-0.51815601225
ACH-000310,-0.434951500334
ACH-000311,-0.304021657919
ACH-000312,-0.505199557813
ACH-000315,-0.501769579941
ACH-000316,-0.364580905532
ACH-000317,-1.14494794215
ACH-000318,-0.574495135552
ACH-000319,-0.31336143203
ACH-000320,-0.41309122108499996
ACH-000322,-0.39885748677199995
ACH-000323,-0.580083253688
ACH-000324,-0.556994531925
ACH-000329,-0.64102729125
ACH-000330,-0.661382713451
ACH-000331,-0.659136683905
ACH-000332,-0.12129940245
ACH-000334,-0.442903218182
ACH-000335,-0.6892593154150001
ACH-000336,-0.720531918379
ACH-000337,-0.605967541282
ACH-000339,-0.42191587655199997
ACH-000341,-0.495742598177
ACH-000348,-0.522375430419
ACH-000350,-0.648914789947
ACH-000352,-0.42037418219300005
ACH-000356,-0.601642359366
ACH-000361,-0.493743606936
ACH-000362,-0.40058400371200004
ACH-000363,-0.373463721219
ACH-000364,-0.780959798111
ACH-000365,-0.47180433787
ACH-000366,-0.440860770702
ACH-000368,-0.531505598563
ACH-000374,-0.957610821054
ACH-000375,-0.32924942200999996
ACH-000376,-0.709724293031
ACH-000381,-0.618731336668
ACH-000383,-0.651878422889
ACH-000387,-0.437651807285
ACH-000389,-0.161370006548
ACH-000390,-0.49392285412299997
ACH-000393,-0.287641550557
ACH-000395,-0.231791139611
ACH-000397,-0.262072115387
ACH-000401,-0.22409932349199999
ACH-000402,-0.405546248202
