,HGS (9146)
ACH-000004,-0.805741843918
ACH-000007,-0.438604663297
ACH-000009,-0.6579897470180001
ACH-000011,-0.527854418206
ACH-000012,-0.847076461302
ACH-000013,-0.50394039264
ACH-000014,-0.36739145079999996
ACH-000015,-0.531414110014
ACH-000017,-0.894062500997
ACH-000018,-0.593307376598
ACH-000019,-0.765488007567
ACH-000021,-0.8429710007950001
ACH-000022,-0.627153528956
ACH-000025,-0.461689263506
ACH-000028,-0.566589256739
ACH-000030,-0.754908908321
ACH-000035,-0.908658721381
ACH-000036,-0.820623886402
ACH-000037,-0.463630560824
ACH-000039,-0.85212585175
ACH-000040,-0.630488858145
ACH-000041,-0.34896183967600003
ACH-000042,-0.31373291039
ACH-000045,-0.715313791527
ACH-000047,-0.610809712278
ACH-000052,-0.6233099908399999
ACH-000053,-0.683544244587
ACH-000054,-0.768935139906
ACH-000055,-0.337266531558
ACH-000060,-0.48279394833899997
ACH-000067,-0.847891275351
ACH-000070,-0.906542065726
ACH-000075,-0.402741795697
ACH-000078,-0.64819230835
ACH-000082,-0.626501205531
ACH-000085,-0.843266637306
ACH-000086,-0.673753433063
ACH-000087,-0.657565440941
ACH-000092,-1.0312047397700002
ACH-000095,-0.5560726693860001
ACH-000097,-0.738895707325
ACH-000098,-0.109410299793
ACH-000099,-0.47768680787699996
ACH-000108,-0.7326995278139999
ACH-000113,-1.10189890598
ACH-000115,-0.531167962083
ACH-000116,-0.917983211332
ACH-000118,-0.7695511873459999
ACH-000120,-0.6629496742600001
ACH-000123,-0.756260610712
ACH-000127,-0.931442023483
ACH-000128,-0.731975143368
ACH-000132,-0.693411241248
ACH-000133,-0.899810624025
ACH-000137,-0.711435823769
ACH-000138,-0.86206681376
ACH-000142,-0.962060899502
ACH-000143,-0.302705410845
ACH-000146,-1.0816804872799999
ACH-000148,-0.928542430136
ACH-000150,-0.445322887008
ACH-000152,-0.9118381306119999
ACH-000153,-0.947098614458
ACH-000159,-0.8914350153030001
ACH-000160,-0.7408854423829999
ACH-000163,-0.9089392396449999
ACH-000167,-0.774240944447
ACH-000168,-0.939337403802
ACH-000169,-0.9012559254160001
ACH-000178,-0.828275152195
ACH-000182,-0.597654464676
ACH-000183,-0.7129197100519999
ACH-000188,-0.908190951628
ACH-000189,-0.890587021429
ACH-000190,-0.41793532758599994
ACH-000198,-0.880157337136
ACH-000204,-0.561380022427
ACH-000206,-0.80959845965
ACH-000207,-0.8391132882340001
ACH-000211,-0.669976479892
ACH-000215,-0.8609065555140001
ACH-000221,-0.419745836428
ACH-000222,-0.645596141913
ACH-000223,-0.9918522518790001
ACH-000226,-0.728523253339
ACH-000227,-0.699114364244
ACH-000228,-0.951701752033
ACH-000231,-0.348681495419
ACH-000232,-0.580292798829
ACH-000233,-1.08363935045
ACH-000234,-0.888814706203
ACH-000235,-0.896608654375
ACH-000237,-0.735443285214
ACH-000238,-0.940799663665
ACH-000243,-0.817722424567
ACH-000244,-0.62235021841
ACH-000246,-0.639227821661
ACH-000248,-0.662030429001
ACH-000250,-0.495047183618
ACH-000251,-0.458618119007
ACH-000253,-0.838515115542
ACH-000255,-0.8103292213590001
ACH-000256,-0.7468866854649999
ACH-000257,-0.746278783281
ACH-000258,-1.22587311251
ACH-000259,-0.576583536145
ACH-000260,-0.6978202924690001
ACH-000261,-0.544884497697
ACH-000262,-0.819444055105
ACH-000263,-0.908130890669
ACH-000264,-1.1223447477600001
ACH-000265,-0.485558780095
ACH-000266,-0.9126110814920001
ACH-000272,-0.9371612292679999
ACH-000273,-0.811856770308
ACH-000274,-0.311794349724
ACH-000277,-1.03309002609
ACH-000278,-0.753042548124
ACH-000279,-0.756099508648
ACH-000280,-0.719843774759
ACH-000281,-0.7092697950929999
ACH-000288,-0.863546425088
ACH-000291,-0.6077642114890001
ACH-000293,-1.46550232501
ACH-000294,-1.13654547778
ACH-000295,-1.01452679156
ACH-000296,-0.833068403857
ACH-000302,-0.869632909813
ACH-000304,-0.447944687885
ACH-000307,-0.633806080613
ACH-000308,-1.45949691292
ACH-000310,-0.776282972304
ACH-000311,-0.835619098178
ACH-000312,-0.852964061462
ACH-000315,-0.5549181105259999
ACH-000316,-0.6201682492939999
ACH-000317,-0.553957141734
ACH-000318,-0.606572896695
ACH-000319,-0.718505858204
ACH-000320,-0.819785238106
ACH-000322,-0.86200154341
ACH-000323,-1.11152824901
ACH-000324,-0.795362053165
ACH-000329,-0.571999464975
ACH-000330,-0.530523505564
ACH-000331,-0.735049366999
ACH-000332,-0.751509184047
ACH-000334,-0.578234084417
ACH-000335,-0.486786115836
ACH-000336,-0.37124542961199997
ACH-000337,-0.8303421857909999
ACH-000339,-0.9136356314409999
ACH-000341,-0.572432534689
ACH-000348,-0.5983305376829999
ACH-000350,-0.486158190207
ACH-000352,-0.8289954049420001
ACH-000356,-0.976492197903
ACH-000361,-0.348649811346
ACH-000362,-0.9370142670880001
ACH-000363,-0.624765348468
ACH-000364,-0.44346181658100003
ACH-000365,-0.815087659982
ACH-000366,-0.571479994874
ACH-000368,-0.820162390211
ACH-000374,-0.8619590974760001
ACH-000375,-0.662073252176
ACH-000376,-0.41795286321099995
ACH-000381,-0.572747176138
ACH-000383,-0.902120953067
ACH-000387,-0.8440169986030001
ACH-000389,-0.613485261888
ACH-000390,-0.555737490172
ACH-000393,-0.592391853239
ACH-000395,-1.05175571745
ACH-000397,-0.97832251075
ACH-000401,-0.7190176713609999
ACH-000402,-0.856025142093
ACH-000403,-0.968481184205
ACH-000404,-0.621501987585
ACH-000406,-0.921736700475
ACH-000407,-0.7042062458570001
ACH-000408,-0.707123750529
ACH-000410,-0.610049568462
ACH-000411,-0.740506758998
ACH-000414,-0.950384723083
ACH-000415,-0.7537848725309999
ACH-000416,-0.816019270425
ACH-000420,-0.7375359513590001
ACH-000421,-0.755893163799
ACH-000424,-0.7185809730730001
ACH-000425,-0.966463285046
ACH-000426,-0.7839063166210001
ACH-000427,-1.02340141154
ACH-000433,-0.516003805337
ACH-000436,-0.885794355864
ACH-000444,-0.250379454241
ACH-000445,-0.590880254899
ACH-000448,-1.09808954865
ACH-000450,-0.267862701997
ACH-000452,-0.666758496524
ACH-000454,-0.46913653454300003
ACH-000458,-0.8256136403290001
ACH-000459,-1.0359864771
ACH-000460,-0.858075858065
ACH-000461,-0.379248470772
ACH-000463,-0.7185470694499999
ACH-000464,-1.0190348597
ACH-000466,-0.9996940462180001
ACH-000467,-0.7424733537229999
ACH-000468,-0.794677843915
ACH-000469,-0.840734772773
ACH-000470,-0.7676613678730001
ACH-000471,-0.69794124051
ACH-000472,-0.93716171741
ACH-000473,-0.9998673693610001
ACH-000475,-0.89490147139
ACH-000476,-0.793832423203
ACH-000477,-0.107621596393
ACH-000480,-0.866230771407
ACH-000481,-0.8525767535400001
ACH-000483,-0.883494340202
ACH-000484,-0.716637610992
ACH-000485,-0.800628961345
ACH-000486,-0.6696724064899999
ACH-000487,-0.7525858245229999
ACH-000488,-0.808625121985
ACH-000490,-0.864274109504
ACH-000491,-0.553733553234
ACH-000495,-0.7610757805670001
ACH-000496,-0.849173998907
ACH-000499,-0.553152312466
ACH-000500,-0.241415416204
ACH-000502,-0.681579115803
ACH-000503,-0.470678132492
ACH-000505,-0.5688397877629999
ACH-000507,-0.804993308926
ACH-000510,-0.49114653286399995
ACH-000511,-0.823920338301
ACH-000512,-0.8909572785109999
ACH-000516,-0.695740807675
ACH-000517,-0.756037518793
ACH-000518,-0.879727114633
ACH-000520,-0.644755448959
ACH-000521,-0.8744689662289999
ACH-000522,-0.516136211958
ACH-000524,-1.3001984594299998
ACH-000527,-1.05293796949
ACH-000528,-0.7935273040299999
ACH-000537,-0.7995147522920001
ACH-000541,-0.609925773868
ACH-000542,-0.7488522793060001
ACH-000544,-0.8662635235349999
ACH-000545,-0.584567294419
ACH-000547,-0.442211735941
ACH-000548,-0.977214313639
ACH-000549,-0.564671486088
ACH-000550,-0.72466313142
ACH-000552,-0.736525107961
ACH-000556,-1.02573619505
ACH-000557,-1.02534012526
ACH-000570,-0.225790294311
ACH-000571,-0.819019154702
ACH-000573,-0.648028587518
ACH-000576,-0.8581842856440001
ACH-000580,-0.459259083265
ACH-000584,-0.80990164134
ACH-000585,-1.08125090373
ACH-000588,-0.8116524364030001
ACH-000589,-0.6427028461300001
ACH-000591,-0.796496351552
ACH-000593,-0.852520201134
ACH-000600,-1.0077671772399999
ACH-000601,-0.949129580766
ACH-000604,-0.5260017349589999
ACH-000605,-0.575070647358
ACH-000606,-0.496610357666
ACH-000608,-0.838809670795
ACH-000614,-0.508835573132
ACH-000616,-0.8118081589370001
ACH-000618,-0.7632768763689999
ACH-000619,-0.8509954834129999
ACH-000620,-0.7615394660889999
ACH-000621,-1.27874040856
ACH-000622,-0.629720458149
ACH-000623,-0.664509211321
ACH-000624,-0.712493546574
ACH-000627,-0.543509620963
ACH-000630,-0.7228731666120001
ACH-000632,-0.40482811151799997
ACH-000633,-1.0310586260899999
ACH-000637,-0.32932917252599997
ACH-000638,-0.540666941325
ACH-000646,-1.4335027601199999
ACH-000647,-0.638142632475
ACH-000648,-0.665804339555
ACH-000649,-0.7984220254269999
ACH-000651,-0.35685789783699995
ACH-000652,-0.468199738618
ACH-000653,-0.852359423695
ACH-000657,-0.7928085672399999
ACH-000658,-1.0064579570399999
ACH-000661,-0.367555549465
ACH-000662,-0.704270743686
ACH-000663,-0.673034695065
ACH-000665,-0.382983517797
ACH-000671,-0.660385245211
ACH-000673,-0.767915294134
ACH-000676,-0.7824958320379999
ACH-000677,-0.314997909352
ACH-000681,-0.6094286661330001
ACH-000682,-1.0095621086700002
ACH-000683,-0.966598625589
ACH-000684,-0.546548842012
ACH-000688,-0.998602453782
ACH-000693,-0.575372369424
ACH-000694,-0.6808401347930001
ACH-000695,-0.7945326476700001
ACH-000696,-0.779955992826
ACH-000697,-0.96719424216
ACH-000699,-0.906293182148
ACH-000701,-0.536430464436
ACH-000706,-0.7530409715109999
ACH-000711,-1.08901620187
ACH-000713,-0.797998145556
ACH-000714,-0.799334858391
ACH-000718,-0.8997776178329999
ACH-000720,-0.922977367194
ACH-000721,-0.6908507107430001
ACH-000724,-0.673639778147
ACH-000725,-0.838436989842
ACH-000732,-0.5551262136899999
ACH-000734,-0.669652117098
ACH-000735,-0.912462374148
ACH-000736,-0.59662015005
ACH-000738,-0.553329217309
ACH-000746,-0.569258524547
ACH-000747,-0.643997375911
ACH-000748,-0.398188332243
ACH-000753,-0.825444491031
ACH-000756,-0.714477616508
ACH-000757,-0.564926028668
ACH-000758,-0.6140864216049999
ACH-000760,-0.483416382704
ACH-000763,-0.885838867369
ACH-000764,-0.659887595194
ACH-000765,-0.4019310729300001
ACH-000766,-0.804382605914
ACH-000767,-0.765125320329
ACH-000768,-0.8653200807520001
ACH-000769,-0.679106202522
ACH-000770,-0.949006938912
ACH-000771,-0.8386542121449999
ACH-000773,-1.13625298343
ACH-000776,-0.928505240343
ACH-000777,-0.886333594124
ACH-000778,-1.0485635573999998
ACH-000781,-0.760221635238
ACH-000782,-0.858011012193
ACH-000783,-0.970356659216
ACH-000784,-0.667116351719
ACH-000785,-0.631329578022
ACH-000787,-0.68163565176
ACH-000788,-0.591017961769
ACH-000791,-0.621847646401
ACH-000792,-0.8901178624670001
ACH-000794,-0.931458407874
ACH-000796,-0.911252025764
ACH-000799,-1.10436555067
ACH-000800,-0.720400725148
ACH-000802,-0.6784062991750001
ACH-000804,-0.936217478889
ACH-000805,-0.533960895031
ACH-000809,-0.7214338675149999
ACH-000810,-0.851075463786
ACH-000811,-0.582550159463
ACH-000817,-0.716805480265
ACH-000819,-0.354973424935
ACH-000820,-0.695274388655
ACH-000821,-0.454601996556
ACH-000822,-1.254456058
ACH-000823,-0.760502800954
ACH-000824,-1.1184004623000001
ACH-000827,-0.71737898428
ACH-000829,-0.9613326757230001
ACH-000831,-0.41006309243199995
ACH-000832,-0.8666003052949999
ACH-000833,-0.7803237897390001
ACH-000834,-0.6990242532340001
ACH-000835,-0.535573865076
ACH-000836,-1.01562377506
ACH-000837,-0.880740827555
ACH-000838,-0.914187082238
ACH-000839,-0.8188259508849999
ACH-000840,-0.905056090157
ACH-000841,-0.873889987553
ACH-000843,-0.9440175584299999
ACH-000846,-0.951552300668
ACH-000847,-0.575252293434
ACH-000848,-0.580090900033
ACH-000849,-0.43796696902800003
ACH-000851,-1.01014798644
ACH-000855,-0.7888710179039999
ACH-000856,-0.608565405682
ACH-000858,-0.8233576056199999
ACH-000859,-0.876781294141
ACH-000861,-0.757552522042
ACH-000862,-0.927993937472
ACH-000865,-0.653179344424
ACH-000866,-0.510664585434
ACH-000867,-0.585848755799
ACH-000869,-0.9060255972490001
ACH-000872,-0.625818829545
ACH-000873,-0.739881987085
ACH-000876,-0.9839656318610001
ACH-000878,-0.205133856384
ACH-000880,-0.791764049873
ACH-000881,-0.7728441083750001
ACH-000882,-0.560254477473
ACH-000884,-0.182800704746
ACH-000885,-0.661463951045
ACH-000887,-1.06510673424
ACH-000888,-0.699490740776
ACH-000889,-0.648247810521
ACH-000890,-0.6674687957100001
ACH-000896,-0.708266663407
ACH-000898,-0.735389938733
ACH-000900,-0.544161501827
ACH-000901,-0.472847266162
ACH-000905,-0.550489352335
ACH-000906,-0.436409605456
ACH-000907,-0.8875821492649999
ACH-000910,-0.7774274715530001
ACH-000911,-0.7813667816140001
ACH-000912,-0.40630619379
ACH-000913,-0.519357870856
ACH-000915,-0.54298736854
ACH-000916,-1.03624200197
ACH-000917,-0.657571774338
ACH-000921,-0.772043031044
ACH-000924,-0.80625488996
ACH-000926,-0.60533704492
ACH-000928,-1.0672193809000001
ACH-000929,-0.7853994947149999
ACH-000932,-0.66211152195
ACH-000935,-0.748868418504
ACH-000936,-0.7450738375
ACH-000937,-1.19471139669
ACH-000938,-0.90730990031
ACH-000939,-0.779789405884
ACH-000941,-0.491432477971
ACH-000943,-0.566900118856
ACH-000946,-0.692719483327
ACH-000947,-0.8086450488629999
ACH-000948,-0.618726064999
ACH-000950,-0.590646949665
ACH-000953,-0.917749964187
ACH-000957,-0.8247666444380001
ACH-000958,-0.757309462149
ACH-000960,-1.09624765934
ACH-000963,-0.869344343384
ACH-000968,-0.0224538031887
ACH-000969,-0.677216064373
ACH-000973,-0.834963612958
ACH-000974,-0.767582167358
ACH-000975,-0.930184189412
ACH-000976,-0.851639508179
ACH-000978,-0.456983129954
ACH-000980,-0.6250612532190001
ACH-000984,-0.9650831963
ACH-000986,-0.983604356647
ACH-000988,-0.761636291173
ACH-000993,-0.846332570107
ACH-000994,-0.669018927188
ACH-000996,-0.682263197371
ACH-001001,-0.453685395821
ACH-001020,-0.799922620227
ACH-001028,-0.856951708015
ACH-001031,-0.758049431015
ACH-001038,-0.550572227403
ACH-001048,-0.254242711036
ACH-001050,-0.930658467158
ACH-001053,-0.6792357654269999
ACH-001054,-0.554925259236
ACH-001061,-0.863471624641
ACH-001067,-0.8085889706999999
