,HGS (9146)
ACH-001075,-0.68521683025
ACH-001096,-0.854494973821
ACH-001128,-1.13146446496
ACH-001134,-1.11897308069
ACH-001151,-1.00969686537
ACH-001163,-1.09258172123
ACH-001164,-0.683058186024
ACH-001173,-0.7551834567319999
ACH-001183,-0.8015186992569999
ACH-001184,-0.825880360422
ACH-001190,-0.614407677467
ACH-001192,-0.33345792868
ACH-001193,-0.825353706663
ACH-001196,-0.824713354072
ACH-001197,-0.950948620674
ACH-001205,-0.643234270151
ACH-001211,-0.915478818873
ACH-001212,-0.8794766498209999
ACH-001228,-0.776243437615
ACH-001232,-0.674409782485
ACH-001239,-0.43188333911399995
ACH-001274,-0.7588753664679999
ACH-001275,-0.803984784339
ACH-001277,-0.642842223049
ACH-001278,-0.770394057613
ACH-001280,-0.809104650587
ACH-001283,-0.472167607619
ACH-001289,-0.64156995888
ACH-001295,-0.49063372895499996
ACH-001300,-0.670908092212
ACH-001301,-0.577615222813
ACH-001302,-0.811471111161
ACH-001303,-1.0481342517899999
ACH-001306,-0.360864510449
ACH-001318,-0.797141218699
ACH-001322,-0.6616916384
ACH-001328,-0.681726535122
ACH-001332,-0.8791401778229999
ACH-001333,-0.696957313672
ACH-001336,-0.7301161867910001
ACH-001340,-0.841725532341
ACH-001346,-0.824536035331
ACH-001353,-0.7707530844789999
ACH-001354,-0.532824759912
ACH-001367,-0.580387036497
ACH-001368,-0.762723964437
ACH-001374,-0.492844984543
ACH-001375,-0.6490267836860001
ACH-001377,-0.837989998101
ACH-001380,-1.02459063222
ACH-001391,-0.65504048798
ACH-001407,-0.8747777695260001
ACH-001408,-0.707072920815
ACH-001413,-0.817591874348
ACH-001430,-1.10246982689
ACH-001431,-0.468832458976
ACH-001450,-0.890763558555
ACH-001496,-0.917762562186
ACH-001500,-0.914945726347
ACH-001521,-1.14934609472
ACH-001523,-0.7754669780500001
ACH-001532,-0.9760892069589999
ACH-001536,-0.882716331719
ACH-001550,-0.6764434955230001
ACH-001552,-0.503471929574
ACH-001554,-0.748864727071
ACH-001645,-0.5423886296639999
ACH-001654,-0.679200586015
ACH-001715,-0.684362108827
ACH-001735,-0.9303181124400001
ACH-001736,-1.0486141698
ACH-001737,-0.9522150282080001
ACH-001740,-0.649346192251
ACH-001745,-0.692351240292
ACH-001750,-0.7450007127680001
ACH-001765,-0.7877551885549999
ACH-001956,-0.9308734068060001
ACH-001957,-0.6890947337960001
