,HIST1H3G (8355)
ACH-000004,-0.132460372269
ACH-000007,-0.128575174222
ACH-000009,-0.07356506297839999
ACH-000011,-0.412029283781
ACH-000012,-0.358051957679
ACH-000013,-0.114467673112
ACH-000014,-0.42645471142200003
ACH-000015,-0.328172380243
ACH-000017,-0.20826995783
ACH-000018,-0.297274283253
ACH-000019,-0.35277355904200003
ACH-000021,-0.032223771942799996
ACH-000022,-0.303763568642
ACH-000025,-0.42072453079300004
ACH-000028,-0.242771767681
ACH-000030,-0.159304100002
ACH-000035,-0.321592393858
ACH-000036,-0.21396940925900002
ACH-000037,-0.478570970142
ACH-000039,-0.13959750990999997
ACH-000040,-0.565914899396
ACH-000041,-0.0689359202312
ACH-000042,-0.0454494204691
ACH-000045,-0.241105238131
ACH-000047,-0.21354224712499997
ACH-000052,-0.496793304024
ACH-000053,-0.255653474546
ACH-000054,-0.24003674204999997
ACH-000055,-0.09187246181719999
ACH-000060,-0.352757102056
ACH-000067,-0.250963580595
ACH-000070,-0.387314268789
ACH-000075,-0.30309011635899996
ACH-000078,-0.26706402391199996
ACH-000082,-0.407847965351
ACH-000085,-0.5484495239930001
ACH-000086,-0.459368902983
ACH-000087,-0.4920515094899999
ACH-000092,-0.159097687304
ACH-000095,-0.267971768778
ACH-000097,-0.185528036186
ACH-000098,-0.564032503894
ACH-000099,-0.0687556290312
ACH-000108,-0.11511712848200001
ACH-000113,-0.24565357369399998
ACH-000115,-0.099774401679
ACH-000116,-0.341024106851
ACH-000118,-0.109212409733
ACH-000120,-0.33382597258
ACH-000123,-0.0253043141616
ACH-000127,-0.221864184177
ACH-000128,-0.187700743057
ACH-000132,-0.215451059773
ACH-000133,-0.332777057311
ACH-000137,-0.547913461526
ACH-000138,-0.413283137702
ACH-000142,-0.252292293705
ACH-000143,-0.327268704771
ACH-000146,-0.38530994491099996
ACH-000148,-0.0450072635097
ACH-000150,-0.07996796613260002
ACH-000152,-0.367480605238
ACH-000153,-0.47042704176100003
ACH-000159,-0.263727254659
ACH-000160,-0.28595341029800003
ACH-000163,-0.44106598542
ACH-000167,-0.30487731065
ACH-000168,-0.595640870548
ACH-000169,-0.39277854032799997
ACH-000178,-0.197893287016
ACH-000182,-0.121924910746
ACH-000183,-0.183253530614
ACH-000188,-0.450066532176
ACH-000189,0.00827142238626
ACH-000190,0.145848915004
ACH-000198,-0.349794306442
ACH-000204,-0.268722657981
ACH-000206,-0.8918521024439999
ACH-000207,-0.08491218578639999
ACH-000211,-0.25572509035
ACH-000215,-0.430442033688
ACH-000221,-0.276955146338
ACH-000222,0.331752800469
ACH-000223,-0.439586759638
ACH-000226,-0.268692348709
ACH-000227,0.13432477885299998
ACH-000228,-0.410051192052
ACH-000231,-0.38825383639399996
ACH-000232,-0.14582056914
ACH-000233,-0.29044850765700003
ACH-000234,-0.38100892964500005
ACH-000235,-0.154206038383
ACH-000237,-0.468312782628
ACH-000238,-0.553345678937
ACH-000243,-0.041744632719
ACH-000244,-0.38375207435
ACH-000246,-0.24627271727299999
ACH-000248,-0.33773083699199996
ACH-000250,-0.16251963173800002
ACH-000251,-0.152384972196
ACH-000253,-0.330028721576
ACH-000255,-0.12036802568
ACH-000256,-0.24851637344900002
ACH-000257,0.22641340056099998
ACH-000258,-0.00758296021438
ACH-000259,-0.10456853863700001
ACH-000260,-0.109452493214
ACH-000261,-0.149378521022
ACH-000262,0.0915174394395
ACH-000263,-0.35716246713699995
ACH-000264,-0.34675019736699997
ACH-000265,-0.291446819755
ACH-000266,-0.132920821996
ACH-000272,-0.183732462905
ACH-000273,-0.281377980731
ACH-000274,-0.10768849857999999
ACH-000277,-0.562223846184
ACH-000278,-0.260390652529
ACH-000279,-0.221078639775
ACH-000280,-0.15803200442
ACH-000281,-0.032742147708200005
ACH-000288,-0.297499959722
ACH-000291,-0.18884583256700002
ACH-000293,-0.148311782182
ACH-000294,0.12270336699300001
ACH-000295,-0.159015443274
ACH-000296,-0.28042545192400004
ACH-000302,-0.348260908975
ACH-000304,-0.593024981229
ACH-000307,-0.105058183757
ACH-000308,-0.23261769274099997
ACH-000310,0.0973546010399
ACH-000311,0.0604922825727
ACH-000312,-0.0474582488634
ACH-000315,-0.296967343893
ACH-000316,-0.227368915581
ACH-000317,-0.0406126149032
ACH-000318,-0.480221243948
ACH-000319,-0.42316853494
ACH-000320,-0.111678358097
ACH-000322,0.0191669566582
ACH-000323,-0.334083404705
ACH-000324,-0.0743825351892
ACH-000329,-0.47948557235
ACH-000330,-0.187930925022
ACH-000331,-0.389248823546
ACH-000332,-0.164908945176
ACH-000334,-0.388327588878
ACH-000335,-0.116471079957
ACH-000336,-0.541913401232
ACH-000337,-0.23745297286699998
ACH-000339,0.00421766387977
ACH-000341,-0.0676156436713
ACH-000348,-0.373097450148
ACH-000350,-0.09121056455080001
ACH-000352,-0.05962645099219999
ACH-000356,-0.599932190249
ACH-000361,0.010111549482100001
ACH-000362,-0.22007235987399998
ACH-000363,-0.333116289784
ACH-000364,-0.0143750805727
ACH-000365,-0.0719152161188
