,GOT1 (2805)
ACH-000004,0.0299164743726
ACH-000007,-0.0138024963254
ACH-000009,-0.161951165497
ACH-000011,0.0164578164126
ACH-000012,-0.239232804815
ACH-000013,0.0630947191849
ACH-000014,0.057962388687300005
ACH-000015,-0.09252691957310001
ACH-000017,0.43583115124099997
ACH-000018,-0.115112558131
ACH-000019,0.0320278513054
ACH-000021,0.11351288079600001
ACH-000022,0.08114042068010001
ACH-000025,0.0464428367833
ACH-000028,0.08228852692000001
ACH-000030,-0.053792459364200004
ACH-000035,0.0103960647165
ACH-000036,0.133524990096
ACH-000037,-0.0581424431882
ACH-000039,0.22939099341400002
ACH-000040,-0.23266538122400002
ACH-000041,-0.0642178539995
ACH-000042,0.030239756762599997
ACH-000045,-0.406699916242
ACH-000047,-0.140073708823
ACH-000052,-0.32655159499200004
ACH-000053,0.0674533663249
ACH-000054,-0.0623177080608
ACH-000055,-0.0057105193476600005
ACH-000060,-0.00834348392896
ACH-000067,-0.294061470335
ACH-000070,0.12572345506899998
ACH-000075,0.0875005361503
ACH-000078,0.31679279095199997
ACH-000082,-0.0462968455619
ACH-000085,-0.256497041097
ACH-000086,-0.048132963263600004
ACH-000087,0.141889160989
ACH-000092,-0.0586846253883
ACH-000095,-0.0075376154630499995
ACH-000097,0.155178553244
ACH-000098,0.0654835538749
ACH-000099,-0.0188425471883
ACH-000108,0.102253716219
ACH-000113,0.023743362749400004
ACH-000115,0.07472307736830001
ACH-000116,-0.00790316209865
ACH-000118,0.0294055056277
ACH-000120,-0.15081437119899999
ACH-000123,-0.004675042357729999
ACH-000127,-0.10119111787599999
ACH-000128,0.0673779285322
ACH-000132,-0.021333126319400004
ACH-000133,0.154124059863
ACH-000137,0.0790538367513
ACH-000138,0.0883131820833
ACH-000142,0.137069922629
ACH-000143,-0.110041519493
ACH-000146,0.09948905797310001
ACH-000148,0.35817923506399996
ACH-000150,-0.146241620934
ACH-000152,-0.0307093528763
ACH-000153,-0.172707457665
ACH-000159,-0.034083853294700005
ACH-000160,0.599255741039
ACH-000163,0.0270965383486
ACH-000167,0.895703727315
ACH-000168,0.0680326853412
ACH-000169,-0.065677765061
ACH-000178,0.102132331023
