,RIMKLA (284716)
ACH-000004,-0.123209944749
ACH-000007,-0.0219226893965
ACH-000009,-0.25642441000300004
ACH-000011,-0.198705844971
ACH-000012,-0.0997707119451
ACH-000013,-0.245517053033
ACH-000014,-0.30382382972399996
ACH-000015,-0.209104577345
ACH-000017,-0.10780073934
ACH-000018,-0.127896758459
ACH-000019,-0.137448814267
ACH-000021,0.127002664529
ACH-000022,-0.0901919058942
ACH-000025,-0.0915061107879
ACH-000028,-0.158922404632
ACH-000030,-0.0766195921538
ACH-000035,-0.426110881391
ACH-000036,-0.131258627031
ACH-000037,-0.0330336950338
ACH-000039,-0.07332776098560001
ACH-000040,-0.15057217970200001
ACH-000041,-0.26379694853
ACH-000042,-0.0264742753603
ACH-000045,-0.166189673595
ACH-000047,-0.10542143786800001
ACH-000052,-0.196449957826
ACH-000053,-0.17306987943500002
ACH-000054,-0.0678789921437
ACH-000055,-0.17616111477000002
ACH-000060,-0.354227050072
ACH-000067,-0.27392995194499997
ACH-000070,-0.134401983223
ACH-000075,-0.49792974914399996
ACH-000078,-0.106442696292
ACH-000082,-0.0757070498745
ACH-000085,-0.315254297502
ACH-000086,-0.205930487357
ACH-000087,-0.128792457941
ACH-000092,-0.363396957013
ACH-000095,0.00844673182463
ACH-000097,-0.160781886514
ACH-000098,-0.15581874570499998
ACH-000099,-0.120651250154
ACH-000108,-0.07905622167330001
ACH-000113,-0.0521928581338
ACH-000115,-0.15083324748500002
ACH-000116,-0.210623957652
ACH-000118,-0.0930130486255
ACH-000120,-0.07671048886630001
ACH-000123,-0.137177465492
ACH-000127,-0.157738970613
ACH-000128,-0.0525637885244
ACH-000132,-0.14444107526900002
ACH-000133,-0.148186239897
ACH-000137,-0.6303796783250001
ACH-000138,0.0325786072232
ACH-000142,-0.263145910397
ACH-000143,-0.268503565832
ACH-000146,-0.522732754535
ACH-000148,-0.08291818663310001
ACH-000150,-0.464827161191
ACH-000152,-0.302997404541
ACH-000153,-0.24496817719900002
ACH-000159,-0.121257388129
ACH-000160,-0.19953850478799998
ACH-000163,-0.288057510116
ACH-000167,-0.14830000622099998
ACH-000168,-0.220938058095
ACH-000169,-0.196593299164
ACH-000178,-0.167559648691
ACH-000182,-0.08559955289110001
ACH-000183,-0.301517992277
ACH-000188,-0.16746012896600002
ACH-000189,-0.0531987655986
ACH-000190,-0.285866354469
ACH-000198,-0.123072230661
ACH-000204,-0.25031514007
ACH-000206,-0.36414749084799997
ACH-000207,-0.10902418103599999
ACH-000211,-0.11758912472699999
ACH-000215,-0.172343894204
ACH-000221,-0.295647735828
ACH-000222,0.0706452686278
ACH-000223,-0.164473482969
ACH-000226,-0.0960198172863
ACH-000227,-0.338164044731
ACH-000228,-0.27439470596
ACH-000231,-0.142636573873
ACH-000232,-0.172200706785
ACH-000233,-0.044170103102
ACH-000234,-0.20567933943
ACH-000235,-0.0968072129345
ACH-000237,-0.027215213102199997
ACH-000238,-0.36581659358499996
ACH-000243,0.034077993056999996
ACH-000244,-0.219856151353
ACH-000246,-0.19469560229200003
ACH-000248,-0.09304597892239999
ACH-000250,-0.192512574557
ACH-000251,0.0925624954571
ACH-000253,-0.239258621309
ACH-000255,-0.21852697748000002
ACH-000256,-0.253198307612
ACH-000257,-0.260797366705
ACH-000258,0.09512113538219999
ACH-000259,-0.0528250646356
ACH-000260,-0.336533165589
ACH-000261,-0.23664312729000003
ACH-000262,-0.21352192109700002
ACH-000263,-0.259218246153
ACH-000264,-0.07771281264930001
ACH-000265,-0.18487983609
ACH-000266,0.0421268268534
ACH-000272,-0.258682887855
ACH-000273,-0.0579497351167
ACH-000274,-0.21000432092500002
