,SRA1 (10011)
ACH-000004,0.20502620565000002
ACH-000007,0.08215087171730001
ACH-000009,0.09322615295510002
ACH-000011,0.15349405877699998
ACH-000012,0.181922996699
ACH-000013,0.0859607729217
ACH-000014,0.08633010649910001
ACH-000015,0.023425513898099996
ACH-000017,0.165850119795
ACH-000018,0.19385232798399998
ACH-000019,-0.222153314724
ACH-000021,0.175487737495
ACH-000022,0.17410825020799997
ACH-000025,0.149896782687
ACH-000028,0.139557795128
ACH-000030,0.231288837931
ACH-000035,-0.0268658324039
ACH-000036,0.17825725368700002
ACH-000037,0.0183924391424
ACH-000039,0.23408831386700002
ACH-000040,0.0887257610401
ACH-000041,0.150599575912
ACH-000042,0.27704237573699997
ACH-000045,-0.18333101454300002
ACH-000047,0.0283750825385
ACH-000052,-0.09444281848580001
ACH-000053,0.10446467202299999
ACH-000054,0.116982807804
ACH-000055,-0.111102923859
ACH-000060,0.05224742816330001
ACH-000067,0.054202065828599995
ACH-000070,0.162555945303
ACH-000075,0.23396912491799998
ACH-000078,0.0407889592324
ACH-000082,0.07660771527929999
ACH-000085,0.0584881919085
ACH-000086,0.044908525043000004
ACH-000087,0.288940990711
ACH-000092,0.149470521722
ACH-000095,0.09738852011679999
ACH-000097,0.150908834176
ACH-000098,0.00881683826749
ACH-000099,0.16216069920600001
ACH-000108,0.41212991819600003
ACH-000113,0.103962347941
ACH-000115,0.17522507182500002
ACH-000116,0.053960532621800006
ACH-000118,0.22633963888
ACH-000120,-0.0274427055052
ACH-000123,0.183398155712
ACH-000127,0.176482649446
ACH-000128,0.0296337625065
ACH-000132,0.126927471183
ACH-000133,0.179504872173
ACH-000137,0.12168618678
ACH-000138,0.217053846237
ACH-000142,0.0225541369885
ACH-000143,-0.0989665278134
ACH-000146,0.12010384454600001
ACH-000148,0.20459923688700002
ACH-000150,-0.08202749969310001
ACH-000152,0.13885104095200002
ACH-000153,0.060313496030900006
ACH-000159,-0.008698232415419999
ACH-000160,0.551718427878
ACH-000163,0.00407513711781
ACH-000167,0.6929573991369999
ACH-000168,0.165817319887
ACH-000169,0.09849102893580002
ACH-000178,0.194443923352
ACH-000182,0.0878231619664
ACH-000183,-0.0563585749225
ACH-000188,0.0412236086327
ACH-000189,0.14469270685000002
ACH-000190,0.445380901516
ACH-000198,-0.042580617282699997
ACH-000204,0.140264200046
ACH-000206,0.16267786370999998
