,METTL7A (25840)
ACH-000004,-0.45442403294399997
ACH-000007,-0.26897680636300003
ACH-000009,-0.485877074197
ACH-000011,-0.686194804964
ACH-000012,-0.41140353968599996
ACH-000013,-0.496998959894
ACH-000014,-0.235605537953
ACH-000015,-0.412876780983
ACH-000017,-0.256247143781
ACH-000018,-0.441475016039
ACH-000019,-0.577354944058
ACH-000021,-0.560994601023
ACH-000022,-0.321246264766
ACH-000025,-0.635258124976
ACH-000028,-0.640249205159
ACH-000030,-0.35947321171999996
ACH-000035,-0.26845273523400004
ACH-000036,-0.438001620433
ACH-000037,-0.24085106481999996
ACH-000039,-0.558744640793
ACH-000040,-0.756803723153
ACH-000041,-0.49615408904700004
ACH-000042,-0.356115687254
ACH-000045,-0.36491931536
ACH-000047,-0.26569190214
ACH-000052,-0.593070174896
ACH-000053,-0.272897563219
ACH-000054,-0.490824366405
ACH-000055,-0.434591051564
ACH-000060,-0.326096510041
ACH-000067,-0.461867515686
ACH-000070,-0.392371424137
ACH-000075,-0.354545681523
ACH-000078,-0.526046951633
ACH-000082,-0.437924632715
ACH-000085,-0.295626455021
ACH-000086,-0.512346816803
ACH-000087,-0.588327122739
ACH-000092,-0.391868130083
ACH-000095,-0.303832535091
ACH-000097,-0.367856347624
ACH-000098,-0.46952536290799995
ACH-000099,-0.516109553093
ACH-000108,-0.391554927786
ACH-000113,-0.310269959736
ACH-000115,-0.543843522161
ACH-000116,-0.332747555324
ACH-000118,-0.435140704363
ACH-000120,-0.33546054859700003
ACH-000123,-0.33560526079499997
ACH-000127,-0.432104850291
ACH-000128,-0.361604707008
ACH-000132,-0.21535371536800002
ACH-000133,-0.512637703466
ACH-000137,-0.580634225581
ACH-000138,-0.355376820332
ACH-000142,-0.443930480397
ACH-000143,-0.304149982566
ACH-000146,-0.34883164545999995
ACH-000148,-0.325420730231
ACH-000150,-0.57855477649
ACH-000152,-0.613416467651
ACH-000153,-0.13097322982100001
ACH-000159,-0.388536407762
ACH-000160,-0.45062814216799996
ACH-000163,-0.462058355941
ACH-000167,-0.242534733146
ACH-000168,-0.21228906074700002
ACH-000169,-0.367523536901
ACH-000178,-0.320120462583
ACH-000182,-0.328002997004
ACH-000183,-0.255741700206
ACH-000188,-0.255460672116
ACH-000189,-0.627853522087
ACH-000190,-0.45981989666999995
ACH-000198,-0.33795971203100006
ACH-000204,-0.675581107571
ACH-000206,-0.208463208981
ACH-000207,-0.418452261233
ACH-000211,-0.270316931655
ACH-000215,-0.46393694032899996
ACH-000221,-0.10910097115
ACH-000222,-0.429627194198
ACH-000223,-0.485139481896
ACH-000226,-0.37139640141400004
ACH-000227,-0.8402249100560001
ACH-000228,-0.09407106013810002
ACH-000231,-0.42889038852
ACH-000232,-0.5893339435589999
ACH-000233,-0.377201445497
ACH-000234,-0.589910859224
ACH-000235,-0.43541695205799996
ACH-000237,-0.293326174707
ACH-000238,-0.563237605331
