,OMA1 (115209)
ACH-000004,0.0194175478381
ACH-000007,0.0443681581205
ACH-000009,-0.14305933223099998
ACH-000011,0.0783432342446
ACH-000012,-0.17611046003699998
ACH-000013,-0.0326633654034
ACH-000014,-0.24589780154899998
ACH-000015,-0.0910722566538
ACH-000017,-0.145253825621
ACH-000018,0.111791142635
ACH-000019,-0.0360794350191
ACH-000021,0.126210962834
ACH-000022,0.0711848552845
ACH-000025,-0.255247877211
ACH-000028,-0.197276633486
ACH-000030,-0.0584399706661
ACH-000035,-0.0685924653186
ACH-000036,0.04540260090459999
ACH-000037,-0.0160552946217
ACH-000039,-0.22234351706500002
ACH-000040,-0.18370385333
ACH-000041,-0.00836802711168
ACH-000042,-0.00020479038147999998
ACH-000045,-0.145721421584
ACH-000047,-0.225141102579
ACH-000052,-0.35299814604099994
ACH-000053,-0.127054444576
ACH-000054,-0.09016375766939999
ACH-000055,-0.0130019596759
ACH-000060,0.00018107289104
ACH-000067,-0.211759479927
ACH-000070,-0.128847806644
ACH-000075,-0.14350254417199998
ACH-000078,-0.17276117711599998
ACH-000082,-0.131414936316
ACH-000085,-0.0792973167148
ACH-000086,-0.0813574402863
ACH-000087,-0.0459235527262
ACH-000092,-0.135028910272
ACH-000095,-0.045157101914099995
ACH-000097,-0.024413856145200002
ACH-000098,-0.006712676263380001
ACH-000099,0.0158630395817
ACH-000108,0.06551351171280001
ACH-000113,-0.10628903508
ACH-000115,0.023895928312699998
ACH-000116,0.029894348815900005
ACH-000118,-0.0333677597559
ACH-000120,-0.0708111727982
ACH-000123,-0.131499316111
ACH-000127,-0.08445394478280001
ACH-000128,-0.00677130148092
ACH-000132,-0.08144368112339999
ACH-000133,-0.0521486154073
ACH-000137,-0.0699446233681
ACH-000138,-0.0742069543573
ACH-000142,-0.161319679803
ACH-000143,-0.214243659552
ACH-000146,-0.0444110271853
ACH-000148,-0.0279907254176
ACH-000150,-0.07158042543189999
ACH-000152,-0.0235785457057
ACH-000153,0.100878590252
ACH-000159,-0.12232802803
ACH-000160,-0.258982233722
ACH-000163,-0.024162445749599998
ACH-000167,-0.24421752961399998
ACH-000168,-0.0668410023879
ACH-000169,0.0560969611211
ACH-000178,0.10303746694499999
ACH-000182,0.0508268794609
ACH-000183,0.007225225948590001
ACH-000188,-0.21720977211999998
ACH-000189,-0.0874606401163
ACH-000190,-0.0211975465545
ACH-000198,-0.03951785060719999
ACH-000204,0.060771263697600005
ACH-000206,-0.12011867757400001
ACH-000207,0.011602336505799999
ACH-000211,0.0036244993274899997
ACH-000215,-0.0236012889825
ACH-000221,-0.068950531908
ACH-000222,-0.0708090509685
ACH-000223,-0.19005535553599998
ACH-000226,0.0198165863214
