,RANBP1 (5902)
ACH-000004,-0.684454630596
ACH-000007,0.330293164172
ACH-000009,-0.45888143273299997
ACH-000011,-0.783354450596
ACH-000012,-0.105457561951
ACH-000013,-0.286607401815
ACH-000014,-0.180224720308
ACH-000015,-0.34322140313199995
ACH-000017,-0.47845649954999997
ACH-000018,-0.372582565
ACH-000019,-0.0797180927829
ACH-000021,-0.34265903884800003
ACH-000022,-0.0726787915856
ACH-000025,-0.319892870442
ACH-000028,-0.451333449587
ACH-000030,-0.324698902616
ACH-000035,-0.425863803489
ACH-000036,-0.5358315041030001
ACH-000037,-0.318315853553
ACH-000039,-1.02897419973
ACH-000040,-0.1064077634
ACH-000041,-0.634142002615
ACH-000042,-0.6090177398800001
ACH-000045,-0.24689656951699998
ACH-000047,-0.39645026672899997
ACH-000052,-0.408347854886
ACH-000053,-0.293212874173
ACH-000054,-0.11873429721899999
ACH-000055,-0.46425261991899996
ACH-000060,-0.752015627641
ACH-000067,-0.574796754417
ACH-000070,-0.492586266245
ACH-000075,-0.274466764474
ACH-000078,-0.48127024648100003
ACH-000082,-0.413068083319
ACH-000085,-0.210558366527
ACH-000086,-0.20550974643199998
ACH-000087,-0.186515592632
ACH-000092,-0.308209248446
ACH-000095,-0.913135832441
ACH-000097,-0.37319006662500004
ACH-000098,-0.529775759137
ACH-000099,-0.162876240463
ACH-000108,-0.41081040841300004
ACH-000113,-0.682675471962
ACH-000115,-0.350385851609
ACH-000116,-0.44897819719300003
ACH-000118,-0.567486211997
ACH-000120,-0.628104803803
ACH-000123,-0.503561060552
ACH-000127,-0.201682348919
ACH-000128,-0.366261884525
ACH-000132,-0.236364655062
ACH-000133,-0.39492027134900004
ACH-000137,-0.46153582405500004
ACH-000138,-0.736091463143
ACH-000142,-0.38516742508
ACH-000143,-0.595328079695
ACH-000146,-0.242411741234
ACH-000148,-0.337851097208
ACH-000150,-0.47882608871200005
ACH-000152,-0.740832887927
ACH-000153,-0.0336496264847
ACH-000159,-0.140146998642
ACH-000160,-0.40484387814499995
ACH-000163,-0.773695563314
ACH-000167,-0.301691863196
ACH-000168,-0.8049866698389999
ACH-000169,-0.376128009278
ACH-000178,-0.470864221555
ACH-000182,-0.286578892046
ACH-000183,-0.496020785626
ACH-000188,-0.328684272918
ACH-000189,-0.159280339039
ACH-000190,-0.285600074978
ACH-000198,-0.709820103701
ACH-000204,-0.166334221651
ACH-000206,-0.481809638723
ACH-000207,-0.42708404755999996
ACH-000211,-0.566682947905
ACH-000215,-0.395640596711
ACH-000221,-0.563316271765
ACH-000222,-0.465913658141
ACH-000223,-0.36182213746799996
ACH-000226,-0.66769024904
ACH-000227,-0.157319159002
ACH-000228,-0.215364074428
ACH-000231,-0.37875343645000004
ACH-000232,-0.785063298362
ACH-000233,-0.421182067575
ACH-000234,-0.165193618587
ACH-000235,-0.331365274703
ACH-000237,-0.570878396234
ACH-000238,-0.276158379889
ACH-000243,-0.332383204148
ACH-000244,-0.477474114458
ACH-000246,-0.30306900866500003
ACH-000248,-0.272348521914
ACH-000250,-0.287335225485
ACH-000251,-0.259518592261
ACH-000253,-0.177238580959
ACH-000255,-0.415500824
ACH-000256,-0.588847935325
ACH-000257,-0.0758768798332
ACH-000258,-0.321094558047
ACH-000259,-0.231547857943
ACH-000260,-0.7698588451880001
ACH-000261,-0.615187899547
ACH-000262,-0.23105519572099997
ACH-000263,-0.438092156267
ACH-000264,-0.47831838637199997
ACH-000265,-0.324253565187
ACH-000266,-0.454802847246
ACH-000272,-0.383473313625
ACH-000273,-0.5102888958899999
ACH-000274,-0.400709145855
ACH-000277,-0.138545946584
ACH-000278,-0.523313911356
ACH-000279,-0.393187206326
ACH-000280,-0.37191636912299997
