,SMR3A (26952)
ACH-000004,-0.0704289862342
ACH-000007,0.20785924865299998
ACH-000009,0.149088164505
ACH-000011,-0.0198826969127
ACH-000012,-0.020833939422099997
ACH-000013,-0.0161417591908
ACH-000014,0.07565839045739998
ACH-000015,0.0966405387385
ACH-000017,-0.121923215504
ACH-000018,0.015547620004100001
ACH-000019,-0.233131284153
ACH-000021,0.126979973197
ACH-000022,-0.0577705142458
ACH-000025,0.0653774378294
ACH-000028,-0.08689197744760001
ACH-000030,0.042583496935099996
ACH-000035,0.230620978409
ACH-000036,-0.282953429415
ACH-000037,-0.08362888460699999
ACH-000039,0.046605038791399996
ACH-000040,-0.0539356211498
ACH-000041,-0.042547729542899995
ACH-000042,0.12121328157500001
ACH-000045,0.00961285143501
ACH-000047,0.125278981791
ACH-000052,0.0957508064884
ACH-000053,0.12342174022399999
ACH-000054,-0.203847173777
ACH-000055,-0.135476406225
ACH-000060,-0.324468905163
ACH-000067,0.0372917860844
ACH-000070,0.0462007251602
ACH-000075,-0.156927552586
ACH-000078,0.0464896977408
ACH-000082,-0.137598320446
ACH-000085,0.00716652835005
ACH-000086,0.08403638135189999
ACH-000087,-0.0471441332821
ACH-000092,-0.169654630629
ACH-000095,-0.2186697564
ACH-000097,-0.290025810313
ACH-000098,0.0943625526388
ACH-000099,-0.03804563534369999
ACH-000108,0.199862252341
ACH-000113,-0.0665271583706
ACH-000115,0.0941529520419
ACH-000116,-0.28946425597
ACH-000118,0.118299423344
ACH-000120,0.33164091466699996
ACH-000123,0.118100388872
ACH-000127,0.10126077308800001
ACH-000128,-0.167550344745
ACH-000132,-0.05892517054719999
ACH-000133,-0.0283956680064
ACH-000137,-0.111103938828
ACH-000138,0.22653337022599998
ACH-000142,-0.057773650646099996
ACH-000143,-0.14824240068800001
ACH-000146,0.133602195297
ACH-000148,-0.0859446759331
ACH-000150,-0.106290797614
ACH-000152,-0.18824982431200002
ACH-000153,0.242166568858
ACH-000159,-0.110387943966
ACH-000160,-0.0692442789383
