,NGRN (51335)
ACH-000221,-0.486514998865
ACH-000222,-0.14166112281999999
ACH-000223,-0.357408661323
ACH-000226,-0.254813216006
ACH-000227,-0.10898632467700001
ACH-000228,-0.124878977564
ACH-000231,-0.309884879525
ACH-000232,-0.378222250154
ACH-000233,-0.43368961996000005
ACH-000234,-0.272049296895
ACH-000235,-0.259431658424
ACH-000237,-0.12039125226900001
ACH-000238,-0.39856694864500003
ACH-000243,-0.19810906889199997
ACH-000244,-0.452186856192
ACH-000246,-0.276822187299
ACH-000248,-0.204504216554
ACH-000250,-0.10926875459
ACH-000251,-0.162725842782
ACH-000253,-0.318594749101
ACH-000255,-0.255924788934
ACH-000256,-0.008423308199729999
ACH-000257,-0.398299102801
ACH-000258,-0.127615086858
ACH-000259,-0.653181302659
ACH-000260,-0.176278431445
ACH-000261,-0.0626949207934
ACH-000262,-0.19332192759199998
ACH-000263,-0.393607835887
ACH-000264,-0.315651721139
ACH-000265,-0.6184149350379999
ACH-000266,-0.255327889418
ACH-000272,-0.22178985909600002
ACH-000273,-0.240985271453
ACH-000274,-0.41593325105800005
ACH-000277,-0.235072613447
ACH-000278,-0.102169253374
ACH-000279,-0.40228387443700003
ACH-000280,-0.373573191379
ACH-000281,-0.365154773542
ACH-000288,-0.34156114763499995
ACH-000291,-0.23499521653299998
ACH-000293,-0.371113249757
ACH-000294,-0.131934634611
ACH-000295,-0.321894429596
ACH-000296,-0.0482508197275
ACH-000302,-0.300394444373
ACH-000304,-0.514130460887
ACH-000307,-0.18122628502399998
ACH-000308,-0.260559804143
ACH-000310,-0.0387142693354
ACH-000311,-0.30725055187399997
ACH-000312,-0.199329834803
ACH-000315,-0.532710009793
ACH-000316,-0.164425415524
ACH-000317,-0.20946328962400002
ACH-000318,-0.199326629771
ACH-000319,-0.37798066528200003
ACH-000320,-0.252661255123
ACH-000322,-0.363991003793
ACH-000323,-0.18654530757399998
ACH-000324,-0.00333486203412
ACH-000329,-0.37005866274099997
ACH-000330,-0.371876139516
ACH-000331,-0.356879748869
ACH-000332,-0.10138139753799999
ACH-000334,-0.175499729922
ACH-000335,-0.36360191690399996
ACH-000336,-0.82380260904
ACH-000337,-0.206540536522
ACH-000339,-0.184352057388
ACH-000341,-0.21544090957400003
ACH-000348,-0.337096796359
ACH-000350,-0.246417562031
ACH-000352,-0.178332157259
ACH-000356,-0.35712265263899995
ACH-000361,-0.342939548152
ACH-000362,-0.157734210994
ACH-000363,-0.15288616040300002
ACH-000364,-0.41325994839100005
ACH-000365,-0.49851759049500005
ACH-000366,-0.171219815315
ACH-000368,-0.361722618846
ACH-000374,-0.235778098531
ACH-000375,-0.372027155994
ACH-000376,-0.558018657941
ACH-000381,-0.38952974131499996
ACH-000383,-0.36077223038500006
ACH-000387,-0.365496002732
ACH-000389,-0.18831861802000002
ACH-000390,-0.515384451733
ACH-000393,-0.270501491024
ACH-000395,0.023346841079599997
ACH-000397,-0.0973548349739
ACH-000401,-0.27027163578200003
ACH-000402,-0.71554599496
ACH-000403,-0.421555938023
ACH-000404,-0.35900788153499996
ACH-000406,-0.358076901606
ACH-000407,-0.226890864841
ACH-000408,-0.47514894610200004
ACH-000410,-0.319837957263
ACH-000411,-0.205002596794
ACH-000414,-0.19808483714800001
ACH-000415,-0.32862658098499997
ACH-000416,-0.237602701376
ACH-000420,-0.240928964234
ACH-000421,-0.08260699299489999
ACH-000424,-0.536597211103
ACH-000425,-0.20594694331099997
ACH-000426,-0.358029277857
ACH-000427,-0.539973629779
ACH-000433,-0.17948701021699998
ACH-000436,-0.0748335284475
ACH-000444,-0.331223157446
ACH-000445,-0.029413006656800002
ACH-000448,-0.22922487488899998
ACH-000450,-0.720288013551
ACH-000452,-0.364802973558
ACH-000454,-0.5718398857029999
ACH-000458,-0.459561443922
ACH-000459,-0.874302421302
ACH-000460,-0.22197346986699998
ACH-000461,-0.261066603523
ACH-000463,-0.08514797217589999
ACH-000464,-0.277342552411
ACH-000466,-0.44743234675899995
ACH-000467,-0.423847790091
ACH-000468,-0.11607916505799999
ACH-000469,-0.457326032044
ACH-000470,-0.178616244938
ACH-000471,-0.23295783944200002
ACH-000472,-0.208604525381
ACH-000473,-0.19917612085
ACH-000475,-0.257913055567
ACH-000476,-0.54836726607
ACH-000477,-0.266950196888
ACH-000480,-0.43393324318800003
ACH-000481,-0.258221912814
ACH-000483,-0.32620526895
ACH-000484,-0.271290268361
ACH-000485,-0.350329621968
ACH-000486,-0.292692562803
ACH-000487,-0.476393711452
ACH-000488,-0.465094919912
ACH-000490,-0.471329623939
ACH-000491,-0.40309951123800003
ACH-000495,-0.335257174774
ACH-000496,-0.307051429571
ACH-000499,-0.580971022689
ACH-000500,-0.584639647448
ACH-000502,-0.18268413927299998
ACH-000503,-0.614220172355
ACH-000505,-0.161927629403
ACH-000507,-0.389441617328
ACH-000510,-0.214417829161
ACH-000511,-0.036074648941300004
ACH-000512,-0.578736094189
ACH-000516,-0.389081037527
ACH-000517,-0.17762190587499999
ACH-000518,-0.5155006934699999
ACH-000520,-0.0145045442215
ACH-000521,-0.22646107730999998
ACH-000522,-0.421946895426
ACH-000524,-0.27665235538000005
ACH-000527,-0.34826989029
ACH-000528,-0.270435831393
ACH-000537,-0.47093954412699995
ACH-000541,-0.151403381018
ACH-000542,-0.22378585246399998
ACH-000544,-0.39158778642700004
ACH-000545,-0.26730870306800003
ACH-000547,-0.578765231692
ACH-000548,-0.27718678424800003
ACH-000549,-0.555757582452
ACH-000550,-0.39461033507200005
ACH-000552,-0.325923575843
ACH-000556,0.021427481662599997
ACH-000557,-0.356028001264
ACH-000570,-0.590072973541
ACH-000571,-0.387744383557
ACH-000573,-0.221803512319
ACH-000576,-0.173013599802
ACH-000580,-0.26534461354
ACH-000584,-0.208078461766
ACH-000585,-0.147535515751
ACH-000588,-0.472095052346
ACH-000589,-0.459443928707
ACH-000591,-0.33106322803599997
ACH-000593,-0.44816198685099995
ACH-000600,-0.430461999538
ACH-000601,-0.452799399454
ACH-000604,-0.586816733889
ACH-000605,-0.552328818856
ACH-000606,-0.339554319828
ACH-000608,-0.367796269007
ACH-000614,-0.546964609108
ACH-000616,-0.144351964735
ACH-000618,-0.371385664929
ACH-000619,-0.38515703185999994
ACH-000620,-0.35117770539399995
ACH-000621,-0.297397713776
ACH-000622,-0.510892842676
ACH-000623,-0.288829835318
ACH-000624,-0.00231983181355
ACH-000627,-0.0568258279887
ACH-000630,-0.37781296359
ACH-000632,-0.474376553155
ACH-000633,-0.364752776743
ACH-000637,-0.262082949936
ACH-000638,-0.17604786438
ACH-000646,-0.467646016823
ACH-000647,-0.39873775280199997
ACH-000648,-0.439336022009
ACH-000649,-0.32219632686
ACH-000651,-0.535315370122
ACH-000652,-0.302838907328
ACH-000653,-0.348590275574
ACH-000657,-0.412569189034
ACH-000658,-0.23649962778900002
ACH-000661,-0.230113005021
ACH-000662,-0.458652814834
ACH-000663,-0.252169478829
ACH-000665,-0.212427325944
ACH-000671,-0.475981006651
ACH-000673,-0.171275197831
ACH-000676,-0.3493376712
ACH-000677,-0.695985614436
ACH-000681,-0.321979033688
ACH-000682,-0.275768453089
ACH-000683,-0.401449633409
ACH-000684,-0.23150564992199998
ACH-000688,-0.20844173358600002
ACH-000693,-0.469517621954
ACH-000694,-0.542917154986
ACH-000695,-0.26294063988099997
ACH-000696,-0.336884126797
ACH-000697,-0.34997408328
ACH-000699,-0.241630420023
ACH-000701,-0.174619069186
ACH-000706,-0.33512962761500004
ACH-000711,-0.23167743194
ACH-000713,-0.259737968582
ACH-000714,-0.161879599834
ACH-000718,-0.195490391941
ACH-000720,-0.5138792201910001
ACH-000721,-0.408148795174
ACH-000724,-0.325710979913
ACH-000725,-0.389170157952
ACH-000732,-0.522453918009
ACH-000734,-0.218993919015
ACH-000735,-0.281637652041
ACH-000736,-0.37798691165700005
ACH-000738,-0.436064095629
ACH-000746,-0.282857740465
ACH-000747,-0.590406656427
ACH-000748,-0.37617114085600006
ACH-000753,-0.5980788552040001
ACH-000756,-0.103823539776
ACH-000757,-0.488515322227
ACH-000758,-0.24163364893199998
ACH-000760,-0.495218556216
ACH-000763,-0.141241237573
ACH-000764,-0.22705266963799997
ACH-000765,-0.549714304642
ACH-000766,-0.20143313018800002
ACH-000767,-0.416210092821
ACH-000768,-0.285937893342
ACH-000769,-0.10495579930299999
ACH-000770,-0.180471360767
ACH-000771,-0.612243092178
ACH-000773,-0.00529531568871
ACH-000776,-0.37103607642700004
ACH-000777,-0.282213483397
ACH-000778,-0.37250107065300003
ACH-000781,-0.368624945497
ACH-000782,-0.404540791249
ACH-000783,-0.31448925945399997
ACH-000784,-0.590668205761
ACH-000785,-0.26090598439
ACH-000787,-0.39610414186899995
ACH-000788,-0.29478814644
ACH-000791,-0.19623169766399998
ACH-000792,-0.15285799980999998
ACH-000794,-0.331516455834
ACH-000796,-0.190830796818
ACH-000799,-0.184636835365
ACH-000800,-0.779414037565
ACH-000802,-0.381191334408
ACH-000804,-0.20312374595
ACH-000805,-0.33491115903900004
ACH-000809,-0.166637271942
ACH-000810,-0.479144749137
ACH-000811,-0.207274146236
ACH-000817,-0.17337558408700002
ACH-000819,-0.366804203128
ACH-000820,-0.549615259066
ACH-000821,-0.357145329468
ACH-000822,-0.285063385082
ACH-000823,-0.475649173495
ACH-000824,-0.27471059480300003
ACH-000827,-0.133164724079
ACH-000829,-0.195601741166
ACH-000831,-0.380822347602
ACH-000832,-0.409984685234
ACH-000833,-0.394820414768
ACH-000834,-0.37348547411399996
ACH-000835,-0.230954324298
ACH-000836,-0.17591059479200002
ACH-000837,-0.222542000106
ACH-000838,-0.044223410553400004
ACH-000839,-0.29056974358800003
ACH-000840,-0.189901918891
ACH-000841,-0.250156842666
ACH-000843,-0.400911951915
ACH-000846,-0.170703433267
ACH-000847,-0.42018318157799994
ACH-000848,-0.36541366339299997
ACH-000849,-0.565092486024
ACH-000851,-0.216291680882
ACH-000855,-0.766278942358
ACH-000856,-0.257392524721
ACH-000858,-0.489735938788
ACH-000859,-0.18134562028999998
ACH-000861,-0.075977797803
ACH-000862,-0.296705255656
ACH-000865,-0.281458956649
ACH-000866,-0.394886734046
ACH-000867,-0.170681134514
ACH-000869,-0.431356520879
ACH-000872,-0.24961030368200002
ACH-000873,-0.451717629683
ACH-000876,-0.44070362376500005
ACH-000878,-0.273380744372
ACH-000880,0.0390197210107
ACH-000881,-0.314997280785
ACH-000882,-0.40380195060199997
ACH-000884,-0.41184537529799997
ACH-000885,-0.433203854954
ACH-000887,-0.35739318806299997
ACH-000888,-0.440856627129
ACH-000889,-0.222406165333
ACH-000890,-0.09127279238870001
ACH-000896,-0.47380589140699997
ACH-000898,-0.42340616734700004
ACH-000900,-0.415848062911
ACH-000901,-0.19745136393399998
ACH-000905,-0.342404561861
ACH-000906,-0.240071459751
ACH-000907,-0.32041201321199997
ACH-000910,-0.569135330837
ACH-000911,-0.57215930907
ACH-000912,-0.162756911916
ACH-000913,-0.440554735049
ACH-000915,-0.31350809700800003
ACH-000916,-0.270344763602
ACH-000917,-0.20054549055799997
ACH-000921,-0.270901546173
ACH-000924,-0.303734362517
ACH-000926,-0.39285522964100006
ACH-000928,-0.191759246388
ACH-000929,-0.303253735486
ACH-000932,-0.46950330358000003
ACH-000935,-0.187280575366
ACH-000936,-0.45105319228999996
ACH-000937,-0.46879273552699996
ACH-000938,-0.42176368756399996
ACH-000939,-0.40943478172200004
ACH-000941,-0.23427993050999998
ACH-000943,-0.527633647806
ACH-000946,-0.289995028194
ACH-000947,-0.592762913735
ACH-000948,-0.471343685028
ACH-000950,-0.522397796522
ACH-000953,-0.0680994605335
ACH-000957,-0.24990396449000002
ACH-000958,-0.154687003728
ACH-000960,-0.160780127139
ACH-000963,-0.08563469323629999
ACH-000968,-0.614789193939
ACH-000969,-0.622730483097
ACH-000973,-0.327347710179
ACH-000974,-0.16310632427400001
ACH-000975,-0.34031917206999995
ACH-000976,-0.100512742873
ACH-000978,0.0229015587469
ACH-000980,-0.561356171052
ACH-000984,-0.279256343066
ACH-000986,-0.22007139297400002
ACH-000988,-0.36576223865900004
ACH-000993,-0.065729056151
ACH-000994,-0.485484424714
ACH-000996,-0.20421569694000002
ACH-001001,-0.5537990502319999
ACH-001020,0.031895105782
ACH-001028,-0.33983345460500003
ACH-001031,-0.351239386698
ACH-001038,-0.476409359168
ACH-001048,-0.30913024315000004
ACH-001050,-0.265767944728
ACH-001053,-0.32133615188000003
ACH-001054,-0.36007458575499995
ACH-001061,-0.438810971739
ACH-001067,-0.349093323723
ACH-001075,-0.38155942008199994
ACH-001096,-0.514124118929
ACH-001128,-0.155868083287
ACH-001134,-0.349520599674
ACH-001151,-0.111288327604
ACH-001163,-0.759437046119
ACH-001164,-0.33100929801999995
ACH-001173,-0.43180787404
ACH-001183,-0.374438210726
ACH-001184,-0.319061176816
ACH-001190,-0.320915956181
ACH-001192,-0.275394303922
ACH-001193,0.0965373090025
ACH-001196,-0.29571057945
ACH-001197,-0.08898972404160001
ACH-001205,-0.101637832037
ACH-001211,-0.10255823336400001
ACH-001212,-0.173657278587
ACH-001228,-0.425239903213
ACH-001232,-0.326295040383
ACH-001239,-0.35129804469899995
ACH-001274,-0.15177023332999998
ACH-001275,-0.662448552646
ACH-001277,-0.191474820953
ACH-001278,-0.516199817913
ACH-001280,-0.101662178827
ACH-001283,-0.41490735230400005
ACH-001289,-0.27790948972199997
ACH-001295,-0.07919232050910001
ACH-001300,-0.313664350027
ACH-001301,-0.15002648451199999
ACH-001302,-0.199370521651
ACH-001303,-0.013726742447399999
ACH-001306,-0.176317976928
ACH-001318,-0.580605686164
ACH-001322,-0.31121812323000003
ACH-001328,-0.49116797925899996
ACH-001332,-0.346145244324
ACH-001333,-0.364000164138
ACH-001336,-0.41514394758400003
ACH-001340,-0.213011262455
ACH-001346,-0.361853472272
ACH-001353,-0.186461432067
ACH-001354,-0.499305589852
ACH-001367,-0.617959634585
ACH-001368,-0.415391482751
ACH-001374,-0.00724355345738
ACH-001375,-0.193668588402
ACH-001377,-0.434572524594
ACH-001380,-0.381961593705
ACH-001391,-0.395358262932
ACH-001407,-0.340343680335
ACH-001408,-0.446077933833
ACH-001413,-0.205335654919
ACH-001430,-0.047735327117
ACH-001431,-0.428774188654
ACH-001450,-0.612351256824
ACH-001496,-0.24733340395700001
ACH-001500,-0.578730966646
ACH-001521,-0.506342480771
ACH-001523,-0.449387856848
ACH-001532,-0.31660765484299996
ACH-001536,-0.344140117674
ACH-001550,-0.559449645892
ACH-001552,-0.23859384577599999
ACH-001554,-0.40601215227799997
ACH-001645,-0.022262385584299996
ACH-001654,-0.39370659766500005
ACH-001715,-0.174394122095
ACH-001735,-0.0944793115054
ACH-001736,-0.321914491591
ACH-001737,-0.0616103631824
ACH-001740,-0.0745641304859
ACH-001745,-0.22634378558
ACH-001750,-0.292047680032
ACH-001765,-0.34107211672700005
ACH-001956,-0.0522610130221
ACH-001957,-0.14973975827199998
