,SNRPB (6628)
ACH-000260,-1.7540983462900002
ACH-000261,-1.68143618118
ACH-000262,-1.39012651941
ACH-000263,-1.3009827273799999
ACH-000264,-1.7535944570700002
ACH-000265,-1.94462632948
ACH-000266,-1.7377203433700001
ACH-000272,-1.64378626125
ACH-000273,-2.10199359291
ACH-000274,-1.9749191571900002
ACH-000277,-2.14727476473
ACH-000278,-1.8122579385900002
ACH-000279,-1.7656252674700001
ACH-000280,-1.9391349057599998
ACH-000281,-1.37244816826
ACH-000288,-1.72506277725
ACH-000291,-1.67033574874
ACH-000293,-2.0598979399
ACH-000294,-2.10433253751
ACH-000295,-1.68692853511
ACH-000296,-1.71344298432
ACH-000302,-2.0606728548900004
ACH-000304,-1.8766545873599998
ACH-000307,-1.6659416909600002
ACH-000308,-1.8360870447400002
ACH-000310,-2.0790232675699998
ACH-000311,-1.78330234127
ACH-000312,-1.58890760725
ACH-000315,-1.8112308392900003
ACH-000316,-1.8387147721900001
ACH-000317,-1.7807375577200002
ACH-000318,-2.15733534665
ACH-000319,-1.41447307829
ACH-000320,-1.6223834972100002
ACH-000322,-1.66968902336
ACH-000323,-1.62694827848
ACH-000324,-1.9216241353099999
ACH-000329,-1.9189315854700002
ACH-000330,-1.7245074385099999
ACH-000331,-1.58447862037
ACH-000332,-1.7439540252799999
ACH-000334,-2.3830346367299997
ACH-000335,-1.8044295898099998
ACH-000336,-1.44876888596
ACH-000337,-1.6950923234399997
ACH-000339,-1.66266791085
ACH-000341,-2.3653928223
ACH-000348,-2.14881446655
ACH-000350,-2.2578445966
ACH-000352,-2.0629459361599998
ACH-000356,-1.7311450673500002
ACH-000361,-1.4938220636000001
ACH-000362,-2.09169196578
ACH-000363,-1.90871875755
ACH-000364,-1.7770360882799998
ACH-000365,-2.0759533114099997
ACH-000366,-1.7849410372299999
ACH-000368,-1.51788523195
ACH-000374,-1.51529111669
ACH-000375,-1.6992228200200001
ACH-000376,-1.4872538182600001
ACH-000381,-1.6184731859900001
ACH-000383,-1.8669216539900002
ACH-000387,-1.818310078
ACH-000389,-1.82639792699
ACH-000390,-1.6365004461500001
ACH-000393,-1.8042145166699999
ACH-000395,-1.676809369
ACH-000397,-1.43565636558
ACH-000401,-1.8083647473700002
ACH-000402,-1.9167124385299998
ACH-000403,-2.0116605778400003
ACH-000404,-1.7452156555200002
ACH-000406,-1.7716552630200002
ACH-000407,-1.6767093567299998
ACH-000408,-1.2377428553899998
ACH-000410,-1.65617536214
ACH-000411,-1.61821985748
ACH-000414,-2.17103763225
ACH-000415,-1.88709764556
ACH-000416,-1.65266942527
ACH-000420,-1.42758013166
ACH-000421,-1.72276759148
ACH-000424,-2.0720687094
ACH-000425,-1.6574213393200001
ACH-000426,-2.54095065044
ACH-000427,-2.0936822473
ACH-000433,-1.8610501176499998
ACH-000436,-1.8549127821400002
ACH-000444,-1.66424515999
ACH-000445,-1.46754313586
ACH-000448,-1.9283326077
ACH-000450,-2.00774508279
ACH-000452,-1.8527114883200002
ACH-000454,-1.4020975541
ACH-000458,-1.76189082759
ACH-000459,-2.18891321186
ACH-000460,-1.7598669307599997
ACH-000461,-1.66469897401
ACH-000463,-1.48299623239
ACH-000464,-1.66468958158
ACH-000466,-1.56636446868
ACH-000467,-1.50661773004
ACH-000468,-1.90331095805
ACH-000469,-1.67698631354
ACH-000470,-1.76395768217
ACH-000471,-1.7421286043200002
ACH-000472,-2.0162644430000003
ACH-000473,-1.6999444658
ACH-000475,-1.9953989742900002
ACH-000476,-1.51752893221
ACH-000477,-2.27683740759
ACH-000480,-1.6402790784
ACH-000481,-2.00817188438
ACH-000483,-2.23856423218
ACH-000484,-1.8919806660599998
ACH-000485,-1.72242527553
ACH-000486,-2.02375458566
ACH-000487,-1.8981582296000001
ACH-000488,-1.94063259656
ACH-000490,-1.77789517406
ACH-000491,-2.0031982831999997
ACH-000495,-1.16357353082
ACH-000496,-1.61013133314
ACH-000499,-1.66388163454
ACH-000500,-2.07870083369
ACH-000502,-1.8208395294
ACH-000503,-1.14170810139
ACH-000505,-1.9025539938599998
ACH-000507,-1.6714900234799999
ACH-000510,-1.8891718309799999
ACH-000511,-1.63580275468
ACH-000512,-1.64016247005
ACH-000516,-2.03978014603
ACH-000517,-1.91404003824
ACH-000518,-1.83850524944
ACH-000520,-1.7712409161099998
ACH-000521,-1.8960025010400001
ACH-000522,-1.7741757219799998
ACH-000524,-2.16015936189
ACH-000527,-1.91822170574
ACH-000528,-1.45041659735
ACH-000537,-1.7631985379400004
ACH-000541,-2.09357355242
ACH-000542,-1.72742598199
ACH-000544,-1.5430770623299999
ACH-000545,-1.5894096183700002
ACH-000547,-1.23881777974
ACH-000548,-1.4175132293200001
ACH-000549,-1.66875182546
ACH-000550,-1.5982351861500002
ACH-000552,-1.6870447675600002
ACH-000556,-1.9123135051099998
ACH-000557,-2.22467226317
ACH-000570,-1.7823134532700002
ACH-000571,-2.38856469604
ACH-000573,-1.8641174934
ACH-000576,-1.6524268076100002
ACH-000580,-2.11586189374
ACH-000584,-1.7933552268400001
ACH-000585,-1.65844643437
ACH-000588,-1.71913212555
ACH-000589,-1.6191131709399997
ACH-000591,-1.90015155785
ACH-000593,-1.78007366055
ACH-000600,-1.7563104112599999
ACH-000601,-1.8233686845400003
ACH-000604,-1.88234781093
ACH-000605,-1.9621102741599998
ACH-000606,-1.57378656456
ACH-000608,-2.7372614824199997
ACH-000614,-2.2366745838999997
ACH-000616,-1.803638305
ACH-000618,-1.7708273618700001
ACH-000619,-1.66232173708
ACH-000620,-1.65047212029
ACH-000621,-1.79740391243
ACH-000622,-1.9886431664700002
ACH-000623,-1.7676891449
ACH-000624,-1.8435606820900001
ACH-000627,-1.70502361757
ACH-000630,-1.53429351162
ACH-000632,-2.08596754663
ACH-000633,-1.84121204667
ACH-000637,-1.5084714005500002
ACH-000638,-1.92967874958
ACH-000646,-1.8373698201700002
ACH-000647,-1.6705135074500002
ACH-000648,-2.0633396367500003
ACH-000649,-1.8293086357900004
ACH-000651,-1.54823585092
ACH-000652,-1.91550988604
ACH-000653,-1.8868662784599999
ACH-000657,-1.91182475564
ACH-000658,-2.0492484097099997
ACH-000661,-2.64315327943
ACH-000662,-1.97023276216
ACH-000663,-1.7567389093999999
ACH-000665,-1.65620069317
ACH-000671,-1.8935097033099997
ACH-000673,-1.66072728988
ACH-000676,-1.6449059589200001
ACH-000677,-1.53667686178
ACH-000681,-1.8964957413499999
ACH-000682,-1.9642155126499998
ACH-000683,-1.86176076623
ACH-000684,-1.34759594909
ACH-000688,-1.53019453058
ACH-000693,-1.8519100459400002
ACH-000694,-1.34444748639
ACH-000695,-1.7781632080400003
ACH-000696,-1.59663462511
ACH-000697,-1.65814610009
ACH-000699,-2.30573641058
ACH-000701,-2.19758882528
ACH-000706,-1.56953204231
ACH-000711,-1.7667871437400002
ACH-000713,-1.64604536332
ACH-000714,-1.85180890093
ACH-000718,-2.04456681113
ACH-000720,-1.72234993852
ACH-000721,-1.8623135798500001
ACH-000724,-2.47787727568
ACH-000725,-2.07031419725
ACH-000732,-1.6805342326800001
ACH-000734,-1.9380174008000002
ACH-000735,-1.53875866436
ACH-000736,-1.8781669879900003
ACH-000738,-1.71418591166
ACH-000746,-2.07999224733
ACH-000747,-1.71756295317
ACH-000748,-1.60179441468
ACH-000753,-1.8926936015400002
ACH-000756,-1.88286370675
ACH-000757,-2.0373554276599997
ACH-000758,-1.7443511137599998
ACH-000760,-1.86097155512
ACH-000763,-2.08314415512
ACH-000764,-1.63031946478
ACH-000765,-1.54895209803
ACH-000766,-1.9280536470900003
ACH-000767,-1.9802739382299999
ACH-000768,-1.64283821206
ACH-000769,-1.8470449495599996
ACH-000770,-2.12209648653
ACH-000771,-1.613559646
ACH-000773,-1.85460717498
ACH-000776,-1.6778352899000002
ACH-000777,-1.7411906959099999
ACH-000778,-2.2875742457499997
ACH-000781,-2.10693044514
ACH-000782,-1.9049914982599998
ACH-000783,-1.64205111304
ACH-000784,-1.72494601537
ACH-000785,-2.01427887568
ACH-000787,-1.73839371759
ACH-000788,-1.8106592673400004
ACH-000791,-1.6277468755899998
ACH-000792,-1.89908535431
ACH-000794,-1.70870184579
ACH-000796,-1.7235695576199999
ACH-000799,-1.50009820831
ACH-000800,-1.2440759099
ACH-000802,-1.8239464498
ACH-000804,-1.8833182762099998
ACH-000805,-1.9520823153799998
ACH-000809,-2.0276390814300003
ACH-000810,-1.84261214803
ACH-000811,-2.0422278030500003
ACH-000817,-1.7287739392700001
ACH-000819,-1.62142282012
ACH-000820,-1.2880834297700001
ACH-000821,-2.00938670569
ACH-000822,-2.0476061740900002
ACH-000823,-2.0247568292500002
ACH-000824,-2.03170252445
ACH-000827,-1.6134200649500001
ACH-000829,-1.8841513098099998
ACH-000831,-1.55512955268
ACH-000832,-1.7381677978099999
ACH-000833,-1.9895119148299998
ACH-000834,-1.60295385609
ACH-000835,-1.5846325918700002
ACH-000836,-1.2461891831
ACH-000837,-1.7494376226099997
ACH-000838,-2.0902915426299997
ACH-000839,-1.3596250275200001
ACH-000840,-1.7716208916999998
ACH-000841,-1.7121993073
ACH-000843,-2.0058894612900002
ACH-000846,-1.9488767829700002
ACH-000847,-1.50666701091
ACH-000848,-1.7031138286399998
ACH-000849,-1.6667990445200003
ACH-000851,-1.69614519889
ACH-000855,-1.1952592020200001
ACH-000856,-1.78670376959
ACH-000858,-1.67007963436
ACH-000859,-1.08332700592
ACH-000861,-1.67219160276
ACH-000862,-1.46152669711
ACH-000865,-1.7370568454900002
ACH-000866,-1.8397530970400002
ACH-000867,-1.96173833607
ACH-000869,-2.0821188214
ACH-000872,-1.5786175136899998
ACH-000873,-1.8090800626900003
ACH-000876,-2.11119842496
ACH-000878,-2.05871308586
ACH-000880,-1.8761937967400002
ACH-000881,-1.68955770861
ACH-000882,-1.65917817159
ACH-000884,-1.69068697929
ACH-000885,-1.7514797688400001
ACH-000887,-1.8528769162599998
ACH-000888,-1.9181489286900002
ACH-000889,-2.00998561972
ACH-000890,-1.5898768818
ACH-000896,-1.86008001873
ACH-000898,-1.7254893980500001
ACH-000900,-1.58110399086
ACH-000901,-1.93037982338
ACH-000905,-1.6628990731
ACH-000906,-1.7594463347099998
ACH-000907,-1.54163240843
ACH-000910,-1.99070107488
ACH-000911,-1.61314239636
ACH-000912,-1.6538459157700003
ACH-000913,-1.9039894477900001
ACH-000915,-1.9064200414400003
ACH-000916,-2.0807526099099998
ACH-000917,-1.84170183403
ACH-000921,-1.6449345272
ACH-000924,-1.7594205972999999
ACH-000926,-1.83714074815
ACH-000928,-1.7248860458400002
ACH-000929,-1.7717672310199999
ACH-000932,-1.9836565819099998
ACH-000935,-1.84763107259
ACH-000936,-1.7586298425
ACH-000937,-2.3918629267299996
ACH-000938,-2.0872292154400003
ACH-000939,-1.7436085658900002
ACH-000941,-2.0861635780400003
ACH-000943,-1.84616433651
ACH-000946,-1.88483731643
ACH-000947,-1.9466858282599997
ACH-000948,-2.04668525702
ACH-000950,-1.70652460755
ACH-000953,-2.2637732514200004
ACH-000957,-1.6039282538
ACH-000958,-1.6569016774899998
ACH-000960,-2.18767918123
ACH-000963,-2.72104802256
ACH-000968,-1.9100946417200002
ACH-000969,-1.59550170125
ACH-000973,-1.7972585092700002
ACH-000974,-1.92121161102
ACH-000975,-1.4846033018399998
ACH-000976,-1.60238702504
ACH-000978,-2.12607098034
ACH-000980,-1.90989694376
ACH-000984,-1.7195151537200002
ACH-000986,-1.69796546442
ACH-000988,-1.78335566782
ACH-000993,-1.74118843095
ACH-000994,-2.44607545115
ACH-000996,-1.66200502959
ACH-001001,-1.9205159887099998
ACH-001020,-1.75381502074
ACH-001028,-1.8748697744299998
ACH-001031,-1.9771725543
ACH-001038,-2.04100712532
ACH-001048,-1.64543062669
ACH-001050,-1.5558423766299998
ACH-001053,-1.3013760873
ACH-001054,-1.58546888472
ACH-001061,-1.5731684687
ACH-001067,-1.80883250127
ACH-001075,-1.8317834786000002
ACH-001096,-1.83123590176
ACH-001128,-1.4389861479799997
ACH-001134,-1.78131626752
ACH-001151,-1.7379144090599998
ACH-001163,-1.64057860808
ACH-001164,-2.0280190993700002
ACH-001173,-1.79492827461
ACH-001183,-1.8364492202
ACH-001184,-1.89167079121
ACH-001190,-1.38708939692
ACH-001192,-1.6441383810699999
ACH-001193,-1.95348598947
ACH-001196,-2.04299606805
ACH-001197,-1.8064259778
ACH-001205,-1.78683261195
ACH-001211,-1.7505552223199998
ACH-001212,-1.8145504755200002
ACH-001228,-1.58852218306
ACH-001232,-1.5368544540200002
ACH-001239,-1.9939000084599998
ACH-001274,-2.17319321194
ACH-001275,-1.68254438088
ACH-001277,-1.63141211764
ACH-001278,-1.89023524873
ACH-001280,-2.34777350808
ACH-001283,-1.8259842201299998
ACH-001289,-2.18838668783
ACH-001295,-2.11022870391
ACH-001300,-1.82828967675
ACH-001301,-1.5623876261899998
ACH-001302,-1.8393568345599998
ACH-001303,-1.91521783005
ACH-001306,-1.52316756212
ACH-001318,-2.12177028761
ACH-001322,-1.5779977234399998
ACH-001328,-1.5883224157700002
ACH-001332,-1.12168893202
ACH-001333,-1.9049583057599997
ACH-001336,-1.46804881099
ACH-001340,-1.6288290230200002
ACH-001346,-1.59845054682
ACH-001353,-1.70474663783
ACH-001354,-1.27853654917
ACH-001367,-1.57223308722
ACH-001368,-2.01556009105
ACH-001374,-1.5738863568099999
ACH-001375,-1.70519168508
ACH-001377,-1.9083122786099997
ACH-001380,-1.6016636563100002
ACH-001391,-2.30633476073
ACH-001407,-1.7311792854799999
ACH-001408,-1.5602036696000001
ACH-001413,-1.4612812965000002
ACH-001430,-1.8888015341799997
ACH-001431,-1.64940950587
ACH-001450,-1.4502147741999998
ACH-001496,-1.43631054138
ACH-001500,-1.58469524366
ACH-001521,-2.2999102963699998
ACH-001523,-1.37410624901
ACH-001532,-1.9579336295400003
ACH-001536,-1.57533861377
ACH-001550,-1.6866754857
ACH-001552,-1.6038819203499999
ACH-001554,-1.9565900726700003
ACH-001645,-1.76922435365
ACH-001654,-1.9059249755400003
ACH-001715,-2.01332457531
ACH-001735,-2.07491861902
ACH-001736,-2.0794188249000003
ACH-001737,-1.15617902041
ACH-001740,-1.71156871852
ACH-001745,-1.7304305411200003
ACH-001750,-1.50357771449
ACH-001765,-2.0191803079599997
ACH-001956,-1.95305255755
ACH-001957,-1.6021272448500001
