,TIPIN (54962)
ACH-000004,-0.8192304007019999
ACH-000007,-0.47118384534900004
ACH-000009,-0.9354199997149999
ACH-000011,-0.8759235971580001
ACH-000012,-0.91125328847
ACH-000013,-0.890410385743
ACH-000014,-0.642528284602
ACH-000015,-0.5126676660849999
ACH-000017,-0.616132561325
ACH-000018,-0.569657666976
ACH-000019,-0.423289181296
ACH-000021,-0.714974678838
ACH-000022,-0.856505485236
ACH-000025,-0.9376065321520001
ACH-000028,-0.699005323248
ACH-000030,-0.772457198912
ACH-000035,-0.837129617741
ACH-000036,-0.589081164151
ACH-000037,-0.937330114276
ACH-000039,-1.0105968144600002
ACH-000040,-0.882214779665
ACH-000041,-0.916624476128
ACH-000042,-0.937851955727
ACH-000045,-0.875751636054
ACH-000047,-1.00345941241
ACH-000052,-0.716284279983
ACH-000053,-0.942507779941
ACH-000054,-1.03324547474
ACH-000055,-0.806130346276
ACH-000060,-0.700889295177
ACH-000067,-0.915241246603
ACH-000070,-0.80114922909
ACH-000075,-0.65862416117
ACH-000078,-0.825293684898
ACH-000082,-1.03864272216
ACH-000085,-0.916365974761
ACH-000086,-0.778253024139
ACH-000087,-1.02478484926
ACH-000092,-0.679204967443
ACH-000095,-0.980924788629
ACH-000097,-0.864524430998
ACH-000098,-0.685998437487
ACH-000099,-0.964239127291
ACH-000108,-0.803854886001
ACH-000113,-0.8485621749619999
ACH-000115,-0.785343269078
ACH-000116,-0.7442546495569999
ACH-000118,-0.844690312587
ACH-000120,-0.8836473734110001
ACH-000123,-0.8562737601379999
ACH-000127,-0.7521364193790001
ACH-000128,-0.758096243249
ACH-000132,-1.18813489599
ACH-000133,-0.778195885035
ACH-000137,-0.992455733177
ACH-000138,-0.685437105671
ACH-000142,-0.779574040513
ACH-000143,-0.7241923044509999
ACH-000146,-0.9448317243500001
ACH-000148,-0.895077041093
ACH-000150,-0.9374721161499999
ACH-000152,-0.876781291056
ACH-000153,-0.634962811781
ACH-000159,-0.931541906856
ACH-000160,-0.8659508314929999
ACH-000163,-0.769473897399
ACH-000167,-0.9904077864059999
ACH-000168,-0.999517716377
ACH-000169,-0.692981820681
ACH-000178,-0.8726420796340001
ACH-000182,-0.773021716852
ACH-000183,-1.0045285664499999
ACH-000188,-0.643006392322
ACH-000189,-0.48092342523500003
ACH-000190,-1.00184467347
ACH-000198,-0.8737749254799999
ACH-000204,-0.923085253893
ACH-000206,-0.724274945372
ACH-000207,-1.16159831259
ACH-000211,-0.922222782641
ACH-000215,-0.7235360314820001
ACH-000221,-0.45978480630199997
ACH-000222,-0.9464708984550001
ACH-000223,-0.9135634141329999
ACH-000226,-0.8980440000130001
ACH-000227,-0.9433956451180001
ACH-000228,-0.960228103162
ACH-000231,-0.806713343363
ACH-000232,-0.752914535279
ACH-000233,-0.673088707475
ACH-000234,-0.763559289846
ACH-000235,-0.8072408185
ACH-000237,-0.848280986892
ACH-000238,-0.7687135884110001
ACH-000243,-0.899859868533
