,NCKAP5L (57701)
ACH-000004,0.178421891202
ACH-000007,0.24589300987399998
ACH-000009,0.123011497187
ACH-000011,0.0633067232001
ACH-000012,0.123919432893
ACH-000013,0.0359943160289
ACH-000014,0.0514355036075
ACH-000015,0.190768475302
ACH-000017,0.152775463945
ACH-000018,-0.120854646151
ACH-000019,0.154416531219
ACH-000021,0.025773523585999998
ACH-000022,-0.00691453898048
ACH-000025,-0.006808811956
ACH-000028,0.100029776751
ACH-000030,0.0629604716129
ACH-000035,-0.00017968096262
ACH-000036,0.0917214398371
ACH-000037,0.164850641385
ACH-000039,0.451593915782
ACH-000040,0.09081779442710002
ACH-000041,0.0988777795627
ACH-000042,0.176689344698
ACH-000045,0.057639888058500004
ACH-000047,0.16886680537300003
ACH-000052,0.21110144145399998
ACH-000053,0.2005258355
ACH-000054,0.018042277765400003
ACH-000055,0.275314875695
ACH-000060,0.303131895255
ACH-000067,0.149616880716
ACH-000070,0.113124484629
ACH-000075,-0.022022521519999998
ACH-000078,0.402768629499
ACH-000082,0.09697944558910002
ACH-000085,0.188992265597
ACH-000086,-0.31972287402800004
ACH-000087,0.21542227954100002
ACH-000092,0.112558537699
ACH-000095,0.09397983096729999
ACH-000097,0.0034540152196599998
ACH-000098,0.08143866706139999
ACH-000099,0.259214416218
ACH-000108,0.07532516489749999
ACH-000113,-0.025050499677499997
ACH-000115,0.158209460229
ACH-000116,0.1120626726
ACH-000118,-0.0473451591791
ACH-000120,-0.098661624649
ACH-000123,0.177669123794
ACH-000127,0.0922010126328
ACH-000128,-0.0379828635043
ACH-000132,0.185956288543
ACH-000133,0.0203981614085
ACH-000137,0.247997596323
ACH-000138,0.17952299295000002
ACH-000142,-0.0884915643208
ACH-000143,0.097071592619
ACH-000146,0.273483841728
ACH-000148,0.148191635115
ACH-000150,-0.00972487032865
ACH-000152,-0.14788173580800001
ACH-000153,0.08756231307389999
ACH-000159,0.0912767386452
ACH-000160,-0.00250782539679
ACH-000163,0.0170969591638
ACH-000167,0.1488214684
ACH-000168,-0.034581664542400005
ACH-000169,0.16670134536800002
ACH-000178,0.28616305099100003
ACH-000182,0.0252351237017
ACH-000183,-0.010857794816399998
ACH-000188,0.139871293179
ACH-000189,-0.020097429934300002
ACH-000190,0.23389629886399999
ACH-000198,0.0740350041865
ACH-000204,0.269366957223
ACH-000206,-0.0902106611311
ACH-000207,0.08129631727060001
ACH-000211,0.222134261224
ACH-000215,-0.0507222742621
ACH-000221,-0.07537491001180001
ACH-000222,0.0911093983786
ACH-000223,-0.0833099974189
ACH-000226,0.152593943215
ACH-000227,-0.0236782640557
ACH-000228,0.10674207941299999
ACH-000231,0.00440275112244
ACH-000232,0.0363650719075
ACH-000233,-0.028671990594
ACH-000234,0.0832730501004
ACH-000235,0.145954805658
ACH-000237,0.16099168771199998
ACH-000238,-0.055552882387699995
ACH-000243,0.108227978345
ACH-000244,-0.0491463782595
ACH-000246,0.0373628675634
ACH-000248,0.18491283395
ACH-000250,0.135989369084
ACH-000251,0.282678067399
ACH-000253,0.100120364396
ACH-000255,0.0118761515293
ACH-000256,0.105165668041
ACH-000257,0.029822064232799997
ACH-000258,0.260379559811
ACH-000259,0.17159655153499997
ACH-000260,0.0944833760354
ACH-000261,-0.00614685814231
ACH-000262,-0.207126158951
ACH-000263,-0.127021868436
ACH-000264,0.00658313143881
ACH-000265,0.190846004107
ACH-000266,0.100157427179
ACH-000272,0.256052956378
ACH-000273,0.22778330326699997
ACH-000274,-0.0626553664009
ACH-000277,0.124133897966
ACH-000278,0.0912743154193
ACH-000279,0.0439858162543
ACH-000280,0.054695139503
ACH-000281,0.009229731154320001
ACH-000288,-0.0657258575069
ACH-000291,-0.0325324162285
ACH-000293,0.0545245768251
ACH-000294,0.103238255481
ACH-000295,0.338714758256
ACH-000296,-0.108710222026
ACH-000302,0.036449919751199995
ACH-000304,0.221322906835
ACH-000307,0.0971962603124
ACH-000308,0.1150162226
ACH-000310,0.418231301016
ACH-000311,0.10411745018999999
ACH-000312,0.202383029441
ACH-000315,0.11552509214000002
ACH-000316,0.294471961393
ACH-000317,0.160585110336
ACH-000318,0.06918962487930001
ACH-000319,0.04011134225890001
ACH-000320,0.21595819750300002
ACH-000322,0.186610384415
ACH-000323,0.146778879027
ACH-000324,0.14273533382200002
ACH-000329,0.125109189008
ACH-000330,0.235759515671
