,NBPF3 (84224)
ACH-000004,-0.649862012216
ACH-000007,-0.818661335459
ACH-000009,-0.980005622192
ACH-000011,-0.7879885000579999
ACH-000012,-0.851702656274
ACH-000013,-0.8182390011920001
ACH-000014,-0.779245980004
ACH-000015,-0.643665733967
ACH-000017,-0.7262485668199999
ACH-000018,-0.453198331291
ACH-000019,-0.6841329745520001
ACH-000021,-0.6722449831
ACH-000022,-0.824564027392
ACH-000025,-0.6831732164000001
ACH-000028,-0.625735668876
ACH-000030,-0.7945933723440001
ACH-000035,-0.824871987966
ACH-000036,-0.613607831823
ACH-000037,-0.7681152763689999
ACH-000039,-1.14638665047
ACH-000040,-0.6763915326090001
ACH-000041,-0.781632278026
ACH-000042,-0.799876282703
ACH-000045,-0.6210953535729999
ACH-000047,-0.662295286875
ACH-000052,-0.473468642151
ACH-000053,-0.983862986352
ACH-000054,-0.738575560662
ACH-000055,-0.6512182055479999
ACH-000060,-0.593570870921
ACH-000067,-0.917281491638
ACH-000070,-0.607336141272
ACH-000075,-0.6883842392139999
ACH-000078,-0.918847585259
ACH-000082,-0.5193375941699999
ACH-000085,-0.600398649369
ACH-000086,-0.775214523056
ACH-000087,-0.484398846021
ACH-000092,-0.7667999585330001
ACH-000095,-0.9371931900530001
ACH-000097,-0.728474149083
ACH-000098,-0.7619311744249999
ACH-000099,-0.838782873991
ACH-000108,-0.5444403592189999
ACH-000113,-0.745557778239
ACH-000115,-0.868688543971
ACH-000116,-0.58071636184
ACH-000118,-0.646375718223
ACH-000120,-0.688540668602
ACH-000123,-0.638076657457
ACH-000127,-0.7795978857520001
ACH-000128,-0.744420041044
ACH-000132,-0.770210535362
ACH-000133,-0.648196062114
ACH-000137,-0.990478761964
ACH-000138,-0.665255451757
ACH-000142,-0.8308998235889999
ACH-000143,-0.588793640998
ACH-000146,-0.927059869271
ACH-000148,-0.635138598582
ACH-000150,-0.69270714218
ACH-000152,-0.60001706404
ACH-000153,-0.44377566126400003
ACH-000159,-0.678683973325
ACH-000160,-0.7852528576440001
ACH-000163,-0.632750470527
ACH-000167,-0.914794843192
ACH-000168,-0.482784539253
ACH-000169,-0.85393351634
ACH-000178,-0.7978285559639999
ACH-000182,-0.618770850914
ACH-000183,-0.61813867036
ACH-000188,-0.734320573444
ACH-000189,-0.90255409424
ACH-000190,-0.322391328066
ACH-000198,-0.658180427803
ACH-000204,-0.555989132693
ACH-000206,-0.5461440794
ACH-000207,-0.510411334719
ACH-000211,-0.777274352852
ACH-000215,-0.931465363706
ACH-000221,-0.881487842228
ACH-000222,-0.611885625472
ACH-000223,-0.736389079042
ACH-000226,-0.8117951975550001
ACH-000227,-1.0015827333399998
ACH-000228,-0.553575932909
ACH-000231,-0.832761512892
ACH-000232,-0.7982150433490001
ACH-000233,-0.765319493254
ACH-000234,-0.7208496793989999
ACH-000235,-0.78644047347
ACH-000237,-0.910564278828
ACH-000238,-0.714294094127
ACH-000243,-0.6718184065389999
ACH-000244,-0.729147652702
ACH-000246,-0.837718408719
ACH-000248,-0.784130720184
ACH-000250,-0.683688987012
ACH-000251,-0.94820544046
ACH-000253,-0.58660620603
ACH-000255,-0.510752536757
ACH-000256,-0.654063422993
ACH-000257,-0.9200248942560001
ACH-000258,-1.02196968444
ACH-000259,-0.810669026189
ACH-000260,-0.7315302551
ACH-000261,-0.764672757969
ACH-000262,-0.97584495424
ACH-000263,-0.933325530424
ACH-000264,-0.8254964621940001
ACH-000265,-0.830437696041
ACH-000266,-0.7046953089810001
ACH-000272,-0.9246750163299998
ACH-000273,-0.530564386848
ACH-000274,-0.790235788169
ACH-000277,-0.34531818842100004
ACH-000278,-0.5383365804219999
ACH-000279,-0.803316899253
ACH-000280,-0.6665496536509999
ACH-000281,-0.6453100983169999
ACH-000288,-0.754491580352
ACH-000291,-0.7622325710410001
ACH-000293,-0.395240903125
ACH-000294,-0.814755957659
ACH-000295,-0.7576267697910001
ACH-000296,-0.665136175953
ACH-000302,-0.757179384003
ACH-000304,-0.7414012219239999
ACH-000307,-0.747413742957
ACH-000308,-0.674029133487
ACH-000310,-1.07725037689
ACH-000311,-0.803892179033
ACH-000312,-0.712681867728
ACH-000315,-0.731910998471
ACH-000316,-1.0144856206
ACH-000317,-0.740223873397
ACH-000318,-0.863527643768
ACH-000319,-0.7216216815009999
ACH-000320,-0.65749800436
ACH-000322,-0.672120294294
ACH-000323,-0.721328140467
ACH-000324,-0.7098240706800001
ACH-000329,-0.912925111795
ACH-000330,-0.901659200872
ACH-000331,-0.683061724436
ACH-000332,-0.719729598295
ACH-000334,-0.7714106543960001
ACH-000335,-0.727875092593
ACH-000336,-0.564533618045
ACH-000337,-0.605449497152
ACH-000339,-0.697554134523
ACH-000341,-0.848929960124
ACH-000348,-0.7570167449259999
ACH-000350,-0.800218796654
ACH-000352,-0.94935850893
ACH-000356,-0.481550338535
ACH-000361,-0.8279905160340001
ACH-000362,-0.724740793328
ACH-000363,-0.7450330455320001
ACH-000364,-0.980702693891
ACH-000365,-0.700476144718
ACH-000366,-0.624370179439
ACH-000368,-0.833548787569
ACH-000374,-0.870014890114
ACH-000375,-0.910268622491
ACH-000376,-0.679159789224
ACH-000381,-0.937358970435
ACH-000383,-1.05713882041
ACH-000387,-0.664568669073
ACH-000389,-0.550499109938
ACH-000390,-1.0098947839599999
ACH-000393,-0.727408350157
ACH-000395,-0.8307687140510001
ACH-000397,-0.658750142699
ACH-000401,-0.80218935436
ACH-000402,-0.280527354737
ACH-000403,-0.879247101986
ACH-000404,-0.801383392935
ACH-000406,-0.784966349557
ACH-000407,-0.89225241014
ACH-000408,-0.61008732327
ACH-000410,-0.68185127302
ACH-000411,-0.8405787675480001
ACH-000414,-0.843740255458
ACH-000415,-0.915682328618
ACH-000416,-0.64959468252
ACH-000420,-0.686396884965
ACH-000421,-0.734823143011
ACH-000424,-0.473965058081
ACH-000425,-0.59576745748
ACH-000426,-1.53364323996
ACH-000427,-0.784811636377
ACH-000433,-0.7430645890009999
ACH-000436,-0.95489660031
ACH-000444,-0.6369078000949999
ACH-000445,-0.5837129690389999
ACH-000448,-0.696482266418
ACH-000450,-0.43215790137500004
ACH-000452,-0.8285694036229999
ACH-000454,-0.8989685801299999
ACH-000458,-0.8984377420090001
ACH-000459,-0.778502445202
ACH-000460,-0.695318550791
ACH-000461,-0.781807593126
ACH-000463,-0.621317433265
ACH-000464,-0.703841827281
ACH-000466,-0.920727813974
ACH-000467,-0.673553942816
ACH-000468,-0.876321519709
ACH-000469,-0.773834160879
ACH-000470,-0.666793789113
ACH-000471,-0.757944973063
ACH-000472,-0.7599931448080001
ACH-000473,-0.494679936389
ACH-000475,-0.874292816235
ACH-000476,-0.7483136634299999
ACH-000477,-0.889806402838
ACH-000480,-0.7318585856559999
ACH-000481,-0.790782042007
ACH-000483,-0.6856589686750001
ACH-000484,-0.536604862847
ACH-000485,-0.803392521181
ACH-000486,-0.646304119059
ACH-000487,-0.888880189833
ACH-000488,-0.775119269615
ACH-000490,-0.765691319832
ACH-000491,-1.11831135706
ACH-000495,-0.785087878713
ACH-000496,-0.8336327068770001
ACH-000499,-0.556685122872
ACH-000500,-1.0411035743000001
ACH-000502,-0.7729692129719999
ACH-000503,-0.7108494663600001
ACH-000505,-0.741965380908
ACH-000507,-0.7531095122079999
ACH-000510,-0.6421300138939999
ACH-000511,-0.6888754885770001
ACH-000512,-0.476977251815
ACH-000516,-0.7115033508399999
ACH-000517,-1.05730096927
ACH-000518,-0.766492030227
ACH-000520,-0.703553888131
ACH-000521,-0.864381364743
ACH-000522,-0.728866734945
ACH-000524,-0.7829621102159999
ACH-000527,-0.7053652398289999
ACH-000528,-0.696977150695
ACH-000537,-0.606339342328
ACH-000541,-0.974974211003
ACH-000542,-0.7423536910009999
ACH-000544,-0.7102202845540001
ACH-000545,-0.504223828126
ACH-000547,-0.366493573273
ACH-000548,-0.818355908708
ACH-000549,-0.500270699317
ACH-000550,-0.774061372528
ACH-000552,-0.653550596671
ACH-000556,-0.842151350658
ACH-000557,-0.96585170809
ACH-000570,-0.7697183296340001
ACH-000571,-0.878287999136
ACH-000573,-0.7045128174099999
ACH-000576,-1.04297034791
ACH-000580,-0.326995763662
ACH-000584,-0.6656775912990001
ACH-000585,-0.728202742333
ACH-000588,-0.86334318934
ACH-000589,-0.74925096346
ACH-000591,-0.464313478121
ACH-000593,-0.813357256269
ACH-000600,-0.9339396147750001
ACH-000601,-0.725677938744
ACH-000604,-0.5641260026120001
ACH-000605,-0.729742144243
ACH-000606,-0.803754049868
ACH-000608,-0.908166254608
ACH-000614,-0.8394854968809999
ACH-000616,-0.416833454254
ACH-000618,-0.672604259499
ACH-000619,-0.666607436188
ACH-000620,-0.726010102716
ACH-000621,-0.655320652786
ACH-000622,-0.8179130553049999
ACH-000623,-0.7824763300130001
ACH-000624,-0.815278008303
ACH-000627,-0.739841655705
ACH-000630,-0.810123402718
ACH-000632,-0.972554468595
ACH-000633,-0.678502634937
ACH-000637,-0.7072408422650001
ACH-000638,-0.8483178447830001
ACH-000646,-0.778424268998
ACH-000647,-0.537254821131
ACH-000648,-0.712931248882
ACH-000649,-0.708505235399
ACH-000651,-0.591635333086
ACH-000652,-0.7216394986329999
