,PIK3R4 (30849)
ACH-000004,-1.1125045627399999
ACH-000007,-0.66540409705
ACH-000009,-0.5057873930479999
ACH-000011,-0.65329246183
ACH-000012,-0.5241772272380001
ACH-000013,-0.252598598459
ACH-000014,-0.36094951289800004
ACH-000015,-0.587446850714
ACH-000017,-0.881440142537
ACH-000018,-0.799706302886
ACH-000019,-0.776033960096
ACH-000021,-0.9782431978489999
ACH-000022,-0.508871392593
ACH-000025,-0.580480521855
ACH-000028,-0.52432309008
ACH-000030,-0.5573837511
ACH-000035,-1.04243755194
ACH-000036,-0.7369011885950001
ACH-000037,-0.471132275752
ACH-000039,-0.58014748827
ACH-000040,-0.39469556808899997
ACH-000041,-0.661155543126
ACH-000042,-0.693086872919
ACH-000045,-0.5946120998569999
ACH-000047,-0.745007552538
ACH-000052,-1.05933548756
ACH-000053,-0.5865812708529999
ACH-000054,-0.584971431363
ACH-000055,-0.306018304958
ACH-000060,-0.286918797062
ACH-000067,-0.916824912825
ACH-000070,-0.5015729445279999
ACH-000075,-0.436669646986
ACH-000078,-0.547473524614
ACH-000082,-0.481327246783
ACH-000085,-0.812196972307
ACH-000086,-0.513810180739
ACH-000087,-0.7916921280660001
ACH-000092,-0.712104019407
ACH-000095,-0.564418079765
ACH-000097,-0.821191949927
ACH-000098,-0.515135883648
ACH-000099,-0.503232384986
ACH-000108,-0.613255875579
ACH-000113,-0.7296372736769999
ACH-000115,-0.685191548735
ACH-000116,-0.539644940243
ACH-000118,-0.675170952814
ACH-000120,-0.528930413086
ACH-000123,-0.599455715034
ACH-000127,-0.645379241985
ACH-000128,-0.510091777338
ACH-000132,-0.69254802813
ACH-000133,-0.738321358189
ACH-000137,-0.649276879401
ACH-000138,-0.604466402531
ACH-000142,-0.321187491295
ACH-000143,-0.478348179029
ACH-000146,-0.240784346661
ACH-000148,-0.60114377474
ACH-000150,-0.453212899322
ACH-000152,-0.776196128548
ACH-000153,-0.180727257923
ACH-000159,-0.620373167652
ACH-000160,-0.75270024911
ACH-000163,-0.7019027835889999
ACH-000167,-0.459745645394
ACH-000168,-0.53400253032
ACH-000169,-0.881586379614
ACH-000178,-0.6882340162199999
ACH-000182,-0.5104178824
ACH-000183,-0.746367924577
ACH-000188,-0.783509800237
ACH-000189,-0.060455806273499994
ACH-000190,-0.5336922551709999
ACH-000198,-0.748662274365
ACH-000204,-0.83777904431
ACH-000206,-0.583226431536
ACH-000207,-0.484326561865
ACH-000211,-0.665529031753
ACH-000215,-0.601978474913
ACH-000221,-0.580220007186
ACH-000222,-0.588424464974
ACH-000223,-0.989844842624
ACH-000226,-0.62621052367
ACH-000227,-0.44891995084700004
ACH-000228,-0.645031677988
ACH-000231,-0.616147448253
ACH-000232,-0.480047053257
ACH-000233,-0.57259416325
ACH-000234,-0.9494618454880001
ACH-000235,-0.79376251279
ACH-000237,-0.8236739424680001
ACH-000238,-0.633779061943
ACH-000243,-0.450533458812
ACH-000244,-0.858395634515
ACH-000246,-0.270496572784
ACH-000248,-0.854024246044
ACH-000250,-0.597559398302
ACH-000251,-0.469811519135
ACH-000253,-0.7163211241449999
ACH-000255,-0.516792902302
