,GJB6 (10804)
ACH-000004,-0.13177059542000003
ACH-000007,-0.327960851447
ACH-000009,-0.235305353953
ACH-000011,-0.20931908727499998
ACH-000012,-0.237163009964
ACH-000013,-0.124942766406
ACH-000014,-0.046884027120400004
ACH-000015,-0.23616241195300003
ACH-000017,-0.26327490624600003
ACH-000018,-0.22192738298
ACH-000019,-0.0587211467914
ACH-000021,-0.276033444673
ACH-000022,-0.21873439722600002
ACH-000025,-0.174070307304
ACH-000028,-0.24938883422400002
ACH-000030,-0.14263823735
ACH-000035,-0.169681987924
ACH-000036,-0.214239789159
ACH-000037,-0.29749390128000003
ACH-000039,-0.5723922533
ACH-000040,-0.13420474511299998
ACH-000041,-0.301614744176
ACH-000042,-0.209397023862
ACH-000045,-0.173993286124
ACH-000047,-0.136866518425
ACH-000052,-0.37734088200000004
ACH-000053,-0.08904252135539999
ACH-000054,-0.0445317349292
ACH-000055,0.011718428371399999
ACH-000060,-0.288303036129
ACH-000067,-0.104927328465
ACH-000070,0.259181072876
ACH-000075,0.15762243998199998
ACH-000078,-0.15359746988
ACH-000082,-0.136578052567
ACH-000085,-0.100252913391
ACH-000086,-0.223527826944
ACH-000087,-0.44503179731700004
ACH-000092,-0.379961632151
ACH-000095,-0.16430112792
ACH-000097,-0.25527186939
ACH-000098,0.0805737105397
ACH-000099,-0.191788449643
ACH-000108,-0.0899932256285
ACH-000113,-0.277060174749
ACH-000115,-0.47001461728999994
ACH-000116,0.0545726149846
ACH-000118,-0.110747165546
ACH-000120,-0.125105045427
ACH-000123,-0.354905460647
ACH-000127,-0.20741006309300003
ACH-000128,-0.222189257405
ACH-000132,-0.248513044474
ACH-000133,-0.0853857001082
ACH-000137,-0.0438522484431
ACH-000138,-0.11705265653300001
ACH-000142,-0.013798892108799999
ACH-000143,-0.25614055868200003
ACH-000146,-0.110323644179
ACH-000148,-0.29832444461
ACH-000150,-0.17352784045000003
ACH-000152,-0.205652018673
ACH-000153,0.04039070146630001
ACH-000159,-0.355239287821
ACH-000160,-0.120528532837
ACH-000163,-0.272255782559
ACH-000167,0.213708207234
ACH-000168,-0.251916918994
ACH-000169,-0.004472806383729999
ACH-000178,-0.034333251087
ACH-000182,-0.156391570608
ACH-000183,-0.143528106115
ACH-000188,-0.117837147731
ACH-000189,-0.51105964958
ACH-000190,-0.0963734905094
ACH-000198,-0.182922193164
ACH-000204,0.11082387887499999
ACH-000206,-0.44127306316200005
ACH-000207,-0.00552207453174
ACH-000211,-0.19498589515200002
ACH-000215,-0.15304750827400002
ACH-000221,-0.120794886876
ACH-000222,-0.164613835295
ACH-000223,-0.056791716940699996
ACH-000226,-0.0575938648542
ACH-000227,-0.275619426825
ACH-000228,-0.44265678282399995
ACH-000231,-0.147083619432
ACH-000232,-0.24477371725400002
ACH-000233,-0.17506820838
ACH-000234,0.109741216731
ACH-000235,-0.010083172988399999
ACH-000237,-0.10529495374
ACH-000238,0.0108779881795
ACH-000243,-0.107171057731
ACH-000244,-0.156409134694
ACH-000246,-0.136670720652
ACH-000248,-0.142639824228
ACH-000250,-0.221724859164
ACH-000251,-0.374511062538
ACH-000253,-0.0173036367477
ACH-000255,-0.0384475421135
ACH-000256,-0.0508775077419
ACH-000257,0.131135603299
ACH-000258,-0.406366431536
ACH-000259,-0.17961535671
ACH-000260,-0.291084182619
ACH-000261,-0.027768910487900002
ACH-000262,0.10842282193
ACH-000263,-0.32637384666700003
ACH-000264,-0.202489912484
ACH-000265,-0.15734049443
ACH-000266,-0.137772942629
ACH-000272,-0.0561829350385
ACH-000273,-0.046759072133800005
ACH-000274,-0.19252510491900002
ACH-000277,-0.188574584786
ACH-000278,-0.275806405867
ACH-000279,-0.282405572009
ACH-000280,-0.204009025042
ACH-000281,-0.271135435317
ACH-000288,-0.264072336189
ACH-000291,-0.237340952756
ACH-000293,-0.217210660675
ACH-000294,-0.032012009035200004
ACH-000295,-0.253600474682
ACH-000296,-0.135289921274
ACH-000302,-0.259522694801
ACH-000304,-0.317922835792
ACH-000307,-0.104741294025
ACH-000308,-0.0837204284485
ACH-000310,-0.46242679466700004
ACH-000311,-0.243217256972
ACH-000312,-0.162684356792
ACH-000315,-0.332660936246
ACH-000316,-0.179253394687
ACH-000317,-0.209089608067
ACH-000318,-0.17681103388799999
ACH-000319,-0.180055021178
ACH-000320,-0.147097831554
ACH-000322,0.158847965016
ACH-000323,-0.16930136536499998
ACH-000324,-0.0333096606924
ACH-000329,-0.147713175397
ACH-000330,0.0888873804061
ACH-000331,-0.227151779064
ACH-000332,-0.133582464011
ACH-000334,-0.47765607196800003
ACH-000335,-0.169655727267
ACH-000336,0.0895391518678
ACH-000337,0.125028888472
ACH-000339,-0.171952815073
ACH-000341,-0.152212182669
ACH-000348,-0.185101840834
ACH-000350,0.009810044777250001
ACH-000352,-0.170235422463
ACH-000356,-0.0683428049659
ACH-000361,-0.255084556353
ACH-000362,-0.14007740138
ACH-000363,-0.192746161811
ACH-000364,-0.19993192095600001
ACH-000365,-0.21847666421700002
ACH-000366,-0.044567887362800006
ACH-000368,-0.261435411299
ACH-000374,-0.09041594037930001
ACH-000375,-0.1544437971
ACH-000376,-0.171829390792
ACH-000381,-0.346323657346
ACH-000383,-0.3458627146
ACH-000387,-0.274314219977
ACH-000389,-0.22044264801600003
ACH-000390,-0.279840723662
ACH-000393,-0.236812890528
ACH-000395,-0.44442649752999996
ACH-000397,-0.231006434124
ACH-000401,-0.136114794667
ACH-000402,0.251708481093
ACH-000403,-0.298705527901
ACH-000404,-0.15632478985200002
ACH-000406,-0.15362340138900002
ACH-000407,-0.171026829239
ACH-000408,-0.35923144136999996
ACH-000410,-0.0690594343275
ACH-000411,-0.12721506173699998
ACH-000414,-0.20469825013700002
ACH-000415,-0.20168200254299998
ACH-000416,-0.160940159343
ACH-000420,-0.22325113485
ACH-000421,-0.259470182487
ACH-000424,-0.14737874452
ACH-000425,-0.32608947851799996
ACH-000426,-0.26251114980900003
ACH-000427,-0.231136515966
ACH-000433,-0.12190165565500001
ACH-000436,-0.271567504821
ACH-000444,-0.187750805257
ACH-000445,-0.14937036755799998
ACH-000448,-0.267441614466
ACH-000450,-0.10908197453
ACH-000452,-0.155572456435
ACH-000454,-0.07788299514870001
ACH-000458,-0.310222816089
ACH-000459,-0.10697752352
ACH-000460,-0.103990353098
ACH-000461,-0.267561265407
ACH-000463,-0.32175807498799996
ACH-000464,-0.00978593017909
ACH-000466,-0.244721299641
ACH-000467,-0.1865971167
ACH-000468,-0.276128247627
ACH-000469,-0.252616166233
ACH-000470,0.0935572869472
ACH-000471,-0.137355157434
ACH-000472,-0.045817958712099996
ACH-000473,-0.06499404500990001
ACH-000475,-0.102354356744
ACH-000476,-0.0136176661486
ACH-000477,-0.25284855602899997
ACH-000480,-0.08674954005589999
ACH-000481,-0.181296938546
ACH-000483,-0.164071307484
ACH-000484,-0.0969641429186
ACH-000485,-0.17840111041099999
ACH-000486,-0.155940087293
ACH-000487,-0.220304299422
ACH-000488,-0.168162438583
ACH-000490,-0.18543072321600002
ACH-000491,-0.486863452427
ACH-000495,0.133267166238
ACH-000496,-0.206116806703
ACH-000499,-0.147563922161
ACH-000500,-0.148600496076
ACH-000502,-0.256424137984
ACH-000503,-0.142546159735
ACH-000505,-0.037864812778500005
ACH-000507,-0.352934552433
ACH-000510,-0.244320594518
ACH-000511,-0.13573958386499999
ACH-000512,-0.344659625881
ACH-000516,-0.22830019864300002
ACH-000517,-0.102641601307
ACH-000518,-0.0568093993078
ACH-000520,-0.180955399989
ACH-000521,-0.418401132583
ACH-000522,-0.00866647720651
ACH-000524,-0.273798926494
ACH-000527,-0.20454493600499998
ACH-000528,-0.224352049219
ACH-000537,-0.08059431961619999
ACH-000541,-0.150735546624
ACH-000542,-0.124494305024
ACH-000544,-0.326631377386
ACH-000545,-0.113470084811
ACH-000547,-0.100581237065
ACH-000548,-0.236613200328
ACH-000549,-0.279139766622
ACH-000550,-0.491639934592
ACH-000552,-0.139433693896
ACH-000556,-0.349546191285
ACH-000557,-0.48182745690300005
ACH-000570,-0.212126890165
ACH-000571,-0.0265280389872
ACH-000573,-0.10175545416500001
ACH-000576,-0.13600017212999999
ACH-000580,-0.226639214719
ACH-000584,-0.19061779756299999
ACH-000585,-0.24851849252500002
ACH-000588,-0.21481044996999998
ACH-000589,-0.0229297441169
ACH-000591,0.0682354950808
ACH-000593,-0.08217340401319999
ACH-000600,-0.23319663367899998
ACH-000601,-0.148913452024
ACH-000604,-0.313212929075
ACH-000605,-0.124117321588
ACH-000606,-0.206990907378
ACH-000608,-0.355559499442
ACH-000614,-0.200537482914
ACH-000616,-0.37386053873999997
ACH-000618,-0.204577331809
ACH-000619,-0.177144445024
ACH-000620,-0.288454345852
ACH-000621,-0.190333847755
ACH-000622,-0.280641246484
ACH-000623,-0.116852059673
ACH-000624,-0.28616344968199997
ACH-000627,-0.053685956077
ACH-000630,-0.00150778140354
ACH-000632,-0.06884698316530001
ACH-000633,-0.151901490176
ACH-000637,-0.0910168385848
ACH-000638,-0.307130272123
ACH-000646,-0.020434174235900004
ACH-000647,-0.203382518002
ACH-000648,-0.221608189771
ACH-000649,-0.17325810828899998
ACH-000651,-0.298296180781
ACH-000652,-0.320216608133
ACH-000653,-0.214660296094
ACH-000657,-0.145326725854
ACH-000658,-0.08747553875939999
ACH-000661,-0.397744773243
ACH-000662,-0.0508609195485
ACH-000663,0.102346440681
ACH-000665,-0.120364602349
ACH-000671,-0.161334625494
ACH-000673,-0.289823315166
ACH-000676,-0.134516248596
ACH-000677,0.027705903442000003
ACH-000681,-0.141928146667
ACH-000682,-0.102981738783
ACH-000683,-0.15449123177000001
ACH-000684,0.238394241012
ACH-000688,-0.48082272196099995
ACH-000693,-0.247187082848
ACH-000694,-0.011818974105100001
ACH-000695,-0.029995538406500002
ACH-000696,-0.262125038428
ACH-000697,-0.13808983721100002
ACH-000699,-0.166386814597
ACH-000701,-0.112506287181
ACH-000706,0.0321519030301
ACH-000711,-0.447060508954
ACH-000713,0.00969756477366
ACH-000714,-0.166578184816
ACH-000718,-0.43467562656000003
ACH-000720,-0.138808752388
ACH-000721,-0.18527680092
ACH-000724,-0.257205013039
ACH-000725,-0.35254606732
ACH-000732,-0.230456506607
ACH-000734,-0.103920667082
ACH-000735,-0.19802769717799998
ACH-000736,-0.0762882035696
ACH-000738,-0.223419436591
ACH-000746,-0.19354471655400002
ACH-000747,-0.0318482175472
ACH-000748,-0.0447317565644
ACH-000753,-0.0725826059933
