,SH3BGRL3 (83442)
ACH-000004,-0.34320397544500003
ACH-000007,-0.706254592333
ACH-000009,-0.22568624783100003
ACH-000011,-0.152034943596
ACH-000012,-0.18559154455600002
ACH-000013,-0.295106152179
ACH-000014,-0.246137647239
ACH-000015,-0.177700852517
ACH-000017,-0.290477853285
ACH-000018,-0.116191507528
ACH-000019,-0.48070888948
ACH-000021,-0.162225136686
ACH-000022,-0.239770454151
ACH-000025,-0.245335563788
ACH-000028,-0.2598940026
ACH-000030,-0.188738635046
ACH-000035,-0.36791218566699996
ACH-000036,-0.215927265331
ACH-000037,-0.27117855235300004
ACH-000039,0.0218581861367
ACH-000040,-0.244439880688
ACH-000041,-0.021604314566599996
ACH-000042,-0.254165133905
ACH-000045,-0.09290569862600001
ACH-000047,-0.276427142192
ACH-000052,-0.085458474798
ACH-000053,-0.200903544784
ACH-000054,-0.275579048277
ACH-000055,-0.573473496096
ACH-000060,-0.466766925163
ACH-000067,-0.188060858766
ACH-000070,-0.159623059521
ACH-000075,-0.0830360839947
ACH-000078,-0.161287939748
ACH-000082,-0.193388584268
ACH-000085,-0.585418731687
ACH-000086,-0.283923232863
ACH-000087,-0.324786147006
ACH-000092,-0.31592914922800003
ACH-000095,-0.23664852753600002
ACH-000097,-0.412514500764
ACH-000098,-0.303118152332
ACH-000099,-0.340900865906
ACH-000108,-0.10368373919299999
ACH-000113,-0.201462749448
ACH-000115,-0.47568560646499997
ACH-000116,-0.10865534767400001
ACH-000118,-0.112583258441
ACH-000120,-0.267691995858
ACH-000123,-0.0701920443358
ACH-000127,-0.216997791923
ACH-000128,-0.20546768761700002
ACH-000132,-0.122537725255
ACH-000133,-0.189563312531
ACH-000137,-0.383172861948
ACH-000138,-0.371787257967
ACH-000142,-0.243216617586
ACH-000143,-0.0665748348712
ACH-000146,-0.247583436494
ACH-000148,-0.28622399028900003
ACH-000150,-0.333267254162
ACH-000152,-0.28675187942200003
ACH-000153,-0.46521560842500004
ACH-000159,-0.377787871231
ACH-000160,-0.38375861265600003
ACH-000163,-0.09614126646099999
ACH-000167,0.20937437313499999
ACH-000168,-0.180554609324
ACH-000169,-0.199643221343
ACH-000178,-0.272373213575
ACH-000182,-0.132657815222
ACH-000183,-0.264005858612
ACH-000188,-0.479877145307
ACH-000189,-0.228620597018
ACH-000190,-0.564754958617
ACH-000198,-0.14664363449599999
ACH-000204,-0.42100263533200005
ACH-000206,-0.060017421399300004
ACH-000207,-0.11684630711100001
ACH-000211,-0.195562404951
ACH-000215,-0.219672224125
ACH-000221,-0.157092421821
ACH-000222,-0.273531062346
ACH-000223,-0.328782161297
ACH-000226,-0.10915773323799999
ACH-000227,-0.07269795487210001
ACH-000228,-0.210836197299
ACH-000231,-0.24298932207199997
ACH-000232,-0.18258306601399998
ACH-000233,-0.035151809547800006
ACH-000234,-0.48275245004699996
ACH-000235,-0.0565146442593
ACH-000237,-0.242799138452
ACH-000238,-0.275430629108
ACH-000243,-0.37040633995399996
ACH-000244,-0.25810534400199997
ACH-000246,-0.34415174565300005
ACH-000248,-0.28136604621100003
ACH-000250,-0.36973471135499997
ACH-000251,0.0049178307982
ACH-000253,-0.5654908364710001
ACH-000255,-0.142002653502
ACH-000256,-0.395348644145
ACH-000257,-0.07623797029969999
ACH-000258,-0.186178361118
ACH-000259,-0.141663322648
ACH-000260,-0.298122226529
ACH-000261,-0.243339088653
ACH-000262,-0.243916169887
ACH-000263,-0.45287893678999996
ACH-000264,-0.271631635888
ACH-000265,-0.230875796508
ACH-000266,-0.144085000329
ACH-000272,-0.178498090106
ACH-000273,-0.230301093073
ACH-000274,-0.166911652098
ACH-000277,-0.27986436312199997
ACH-000278,0.015656932143000003
ACH-000279,-0.321074284212
ACH-000280,-0.155954303645
ACH-000281,-0.141824652006
ACH-000288,-0.35362517552100003
ACH-000291,-0.363227753614
ACH-000293,-0.27091339138099996
ACH-000294,-0.24428152352600002
ACH-000295,-0.0213380538809
ACH-000296,-0.62419901461
ACH-000302,-0.35806871213
ACH-000304,-0.130189479527
