,TFAP2E (339488)
ACH-000471,-0.0465670102495
ACH-000472,-0.06392761618819999
ACH-000473,-0.30210617879900004
ACH-000475,-0.225807465237
ACH-000476,-0.38065158418799994
ACH-000477,-0.146025005321
ACH-000480,-0.207166611038
ACH-000481,-0.00125355425633
ACH-000483,-0.507719671891
ACH-000484,-0.281895095716
ACH-000485,-0.0795545988037
ACH-000486,-0.163605444519
ACH-000487,-0.284845791375
ACH-000488,-0.13276662304
ACH-000490,-0.304213419122
ACH-000491,-0.18524644248799998
ACH-000495,-0.242588261311
ACH-000496,-0.24775392721900003
ACH-000499,-0.0789355258703
ACH-000500,-0.626223873217
ACH-000502,-0.16032773375499998
ACH-000503,-0.386481954763
ACH-000505,-0.0645398564195
ACH-000507,0.0241154294445
ACH-000510,-0.157281102444
ACH-000511,-0.152279277706
ACH-000512,-0.276024872124
ACH-000516,-0.09645957796080001
ACH-000517,-0.22762805295400002
ACH-000518,-0.124503521977
ACH-000520,-0.114880217744
ACH-000521,-0.151688602367
ACH-000522,-0.12702642671800002
ACH-000524,-0.25259894316500003
ACH-000527,-0.08870327459899999
ACH-000528,-0.21320875068700001
ACH-000537,-0.269475684714
ACH-000541,-0.218798606126
ACH-000542,-0.044347614842400004
ACH-000544,-0.073490365733
ACH-000545,-0.34542966051299995
ACH-000547,-0.6090205500370001
ACH-000548,0.0178292699005
ACH-000549,-0.09709157024399999
ACH-000550,-0.227164031499
ACH-000552,-0.152716956777
ACH-000556,-0.164706179933
ACH-000557,-0.08140127294800001
ACH-000570,-0.0942822631648
ACH-000571,-0.131546681024
ACH-000573,-0.270284731831
ACH-000576,-0.243307595765
ACH-000580,-0.259406935779
ACH-000584,-0.253639007127
ACH-000585,-0.235639150865
ACH-000588,-0.40127465428900005
ACH-000589,-0.146865457103
ACH-000591,-0.122524930022
ACH-000593,-0.38271491636699995
ACH-000600,-0.24301660864500002
ACH-000601,-0.0713440928852
ACH-000604,-0.644616555564
ACH-000605,-0.251733826567
ACH-000606,-0.180089087974
ACH-000608,-0.00544704198624
ACH-000614,0.0173648447495
ACH-000616,-0.249793982621
ACH-000618,-0.215906702927
ACH-000619,-0.18911839811500003
ACH-000620,-0.222763696759
ACH-000621,-0.36670029840400004
ACH-000622,-0.005610623742169999
ACH-000623,-0.165014654579
ACH-000624,-0.180585258988
ACH-000627,-0.127681586883
ACH-000630,-0.304356241731
ACH-000632,-0.20759115983100002
ACH-000633,-0.281520724
ACH-000637,-0.342037725627
ACH-000638,-0.310204080125
ACH-000646,-0.165784969303
ACH-000647,-0.0008448747810980001
ACH-000648,0.187741668027
ACH-000649,-0.19058475618
ACH-000651,-0.265964421929
ACH-000652,-0.28225414097
ACH-000653,-0.37231095778000006
ACH-000657,-0.266966243023
ACH-000658,-0.165313843234
ACH-000661,-0.285160617593
ACH-000662,-0.371148122651
ACH-000663,-0.23364333412500002
ACH-000665,-0.09615647463410001
ACH-000671,-0.144134401652
ACH-000673,-0.124213334541
ACH-000676,-0.376003291198
ACH-000677,-0.09971728560319999
ACH-000681,0.06049659494199999
ACH-000682,-0.174442170737
ACH-000683,-0.341492442886
ACH-000684,-0.0293565587461
ACH-000688,-0.0027845556469099997
ACH-000693,-0.151721743518
ACH-000694,-0.154514051622
ACH-000695,-0.549897978326
ACH-000696,-0.11983398585999999
ACH-000697,-0.225433204116
ACH-000699,-0.20816788890700003
ACH-000701,-0.11932365979399999
ACH-000706,-0.228917434454
ACH-000711,-0.13749082761499998
ACH-000713,-0.37522390995099997
ACH-000714,-0.211742321582
ACH-000718,-0.0707637687876
ACH-000720,-0.19496476854000003
ACH-000721,-0.21713655502300003
ACH-000724,-0.348884293311
ACH-000725,-0.244508600461
ACH-000732,-0.191561657987
ACH-000734,-0.199799361679
ACH-000735,-0.21347927489500002
ACH-000736,-0.15789809871
ACH-000738,-0.161111713285
ACH-000746,-0.414111316294
ACH-000747,-0.167170743088
ACH-000748,-0.130554365262
ACH-000753,-0.19887816248
ACH-000756,-0.39092173443800005
ACH-000757,-0.19436784643599997
ACH-000758,-0.24285895541299998
ACH-000760,-0.29572145474100003
ACH-000763,-0.101014973666
ACH-000764,-0.099030112206
ACH-000765,0.131209767587
ACH-000766,-0.09551379944569999
ACH-000767,-0.150778365512
ACH-000768,-0.0285246774651
ACH-000769,-0.240261433534
ACH-000770,-0.130846238307
ACH-000771,-0.145339421462
ACH-000773,-0.115316442324
ACH-000776,-0.357944341386
ACH-000777,-0.158699418649
ACH-000778,-0.20665636490800002
ACH-000781,-0.0822789193322
ACH-000782,-0.217401590864
ACH-000783,-0.231737305294
ACH-000784,-0.13087883109600001
ACH-000785,-0.185503086923
ACH-000787,-0.25233891265299996
ACH-000788,-0.111030950078
ACH-000791,-0.121858493145
ACH-000792,-0.165272248549
ACH-000794,-0.161824145291
ACH-000796,-0.0867600662465
ACH-000799,-0.120170545473
ACH-000800,-0.158531419075
ACH-000802,-0.23977214119600002
ACH-000804,-0.185121805223
ACH-000805,-0.035238009964099995
ACH-000809,-0.12422030848099999
ACH-000810,-0.26338070088300003
ACH-000811,-0.240877977639
ACH-000817,-0.194090352303
ACH-000819,-0.14436752946599998
ACH-000820,-0.118507718602
ACH-000821,0.007120302456020001
ACH-000822,-0.211307295082
ACH-000823,-0.18710972891600003
ACH-000824,-0.19798226666700003
ACH-000827,-0.12398170720000001
ACH-000829,-0.10502522585599999
ACH-000831,-0.04777800426659999
ACH-000832,-0.219734236133
ACH-000833,-0.21833448370499997
ACH-000834,-0.0338914213535
ACH-000835,-0.133171219743
ACH-000836,-0.014187437370700001
ACH-000837,-0.09956100499989999
ACH-000838,-0.200768828616
ACH-000839,-0.0896495506974
ACH-000840,-0.301455628048
ACH-000841,-0.0856566153232
ACH-000843,-0.162904972465
ACH-000846,-0.245796454346
ACH-000847,-0.198059707549
ACH-000848,-0.240063053206
ACH-000849,-0.149938569633
ACH-000851,-0.435952905805
ACH-000855,-0.2039311679
ACH-000856,-0.23688280069899997
ACH-000858,-0.123984962108
ACH-000859,-0.013721345633200002
ACH-000861,-0.09783760378699999
ACH-000862,-0.081474472931
ACH-000865,-0.138212388802
ACH-000866,-0.201889459932
ACH-000867,-0.234232888499
ACH-000869,-0.321161092757
ACH-000872,-0.31251624083
ACH-000873,-0.08219891504480001
ACH-000876,-0.301239282419
ACH-000878,0.14851069677200002
ACH-000880,-0.17436357925299997
ACH-000881,-0.180287460357
ACH-000882,-0.11307475263
ACH-000884,-0.115094448641
ACH-000885,-0.28099826320099996
ACH-000887,-0.267619760066
ACH-000888,-0.166697324893
ACH-000889,-0.164555355866
ACH-000890,-0.156370315512
ACH-000896,-0.305431798062
ACH-000898,-0.0999810687015
ACH-000900,-0.131055325323
ACH-000901,-0.044525018744400006
ACH-000905,-0.118525174407
ACH-000906,-0.188387051706
ACH-000907,-0.18361979822399999
ACH-000910,-0.350457506753
ACH-000911,-0.20556246119199997
ACH-000912,-0.188355382531
ACH-000913,-0.0133160709143
ACH-000915,-0.113792924985
ACH-000916,-0.176274072255
ACH-000917,-0.248254517278
ACH-000921,-0.145921719887
ACH-000924,-0.268538628097
ACH-000926,-0.139498091643
ACH-000928,-0.20358492155900001
ACH-000929,0.100391838232
ACH-000932,-0.229918508106
ACH-000935,-0.173860769192
ACH-000936,-0.232117647194
ACH-000937,-0.370917551107
ACH-000938,-0.333536059989
ACH-000939,-0.165945834934
ACH-000941,-0.216420309713
ACH-000943,-0.249725108899
ACH-000946,-0.208636115905
ACH-000947,-0.22994474664099998
ACH-000948,-0.127956835006
ACH-000950,0.0742755818018
ACH-000953,-0.355845997073
ACH-000957,0.137006216754
ACH-000958,-0.198886154998
ACH-000960,-0.133417836242
ACH-000963,-0.2873130185
ACH-000968,-0.15989572405
ACH-000969,-0.19413659570300001
ACH-000973,-0.225712119912
ACH-000974,-0.128653954782
ACH-000975,-0.136660593478
ACH-000976,-0.348051770407
ACH-000978,-0.0945472803776
ACH-000980,-0.284363913967
ACH-000984,-0.477495659516
ACH-000986,-0.295690946999
ACH-000988,-0.27457908752300003
ACH-000993,-0.211508648778
ACH-000994,-0.286445684659
ACH-000996,-0.523413707712
ACH-001001,-0.18695063923099997
ACH-001020,-0.01988012471
ACH-001028,-0.05473549944
ACH-001031,-0.21892182816999997
ACH-001038,-0.23445243292100001
ACH-001048,-0.160585403303
ACH-001050,-0.102687662236
ACH-001053,-0.325207024018
ACH-001054,-0.219222329656
ACH-001061,-0.24220646750100003
ACH-001067,-0.263243975364
ACH-001075,0.25455203601599996
ACH-001096,-0.256513798237
ACH-001128,-0.572567745412
ACH-001134,-0.32305718213
ACH-001151,0.0708464928063
ACH-001163,-0.290074675519
ACH-001164,-0.282832025277
ACH-001173,-0.07406370604450001
ACH-001183,-0.10330536330800001
ACH-001184,-0.136253938663
ACH-001190,-0.232452284469
ACH-001192,-0.11219961384600001
ACH-001193,0.0695704959096
ACH-001196,-0.263657769263
ACH-001197,-0.5195122096399999
ACH-001205,-0.27905550851
ACH-001211,-0.121082506604
ACH-001212,-0.239446569404
ACH-001228,-0.313829115766
ACH-001232,-0.135812238246
ACH-001239,-0.40556373542400004
ACH-001274,0.0406478825789
ACH-001275,-0.150921723212
ACH-001277,-0.59133674658
ACH-001278,-0.19880370124299998
ACH-001280,-0.224774306531
ACH-001283,-0.155274750608
ACH-001289,0.0163277869402
ACH-001295,-0.22807432540800002
ACH-001300,-0.182012838332
ACH-001301,-0.11352378867
ACH-001302,-0.24667869318000005
ACH-001303,-0.395618063882
ACH-001306,-0.172044779103
ACH-001318,-0.261614707793
ACH-001322,-0.09838814265200001
ACH-001328,-0.351474021368
ACH-001332,-0.419462922702
ACH-001333,0.0117959456907
ACH-001336,-0.245596003056
ACH-001340,-0.187490278169
ACH-001346,-0.24269254637200002
ACH-001353,-0.186997802863
ACH-001354,0.0046640668903299995
ACH-001367,-0.12172236269200001
ACH-001368,-0.265349123712
ACH-001374,0.13900286552000002
ACH-001375,-0.18918605245700001
ACH-001377,-0.250989018807
ACH-001380,-0.330804587786
ACH-001391,0.00378505262544
ACH-001407,-0.175208906695
ACH-001408,-0.237652721287
ACH-001413,-0.263841502409
ACH-001430,0.00522267943233
ACH-001431,0.0428442742684
ACH-001450,-0.215084690264
ACH-001496,-0.242274591105
ACH-001500,-0.3971319451
ACH-001521,-0.396072388346
ACH-001523,-0.172906035372
ACH-001532,-0.140919196589
ACH-001536,-0.345343614239
ACH-001550,-0.0678570439551
ACH-001552,-0.30058165541
ACH-001554,-0.133090795229
ACH-001645,-0.383288193026
ACH-001654,-0.11145546886800001
ACH-001715,-0.14572694098300001
ACH-001735,-0.139390685199
ACH-001736,-0.13391492527100002
ACH-001737,-0.40689472615
ACH-001740,-0.41786314255999996
ACH-001745,-0.46028868732100003
ACH-001750,-0.21498977209800002
ACH-001765,-0.179746013668
ACH-001956,-0.023332184877299995
ACH-001957,-0.057018507551
