,PNO1 (56902)
ACH-000004,-0.581307665965
ACH-000007,-0.732882334776
ACH-000009,-0.397046599318
ACH-000011,-0.731490008061
ACH-000012,-0.509085427612
ACH-000013,-0.48441585351300004
ACH-000014,-0.6339108751739999
ACH-000015,-0.296376309259
ACH-000017,-0.885162612866
ACH-000018,-0.9438207236239999
ACH-000019,-0.760731473115
ACH-000021,-0.333851978858
ACH-000022,-0.280766497576
ACH-000025,-0.859076348647
ACH-000028,-0.769650048587
ACH-000030,-0.291737472516
ACH-000035,-0.426117574489
ACH-000036,-0.811801927863
ACH-000037,-1.2382572598200001
ACH-000039,-0.395854701185
ACH-000040,-0.897729436535
ACH-000041,-0.5911481725850001
ACH-000042,-0.507247285875
ACH-000045,-0.396889403988
ACH-000047,-0.428371888639
ACH-000052,-1.03373578999
ACH-000053,-0.765618470854
ACH-000054,-0.9929942290780001
ACH-000055,-0.322751552373
ACH-000060,-0.390818862494
ACH-000067,-0.589667197358
ACH-000070,-0.7524283413089999
ACH-000075,-0.798256237597
ACH-000078,-0.732222037085
ACH-000082,-0.8859891460250001
ACH-000085,-1.01067868403
ACH-000086,-0.556359594668
ACH-000087,-0.428409174973
ACH-000092,-0.679585747993
ACH-000095,-0.33833215025300006
ACH-000097,-0.503819792956
ACH-000098,-0.5164325821970001
ACH-000099,-0.323224397615
ACH-000108,-0.205074804784
ACH-000113,-0.687143312053
ACH-000115,-0.258528644494
ACH-000116,-0.743342116876
ACH-000118,-0.614658195234
ACH-000120,-0.5405000187569999
ACH-000123,-0.51688279169
ACH-000127,-0.67723099256
ACH-000128,-0.443615764424
ACH-000132,-0.6840082710959999
ACH-000133,-0.87971429181
ACH-000137,-0.6351121839530001
ACH-000138,-0.6773691699719999
ACH-000142,-0.5933167723
ACH-000143,-0.527016101928
ACH-000146,-0.390001088264
ACH-000148,-0.56960204505
ACH-000150,-0.455466537415
ACH-000152,-1.08872095697
ACH-000153,-0.25247149974
ACH-000159,-0.36691310191
ACH-000160,-0.635122730776
ACH-000163,-0.700376815534
ACH-000167,-0.48298059511299996
ACH-000168,-0.378872688994
ACH-000169,-0.538712464229
ACH-000178,-0.7242140708079999
ACH-000182,-0.6295243160890001
ACH-000183,-0.637748145242
ACH-000188,-0.701315622893
ACH-000189,-0.871713544281
ACH-000190,-0.820126104804
ACH-000198,-0.932197698166
ACH-000204,-0.628762081046
ACH-000206,-0.945388145931
ACH-000207,-0.788661798104
ACH-000211,-0.750676187202
ACH-000215,-0.9833752201420001
ACH-000221,-0.158424635921
ACH-000222,-0.501229204825
ACH-000223,-0.805745899707
ACH-000226,-0.67392596392
ACH-000227,-0.252113885677
ACH-000228,-0.567854063681
ACH-000231,-0.565146747896
ACH-000232,-0.393323701223
ACH-000233,-0.656904495188
ACH-000234,-1.22201576937
ACH-000235,-0.45206620929499997
ACH-000237,-0.475732791926
ACH-000238,-0.46172923135099997
ACH-000243,-0.7373523992309999
ACH-000244,-0.395518540493
ACH-000246,-0.595681742424
ACH-000248,-0.444217941858
ACH-000250,-0.36851228275799996
ACH-000251,-0.6330384661289999
ACH-000253,-0.577448689832
ACH-000255,-0.651043858642
ACH-000256,-0.45696284021399997
ACH-000257,-0.376990040573
ACH-000258,-0.425872013446
ACH-000259,-0.423508395032
ACH-000260,-0.62061775165
ACH-000261,-0.45998442004199996
ACH-000262,-0.946334614646
ACH-000263,-0.5004837608730001
ACH-000264,-0.586371943534
ACH-000265,-0.366653003422
ACH-000266,-0.365738977529
ACH-000272,-0.6894443813050001
ACH-000273,-0.634011220758
ACH-000274,-0.46648516237800003
ACH-000277,-0.681999440106
ACH-000278,-0.843729203694
ACH-000279,-0.175599425075
ACH-000280,-0.515928316179
ACH-000281,-0.270982231026
ACH-000288,-0.596954110785
ACH-000291,-0.569370940913
ACH-000293,-0.551944885393
ACH-000294,-0.379854737799
ACH-000295,-0.492766911567
ACH-000296,-0.403297721044
ACH-000302,-0.236951867177
ACH-000304,-0.58857547997
ACH-000307,-0.453669357383
ACH-000308,-0.525130552724
ACH-000310,-0.5475654407680001
ACH-000311,-0.741627888572
ACH-000312,-0.439490272823
ACH-000315,-0.52122908677
ACH-000316,-0.7306625058089999
ACH-000317,-0.595909482003
ACH-000318,-0.577375735144
ACH-000319,-0.413970833741
ACH-000320,-0.33550957607
ACH-000322,-0.669620587666
ACH-000323,-0.965720435052
ACH-000324,-0.397391433348
ACH-000329,-0.490288776906
ACH-000330,-0.209147178076
ACH-000331,-0.724144803722
ACH-000332,-0.519518023033
ACH-000334,-0.473224728131
ACH-000335,-0.632323068012
ACH-000336,0.00277771140204
ACH-000337,-0.102650728674
ACH-000339,-0.587899238635
ACH-000341,-0.777088878976
ACH-000348,-0.5187958353750001
ACH-000350,-0.484861964807
ACH-000352,-0.4119700323800001
ACH-000356,-0.483426821059
ACH-000361,-0.295265967568
ACH-000362,-0.650029861484
ACH-000363,-0.650748207881
ACH-000364,-0.513828943902
ACH-000365,-0.477853686337
ACH-000366,-0.42210610139
ACH-000368,-0.725899806398
ACH-000374,-0.520070590842
ACH-000375,-0.217080288077
ACH-000376,-0.670775800576
ACH-000381,-0.5078531607760001
ACH-000383,-0.14928858745999998
ACH-000387,-0.457038901657
ACH-000389,-0.8893404454539999
ACH-000390,-0.425651410639
ACH-000393,-0.380743118531
ACH-000395,-0.417502186379
ACH-000397,-0.34050613905999993
ACH-000401,-0.638330704565
ACH-000402,-0.483237557407
ACH-000403,-0.6831027508769999
ACH-000404,-0.7049483793619999
ACH-000406,-0.786523461542
ACH-000407,-0.304223126595
ACH-000408,-0.387202130965
ACH-000410,-0.471920154367
ACH-000411,-0.586471542772
ACH-000414,-0.537267107236
ACH-000415,-0.45113883338999994
ACH-000416,-0.460388156762
ACH-000420,-0.874162101212
ACH-000421,-0.654636432802
ACH-000424,-0.787481373736
ACH-000425,-0.7349299237739999
ACH-000426,-0.594645174787
ACH-000427,-0.549893585557
ACH-000433,-0.687173688698
ACH-000436,-0.311301712384
ACH-000444,-0.520642720968
ACH-000445,-0.5734610144860001
ACH-000448,-0.751733242455
ACH-000450,-0.5773030262359999
ACH-000452,-0.8145402468
ACH-000454,-0.8111364491240001
ACH-000458,-0.44084253659199996
ACH-000459,-0.6239108628109999
ACH-000460,-0.405373327274
ACH-000461,-0.619753474117
ACH-000463,-0.36679603089699997
ACH-000464,-0.30777989883400003
ACH-000466,-0.510786470085
ACH-000467,-0.680239112702
ACH-000468,-0.6718293089569999
ACH-000469,-0.526646669388
ACH-000470,-0.265822848726
ACH-000471,-0.46843728005699997
ACH-000472,-0.358016220144
ACH-000473,-0.596945604094
ACH-000475,-0.575216473911
ACH-000476,-0.510797674218
ACH-000477,-0.400150692031
ACH-000480,-0.70369912807
ACH-000481,-0.661202963203
ACH-000483,-0.50041652647
ACH-000484,-0.528202811294
ACH-000485,-0.784871421741
ACH-000486,-0.762658136151
ACH-000487,-0.343547430501
ACH-000488,-0.374892591452
ACH-000490,-0.552505280306
ACH-000491,-0.24382140407800001
ACH-000495,-0.839880699235
ACH-000496,-0.46536037916100004
ACH-000499,-0.679511225002
ACH-000500,0.125094530712
ACH-000502,-0.545354751546
ACH-000503,-0.264090884398
ACH-000505,-0.24613194062
ACH-000507,-0.879069571454
ACH-000510,-0.341339893362
ACH-000511,-0.7478113130940001
ACH-000512,-0.74616579759
ACH-000516,-0.352746326776
ACH-000517,-0.358576426791
ACH-000518,-0.931631201821
ACH-000520,-0.731069655475
ACH-000521,-0.48549964335
ACH-000522,-0.49009213440399996
ACH-000524,-0.821855691071
ACH-000527,-0.697480996171
ACH-000528,-0.282312893596
ACH-000537,-0.453382924452
ACH-000541,-0.320440185194
ACH-000542,-0.88926243985
ACH-000544,-0.431106507032
ACH-000545,-0.884839470635
ACH-000547,-0.7156544303489999
ACH-000548,-0.444551429694
ACH-000549,-0.287080823074
ACH-000550,-0.629247262498
ACH-000552,-0.550991901524
ACH-000556,-0.808937591956
ACH-000557,-0.553404060562
ACH-000570,-0.597727590454
ACH-000571,-0.593736890891
ACH-000573,-0.449768144159
ACH-000576,-0.5103686772129999
ACH-000580,-0.549921233238
ACH-000584,-0.239536110355
ACH-000585,-0.36514765102499996
ACH-000588,-0.773356448363
ACH-000589,-0.45139909582599996
ACH-000591,-0.511394136735
ACH-000593,-0.90714941141
ACH-000600,-0.481857531395
ACH-000601,-0.292653029466
ACH-000604,-0.702899779603
ACH-000605,-0.613237687952
ACH-000606,-0.641053934897
ACH-000608,-0.47974958226099995
ACH-000614,-0.5714196375020001
ACH-000616,-0.39964644683
ACH-000618,-0.46234867422799997
ACH-000619,-0.49164865476400005
ACH-000620,-0.15504972324400002
ACH-000621,-0.236645464602
ACH-000622,-0.645087123794
ACH-000623,-0.468970562387
ACH-000624,-0.60029435475
ACH-000627,-0.849778016226
ACH-000630,-0.546281872774
ACH-000632,-0.433655980676
ACH-000633,-0.33252029771499997
ACH-000637,-0.8484552259389999
ACH-000638,-0.649719710209
ACH-000646,-0.686425008108
ACH-000647,-0.395940783878
ACH-000648,-0.42651589670199996
ACH-000649,-0.6611053416489999
ACH-000651,-0.477462717343
ACH-000652,-0.27607483614
ACH-000653,-0.7557545889730001
ACH-000657,-0.597467379951
ACH-000658,-0.6484145926039999
ACH-000661,-0.94386931031
ACH-000662,-0.757734773391
ACH-000663,-0.24660533678500002
ACH-000665,-0.534872295564
ACH-000671,-0.644453944868
ACH-000673,-0.562246414103
ACH-000676,-0.767130286336
ACH-000677,-0.5585649967549999
ACH-000681,-0.463240552475
ACH-000682,-0.293684310388
ACH-000683,-0.0158846669295
ACH-000684,-0.553785935577
ACH-000688,-0.423721473416
ACH-000693,-0.5626249813
ACH-000694,-0.768686045931
ACH-000695,-1.2722838864
ACH-000696,-0.694955355037
ACH-000697,-0.585269535518
ACH-000699,-0.48977361573399997
ACH-000701,-0.8489054794399999
ACH-000706,-0.320044484959
ACH-000711,-0.519646395448
ACH-000713,-0.27129769459499997
ACH-000714,-0.606683877422
ACH-000718,-0.40457567538
ACH-000720,-0.305720727323
ACH-000721,-0.49509822536000003
ACH-000724,-0.427843698215
ACH-000725,-0.458162160357
ACH-000732,-0.350147057192
ACH-000734,-0.167958956086
ACH-000735,-0.246031747884
ACH-000736,-0.687404510665
ACH-000738,-0.33088086288
ACH-000746,-0.301578731153
ACH-000747,-0.626615019408
ACH-000748,-0.793198697015
ACH-000753,-0.27775306959199997
ACH-000756,-0.521176300464
ACH-000757,-0.300828195176
ACH-000758,-0.520599962318
ACH-000760,-0.8351277634569999
ACH-000763,-0.547012375838
ACH-000764,-0.296809810066
ACH-000765,-0.570361702152
ACH-000766,-0.615720894112
ACH-000767,-0.372484014773
ACH-000768,-0.513569174107
ACH-000769,-0.52873595014
ACH-000770,-0.660794194727
ACH-000771,-0.423005179597
ACH-000773,-0.6782531837639999
ACH-000776,-0.5192774976060001
ACH-000777,-0.684335089247
ACH-000778,-0.673403351718
ACH-000781,-0.702209256623
ACH-000782,-0.39516520893600005
ACH-000783,-0.5213071823100001
ACH-000784,-0.617943049996
ACH-000785,-0.318744328267
ACH-000787,-0.5725371811509999
ACH-000788,-0.699770478969
ACH-000791,-0.392132634928
ACH-000792,-0.599770367254
ACH-000794,-0.38515651894
ACH-000796,-0.34977458939000006
ACH-000799,-0.855452536081
ACH-000800,-0.708241019144
ACH-000802,-0.482892490221
ACH-000804,-0.487422206479
ACH-000805,-0.621985006378
ACH-000809,-0.295520256248
ACH-000810,-0.454936962901
ACH-000811,-0.556670430319
ACH-000817,-0.670884778636
ACH-000819,-0.658598337934
ACH-000820,-0.585261511191
ACH-000821,-0.327666884138
ACH-000822,-0.40479877195
ACH-000823,-0.43180374256899995
ACH-000824,-0.830522385852
ACH-000827,-0.814451967456
ACH-000829,-0.527584207289
ACH-000831,-0.6898083194079999
ACH-000832,-0.45864681789899997
ACH-000833,-0.653717882924
ACH-000834,-0.527809842558
ACH-000835,-0.34520941927599996
ACH-000836,-0.750221104384
ACH-000837,-0.301382728811
ACH-000838,-0.476661751358
ACH-000839,-0.48321038461000004
ACH-000840,-0.619374736413
ACH-000841,-0.39297692146799995
ACH-000843,-0.45605812039
ACH-000846,-0.647228221831
ACH-000847,-0.544177460171
ACH-000848,-0.403488076042
ACH-000849,-0.408450598785
ACH-000851,-0.47956658425300003
ACH-000855,-0.418068333194
ACH-000856,-0.406510496958
ACH-000858,-0.955669595783
ACH-000859,-0.593121654785
ACH-000861,-0.280774170529
ACH-000862,-0.516782311
ACH-000865,-0.33678153206600003
ACH-000866,-0.641173841006
ACH-000867,-0.72446535653
ACH-000869,-0.5924192146639999
ACH-000872,-0.267896966783
ACH-000873,-0.639850704412
ACH-000876,-0.484233289857
ACH-000878,-0.6328137387330001
ACH-000880,-0.585231918424
ACH-000881,-0.431348290987
ACH-000882,-0.909366172055
ACH-000884,-0.772565983077
ACH-000885,-0.47398759923
ACH-000887,-0.614658237637
ACH-000888,-0.38182724472199997
ACH-000889,-0.419077658207
ACH-000890,-0.528554698472
ACH-000896,-0.486198744459
ACH-000898,-0.31076401529
ACH-000900,-0.44668982452399997
ACH-000901,-0.287475436697
ACH-000905,-0.586695938685
ACH-000906,-0.338565941264
ACH-000907,-0.553025008583
ACH-000910,-0.700636319155
ACH-000911,-0.388545205154
ACH-000912,-0.730611139356
ACH-000913,-0.417788787544
ACH-000915,-0.355970913036
ACH-000916,-0.279501661939
ACH-000917,-0.303038897974
ACH-000921,-0.7466598353899999
ACH-000924,-0.44102302255500003
