,PDCL (5082)
ACH-000248,-0.667477261129
ACH-000250,-0.7531325807260001
ACH-000251,-0.8406013251450001
ACH-000253,-0.22161785392799999
ACH-000255,-0.452577905173
ACH-000256,-0.523656515181
ACH-000257,-0.10016952143300001
ACH-000258,0.111352391489
ACH-000259,-0.47719677214199996
ACH-000260,-0.6225743513499999
ACH-000261,-0.525120705569
ACH-000262,-0.49477290981399996
ACH-000263,-0.323126551562
ACH-000264,-0.18308393454
ACH-000265,-0.334029804522
ACH-000266,-0.736805011189
ACH-000272,-0.46514280757200005
ACH-000273,-0.460386744124
ACH-000274,-0.8287810704440001
ACH-000277,-0.330528266819
ACH-000278,-0.635981713369
ACH-000279,-0.414724927852
ACH-000280,-0.63186816639
ACH-000281,-0.575653784904
ACH-000288,-0.704819486864
ACH-000291,-0.407751100536
ACH-000293,-0.5810333841950001
ACH-000294,-0.43305510647699996
ACH-000295,-0.288239235087
ACH-000296,-0.33727498403399997
ACH-000302,-0.626354465866
ACH-000304,-0.488397862658
ACH-000307,-0.40637018081
ACH-000308,-0.598786629425
ACH-000310,-0.33418675306400003
ACH-000311,-0.345734401051
ACH-000312,-0.649837054056
ACH-000315,-1.14852997376
ACH-000316,-0.672022521919
ACH-000317,-0.41190355550200003
ACH-000318,-0.5986368138889999
ACH-000319,-0.454709403533
ACH-000320,-0.5111186224350001
ACH-000322,-0.48102407284599996
ACH-000323,-0.66066431381
ACH-000324,-0.708948553545
ACH-000329,-0.517903002204
ACH-000330,-0.208019486815
ACH-000331,-0.425839976603
ACH-000332,-0.278307399249
ACH-000334,-0.252943751787
ACH-000335,-0.790515184472
ACH-000336,-0.943124763545
ACH-000337,-0.515008242886
ACH-000339,-0.41245544594000005
ACH-000341,-0.6666835084489999
ACH-000348,-0.428139566862
ACH-000350,-0.32636238949900004
ACH-000352,-0.134187639683
ACH-000356,-0.662964078183
ACH-000361,-0.405795216909
ACH-000362,-0.633482301917
ACH-000363,-0.171412369811
ACH-000364,-0.940093606848
ACH-000365,-0.65662762945
ACH-000366,-0.369514010062
ACH-000368,-0.849637646751
ACH-000374,-0.564017276226
ACH-000375,-0.5273502532769999
ACH-000376,-0.30633105925
ACH-000381,-0.13916735705299998
ACH-000383,-0.657959543981
ACH-000387,-0.768513066315
ACH-000389,-0.692726832947
ACH-000390,-0.235491558734
ACH-000393,-0.26496592595199997
ACH-000395,-0.635100326857
ACH-000397,0.029350756221699997
ACH-000401,-0.8919974105159999
ACH-000402,-0.45497686842
ACH-000403,-0.497571329143
ACH-000404,-0.240991557381
ACH-000406,-0.663535616158
ACH-000407,-0.36766590930200005
ACH-000408,-0.09028795513699998
ACH-000410,-0.340605225902
ACH-000411,-0.6177665038800001
ACH-000414,-0.586514125469
ACH-000415,-0.34393445373899995
ACH-000416,-0.479559736047
ACH-000420,-0.844999453205
ACH-000421,-0.447066748166
ACH-000424,-0.55546279963
ACH-000425,-0.820001234807
ACH-000426,-0.308265352583
ACH-000427,-0.189497643241
ACH-000433,-0.88853972521
ACH-000436,-0.612372993459
ACH-000444,-0.40355574769599994
ACH-000445,-0.496121053302
ACH-000448,-0.335634476365
ACH-000450,-0.713648590186
ACH-000452,-0.46304374524400005
ACH-000454,-0.551190177978
ACH-000458,-0.608187915709
ACH-000459,-0.725105817817
ACH-000460,-0.8912954955310001
ACH-000461,0.0669405442242
ACH-000463,-0.458282774873
ACH-000464,-0.244634131834
ACH-000466,-0.623033328311
ACH-000467,-0.356805168405
ACH-000468,-0.35985889980999997
ACH-000469,-0.41326292795100006
ACH-000470,-0.554188147832
ACH-000471,-0.5680191066570001
ACH-000472,-0.147156587868
ACH-000473,-0.595922790688
ACH-000475,-0.373011116025
ACH-000476,-0.167377389185
ACH-000477,-0.49839057018
ACH-000480,-0.283266230221
ACH-000481,-0.0722246617005
ACH-000483,-0.687939786444
ACH-000484,-0.384578492988
ACH-000485,-0.27885035947500003
ACH-000486,-0.301208738462
ACH-000487,-0.26758113615
ACH-000488,-0.20557292962499998
ACH-000490,-0.33893466619999996
ACH-000491,-0.139423722404
ACH-000495,-0.650801863532
ACH-000496,-0.584539471298
ACH-000499,-0.256898323507
ACH-000500,-0.157897017663
ACH-000502,-0.578364912731
ACH-000503,-0.42085218560500004
ACH-000505,-0.31655973590799996
ACH-000507,-0.462880041696
ACH-000510,-0.137394743274
ACH-000511,-0.219008790888
ACH-000512,-0.026639542519099998
ACH-000516,-0.451828537094
ACH-000517,-0.37156864545199997
ACH-000518,-0.318031491884
ACH-000520,-0.41943142823299995
ACH-000521,-0.8060543827709999
ACH-000522,-0.344547602159
ACH-000524,-0.8485085377320001
ACH-000527,-0.7283805475309999
ACH-000528,-0.20936998154300002
ACH-000537,-0.7917540572130001
ACH-000541,-0.17528630855
ACH-000542,-0.491394840761
ACH-000544,-0.5204485791319999
ACH-000545,-0.36397587755099997
ACH-000547,-0.468850770067
ACH-000548,-0.312871191969
ACH-000549,-0.560942345245
ACH-000550,-0.709299120987
ACH-000552,-0.28120765285599997
ACH-000556,-0.687807683409
ACH-000557,-0.48848990211300003
ACH-000570,-0.803062370077
ACH-000571,-0.47432626343
ACH-000573,-0.34373015587800004
ACH-000576,0.0334287070852
ACH-000580,-0.43720767830300006
ACH-000584,-0.466346802631
ACH-000585,-0.994127143449
ACH-000588,-0.33541013553300003
ACH-000589,-0.341752896747
ACH-000591,-0.36490676057599997
ACH-000593,-0.736176958884
ACH-000600,-0.995847979964
ACH-000601,-0.5734835151650001
ACH-000604,-0.773248081661
ACH-000605,-0.369113755332
ACH-000606,-0.450537554544
ACH-000608,-0.272250842487
ACH-000614,-0.587123319855
ACH-000616,-0.472018559211
ACH-000618,-0.118548212543
ACH-000619,-0.42882911941600005
ACH-000620,-0.597205814391
ACH-000621,-0.5445060948179999
ACH-000622,-0.6915417294339999
ACH-000623,-0.338229648397
ACH-000624,-0.13771574199
ACH-000627,-0.570242596175
ACH-000630,-0.768601253952
ACH-000632,-0.427632411148
ACH-000633,-0.135600748609
ACH-000637,-0.246374966085
ACH-000638,-0.359831787637
ACH-000646,-0.206869801029
ACH-000647,-0.389847642547
ACH-000648,-0.600933707883
ACH-000649,-0.54814887931
ACH-000651,-0.347768266767
ACH-000652,-0.165163650635
ACH-000653,0.103066478248
ACH-000657,-0.5844789700240001
ACH-000658,-0.112157764018
ACH-000661,-0.23797577312399998
ACH-000662,-0.495952613653
ACH-000663,-0.8128185319210001
ACH-000665,-0.49650572826399997
ACH-000671,-0.6230087739519999
ACH-000673,-0.473427919187
ACH-000676,-0.391933972681
ACH-000677,-0.424086592194
ACH-000681,-0.38415254270599997
ACH-000682,-0.11658476200699999
ACH-000683,-0.203640679928
ACH-000684,-0.960607413901
ACH-000688,-0.506648128393
ACH-000693,-0.127430172313
ACH-000694,-0.156231910791
ACH-000695,-0.510548460384
ACH-000696,-0.35383498204499997
ACH-000697,-0.517724503308
ACH-000699,-0.6449261200699999
ACH-000701,-0.345029676097
ACH-000706,-0.591355206006
ACH-000711,-0.330772793716
ACH-000713,-0.34651439116
ACH-000714,-0.0713873255282
ACH-000718,-0.423136415176
ACH-000720,-0.203333640853
ACH-000721,-0.437645788198
ACH-000724,-0.219691511465
ACH-000725,-0.344341505574
ACH-000732,-0.49432510756000003
ACH-000734,-0.35695990735600003
ACH-000735,-0.762848806342
ACH-000736,-0.149474546893
ACH-000738,-0.6653386268639999
ACH-000746,0.0974253844197
ACH-000747,-0.669480261228
ACH-000748,-0.107122172402
ACH-000753,-0.6707175010800001
ACH-000756,-0.270436727138
ACH-000757,-0.474834420537
ACH-000758,-0.556986248059
ACH-000760,-0.397782240366
ACH-000763,-0.00233257651494
ACH-000764,-0.362902821787
ACH-000765,-0.530273780568
ACH-000766,-0.48666270726000005
ACH-000767,0.0016986054259
ACH-000768,-0.445401313545
ACH-000769,-0.170545959258
ACH-000770,-0.878204520018
ACH-000771,-0.573979131791
ACH-000773,-0.24173579199200002
ACH-000776,-0.276360521465
ACH-000777,-0.41669405773699997
ACH-000778,-0.06182642506580001
ACH-000781,-0.497051433168
ACH-000782,-0.531384356439
ACH-000783,-0.351573999806
ACH-000784,-0.284459330986
ACH-000785,-0.36695922013099996
ACH-000787,-0.55445670195
ACH-000788,-0.331800046782
ACH-000791,-0.6298290890789999
ACH-000792,-0.745129421152
ACH-000794,-0.30790388887200004
ACH-000796,-0.38214407805399997
ACH-000799,-0.9704708361769999
ACH-000800,-0.370703362691
ACH-000802,-0.190209458869
ACH-000804,-0.251538315325
ACH-000805,-0.505745662641
ACH-000809,-0.359068171653
ACH-000810,-0.95813067984
ACH-000811,-0.471313427689
ACH-000817,-0.23737810714699997
ACH-000819,-0.375314576678
ACH-000820,-0.536867991222
ACH-000821,-0.0475219900865
ACH-000822,-0.678118462913
ACH-000823,-0.142800224279
ACH-000824,-0.24025088505199999
ACH-000827,-0.432701213489
ACH-000829,-0.667972304027
ACH-000831,-0.208797928871
ACH-000832,-0.248266885341
ACH-000833,-0.419028832984
ACH-000834,-0.11221728918099999
ACH-000835,-0.284497962448
ACH-000836,-0.7406064977600001
ACH-000837,-0.378223479943
ACH-000838,-0.283741871579
ACH-000839,-0.270755133178
ACH-000840,-0.379055935704
ACH-000841,-0.6675321736100001
ACH-000843,-0.362176395859
ACH-000846,-0.330342793975
ACH-000847,-0.47234640385
ACH-000848,-0.064957416829
ACH-000849,-0.873886866798
ACH-000851,-0.464461419077
ACH-000855,-0.0371943136234
ACH-000856,-0.824105736286
ACH-000858,-0.172677038673
ACH-000859,0.12659087507300001
ACH-000861,-0.264348420172
ACH-000862,-0.288491400084
ACH-000865,-0.29409762653099997
ACH-000866,-0.31840827853
ACH-000867,-0.26383349480900004
ACH-000869,-0.801350675505
ACH-000872,-0.487081769568
ACH-000873,-0.383819938688
ACH-000876,-0.877942880774
ACH-000878,-0.558947868367
ACH-000880,-0.693131047653
ACH-000881,-0.5388639906930001
ACH-000882,-0.317008093563
ACH-000884,-0.475102002393
ACH-000885,-0.784198638195
ACH-000887,-0.610842501292
ACH-000888,-0.454000100963
ACH-000889,0.0269446966766
ACH-000890,-0.379330174474
ACH-000896,-0.529464007799
ACH-000898,0.0378841187425
ACH-000900,-0.334129602756
ACH-000901,-0.135601027732
ACH-000905,-0.112237702783
ACH-000906,-0.34507773994499996
ACH-000907,-0.982554055221
ACH-000910,0.138828255571
ACH-000911,-0.312329653533
ACH-000912,-0.795616954484
ACH-000913,-0.326344746444
ACH-000915,-0.43339968356299996
ACH-000916,-0.563943852536
ACH-000917,-0.212694150469
ACH-000921,-0.322135943066
ACH-000924,-0.520742565374
ACH-000926,-0.542041907626
ACH-000928,-0.585227077111
ACH-000929,-0.08436978360360001
ACH-000932,-0.388140934527
ACH-000935,-0.612368321016
ACH-000936,-0.48595888157
ACH-000937,-0.271233857333
ACH-000938,-0.129857318252
ACH-000939,-0.468965889859
ACH-000941,-0.253953204278
ACH-000943,-0.100495794427
ACH-000946,-0.264868275836
ACH-000947,-0.225849873202
ACH-000948,-0.202354950799
ACH-000950,-0.564817533548
ACH-000953,-0.20775905793699997
ACH-000957,-0.45097565237899995
ACH-000958,-0.36129410481700003
ACH-000960,-0.54358426681
ACH-000963,0.0475512758973
ACH-000968,-0.737458388405
ACH-000969,-0.258548728021
ACH-000973,-0.630934111972
ACH-000974,-0.41553249941299997
ACH-000975,-0.14407691127699998
ACH-000976,-0.6636083074979999
ACH-000978,-0.824952141634
ACH-000980,-0.46695322731100003
ACH-000984,-0.382362140493
ACH-000986,-0.43125138607
ACH-000988,-0.318806736125
ACH-000993,-0.39387679992200003
ACH-000994,-0.23529887369199998
ACH-000996,-0.532203410904
ACH-001001,-0.31032373012
ACH-001020,-0.39930047701099997
ACH-001028,-0.33521995877599997
ACH-001031,-0.7536637096050001
ACH-001038,-0.520132290211
ACH-001048,-0.672681613724
ACH-001050,-0.534589784975
ACH-001053,-0.214972621719
ACH-001054,-0.41425660419
ACH-001061,-0.40405223595600004
ACH-001067,-0.745426995246
ACH-001075,-0.45647334173799997
ACH-001096,-0.626100883356
ACH-001128,-1.4342288848299998
ACH-001134,-0.44149862721
ACH-001151,-0.44952553002400003
ACH-001163,-0.651442669684
ACH-001164,-0.25263084901
ACH-001173,-0.48132307160599996
ACH-001183,-0.6958402836800001
ACH-001184,-0.505641013939
ACH-001190,-0.245664230024
ACH-001192,-0.584925904382
ACH-001193,-0.44221464666599997
ACH-001196,-0.493996271464
ACH-001197,-0.527031288782
ACH-001205,-0.7364042337100001
ACH-001211,-0.58213774099
ACH-001212,-0.680042388217
ACH-001228,-0.301499885005
ACH-001232,-0.619027346159
ACH-001239,-0.7561478388580001
ACH-001274,-0.913736809289
ACH-001275,-0.554924853119
ACH-001277,-0.548241382486
ACH-001278,-0.662872134387
ACH-001280,-0.027090242426
ACH-001283,-0.6041892290649999
ACH-001289,-0.492986880001
ACH-001295,-0.214279902952
ACH-001300,-0.447155358446
ACH-001301,-0.43907133802000003
ACH-001302,-0.081391511164
ACH-001303,-0.338373391064
ACH-001306,-0.61875118838
ACH-001318,-0.0264325379375
ACH-001322,-0.7335514108779999
ACH-001328,-0.579590944653
ACH-001332,-0.264317000111
ACH-001333,-0.228984922156
ACH-001336,-0.292923957929
ACH-001340,-0.5581045060450001
ACH-001346,-0.509572841483
ACH-001353,-0.679795701327
ACH-001354,-1.12318264123
ACH-001367,-0.23542071999699998
ACH-001368,-0.40241653067
ACH-001374,0.0819869068048
ACH-001375,-0.7463641484289999
ACH-001377,-0.0686106593602
ACH-001380,-0.372177007324
ACH-001391,-0.365575008911
ACH-001407,-0.399323975371
ACH-001408,-0.326079813313
ACH-001413,-0.8059574445829999
ACH-001430,-0.847184269436
ACH-001431,-0.584050099036
ACH-001450,-0.5196495704199999
ACH-001496,-0.35994610474399996
ACH-001500,-0.856894635971
ACH-001521,-0.193388468522
ACH-001523,-0.43236012375
ACH-001532,-0.710543727476
ACH-001536,-0.5572482769389999
ACH-001550,-0.29127760081099996
ACH-001552,-0.674110710583
ACH-001554,-0.57152956096
ACH-001645,-0.309304759273
ACH-001654,-0.312822273929
ACH-001715,-0.339809470721
ACH-001735,-0.5015607947909999
ACH-001736,-0.0476500531176
ACH-001737,-0.724344366806
ACH-001740,-0.235691377907
ACH-001745,-0.311320971705
ACH-001750,-0.6663367986550001
ACH-001765,-0.342528325124
ACH-001956,-0.771289126293
ACH-001957,-0.33571117453
