,LOXHD1 (125336)
ACH-000004,0.35212191513499996
ACH-000007,0.0137103536945
ACH-000009,0.09813731461169999
ACH-000011,0.275513079404
ACH-000012,0.122077302271
ACH-000013,-0.020338431406900004
ACH-000014,0.13847727027999998
ACH-000015,0.113642964758
ACH-000017,0.21431538787300003
ACH-000018,0.156093015307
ACH-000019,0.310739677984
ACH-000021,0.278526338118
ACH-000022,0.255129052207
ACH-000025,-0.0901692082534
ACH-000028,0.09951954630830001
ACH-000030,0.131772234466
ACH-000035,0.111804732495
ACH-000036,0.165575279199
ACH-000037,0.052706892839699995
ACH-000039,0.106482577686
ACH-000040,0.42089192198799996
ACH-000041,0.170707954149
ACH-000042,0.0906002676312
ACH-000045,0.0628846973388
ACH-000047,0.173092064705
ACH-000052,0.184491470415
ACH-000053,0.141048474888
ACH-000054,0.212201107807
ACH-000055,0.146698406603
ACH-000060,0.132605896947
ACH-000067,0.138325703131
ACH-000070,0.112590754418
ACH-000075,0.277453998252
ACH-000078,0.19953157451900003
ACH-000082,0.16943769683600002
ACH-000085,0.291844780324
ACH-000086,0.23899942430999999
ACH-000087,-0.0335329419945
ACH-000092,0.213213144962
ACH-000095,0.181881956331
ACH-000097,0.06816888794840001
ACH-000098,0.228026783171
ACH-000099,0.22058875946400003
ACH-000108,0.24329490872200002
ACH-000113,0.0847036076556
ACH-000115,0.20607780486699998
ACH-000116,0.167197982957
ACH-000118,0.21729490326099998
ACH-000120,0.103881839219
ACH-000123,0.00135272910863
ACH-000127,0.19127612930100002
ACH-000128,0.11245087161699999
ACH-000132,-0.07993651963260001
ACH-000133,0.208498360493
ACH-000137,0.0571488248814
ACH-000138,0.20287141314100002
ACH-000142,0.1705435767
ACH-000143,0.0322684205842
ACH-000146,0.201980225307
ACH-000148,0.249808151138
ACH-000150,0.264213950332
ACH-000152,0.203763297421
ACH-000153,0.0647693638695
ACH-000159,0.09909050935739999
ACH-000160,-0.05481819599980001
ACH-000163,0.190790487629
ACH-000167,0.419327693127
ACH-000168,0.101668474769
ACH-000169,0.0632256810542
ACH-000178,0.134554917514
ACH-000182,0.0832360785218
ACH-000183,0.034132589752599994
ACH-000188,0.147328092532
ACH-000189,0.445413390348
ACH-000190,-0.032571224105400004
ACH-000198,0.215058422775
ACH-000204,0.212913086635
ACH-000206,0.156640342146
ACH-000207,0.13231282242
ACH-000211,0.07768066180660001
ACH-000215,0.0798362666036
ACH-000221,0.168432436241
ACH-000222,0.160830413254
ACH-000223,0.0169931158726
ACH-000226,0.14725133299499998
ACH-000227,0.07712145323189999
ACH-000228,-0.0871194469726
ACH-000231,0.04402571557130001
ACH-000232,-0.0289351147394
ACH-000233,0.0919394700273
ACH-000234,0.045354902713
ACH-000235,0.199739840997
ACH-000237,0.219193905588
ACH-000238,0.271974309777
ACH-000243,0.236661301212
ACH-000244,0.23748255016
ACH-000246,0.0133890852088
ACH-000248,0.11875450344499999
ACH-000250,0.172739461653
ACH-000251,0.12130772798
ACH-000253,0.276901913046
ACH-000255,0.19517852846
ACH-000256,0.12008374134000001
ACH-000257,0.0101090416096
ACH-000258,0.269771639547
ACH-000259,0.154226137195
ACH-000260,0.248717574284
ACH-000261,0.24382816001999996
ACH-000262,0.121568929183
ACH-000263,0.0894601505805
ACH-000264,0.1477400664
ACH-000265,0.14460980684
ACH-000266,0.177521405529
ACH-000272,0.0825397655553
ACH-000273,0.09670943057119999
ACH-000274,0.166015308545
ACH-000277,0.197243309523
ACH-000278,0.247351582233
ACH-000279,0.23738550533000002
ACH-000280,0.18071621270799998
ACH-000281,0.101109596968
ACH-000288,0.219221523081
ACH-000291,0.204474594786
ACH-000293,0.40763916479699996
ACH-000294,0.210326710668
ACH-000295,0.355751579142
ACH-000296,0.133656287664
ACH-000302,0.0985896399385
ACH-000304,-0.072892425649
ACH-000307,0.0282289122785
ACH-000308,0.06957545949260001
ACH-000310,0.0319396552656
ACH-000311,0.236578990356
ACH-000312,0.190406986952
ACH-000315,0.033384510804
ACH-000316,0.276266312677
ACH-000317,0.287188040801
ACH-000318,0.286281806394
ACH-000319,0.353589771922
ACH-000320,0.261757076804
ACH-000322,0.253871537137
ACH-000323,0.158973401343
ACH-000324,0.0737914418155
ACH-000329,0.222352951505
ACH-000330,0.106571932227
ACH-000331,0.21581307878000003
ACH-000332,0.17967730749000002
ACH-000334,0.30705064439199997
ACH-000335,0.445772262531
ACH-000336,0.059537443292399995
ACH-000337,-0.13297042195599998
ACH-000339,0.0643101886769
ACH-000341,0.554241525043
ACH-000348,0.252712815771
ACH-000350,0.0363297639366
ACH-000352,0.10884256364900001
ACH-000356,0.11519913007400001
ACH-000361,0.183017419513
