,RWDD3 (25950)
ACH-000004,-0.1169381166
ACH-000007,-0.051377105994800006
ACH-000009,-0.12686818466
ACH-000011,0.046540535342
ACH-000012,-0.264196331605
ACH-000013,-0.161284353189
ACH-000014,-0.0449372862648
ACH-000015,-0.0480659870851
ACH-000017,-0.0311170557935
ACH-000018,-0.0304494389289
ACH-000019,0.0735280458053
ACH-000021,-0.187047123629
ACH-000022,0.10925582989
ACH-000025,-0.0832208291516
ACH-000028,-0.0528956968844
ACH-000030,-0.114034578451
ACH-000035,-0.272801844979
ACH-000036,-0.040105556823199995
ACH-000037,-0.11289566449999999
ACH-000039,0.021037939410799997
ACH-000040,-0.171714865638
ACH-000041,-0.012717685785600001
ACH-000042,-0.132013218725
ACH-000045,-0.0296083603013
ACH-000047,-0.0145412106613
ACH-000052,0.172878366337
ACH-000053,-0.06401960913259999
ACH-000054,-0.0901876738417
ACH-000055,-0.0677760452773
ACH-000060,-0.102585199919
ACH-000067,-0.276515630036
ACH-000070,0.14740524305
ACH-000075,-0.060379819536199995
ACH-000078,-0.24615295183400002
ACH-000082,-0.00154536152676
ACH-000085,0.0607145046789
ACH-000086,-0.164356006616
ACH-000087,-0.09129514373469999
ACH-000092,-0.25429789224800003
ACH-000095,-0.10307447710899999
ACH-000097,0.07559063069899999
ACH-000098,-0.00242862365577
ACH-000099,-0.15472604132200002
ACH-000108,0.0475354853257
ACH-000113,0.0225557913051
ACH-000115,0.19789319802000002
ACH-000116,0.07412916291419999
ACH-000118,-0.0610124917635
ACH-000120,-0.0562495116239
ACH-000123,-0.223931431017
ACH-000127,0.021685915531799996
ACH-000128,0.025927568176099997
ACH-000132,0.006038348534699999
ACH-000133,-0.24769904319699998
ACH-000137,-0.0803672923113
ACH-000138,0.009305460827330001
ACH-000142,0.058446476243699995
ACH-000143,0.0290188096618
ACH-000146,0.028427100334799997
ACH-000148,-0.09931949399210001
ACH-000150,-0.0697358244312
ACH-000152,-0.0115161161798
ACH-000153,0.09845673671880001
ACH-000159,-0.26480712605900003
ACH-000160,-0.09986937111230001
