,ZZZ3 (26009)
ACH-000004,-0.131602375478
ACH-000007,-0.45989212844800004
ACH-000009,-0.533440059427
ACH-000011,-0.415708492005
ACH-000012,-0.38375855202799997
ACH-000013,-0.509944623618
ACH-000014,-0.321323187414
ACH-000015,-0.210495747735
ACH-000017,-0.23531653151299997
ACH-000018,-0.266125256709
ACH-000019,-0.462366603366
ACH-000021,-0.415178183155
ACH-000022,-0.262820782007
ACH-000025,-0.547065205792
ACH-000028,-0.304047114425
ACH-000030,-0.32591364756700003
ACH-000035,-0.44128024884800005
ACH-000036,-0.285446323216
ACH-000037,-0.26321767885200004
ACH-000039,-0.507334846265
ACH-000040,-0.360751846694
ACH-000041,-0.49212912660499997
ACH-000042,-0.280221009944
ACH-000045,-0.6282503088520001
ACH-000047,-0.530152374562
ACH-000052,-0.545648670043
ACH-000053,-0.10005292855
ACH-000054,-0.335171530025
ACH-000055,-0.322140648495
ACH-000060,-0.494106195789
ACH-000067,-0.374560875796
ACH-000070,-0.415135946661
ACH-000075,-0.430886922449
ACH-000078,-0.49241053883599994
ACH-000082,-0.539115653653
ACH-000085,-0.405242817157
ACH-000086,-0.406873274121
ACH-000087,-0.51367450097
ACH-000092,-0.331434405299
ACH-000095,-0.420157519975
ACH-000097,-0.426006450645
ACH-000098,-0.205797420542
ACH-000099,-0.349178563611
ACH-000108,-0.34854782050099997
ACH-000113,-0.550551295897
ACH-000115,-0.415974928975
ACH-000116,-0.460789161149
ACH-000118,-0.105397853353
ACH-000120,-0.5851049348080001
ACH-000123,-0.491058703331
ACH-000127,-0.0290944399104
ACH-000128,-0.650216136928
ACH-000132,-0.557396330189
ACH-000133,-0.605409437131
ACH-000137,-0.304197435454
ACH-000138,-0.473457623155
ACH-000142,-0.123465417772
ACH-000143,-0.257531839231
ACH-000146,-0.159553263314
ACH-000148,-0.249780848676
ACH-000150,-0.43677931322499997
ACH-000152,-0.882400636646
ACH-000153,-0.42872045569600004
ACH-000159,-0.37295358370399995
ACH-000160,0.011843711336700001
ACH-000163,-0.561969442958
ACH-000167,-0.0359627097946
ACH-000168,-0.40831750000399997
ACH-000169,-0.491162574747
ACH-000178,-0.395797188044
ACH-000182,-0.429578427611
ACH-000183,-0.319282839419
ACH-000188,-0.496971397446
ACH-000189,-0.27669787094
ACH-000190,0.20975822835299998
ACH-000198,-0.362328199749
ACH-000204,-0.685291182701
ACH-000206,-0.252538766757
ACH-000207,-0.533516554144
ACH-000211,-0.449053640784
ACH-000215,-0.614748305625
ACH-000221,-0.0323209458909
ACH-000222,-0.36030596546899996
ACH-000223,-0.503802151607
ACH-000226,-0.252608732934
ACH-000227,-0.238550235635
ACH-000228,-0.30663580502500004
ACH-000231,-0.42173895579899995
ACH-000232,-0.354068796806
ACH-000233,-0.383012155263
ACH-000234,-0.35883064223300004
ACH-000235,-0.358065823685
ACH-000237,-0.574929691253
ACH-000238,-0.163726991799
ACH-000243,-0.441010213238
ACH-000244,-0.296049353786
ACH-000246,-0.208474543957
ACH-000248,-0.45702849253
ACH-000250,-0.238815332724
ACH-000251,-0.46373223733900004
ACH-000253,-0.470268819926
ACH-000255,-0.577561906546
ACH-000256,-0.303926235131
ACH-000257,-0.474006862814
ACH-000258,-0.646045912919
ACH-000259,-0.353429714921
ACH-000260,-0.41330940509099995
ACH-000261,-0.184239128621
ACH-000262,-0.5673746417409999
ACH-000263,-0.164800455032
ACH-000264,-0.028620554835599995
ACH-000265,-0.20504540956
ACH-000266,-0.42367954592
ACH-000272,-0.31395514854
ACH-000273,-0.373627406297
ACH-000274,-0.419946583782
ACH-000277,-1.0485524565200002
ACH-000278,-0.544503161315
ACH-000279,-0.400427782209
ACH-000280,-0.0138278588114
ACH-000281,-0.42257877768299995
ACH-000288,-0.5103179267419999
ACH-000291,-0.61106999024
ACH-000293,-0.224454040198
ACH-000294,-0.376353945992
ACH-000295,-0.2717327615
ACH-000296,-0.266419355453
ACH-000302,-0.47902847978699997
ACH-000304,-0.146124010033
ACH-000307,-0.284860562528
ACH-000308,-0.337929252897
ACH-000310,-0.543178982709
ACH-000311,-0.493291197351
ACH-000312,-0.294343354187
ACH-000315,-0.310721278227
ACH-000316,-0.41975394684399997
ACH-000317,-0.37705091389600004
ACH-000318,-0.286913179909
ACH-000319,-0.5267316962749999
ACH-000320,-0.370777354111
ACH-000322,-0.527993136532
ACH-000323,-0.324994855245
ACH-000324,-0.353839814086
ACH-000329,-0.404608091378
ACH-000330,-0.381469982458
ACH-000331,-0.379710615713
ACH-000332,-0.37761296026600005
ACH-000334,-0.133198607558
ACH-000335,-0.42449627636
ACH-000336,-0.389737742776
ACH-000337,-0.610630120759
ACH-000339,-0.385583931814
ACH-000341,-0.476589584793
ACH-000348,-0.169974395226
ACH-000350,-0.29962724498300003
ACH-000352,-0.5708471336300001
ACH-000356,-0.459534674955
ACH-000361,-0.707489211942
ACH-000362,-0.573622192134
ACH-000363,-0.271535814861
ACH-000364,-0.6076771704999999
ACH-000365,-0.482053802337
ACH-000366,-0.313432782343
ACH-000368,-0.376279264306
ACH-000374,-0.401478068749
ACH-000375,-0.375359614991
ACH-000376,-0.35177971134499997
ACH-000381,-0.535270341574
ACH-000383,-0.32078296737
ACH-000387,-0.521812979898
ACH-000389,-0.597922269775
ACH-000390,-0.44993903918300004
ACH-000393,-0.303311503746
ACH-000395,-0.349439482685
ACH-000397,-0.625300667028
ACH-000401,-0.40947273103500004
ACH-000402,0.10593652229499999
ACH-000403,-0.33647660674
ACH-000404,-0.39837591883199996
ACH-000406,-0.29329578556499997
ACH-000407,-0.371213690233
ACH-000408,-0.37006436241499996
ACH-000410,-0.527779232521
ACH-000411,-0.39529444139700004
ACH-000414,-0.5490685315380001
ACH-000415,-0.347141721454
ACH-000416,-0.33861119693499997
ACH-000420,-0.362780736172
ACH-000421,-0.356465156109
ACH-000424,-0.553176863437
ACH-000425,-0.415969295293
ACH-000426,-0.162711169701
ACH-000427,-0.408215330045
ACH-000433,-0.139473486271
ACH-000436,-0.520370072605
ACH-000444,-0.37566336304799997
ACH-000445,-0.25762355526299996
ACH-000448,-0.266415198596
ACH-000450,-0.33851136132799997
ACH-000452,-0.261317642557
ACH-000454,-0.29186254634500003
ACH-000458,-0.42346468297
ACH-000459,-0.17954241502999999
ACH-000460,-0.637321162117
ACH-000461,-0.29688167937300003
ACH-000463,-0.294331548957
ACH-000464,-0.332447293942
ACH-000466,-0.454589852164
ACH-000467,-0.187303567813
ACH-000468,-0.340510944706
ACH-000469,-0.485977690172
ACH-000470,-0.344650084317
ACH-000471,-0.212832544285
ACH-000472,-0.186277312478
ACH-000473,-0.42612406150300003
ACH-000475,-0.377264908563
