,PTPRF (5792)
ACH-000004,-0.11557056326199999
ACH-000007,0.323084426688
ACH-000009,-0.288249156315
ACH-000011,0.091231574242
ACH-000012,-0.284208875647
ACH-000013,-0.160105135376
ACH-000014,-0.234752622566
ACH-000015,0.0422028734989
ACH-000017,-0.00496878436481
ACH-000018,-0.132521809023
ACH-000019,-0.16882173541700002
ACH-000021,0.0743000554154
ACH-000022,-0.176577537502
ACH-000025,-0.143140190551
ACH-000028,-0.0681158637747
ACH-000030,-0.20828431030000003
ACH-000035,-0.308292058727
ACH-000036,-0.08427127969550001
ACH-000037,-0.115112750242
ACH-000039,-0.0742113898029
ACH-000040,-0.151994892756
ACH-000041,-0.017508412605000002
ACH-000042,0.0562302642684
ACH-000045,-0.0498328507369
ACH-000047,-0.036138478400800006
ACH-000052,-0.215870350623
ACH-000053,-0.161832173274
ACH-000054,-0.30022866689800004
ACH-000055,-0.33161414145999996
ACH-000060,-0.386309571593
ACH-000067,-0.235885031831
ACH-000070,0.09773461776460002
ACH-000075,-0.361829859102
ACH-000078,-0.117286705492
ACH-000082,-0.276409697454
ACH-000085,-0.15434908852
ACH-000086,-0.140431561443
ACH-000087,-0.292354314224
ACH-000092,-0.329469384993
ACH-000095,0.0360981177754
ACH-000097,-0.24748448287099997
ACH-000098,-0.41257578008400003
ACH-000099,0.042703115107699995
ACH-000108,-0.182415576134
ACH-000113,-0.132655104539
ACH-000115,0.154729370932
ACH-000116,-0.06801196942009999
ACH-000118,-0.12659430105699998
ACH-000120,-0.0436988882912
ACH-000123,-0.225434247335
ACH-000127,-0.143971088933
ACH-000128,0.010076247482700001
ACH-000132,-0.346369022461
ACH-000133,-0.12760566697
ACH-000137,-0.33809926373899996
ACH-000138,-0.111963156003
ACH-000142,-0.40252639437
ACH-000143,-0.08058331245339999
ACH-000146,-0.392543982246
ACH-000148,-0.23896690096599998
ACH-000150,-0.19778073496800003
ACH-000152,-0.322444573916
ACH-000153,-0.282723928508
ACH-000159,-0.251249989008
ACH-000160,-0.19845226814800002
ACH-000163,-0.152649835379
ACH-000167,-0.223949158426
ACH-000168,-0.223754243658
ACH-000169,-0.28112897703699996
ACH-000178,-0.09679847997020001
ACH-000182,-0.00748951346306
ACH-000183,-0.288036771577
ACH-000188,-0.47676241118900003
ACH-000189,0.0233157961425
ACH-000190,0.105955382102
ACH-000198,-0.202007029284
ACH-000204,-0.32318342285
ACH-000206,-0.279478911532
ACH-000207,-0.23179287532099999
ACH-000211,-0.0492368321282
ACH-000215,-0.14415712307700002
ACH-000221,0.012660067425
ACH-000222,-0.0460592036271
ACH-000223,-0.08404751746570001
ACH-000226,-0.121114130405
ACH-000227,-0.09279825023350001
ACH-000228,-0.0594765755502
ACH-000231,-0.183720217557
ACH-000232,-0.0278392998993
ACH-000233,0.0170665832543
ACH-000234,-0.123491733596
ACH-000235,-0.17305468805399998
ACH-000237,-0.344208232259
ACH-000238,-0.377568389604
ACH-000243,-0.0027186056159899997
ACH-000244,-0.602681853964
ACH-000246,-0.156335151118
ACH-000248,-0.038015406193699995
ACH-000250,-0.298313624472
ACH-000251,-0.22160335504599998
ACH-000253,-0.106113639891
ACH-000255,-0.321221319751
ACH-000256,0.07751714727310001
ACH-000257,0.0858358397662
ACH-000258,-0.112489508222
ACH-000259,-0.264197345505
ACH-000260,-0.162314346945
ACH-000261,-0.20016528762000002
ACH-000262,-0.268579429525
ACH-000263,-0.284326978371
ACH-000264,0.0275834114294
ACH-000265,-0.030610591937599997
ACH-000266,-0.141671473031
ACH-000272,-0.131891983815
ACH-000273,-0.22841146608899998
ACH-000274,-0.2234910977
ACH-000277,-0.0519372135815
ACH-000278,-0.28801256668
ACH-000279,-0.15861893836899998
ACH-000280,-0.277986231548
ACH-000281,-0.0412771543004
ACH-000288,-0.11742356353700001
ACH-000291,-0.24995717442899998
ACH-000293,0.00020608115326099997
ACH-000294,-0.071642455607
ACH-000295,-0.29790331716699997
ACH-000296,-0.157311971745
ACH-000302,-0.151510492463
ACH-000304,-0.145495058098
ACH-000307,-0.234312873195
ACH-000308,-0.109104268422
ACH-000310,-0.0156866111182
ACH-000311,-0.276017600609
ACH-000312,-0.0420125703519
ACH-000315,-0.23209907212699998
ACH-000316,-0.17676137958500002
ACH-000317,-0.032453827840400004
ACH-000318,-0.21348581106800002
ACH-000319,-0.0835481824152
ACH-000320,-0.0350579969669
ACH-000322,0.0646804662588
ACH-000323,-0.396018556039
ACH-000324,-0.127875356367
ACH-000329,-0.188368832125
ACH-000330,-0.201859852251
ACH-000331,-0.227950762568
ACH-000332,-0.08040559168389999
ACH-000334,-0.17702634026
ACH-000335,-0.29804291936599997
ACH-000336,-0.226192856723
ACH-000337,-0.385085018264
ACH-000339,-0.0161169240893
ACH-000341,0.09016046332159999
ACH-000348,0.07743219066269999
ACH-000350,-0.083244102211
ACH-000352,-0.0268396804078
ACH-000356,-0.24737605016999997
ACH-000361,-0.296842338975
ACH-000362,-0.0170937825494
ACH-000363,-0.170493779609
ACH-000364,-0.209598078026
ACH-000365,-0.0698495777668
ACH-000366,-0.37904369671099997
ACH-000368,-0.228756322652
ACH-000374,-0.159851262781
ACH-000375,-0.31201614855300003
ACH-000376,-0.372215637744
ACH-000381,-0.25987580749899997
ACH-000383,-0.0629153430363
ACH-000387,-0.268005125471
ACH-000389,-0.26353526089
ACH-000390,-0.0530339954881
ACH-000393,-0.110720301402
ACH-000395,-0.149745121524
ACH-000397,-0.292193619817
ACH-000401,-0.302286630015
ACH-000402,-0.680130651684
ACH-000403,-0.0990855308076
ACH-000404,-0.29309957442699996
ACH-000406,-0.133643472644
ACH-000407,-0.335401890176
ACH-000408,-0.239322819823
ACH-000410,0.0693396542043
ACH-000411,-0.43129086182
ACH-000414,-0.0339380388619
ACH-000415,-0.259991518102
ACH-000416,-0.0847693544969
ACH-000420,-0.21800937601300002
ACH-000421,-0.160933676922
ACH-000424,0.482563624936
ACH-000425,-0.133860292515
ACH-000426,0.0542754363459
ACH-000427,-0.19342297458500002
ACH-000433,-0.259492846768
ACH-000436,-0.243954931822
ACH-000444,0.05386137790030001
ACH-000445,-0.009105593435600001
ACH-000448,-0.189571981895
ACH-000450,-0.527166322627
ACH-000452,-0.092205783662
ACH-000454,-0.43682734513000004
ACH-000458,-0.26467669413199996
ACH-000459,-0.239379067672
ACH-000460,-0.108183735767
ACH-000461,-0.299808589831
ACH-000463,-0.09610954245410001
ACH-000464,-0.0755985826147
ACH-000466,-0.22470273068100002
ACH-000467,-0.20592761936299997
ACH-000468,-0.158001853403
ACH-000469,-0.203621477045
ACH-000470,0.21878606628000002
ACH-000471,-0.183240477328
ACH-000472,-0.119893996049
ACH-000473,0.08567302460310001
ACH-000475,-0.032203045800900006
ACH-000476,-0.07768399173219999
ACH-000477,-0.429313366312
ACH-000480,-0.310558340319
