,MCAM (4162)
ACH-000004,0.112618204563
ACH-000007,0.022475489129300003
ACH-000009,0.11092581864600001
ACH-000011,0.109089384363
ACH-000012,0.06237115096609999
ACH-000013,0.0885471017067
ACH-000014,0.056545515362200004
ACH-000015,0.24492455846099997
ACH-000017,0.24623809743099997
ACH-000018,0.056867463482999994
ACH-000019,0.21545995301999998
ACH-000021,0.147118886719
ACH-000022,0.00857864994838
ACH-000025,0.202068134987
ACH-000028,0.07700766090710001
ACH-000030,0.16140694384999998
ACH-000035,0.122033231984
ACH-000036,0.035331215183300006
ACH-000037,-0.11151745269200002
ACH-000039,0.209537089334
ACH-000040,-0.0713079164041
ACH-000041,-0.005028656022520001
ACH-000042,0.237348177091
ACH-000045,0.0683173903649
ACH-000047,0.0131016754826
ACH-000052,0.18706564017000002
ACH-000053,0.056525885268
ACH-000054,-0.000594675267666
ACH-000055,0.046039174637799996
ACH-000060,0.0813021398953
ACH-000067,0.0946661835445
ACH-000070,-0.043412667030400004
ACH-000075,0.362100249118
ACH-000078,0.18831004141
ACH-000082,0.028165780760000002
ACH-000085,0.184990455375
ACH-000086,0.110857861675
ACH-000087,-0.0375732436845
ACH-000092,0.024023575627799998
ACH-000095,0.0717961321355
ACH-000097,0.036738154443099996
ACH-000098,0.0668856176424
ACH-000099,0.1639681378
ACH-000108,0.0696037400443
ACH-000113,0.0274697509658
ACH-000115,0.0878047017283
ACH-000116,0.132110755799
ACH-000118,0.174768614119
ACH-000120,0.0760093411343
ACH-000123,0.238742884399
ACH-000127,0.105713156802
ACH-000128,0.0201407129019
ACH-000132,0.010198404214200001
ACH-000133,0.147987703672
ACH-000137,0.041403427245800005
ACH-000138,-0.010475293461600001
ACH-000142,0.176976257803
ACH-000143,-0.00896361263243
ACH-000146,0.060007014573099995
ACH-000148,0.166439437043
ACH-000150,0.000819214690286
ACH-000152,0.0605804721661
ACH-000153,0.056511705401
ACH-000159,0.126414876538
ACH-000160,-0.061480127720000007
ACH-000163,0.16036692299799998
ACH-000167,0.14610350355499999
ACH-000168,0.00770488409457
ACH-000169,0.00208451613747
ACH-000178,0.206277880006
ACH-000182,0.207726446624
ACH-000183,0.121335357644
ACH-000188,0.12613344298
ACH-000189,0.311074719592
ACH-000190,0.183285035585
ACH-000198,0.12411320627399999
ACH-000204,0.0587321389228
ACH-000206,-0.0182065533038
ACH-000207,-0.22618426994600002
ACH-000211,0.349379507282
ACH-000215,0.004948682153020001
ACH-000221,0.236049544333
ACH-000222,-0.257817886896
ACH-000223,0.162850186591
ACH-000226,0.211606602681
ACH-000227,0.162061664344
ACH-000228,0.00234580690179
ACH-000231,0.0445284178113
ACH-000232,0.12668612076
ACH-000233,0.23982129035
ACH-000234,0.106358482927
ACH-000235,0.0744527565857
ACH-000237,0.18317031130300002
ACH-000238,0.168491032683
ACH-000243,0.19783745893899998
ACH-000244,0.21209919566799998
ACH-000246,0.0452958574833
ACH-000248,0.24373303105799998
ACH-000250,-0.0056543556672600005
ACH-000251,0.212791924044
ACH-000253,0.14321052588400002
ACH-000255,0.234932899468
ACH-000256,0.0848103151573
ACH-000257,0.18486579072700002
ACH-000258,0.012995889539700002
ACH-000259,0.0736464114741
ACH-000260,0.09551200178210001
ACH-000261,0.0418736075221
ACH-000262,0.0678050332245
ACH-000263,-0.292356314399
ACH-000264,0.0279792702457
ACH-000265,0.165724332709
ACH-000266,0.126191940039
ACH-000272,0.189448750477
ACH-000273,0.121748161173
ACH-000274,-0.017893005778299997
