,DFNB59 (494513)
ACH-000004,0.210585606425
ACH-000007,0.367556727708
ACH-000009,-0.10285237409
ACH-000011,0.21538883630300001
ACH-000012,0.004681738533729999
ACH-000013,0.028106444259200003
ACH-000014,-0.035963259880699996
ACH-000015,0.140506973581
ACH-000017,0.167232405843
ACH-000018,-0.00289025133833
ACH-000019,-0.0278229047978
ACH-000021,0.173869002313
ACH-000022,0.0937032538927
ACH-000025,0.0822130306421
ACH-000028,0.0300671904318
ACH-000030,-0.00423028885586
ACH-000035,0.0714985431147
ACH-000036,0.20071500066
ACH-000037,0.253117916344
ACH-000039,0.0138837290194
ACH-000040,-0.059122512410500004
ACH-000041,-0.0345119433921
ACH-000042,0.0492580539425
ACH-000045,-0.0056905076091099994
ACH-000047,0.155429027557
ACH-000052,0.359228680462
ACH-000053,0.0372413659691
ACH-000054,0.046164168061100005
ACH-000055,0.249124642026
ACH-000060,-0.0810350544906
ACH-000067,-0.0387295015686
ACH-000070,-0.019516101942700002
ACH-000075,-0.32760191882
ACH-000078,0.025902142578699997
ACH-000082,-0.025901522667400003
ACH-000085,-0.08972573785869999
ACH-000086,-0.0009811870710639999
ACH-000087,-0.0979633708027
ACH-000092,-0.0856884847742
ACH-000095,0.16790632451499998
ACH-000097,0.053700328121499996
ACH-000098,0.00380178271637
ACH-000099,0.20560562652800002
ACH-000108,0.10529574627900001
ACH-000113,0.121573521996
ACH-000115,0.145819354571
ACH-000116,0.04689613313180001
ACH-000118,0.055319398193199996
ACH-000120,0.0398902382858
ACH-000123,0.11392524097699999
ACH-000127,0.04610941914319999
ACH-000128,0.0410894386251
ACH-000132,0.0407191468117
ACH-000133,-0.0734998074108
ACH-000137,0.137273822384
ACH-000138,0.0693288380075
ACH-000142,0.0850749529129
ACH-000143,-0.160495345751
ACH-000146,0.12435881101099999
ACH-000148,0.113256958777
ACH-000150,0.29672678052900003
ACH-000152,-0.0696637943073
ACH-000153,0.0017647390627599999
ACH-000159,0.10725336316299999
ACH-000160,-0.151040252008
ACH-000163,0.310778095664
ACH-000167,-0.0722034796696
ACH-000168,0.10042413642999999
ACH-000169,-0.00022014951187799997
ACH-000178,-0.06450319426319999
ACH-000182,0.17552114635299998
ACH-000183,0.0836132016022
ACH-000188,-0.121492638934
ACH-000189,0.13370025615599998
ACH-000190,0.173270804005
ACH-000198,0.11469089958699999
ACH-000204,-0.063674271181
ACH-000206,0.057031624953199994
ACH-000207,-0.20480165868900002
ACH-000211,0.07531411812260001
ACH-000215,-0.0020831136269500003
ACH-000221,0.182038619209
ACH-000222,0.26609019539400003
ACH-000223,0.0387630295772
ACH-000226,0.00356657660496
ACH-000227,0.027118422722299997
ACH-000228,0.13133406765300001
ACH-000231,0.09642563279480001
ACH-000232,0.09230408173480001
ACH-000233,0.197232391506
ACH-000234,-0.09556895813380001
ACH-000235,0.0574988732418
ACH-000237,-0.056611494531699995
ACH-000238,0.00128958307077
ACH-000243,0.0645589493817
ACH-000244,0.050250447725
ACH-000246,0.18864528243200002
ACH-000248,0.280492975177
ACH-000250,0.0185307099854
ACH-000251,0.034828399145
ACH-000253,-0.0688382928141
ACH-000255,0.08224729511260001
ACH-000256,-0.11216351272
ACH-000257,0.399433856355
ACH-000258,0.025422908996200002
ACH-000259,0.0213669320628
ACH-000260,0.021277438805
ACH-000261,0.06521759426490001
ACH-000262,0.134803614257
ACH-000263,0.286431463045
ACH-000264,0.11190461114900001
ACH-000265,0.0156393774266
ACH-000266,0.0633513301669
ACH-000272,-0.0402773971725
ACH-000273,-0.0025273287375599997
ACH-000274,-0.245272093323
ACH-000277,0.0684501494982
ACH-000278,0.00104121875127
ACH-000279,0.07320680994
ACH-000280,0.0176018626102
ACH-000281,0.226859371877
ACH-000288,-0.027841908111
ACH-000291,0.09088893991949999
ACH-000293,0.24989046729400002
ACH-000294,0.110621467555
ACH-000295,0.176274904243
ACH-000296,0.08113737539030001
ACH-000302,0.125221564666
ACH-000304,0.0656083389859
ACH-000307,0.156690322367
ACH-000308,0.0541629291046
ACH-000310,0.115900786025
ACH-000311,0.0500434676048
ACH-000312,0.075340549468
ACH-000315,0.0401817509584
ACH-000316,0.162454043641
ACH-000317,0.15158127157
ACH-000318,-0.164219378177
ACH-000319,-0.08632328965289998
ACH-000320,0.22088007445099997
ACH-000322,0.09341517016489999
ACH-000323,0.114640767473
ACH-000324,0.0276385293997
ACH-000329,0.06892397246010001
ACH-000330,-0.16147212280099998
ACH-000331,-0.0615968216857
ACH-000332,0.10736199712200001
ACH-000334,0.0610093081728
ACH-000335,0.132584290493
ACH-000336,0.174532695981
ACH-000337,-0.305135344749
ACH-000339,0.1853447403
ACH-000341,-0.17130782240400003
ACH-000348,0.100858431762
ACH-000350,0.0831414524402
ACH-000352,0.16129210814
ACH-000356,-0.027980682063099997
ACH-000361,0.240473011096
ACH-000362,0.132048235226
ACH-000363,0.0550429061379
ACH-000364,0.06185059422230001
ACH-000365,0.135465149404
ACH-000366,0.0653015420986
ACH-000368,-0.00832000905469
ACH-000374,-0.132784141901
ACH-000375,0.0644327043201
ACH-000376,0.0102828522046
ACH-000381,0.11907880591700001
