,CLSPN (63967)
ACH-000683,-0.555393526535
ACH-000684,-0.7095571211339999
ACH-000688,-0.994965136832
ACH-000693,-0.641588240208
ACH-000694,-0.497223594106
ACH-000695,-0.9599101099899999
ACH-000696,-0.684461837062
ACH-000697,-0.366350414006
ACH-000699,-0.977865342922
ACH-000701,-0.514874884359
ACH-000706,-1.09596722671
ACH-000711,-0.634285207226
ACH-000713,-0.8908227156020001
ACH-000714,-0.568908061457
ACH-000718,-0.525811198078
ACH-000720,-0.912339057344
ACH-000721,-0.44187511762599996
ACH-000724,-0.045670083958800005
ACH-000725,-0.7246593830850001
ACH-000732,-0.627563869947
ACH-000734,-0.53672423935
ACH-000735,-0.868092768943
ACH-000736,-0.784683435362
ACH-000738,-0.508557460775
ACH-000746,-0.904903584431
ACH-000747,-0.660807336185
ACH-000748,-0.7128377332350001
ACH-000753,-0.471219084096
ACH-000756,-0.397487822005
ACH-000757,-0.538724639804
ACH-000758,-0.553338989636
ACH-000760,-0.674818019191
ACH-000763,-0.895917116945
ACH-000764,-0.551667032134
ACH-000765,-0.721034369812
ACH-000766,-0.557924236629
ACH-000767,-0.820737269086
ACH-000768,-0.46141140472099995
ACH-000769,-0.564643675752
ACH-000770,-0.906133184848
ACH-000771,-0.9475997861040001
ACH-000773,-0.8121106996140001
ACH-000776,-0.534701002031
ACH-000777,-0.34065141203599997
ACH-000778,-0.325323725727
ACH-000781,-0.672311007827
ACH-000782,-0.55136134922
ACH-000783,-0.9628888580920001
ACH-000784,-0.8081104843970001
ACH-000785,-0.638341329509
ACH-000787,-0.447209296343
ACH-000788,-0.561387492074
ACH-000791,-0.918380199868
ACH-000792,-0.532061224692
ACH-000794,-0.939968336252
ACH-000796,-0.60380365082
ACH-000799,-1.06426360064
ACH-000800,-0.903619636499
ACH-000802,-0.563908049428
ACH-000804,-0.134143380384
ACH-000805,-0.7013434965559999
ACH-000809,-0.64869586433
ACH-000810,-0.866144554393
ACH-000811,-0.814824682396
ACH-000817,-0.323860894495
ACH-000819,-0.727177921861
ACH-000820,-0.5697915857029999
ACH-000821,-0.996158032117
ACH-000822,-0.997337782809
ACH-000823,-0.638081875262
ACH-000824,-0.458961569571
ACH-000827,-0.834123253673
ACH-000829,-0.617712877625
ACH-000831,-0.553281073541
ACH-000832,-0.784001312699
ACH-000833,-0.49006422595
ACH-000834,-0.720133432044
ACH-000835,-0.439085028971
ACH-000836,-0.59514506654
ACH-000837,-0.689056933033
ACH-000838,-0.0705035692535
ACH-000839,-0.54247554948
ACH-000840,-0.492053371003
ACH-000841,-0.5214743472410001
ACH-000843,-0.739507266086
ACH-000846,-0.618317849546
ACH-000847,-0.252143750682
ACH-000848,-0.537610802424
ACH-000849,-0.42622195905500004
ACH-000851,-0.737313532165
ACH-000855,-0.25319895893000005
ACH-000856,-0.729170084321
ACH-000858,-0.587188509401
ACH-000859,-0.529511378111
ACH-000861,-0.693977159553
ACH-000862,-0.48776102279600003
ACH-000865,-0.42387071078199995
ACH-000866,-0.5784355500020001
ACH-000867,-0.6598863573439999
ACH-000869,-1.3754236991600002
ACH-000872,-0.822992445898
ACH-000873,-0.261613705592
ACH-000876,-0.379152848983
ACH-000878,-0.137503887591
ACH-000880,-0.976434817418
ACH-000881,-0.529228446745
ACH-000882,-0.795838557766
ACH-000884,-0.655907494904
ACH-000885,-0.75850595971
ACH-000887,-0.754658934285
ACH-000888,-1.11160152862
ACH-000889,-0.612949949463
ACH-000890,-0.83996534111
ACH-000896,-0.8764876877169999
ACH-000898,-1.09174587734
ACH-000900,-0.7307003857430001
ACH-000901,-0.587406579848
ACH-000905,-0.370015238792
ACH-000906,-0.7926449691680001
ACH-000907,-0.647163946281
ACH-000910,-0.663169849595
ACH-000911,-0.555321285012
ACH-000912,-0.8300357582279999
ACH-000913,-0.775341820009
ACH-000915,-0.7537102292229999
ACH-000916,-0.8999137309370001
ACH-000917,-0.657024100546
ACH-000921,-0.936902914673
ACH-000924,-0.856097645994
ACH-000926,-0.8793112253350001
ACH-000928,-0.48468562808399995
ACH-000929,-0.697833629815
ACH-000932,-0.7614163159020001
ACH-000935,-0.70467508874
ACH-000936,-0.5467292500990001
ACH-000937,-0.40142765601400004
ACH-000938,-0.873269819426
ACH-000939,-1.04140868244
ACH-000941,-0.768537557629
ACH-000943,-0.7363555661669999
ACH-000946,-0.44694566821500004
ACH-000947,-0.62634156022
ACH-000948,-0.925693145307
ACH-000950,-1.0342509917899998
ACH-000953,-0.722727379823
ACH-000957,-0.6556717914760001
ACH-000958,-1.0159792810400001
ACH-000960,-0.6876996118590001
ACH-000963,-0.039744927084199994
ACH-000968,-0.505282747463
ACH-000969,-0.8363105924650001
ACH-000973,-0.857690280688
ACH-000974,-0.650255755018
ACH-000975,-0.9347658384190001
ACH-000976,-0.42184863879699996
ACH-000978,-0.5878691575289999
ACH-000980,-0.7210982954520001
ACH-000984,-0.527936802625
ACH-000986,-0.795496000355
ACH-000988,-0.644205692176
ACH-000993,-0.40537545011200005
ACH-000994,-0.447828976287
ACH-000996,-0.544522610276
ACH-001001,-0.707575107676
ACH-001020,-0.6150956389760001
ACH-001028,-0.7669885112289999
ACH-001031,-0.695026790602
ACH-001038,-0.627969192658
ACH-001048,-0.75801209373
ACH-001050,-0.680688379511
ACH-001053,-0.8110739700570001
ACH-001054,-0.926766153477
ACH-001061,-0.551060852761
ACH-001067,-0.856289398779
ACH-001075,-0.337131017003
ACH-001096,-0.6297846587470001
ACH-001128,-1.0974676513700001
ACH-001134,-0.8502151169959999
ACH-001151,-0.899551901913
ACH-001163,-0.586273926163
ACH-001164,-0.711524009248
ACH-001173,-0.703213639506
ACH-001183,-0.641773734093
ACH-001184,-0.441771154048
ACH-001190,-0.8152670301999999
ACH-001192,-0.89734784138
ACH-001193,-1.1695036078
ACH-001196,-0.670129270262
ACH-001197,-0.6151481923569999
ACH-001205,-0.368325514341
ACH-001211,-0.933987322358
ACH-001212,-0.49550975298199995
ACH-001228,-0.537089242265
ACH-001232,-0.565282272254
ACH-001239,-0.754912846174
ACH-001274,-0.695271207012
ACH-001275,-0.408890686465
ACH-001277,-0.46904591542199997
ACH-001278,-0.925581042712
ACH-001280,-1.00250204694
ACH-001283,-0.94334934532
ACH-001289,-0.9899693667
ACH-001295,-0.596138358584
ACH-001300,-1.04929533507
ACH-001301,-1.02972901883
ACH-001302,-0.426090223074
ACH-001303,-1.6591074559799999
ACH-001306,-0.520852248908
ACH-001318,-0.688680151012
ACH-001322,-0.9261592400319999
ACH-001328,-0.608227309189
ACH-001332,-0.6931427428329999
ACH-001333,-0.472401889656
ACH-001336,-0.684126509771
ACH-001340,-0.917372689957
ACH-001346,-0.773059022228
ACH-001353,-0.7714623496870001
ACH-001354,-0.5678473021
ACH-001367,-0.801070749806
ACH-001368,-0.894256520847
ACH-001374,-0.466241153335
ACH-001375,-0.76191618683
ACH-001377,-1.05657053105
ACH-001380,-0.459833760431
ACH-001391,-0.41021915567199996
ACH-001407,-0.588984472967
ACH-001408,-0.66169246569
ACH-001413,-0.668314674741
ACH-001430,-0.506410803827
ACH-001431,-0.840150812234
ACH-001450,-0.48691639208000004
ACH-001496,-0.7078704606849999
ACH-001500,-0.601415407065
ACH-001521,-0.757226697176
ACH-001523,-0.539905033626
ACH-001532,-0.6461729644740001
ACH-001536,-0.40071937184699996
ACH-001550,-0.6133421019699999
ACH-001552,-0.630433119772
ACH-001554,-0.550209822186
ACH-001645,-0.286843868137
ACH-001654,-0.602448545695
ACH-001715,-0.786963539901
ACH-001735,-0.86175928838
ACH-001736,-0.611185443767
ACH-001737,-0.7645475369689999
ACH-001740,-0.60545813997
ACH-001745,-0.603811356799
ACH-001750,-0.499804577213
ACH-001765,-0.617122519942
ACH-001956,-0.796415728017
ACH-001957,-1.02052329128
