,LAMTOR2 (28956)
ACH-000004,-0.893134509173
ACH-000007,-0.935405115175
ACH-000009,-0.8168348694059999
ACH-000011,-0.818022576707
ACH-000012,-0.797172100667
ACH-000013,-0.724634145026
ACH-000014,-0.8386287533869999
ACH-000015,-0.38336955178599996
ACH-000017,-0.601838680837
ACH-000018,-0.8717109598880001
ACH-000019,-0.816666693425
ACH-000021,-1.02505077411
ACH-000022,-0.33956673447700003
ACH-000025,-0.887128632359
ACH-000028,-0.665194487914
ACH-000030,-0.722201979029
ACH-000035,-0.718786249044
ACH-000036,-0.6860798191419999
ACH-000037,-1.11617502915
ACH-000039,-0.66919775349
ACH-000040,-0.00619293796538
ACH-000041,-0.47983903148699997
ACH-000042,-0.372134317693
ACH-000045,-0.41220404237400005
ACH-000047,-0.6144575305100001
ACH-000052,-1.0647875684
ACH-000053,-0.9730464076629999
ACH-000054,-0.6394592169359999
ACH-000055,-0.579227148983
ACH-000060,-0.715989689681
ACH-000067,-0.438604576042
ACH-000070,-0.584672721792
ACH-000075,-0.677446082413
ACH-000078,-0.541188769234
ACH-000082,-0.792551212676
ACH-000085,-0.400341202869
ACH-000086,-0.8195465484639999
ACH-000087,-0.8164219042399999
ACH-000092,-1.03498830195
ACH-000095,-0.711177135316
ACH-000097,-0.73807601743
ACH-000098,0.26810289505
ACH-000099,-0.632621017838
ACH-000108,-0.804912998608
ACH-000113,-0.8578167839669999
ACH-000115,-0.20663902193
ACH-000116,-0.6403509290380001
ACH-000118,-0.7114643633930001
ACH-000120,-0.574903167716
ACH-000123,-0.6776674547
ACH-000127,-0.579739780438
ACH-000128,-0.490666793662
ACH-000132,-0.892444546762
ACH-000133,-0.636276749455
ACH-000137,-0.7352598718819999
ACH-000138,-0.782793449015
ACH-000142,-0.715339941873
ACH-000143,-0.6093518414019999
ACH-000146,-0.541082777884
ACH-000148,-0.60475202088
ACH-000150,-0.833278594228
ACH-000152,-0.437578285879
ACH-000153,-0.650996137729
ACH-000159,-0.923545716172
ACH-000160,-0.424038415322
ACH-000163,-0.962173251461
ACH-000167,-0.9086293542110001
ACH-000168,-0.8601777794390001
ACH-000169,-0.710220514778
ACH-000178,-1.0
ACH-000182,-0.380305103609
ACH-000183,-0.5986978002669999
ACH-000188,-0.359391647604
ACH-000189,-1.04797375265
ACH-000190,-1.16728701201
ACH-000198,-0.581445396227
ACH-000204,-0.359120803456
ACH-000206,-0.28802726796
ACH-000207,-0.813432768671
ACH-000211,-0.562447946278
ACH-000215,-0.272337553519
ACH-000221,-0.233177825068
ACH-000222,-0.971821535766
ACH-000223,-0.437456588133
ACH-000226,-0.575340981495
ACH-000227,-0.5510284889720001
ACH-000228,-0.856289733899
ACH-000231,-0.786502763666
ACH-000232,-0.817192625591
ACH-000233,-0.948090482406
ACH-000234,-0.71514042981
